N	2gram	Medvedev_F_1	Narrotol
598	и тогда	1	1
599	ней не	1	1
600	только здесь	2	1
601	к одному	1	1
602	опираясь на	1	1
603	и по	1	1
604	о художественных	1	1
605	том чтобы	2	1
606	всего было	1	1
607	он и	1	1
608	но это	3	1
609	к предмету	1	1
610	в русской	1	1
