N	2gram	Losev_Dial_4	SlovoVZh
290	тот же	1	1
291	и художественного	1	1
292	явления в	1	1
293	себе не	2	1
294	все возможные	1	1
295	как нечто	2	1
296	о самом	1	1
297	бьют мимо	1	1
298	отношение как	2	1
299	тому как	4	1
300	может дать	2	1
301	во времени	1	1
302	что это	13	1
303	увидели что	1	1
304	если мы	5	1
305	более подробно	1	1
306	не то	1	1
307	близости к	1	1
308	себя в	2	1
309	думать что	2	1
310	есть в	4	1
311	бы только	4	1
312	эпохи но	1	1
313	не можем	1	1
314	так можно	1	1
315	дальше и	1	1
316	получилось бы	1	1
317	значение и	1	1
318	в виде	3	1
319	исходит из	1	1
320	что она	5	1
321	слова не	1	1
322	не из	1	1
323	богатым и	1	1
324	оно всегда	1	1
325	при помощи	3	1
326	или просто	1	1
327	она становится	1	1
328	его и	1	1
329	смысле она	1	1
330	кто будет	1	1
331	одно из	1	1
332	себе в	1	1
333	и их	2	1
334	даже тогда	1	1
335	не как	4	1
336	в одном	4	1
337	и вот	11	1
338	вовсе не	6	1
339	ничего общего	4	1
340	что называется	1	1
341	как его	1	1
342	бытия и	4	1
343	подобно тому	4	1
344	кто же	1	1
345	быть обязательно	1	1
346	на этом	3	1
347	она имеет	1	1
348	или иных	1	1
349	не бывает	1	1
350	самом же	2	1
351	даже и	3	1
352	ее истории	2	1
353	том же	1	1
354	бы это	1	1
355	и только	2	1
356	что все	4	1
357	же деле	1	1
358	они должны	1	1
359	сознание и	1	1
360	без того	3	1
361	ни одной	1	1
362	мы это	1	1
363	и из	2	1
364	входя в	1	1
365	моменты и	1	1
366	должно быть	2	1
367	входит в	1	1
368	и которые	1	1
369	них в	1	1
370	и тех	2	1
371	а эти	1	1
372	и мы	7	1
373	было бы	9	1
374	этом смысле	4	1
375	и прежде	1	1
376	она стала	1	1
377	и тем	6	1
378	но есть	1	1
379	только к	1	1
380	что для	1	1
381	говорит о	3	1
382	мимо цели	2	1
383	само собою	1	1
384	от нее	3	1
385	и во-вторых	2	1
386	не было	2	1
387	не знает	1	1
388	все равно	2	1
389	и самый	1	1
390	в ее	2	1
391	не всегда	3	1
392	он имеет	1	1
393	одна и	1	1
394	и вне	2	1
395	если этот	1	1
396	все моменты	1	1
397	раз что	1	1
398	и свободно	1	1
399	форма и	1	1
400	него не	1	1
401	же не	1	1
402	в истории	3	1
403	и тогда	2	1
404	со всей	2	1
405	но можно	1	1
406	и становится	1	1
407	мы видели	1	1
408	до степени	1	1
409	нужно думать	1	1
410	но если	5	1
411	заложенная в	1	1
412	в частности	2	1
413	ее внутренней	1	1
414	именно и	1	1
415	и без	2	1
416	как одно	2	1
417	только его	2	1
418	она в	3	1
419	положения в	1	1
420	свой смысл	1	1
421	не могут	2	1
422	так мы	1	1
423	чем мы	1	1
424	что я	5	1
425	он будет	1	1
426	и другого	1	1
427	наряду с	1	1
428	тем кто	1	1
429	этих моментов	1	1
430	и тот	1	1
431	которые в	1	1
432	всегда имеет	1	1
433	по крайней	7	1
434	лучшем случае	1	1
435	того кто	1	1
436	в словах	3	1
437	мы еще	2	1
438	для нее	2	1
439	зрения и	1	1
440	и вся	1	1
441	на другое	3	1
442	оно по	1	1
443	события а	1	1
444	но прежде	1	1
445	одна сторона	1	1
446	абстрактными моментами	1	1
447	чрезвычайно важный	1	1
448	только для	3	1
449	от всего	3	1
450	в который	1	1
451	с которой	1	1
452	вне ее	1	1
453	она могла	1	1
454	в смысле	5	1
455	в обоих	1	1
456	как о	2	1
457	искусством и	2	1
458	она должна	2	1
459	зрения уже	1	1
460	тех или	4	1
461	не является	1	1
462	непосредственно и	2	1
463	всех языках	1	1
464	в основе	10	1
465	и искусство	2	1
466	он еще	1	1
467	уже на	1	1
468	при таком	2	1
469	потому не	1	1
470	того чтобы	5	1
471	чем не	1	1
472	всей его	2	1
473	такой взгляд	1	1
474	это мы	1	1
475	взаимоотношения и	1	1
476	найти в	3	1
477	такое понимание	2	1
478	в результате	6	1
479	которой можно	1	1
480	в коем	2	1
481	человек и	1	1
482	в качестве	2	1
483	трех моментов	1	1
484	имеем дело	1	1
485	кто является	1	1
486	же время	6	1
487	от него	3	1
488	к поэзии	1	1
489	тем более	6	1
490	мы должны	4	1
491	ровно ничего	7	1
492	них и	1	1
493	связи с	1	1
494	можно только	3	1
495	здесь же	1	1
496	случае нельзя	1	1
497	в свою	3	1
498	эти три	1	1
499	от каких	1	1
500	это уже	1	1
501	как будто	2	1
502	гораздо больше	1	1
503	жизни в	1	1
504	в области	3	1
505	может и	2	1
506	у нас	3	1
507	и оно	1	1
508	является то	1	1
509	образом только	1	1
510	равно как	2	1
511	является и	1	1
512	этот третий	1	1
513	когда мы	1	1
514	есть только	3	1
515	том кто	1	1
516	время не	1	1
517	я и	1	1
518	должны быть	4	1
519	включает в	1	1
520	его пределы	2	1
521	что оно	7	1
522	предмет в	1	1
523	мы могли	1	1
524	во всяком	2	1
525	вполне понятно	1	1
