N	2gram	Losev_Vlad_2	Istorich
551	обычно не	1	1
552	словами здесь	1	1
553	мы находим	2	1
554	уже и	2	1
555	заметить что	1	1
556	от того	1	1
557	ее на	2	1
558	отче наш	1	1
559	живой и	1	1
560	как у	2	1
561	или иначе	3	1
562	нас в	2	1
563	что человек	1	1
564	и русская	1	1
565	в каких	2	1
566	и прежде	2	1
567	и быть	1	1
568	однако в	2	1
569	он сын	1	1
570	а на	1	1
571	на этот	4	1
572	которых мы	1	1
573	ничем не	1	1
574	также с	1	1
575	имеется еще	1	1
576	мужа и	2	1
577	ниже в	1	1
578	о чем	6	1
579	на эту	2	1
580	что мы	1	1
581	под влиянием	3	1
582	с двумя	1	1
583	что такие	1	1
584	друга в	1	1
585	многих случаях	1	1
586	над ним	1	1
587	к своему	1	1
588	находит в	1	1
589	ли ты	1	1
590	так или	3	1
591	было написано	2	1
592	двух людей	1	1
593	найти много	1	1
594	свидетельствующий о	1	1
595	в разгар	2	1
596	как бы	5	1
597	и всей	1	1
598	это значит	2	1
599	дело здесь	1	1
600	что же	8	1
601	с этой	4	1
602	в основном	5	1
603	своей жизни	3	1
604	оба они	1	1
605	о его	5	1
606	все это	5	1
607	время своей	1	1
608	но для	1	1
609	чем та	1	1
610	от матери	1	1
611	в книге	1	1
612	здесь произошла	1	1
613	уже на	3	1
614	видно из	2	1
615	он себе	1	1
616	но когда	1	1
617	вот теперь	2	1
618	год или	1	1
619	разве только	1	1
620	которой мы	2	1
621	могли быть	1	1
622	в человеческих	1	1
623	была бы	1	1
624	от всех	1	1
625	направляется в	1	1
626	и никому	1	1
627	бы его	2	1
628	можно привести	1	1
629	из этого	5	1
630	но эти	1	1
631	правда все	1	1
632	это в	3	1
633	далеко в	1	1
634	в таком	3	1
635	том числе	1	1
