N	2gram	Propp_Isto_2	VrazhdaK
194	из него	2	1
195	что ни	1	1
196	и этот	1	1
197	совпадают с	1	1
198	не будет	1	1
199	этом он	1	1
200	их и	1	1
201	это было	1	1
202	следить за	1	1
203	было бы	5	1
204	дурак так	1	1
205	в жизни	2	1
206	на характер	1	1
207	не ясно	1	1
208	в высшей	1	1
209	соответствии с	1	1
210	этого не	5	1
211	не всегда	1	1
212	он и	3	1
213	восходят к	1	1
214	такой же	2	1
215	этот материал	2	1
216	но я	1	1
217	со мной	2	1
218	в этих	11	1
219	и их	2	1
220	тот страшно	1	1
221	можно найти	5	1
222	как указывает	2	1
223	представление о	2	1
224	встрече с	1	1
225	своего рода	1	1
226	полно и	1	1
227	не будем	4	1
228	тем не	1	1
229	доказывает что	1	1
230	есть еще	1	1
231	с такими	1	1
232	что этот	3	1
233	связь этого	1	1
234	на расстоянии	1	1
235	вдаваясь в	2	1
236	на три	2	1
237	вплоть до	1	1
238	но они	4	1
239	тем самым	2	1
240	этом говорят	1	1
241	что эта	2	1
242	от нас	1	1
243	правда в	1	1
244	он дважды	1	1
245	в процессе	1	1
246	как о	1	1
247	нет необходимости	2	1
248	также что	2	1
249	только не	1	1
250	ничего не	7	1
251	того как	4	1
252	ему и	1	1
253	потому что	9	1
254	которая называется	1	1
255	до того	1	1
256	в каком	1	1
257	в бою	1	1
258	такие же	1	1
259	среди них	1	1
260	могут быть	2	1
261	во все	1	1
262	вошли в	1	1
263	все ясно	1	1
264	за что	1	1
265	уже на	3	1
266	время сна	1	1
267	не совсем	3	1
268	с ее	2	1
269	только при	1	1
270	другой раз	2	1
271	роль в	3	1
272	имя не	1	1
273	так и	5	1
274	на нее	2	1
275	живет в	2	1
276	этого как	1	1
277	том как	1	1
278	можно бы	1	1
279	увидел что	1	1
280	до сих	6	1
281	но об	1	1
282	к нему	5	1
283	доходит до	1	1
284	во всех	2	1
285	полагали что	1	1
286	из своего	1	1
287	в другой	4	1
288	и можно	1	1
289	вслед за	1	1
290	все в	1	1
291	также в	2	1
292	в свете	2	1
293	не знаю	1	1
294	если это	3	1
295	к которому	5	1
296	в третий	2	1
297	имеется в	2	1
298	постепенно выясняется	1	1
299	силу которой	1	1
300	один из	8	1
301	но с	2	1
302	он стал	2	1
303	которым он	1	1
304	проникнуть в	2	1
305	во всем	1	1
306	в качестве	3	1
307	указания на	1	1
308	мы бы	1	1
309	хотя в	3	1
310	а это	1	1
311	он подошел	1	1
312	ни с	1	1
313	никто не	1	1
314	пока не	4	1
315	в одном	5	1
316	друг друга	1	1
317	каждый из	1	1
318	не просто	2	1
319	в особенности	2	1
320	связан с	5	1
321	нужно было	1	1
322	и сестра	1	1
323	о своей	2	1
324	и из	2	1
325	с другой	2	1
326	говорит я	1	1
327	именно в	2	1
328	такое же	1	1
329	прежде всего	5	1
330	только по	1	1
331	что им	2	1
332	попадает в	5	1
333	целым рядом	1	1
334	до конца	1	1
335	одну из	1	1
336	из героев	1	1
337	в подобных	1	1
338	нет ничего	2	1
339	в частности	1	1
340	материал и	1	1
341	человека к	1	1
342	он ее	1	1
343	или по	1	1
344	этот мотив	4	1
345	лет я	1	1
346	не знал	2	1
347	предположить что	3	1
348	что за	1	1
349	это за	2	1
350	того что	3	1
351	указанием на	1	1
352	сих пор	7	1
353	в основном	2	1
354	между прочим	3	1
355	и ушел	3	1
356	но на	1	1
357	о котором	1	1
358	это как	1	1
359	тот кто	2	1
360	ее и	1	1
361	еще более	1	1
362	можно признать	1	1
363	в обоих	1	1
364	брата и	1	1
365	в родстве	1	1
366	быть и	1	1
367	родстве с	1	1
368	в спину	1	1
369	другой стороны	2	1
370	бы его	1	1
371	из этого	1	1
372	сам в	1	1
373	только о	1	1
374	позади них	1	1
375	героя в	1	1
376	к этой	4	1
377	молодой человек	1	1
378	в таком	1	1
379	точно так	6	1
380	они не	4	1
