N	2gram	Losev_Prob_1	Narrotol
214	со всеми	2	2
215	себя в	1	2
216	в виде	15	2
217	в начале	1	2
218	в душе	1	2
219	о них	1	2
220	одно из	2	2
221	а то	1	2
222	на одном	2	2
223	могло бы	1	2
224	т п	1	2
225	вовсе не	35	2
226	не случайно	1	2
227	в других	5	2
228	только на	4	2
229	не обязательно	3	2
230	именно в	4	2
231	говорит о	3	2
232	если не	4	2
233	так же	9	2
234	в него	2	2
235	к своему	1	2
236	по своему	9	2
237	о чем	6	2
238	в течение	1	2
239	тому как	2	2
240	его жизни	1	2
241	которое не	1	2
242	а потом	2	2
243	но это	8	2
244	видно что	1	2
245	ни для	1	2
246	в результате	2	2
247	своей собственной	1	2
248	собственно говоря	2	2
249	тем более	5	2
250	от всего	3	2
251	хотя бы	3	2
252	только что	2	2
253	во время	1	2
254	вступает в	1	2
255	о своем	2	2
256	они все	1	2
257	между внешней	1	2
258	точно так	4	2
259	разговоре с	1	2
260	по поводу	4	2
261	как на	1	2
262	а между	1	1
263	отношения к	1	1
264	не должны	3	1
265	одним из	1	1
266	также и	11	1
267	например в	2	1
268	с с	1	1
269	у гоголя	1	1
270	таком случае	6	1
271	самым в	1	1
272	начинается с	1	1
273	определенный момент	1	1
274	все остальное	1	1
275	даже сказать	1	1
276	решительно все	1	1
277	каждый из	1	1
278	тем же	1	1
279	в определенный	2	1
280	но чего	1	1
281	он уже	1	1
282	нельзя назвать	1	1
283	которое может	1	1
284	и должен	1	1
285	на душе	1	1
286	вопрос о	1	1
287	именно к	1	1
288	но ясно	1	1
289	который ничего	2	1
290	но она	3	1
291	как то	1	1
292	бы желая	1	1
293	на себя	2	1
294	мы и	4	1
295	это время	1	1
296	не субъективно	1	1
297	и самого	1	1
298	на другом	1	1
299	а еще	1	1
300	как символ	6	1
301	иное как	2	1
302	быть в	1	1
303	это действительно	1	1
304	во всех	7	1
305	прошлого не	1	1
306	в общем	1	1
307	не просто	23	1
308	за пределы	6	1
309	который однако	1	1
310	относится к	1	1
311	не верили	1	1
312	нашего сознания	1	1
313	чем же	2	1
314	наряду с	1	1
315	первый взгляд	1	1
316	в одной	1	1
317	субъекта и	1	1
318	в акте	1	1
319	данный момент	1	1
320	и нет	1	1
321	им в	1	1
322	виду и	2	1
323	кто не	1	1
324	и как	6	1
325	его к	1	1
326	более или	3	1
327	себе не	3	1
328	здесь и	1	1
329	о самом	1	1
330	же пока	1	1
331	то в	5	1
332	для которого	3	1
333	даже если	4	1
334	а есть	4	1
335	в которой	2	1
336	бы и	1	1
337	отказывается от	1	1
338	так или	2	1
339	бы не	1	1
340	поскольку в	2	1
341	по преимуществу	2	1
342	века однако	1	1
343	после этого	4	1
344	об анне	1	1
345	или иному	1	1
346	события в	1	1
347	обычно имеет	1	1
348	из него	1	1
349	что ни	2	1
350	определяется с	1	1
351	на этом	1	1
352	его можно	1	1
353	прежде чем	3	1
354	в нее	1	1
355	с собой	2	1
356	он об	1	1
357	этом последнем	1	1
358	жизнь которая	1	1
359	несомненно есть	1	1
360	этом втором	1	1
361	конечно в	2	1
362	а его	1	1
363	входит в	4	1
364	есть не	6	1
365	этом смысле	6	1
366	новой жизни	1	1
367	делает его	2	1
368	здесь нет	2	1
369	мы встречаемся	2	1
370	в это	2	1
371	ни в	7	1
372	но уже	5	1
373	всеми уже	1	1
374	как об	1	1
375	и особенно	2	1
376	он имеет	1	1
377	здесь всего	1	1
378	определенного рода	2	1
379	должно быть	2	1
380	и ничего	2	1
381	одного и	2	1
382	несет в	1	1
383	только тем	1	1
384	на первый	2	1
385	или менее	3	1
386	разговаривать не	1	1
387	есть в	5	1
388	она сама	1	1
389	ничего подобного	2	1
390	но поскольку	1	1
391	в такой	1	1
392	и без	1	1
393	всяком случае	3	1
394	одним и	1	1
395	момент времени	1	1
396	в которых	3	1
397	миф о	1	1
398	из земли	1	1
399	говоря и	1	1
400	признать что	1	1
401	верили в	1	1
402	и уж	2	1
403	данный текст	1	1
404	мир и	1	1
405	есть его	2	1
406	что было	1	1
407	имеет смысл	1	1
408	их в	4	1
409	значимость в	1	1
410	для нее	1	1
411	вместе со	1	1
412	новое и	1	1
413	всего его	1	1
414	связи с	5	1
415	жизни то	1	1
416	раз и	9	1
417	в отношении	3	1
418	между людьми	1	1
419	можно ли	5	1
420	вплоть до	1	1
421	она не	2	1
422	иной раз	1	1
423	в такое	1	1
424	обладает для	1	1
425	дело не	1	1
426	на котором	1	1
427	и притом	4	1
428	до поры	1	1
429	было не	1	1
430	в основе	1	1
431	время как	1	1
432	чтобы стать	1	1
433	иметь в	4	1
434	что иное	2	1
435	иначе ее	1	1
436	того и	1	1
437	последние десятилетия	1	1
438	а поскольку	1	1
439	отнестись к	1	1
440	бумаги и	1	1
441	находятся в	1	1
442	обратим внимание	1	1
443	быть для	2	1
444	мыслей и	1	1
445	смерти только	1	1
446	ее внутренняя	1	1
447	только с	1	1
448	как будто	3	1
449	в каком	3	1
450	не мыслится	1	1
451	к той	1	1
452	настоящего времени	1	1
453	xx века	2	1
454	если у	1	1
455	не могут	2	1
456	есть только	8	1
457	и вполне	3	1
458	является полным	1	1
459	же самое	9	1
460	того о	1	1
461	как для	2	1
462	из монастыря	1	1
463	мысли о	1	1
464	анализа в	1	1
465	если же	1	1
466	как мы	7	1
467	тем и	2	1
468	что человек	1	1
469	и о	8	1
470	но по	1	1
471	с ее	1	1
472	что все	3	1
473	само понятие	1	1
474	в виду	6	1
475	и образ	1	1
476	на другой	1	1
477	для читателя	1	1
478	то время	1	1
479	достигается это	1	1
480	если они	1	1
481	например о	2	1
482	на нее	1	1
483	не с	1	1
484	ясно что	3	1
485	до времени	1	1
486	особенно в	2	1
487	что никогда	1	1
488	которая была	1	1
489	глубоко и	1	1
490	это только	2	1
491	все необходимые	1	1
492	движение которое	1	1
493	он остается	1	1
494	не случайна	1	1
495	не на	3	1
496	ничто в	1	1
497	и смерть	1	1
498	же было	1	1
499	уже никто	1	1
500	в самой	3	1
501	другими словами	3	1
502	или на	3	1
503	утверждает что	1	1
504	на что	2	1
505	мира а	1	1
506	основе своей	1	1
507	времени в	1	1
508	мы делаем	1	1
509	это было	2	1
510	к нему	3	1
511	с одним	1	1
512	и во	3	1
513	чем говорить	1	1
514	а потому	2	1
515	это нужно	1	1
516	во всей	3	1
517	без которого	3	1
518	чем и	1	1
519	них в	1	1
520	от этих	1	1
521	говорить и	1	1
522	выше в	1	1
523	ее как	1	1
524	все время	2	1
525	который бы	2	1
526	это всегда	1	1
527	данный термин	1	1
528	по содержанию	1	1
529	быть и	3	1
530	но с	1	1
531	оно и	3	1
532	чехова которая	1	1
533	а явление	1	1
534	простым и	1	1
535	этот вопрос	1	1
536	как нечто	8	1
537	течение всей	1	1
538	очень много	3	1
539	и так	2	1
540	мы будем	2	1
541	человеческого смысла	1	1
542	к смыслу	1	1
543	но то	1	1
544	меня самого	1	1
545	именно на	3	1
546	именно тем	1	1
547	так что	6	1
548	того же	3	1
549	события и	1	1
550	не можем	2	1
551	указания на	1	1
552	ни одного	1	1
553	вернуться к	1	1
554	в нашей	1	1
555	и чисто	3	1
556	является не	2	1
557	в ряд	2	1
558	в данной	1	1
559	мир в	1	1
560	свой собственный	2	1
561	и их	1	1
562	от читателя	1	1
563	в прошлом	1	1
564	не для	2	1
565	не о	2	1
566	но что	2	1
567	к человеку	1	1
568	в системе	1	1
569	не говорит	1	1
570	тем что	7	1
571	есть выражение	2	1
572	содержанием самого	1	1
573	образом что	1	1
574	бы это	1	1
575	для того	8	1
576	в последние	1	1
577	именно как	4	1
578	даже не	1	1
579	в данный	1	1
580	является их	1	1
581	до сих	3	1
582	от другой	1	1
583	хоть и	1	1
584	это пока	1	1
585	а именно	12	1
586	чем он	1	1
587	как же	3	1
588	это все	1	1
589	же о	1	1
590	но о	2	1
591	или о	1	1
592	что не	3	1
593	но все-таки	2	1
594	о нашей	1	1
595	ей не	1	1
596	на этот	3	1
597	что находится	1	1
598	у человека	1	1
599	однако и	3	1
600	с которым	1	1
601	его как	2	1
602	и достаточно	1	1
603	что обычно	1	1
604	и с	2	1
605	ни о	5	1
606	о предмете	2	1
607	об ее	1	1
608	что мы	13	1
609	их самих	1	1
610	как именно	2	1
611	может иметь	2	1
612	уже давно	2	1
613	нет никаких	1	1
614	в специальном	1	1
615	вместе с	2	1
616	и потому	2	1
617	человек есть	1	1
618	как объективно	1	1
619	всей его	1	1
620	на человеческую	1	1
621	в историю	1	1
622	в разговоре	1	1
623	xix века	1	1
624	смысловом отношении	1	1
625	содержащий в	1	1
626	он говорит	1	1
627	мертвые знаки	1	1
628	что же	9	1
629	того не	1	1
630	поскольку он	2	1
631	евгении онегине	1	1
632	многих других	1	1
633	слова и	1	1
634	и от	1	1
635	сих пор	3	1
636	в смысловом	1	1
637	о его	2	1
638	все это	7	1
639	и конца	1	1
640	тому или	1	1
641	встречаемся в	1	1
642	в связи	4	1
643	не существует	6	1
644	или в	4	1
645	первом и	1	1
646	сознания и	2	1
647	а все	1	1
648	в другое	1	1
649	но эти	1	1
650	в этих	3	1
651	иначе он	1	1
652	мы должны	5	1
653	ведь есть	1	1
654	будто бы	1	1
655	именно он	1	1
656	первобытного мышления	1	1
657	или не	3	1
658	хотя в	3	1
659	но оно	1	1
660	может и	3	1
661	и внешней	1	1
662	взывает к	1	1
663	в романе	1	1
664	не знает	1	1
665	смысле они	1	1
666	поры до	1	1
667	одновременно и	1	1
668	по которой	1	1
669	не что	2	1
670	бы его	1	1
671	и представления	1	1
672	в действительности	3	1
673	себе но	3	1
674	где он	1	1
675	просто не	1	1
676	к другим	1	1
677	а я	1	1
678	ее в	2	1
679	он однако	1	1
680	к этому	1	1
681	нашего восприятия	1	1
682	во всяком	7	1
683	гораздо более	2	1
