N	2gram	Bakhtin_fo_1	Myshleni
150	отнюдь не	5	3
151	не являются	2	3
152	но в	10	3
153	в которой	2	3
154	в этой	1	3
155	что все	2	3
156	в совершенно	1	3
157	со всеми	3	3
158	и других	3	3
159	на данной	1	3
160	предметы в	1	3
161	ни в	8	3
162	чем в	2	3
163	в один	1	3
164	в этих	3	3
165	мы говорили	3	3
166	оно стало	1	3
167	в другую	2	3
168	и является	2	3
169	во всем	2	3
170	связи с	6	3
171	не могут	3	3
172	и отношений	1	3
173	приводит к	1	3
174	должно быть	1	3
175	и поэтому	1	3
176	внимание на	1	3
177	и во	7	3
178	один из	3	3
179	одной из	3	3
180	но не	5	3
181	всяком случае	1	3
182	себя в	1	3
183	так что	1	3
184	этого понятия	1	3
185	нас в	3	3
186	именно в	3	3
187	только к	3	3
188	самое слово	1	3
189	в связи	5	3
190	сравнению с	2	3
191	наряду с	5	3
192	по существу	12	3
193	этом случае	1	3
194	в условиях	7	3
195	формы и	3	3
196	и от	1	3
197	не подлежит	1	3
198	бы в	1	3
199	связей и	1	3
200	совершенно не	2	3
201	мы проследим	1	3
202	одним из	1	2
203	также и	2	2
204	связана с	1	2
205	но один	1	2
206	между двумя	6	2
207	ту же	2	2
208	высшей степени	1	2
209	когда это	1	2
210	мы имеем	1	2
211	при анализе	1	2
212	с более	1	2
213	нам в	1	2
214	место в	2	2
215	между этими	4	2
216	мы и	4	2
217	зависимости от	1	2
218	основе этого	1	2
219	в ней	4	2
220	этому вопросу	1	2
221	мы будем	2	2
222	для других	4	2
223	отличие от	2	2
224	и речи	5	2
225	стороны и	2	2
226	более и	1	2
227	по пути	1	2
228	слова он	1	2
229	к построению	1	2
230	животных и	1	2
231	три различных	1	2
232	из этих	1	2
233	вообще не	3	2
234	к выводу	1	2
235	как оно	2	2
236	в нем	24	2
237	все другие	2	2
238	раз в	4	2
239	поэтому оно	2	2
240	но вместе	1	2
241	встречаются в	1	2
242	не бывает	1	2
243	в основу	3	2
244	в каждом	1	2
245	здесь мы	1	2
246	факт что	1	2
247	входит в	3	2
248	в ином	1	2
249	в высшей	1	2
250	далеко не	2	2
251	человека мы	2	2
252	и тогда	1	2
253	таким же	1	2
254	в отличие	2	2
255	их в	3	2
256	том же	2	2
257	что этот	1	2
258	в той	4	2
259	в историческом	1	2
260	но они	3	2
261	не имеет	4	2
262	этими двумя	3	2
263	проблемы но	1	2
264	находятся в	1	2
265	это слово	1	2
266	не совсем	1	2
267	мы встречаем	2	2
268	когда мы	1	2
269	отличается от	1	2
270	он видит	1	2
271	и он	1	2
272	и это	4	2
273	свою очередь	1	2
274	и сами	1	2
275	здесь не	4	2
276	данном случае	1	2
277	ясно что	2	2
278	и которые	1	2
279	еще не	5	2
280	понятно что	4	2
281	выводу что	1	2
282	смысле и	1	2
283	и здесь	1	2
284	и т.д	1	2
285	а также	2	2
286	связь между	2	2
287	когда оно	1	2
288	на одном	1	2
289	в него	1	2
290	уже говорили	3	2
291	которое мы	1	2
292	но как	1	2
293	и у	5	2
294	возрасте в	1	2
295	историческом развитии	1	2
296	от других	1	2
297	в данной	2	2
298	он имеет	1	2
299	для него	2	2
300	у него	6	2
301	которые могут	1	2
302	звеном между	1	2
303	только на	3	2
304	в каком	2	2
305	и тех	2	2
306	прежде всего	15	2
307	бы назвать	1	2
308	также с	1	2
309	нашей точки	3	2
310	с которым	1	2
311	сложный и	1	2
312	если не	1	2
313	все более	1	2
314	включается в	1	2
315	все основные	1	2
316	в данном	2	2
317	что это	1	2
318	самого себя	1	2
319	эта проблема	1	2
320	как только	1	2
321	в начале	3	2
322	числе и	2	2
323	но для	2	2
324	из ряда	1	2
325	на одной	1	2
326	и т.п	4	2
327	а в	3	2
328	в свою	2	2
329	не знает	3	2
330	влияния на	2	2
331	видим в	1	2
332	в таком	3	2
333	том числе	4	2
334	они не	3	2
335	и наиболее	1	1
336	которое возникает	1	1
337	смысле слова	2	1
338	например в	6	1
339	человека и	11	1
340	функции в	1	1
341	сплошь и	2	1
342	он может	1	1
343	тех же	2	1
344	и есть	1	1
345	по которым	1	1
346	уже указывали	4	1
347	оно было	1	1
348	в зависимости	1	1
349	которыми он	2	1
350	из всех	1	1
351	а как	3	1
352	на материале	2	1
353	мы не	3	1
354	связи в	1	1
355	всех его	1	1
356	не делает	1	1
357	сама историческая	1	1
358	та же	1	1
359	вопрос о	2	1
360	его только	1	1
361	такое положение	1	1
362	из сказанного	1	1
363	время как	5	1
364	оно вообще	1	1
365	я не	1	1
366	и со	1	1
367	что можно	1	1
368	же что	2	1
369	собой в	1	1
370	во всех	6	1
371	их так	1	1
372	как если	2	1
373	и существенного	1	1
374	друг к	2	1
375	относятся и	1	1
376	совсем не	2	1
377	то он	1	1
378	они имеют	1	1
379	точка зрения	1	1
380	не входит	2	1
381	одном и	1	1
382	в противоречии	1	1
383	значение и	3	1
384	по отношению	3	1
385	не путем	1	1
386	напротив оно	1	1
387	большое значение	1	1
388	форме и	1	1
389	его развития	1	1
390	формой на	1	1
391	и я	1	1
392	эти предметы	1	1
393	к истинному	1	1
394	независимо от	1	1
395	мы также	1	1
396	что касается	1	1
397	однако не	1	1
398	не сливается	1	1
399	а чисто	1	1
400	может получить	1	1
401	перечисленные нами	1	1
402	обычно только	1	1
403	имеет в	2	1
404	дальнейшем развитии	2	1
405	историческая действительность	2	1
406	в этот	2	1
407	развития это	1	1
408	но эта	3	1
409	двумя точками	1	1
410	применительно к	1	1
411	бы не	1	1
412	только два	2	1
413	не оставляет	6	1
414	имеют никаких	1	1
415	степени и	1	1
416	ряду с	1	1
417	прямой и	1	1
418	но на	4	1
419	так сказать	7	1
420	сюда мы	1	1
421	а вовсе	1	1
422	в первых	1	1
423	связанные с	1	1
424	он не	5	1
425	говорили в	1	1
426	чтобы они	4	1
427	различные формы	1	1
428	с нашим	1	1
429	себе не	1	1
430	он должен	2	1
431	и ясностью	1	1
432	характер в	2	1
433	в плане	1	1
434	и по	2	1
435	его можно	1	1
436	без исключения	1	1
437	но все	5	1
438	часть его	1	1
439	главным образом	1	1
440	и может	2	1
441	к другу	2	1
442	на этой	4	1
443	с другими	3	1
444	это противоречие	1	1
445	на свои	1	1
446	для них	3	1
447	самый характер	1	1
448	о которых	1	1
449	на второй	1	1
450	которой он	1	1
451	нигде не	1	1
452	уже у	1	1
453	человека при	1	1
454	движется в	1	1
455	не больше	1	1
456	это сочетание	1	1
457	отвлеченной форме	1	1
458	внутренние и	1	1
459	нас не	1	1
460	лежат в	2	1
461	на развитие	2	1
462	и научные	1	1
463	это делает	1	1
464	двумя моментами	5	1
465	не столько	1	1
466	он дает	1	1
467	не как	2	1
468	в которых	2	1
469	своего рода	1	1
470	должны были	1	1
471	каждый предмет	1	1
472	значение для	1	1
473	оказывается здесь	1	1
474	в основном	5	1
475	значение может	1	1
476	в одном	3	1
477	точку зрения	2	1
478	образом и	1	1
479	но он	2	1
480	есть еще	1	1
481	специфические особенности	1	1
482	мере и	1	1
483	для нее	1	1
484	по себе	2	1
485	с определенными	1	1
486	раз и	2	1
487	и разновидности	3	1
488	случае в	1	1
489	три типа	1	1
490	вплоть до	1	1
491	но отдельные	1	1
492	в таких	1	1
493	реже и	1	1
494	с которой	1	1
495	этого же	1	1
496	самого начала	2	1
497	в то	9	1
498	как о	1	1
499	ними не	1	1
500	что их	1	1
501	здесь на	4	1
502	когда они	1	1
503	и тонкие	1	1
504	некоторых особенностей	1	1
505	ничего не	9	1
506	в разных	5	1
507	всю судьбу	1	1
508	это то	2	1
509	в самой	2	1
510	своем дальнейшем	1	1
511	в русском	1	1
512	как она	2	1
513	и после	1	1
514	ним но	1	1
515	вопрос в	1	1
516	здесь же	1	1
517	эти три	1	1
518	существуют в	1	1
519	поднимаются выше	1	1
520	исторического процесса	2	1
521	построено на	1	1
522	у нас	1	1
523	такие же	1	1
524	в момент	1	1
525	конкретное и	1	1
526	поэтому не	1	1
527	во все	2	1
528	всего в	1	1
529	одну и	1	1
530	его с	1	1
531	бы он	1	1
532	свое значение	1	1
533	день и	1	1
534	переходя к	1	1
535	для себя	7	1
536	и самое	1	1
537	элементы в	2	1
538	но по	2	1
539	еще более	3	1
540	то время	4	1
541	они проходят	1	1
542	совершенно ясно	1	1
543	характер и	7	1
544	постараемся показать	1	1
545	указывали на	1	1
546	в себя	1	1
547	с самого	2	1
548	не возникает	1	1
549	так в	1	1
550	в дальнейшем	6	1
551	и характер	2	1
552	причем в	1	1
553	смысле но	2	1
554	и совершенно	1	1
555	и сам	1	1
556	и ту	1	1
557	который он	1	1
558	было в	1	1
559	как составные	1	1
560	еще и	2	1
561	наше внимание	1	1
562	связанных между	1	1
563	образом в	1	1
564	находится в	1	1
565	два момента	1	1
566	материала это	1	1
567	которым она	1	1
568	все содержание	1	1
569	в глаза	2	1
570	или на	1	1
571	все его	3	1
572	в различных	2	1
573	вне всякой	1	1
574	является здесь	1	1
575	на отдельные	1	1
576	на ее	1	1
577	указывает в	1	1
578	этот момент	1	1
579	какие мы	1	1
580	в форме	3	1
581	того в	1	1
582	тот момент	1	1
583	также в	1	1
584	и следовательно	4	1
585	может иметь	1	1
586	происходит в	2	1
587	являются только	1	1
588	которое имело	1	1
589	является существенным	1	1
590	явления как	1	1
591	с ними	1	1
592	образом все	1	1
593	мы увидим	1	1
594	должен быть	1	1
595	не имеющих	1	1
596	одних и	2	1
597	и ее	3	1
598	вопрос об	1	1
599	по этому	1	1
600	же и	2	1
601	целом оно	1	1
602	уже не	2	1
603	и они	1	1
604	кризиса и	2	1
605	мы относим	1	1
606	этом конкретном	1	1
607	одно из	3	1
608	и их	8	1
609	с указанием	1	1
610	в конце	9	1
611	моментов в	1	1
612	те формы	1	1
613	как его	1	1
614	человек как	1	1
615	далее в	1	1
616	как раз	13	1
617	деле и	1	1
618	в других	9	1
619	и даже	2	1
620	даже не	2	1
621	этой проблемы	2	1
622	и обратно	1	1
623	мы это	1	1
624	говорим о	1	1
625	с другим	1	1
626	до сих	3	1
627	связаны с	3	1
628	эта работа	1	1
629	здесь в	2	1
630	от конкретного	1	1
631	характерно для	1	1
632	это своеобразное	1	1
633	на которые	1	1
634	имеет место	3	1
635	что не	3	1
636	и люди	1	1
637	к более	1	1
638	то и	1	1
639	место во	1	1
640	и составляет	1	1
641	и самый	1	1
642	не на	1	1
643	своей структуре	1	1
644	объединены в	1	1
645	и том	1	1
646	эти особенности	2	1
647	вступает в	2	1
648	о своих	1	1
649	и потому	3	1
650	мы говорим	1	1
651	тот факт	1	1
652	значение она	1	1
653	из которых	1	1
654	конечно не	4	1
655	о чем	1	1
656	в течение	2	1
657	с особенностями	2	1
658	виде с	1	1
659	в тех	1	1
660	наконец и	2	1
661	совершенно различных	1	1
662	распадается на	1	1
663	каждой отдельной	1	1
664	один день	1	1
665	и формы	1	1
666	что из	1	1
667	сих пор	3	1
668	все это	4	1
669	имел в	1	1
670	при построении	1	1
671	при всем	1	1
672	в полном	1	1
673	указать на	1	1
674	уже на	2	1
675	тем и	1	1
676	не существует	1	1
677	себя на	1	1
678	или в	3	1
679	своей природе	1	1
680	своей собственной	3	1
681	хотя и	3	1
682	в другое	1	1
683	из себя	1	1
684	у них	2	1
685	тем более	1	1
686	на обычную	1	1
687	противоречии с	1	1
688	с ним	2	1
689	же в	3	1
690	личности и	2	1
691	человека не	1	1
692	не предполагает	1	1
693	нет ничего	4	1
694	к основному	2	1
695	не быть	1	1
696	форм которые	1	1
697	равно как	2	1
698	всех других	1	1
699	отношению к	5	1
700	на различные	1	1
701	время не	2	1
702	поставить вопрос	1	1
703	и внешние	1	1
704	внутри каждой	1	1
705	ее в	2	1
706	в своих	1	1
707	и существенных	1	1
