N	2gram	Ircho_Kome_3	Istorich
460	вплоть до	2	1
461	с дочерью	3	1
462	что там	1	1
463	друг другу	1	1
464	иным как	1	1
465	войти в	1	1
466	быть не	1	1
467	отправляется в	1	1
468	тому что	2	1
469	себя от	2	1
470	в отношении	4	1
471	что происходит	2	1
472	как можно	1	1
473	что эта	2	1
474	с которой	1	1
475	она не	2	1
476	мало того	1	1
477	то чего	1	1
478	и притом	1	1
479	в самых	1	1
480	греческой литературе	1	1
481	о них	1	1
482	того чтобы	6	1
483	он с	1	1
484	так много	1	1
485	почему в	1	1
486	не лучше	1	1
487	при всем	2	1
488	ст или	1	1
489	к концу	2	1
490	к ней	8	1
491	он хочет	1	1
492	на себе	1	1
493	знают что	1	1
494	этим же	1	1
495	что речь	1	1
496	ссылаясь на	1	1
497	были те	1	1
498	ему не	3	1
499	известной степени	2	1
500	из рассмотрения	1	1
501	и оказалось	1	1
502	он вполне	1	1
503	от их	1	1
504	один раз	1	1
505	ли не	2	1
506	и дают	2	1
507	а что	1	1
508	от нее	3	1
509	известных нам	1	1
510	бы он	3	1
511	по сравнению	2	1
512	все еще	2	1
513	которой она	1	1
514	в греческом	1	1
515	и это	2	1
516	они стали	1	1
517	приходит к	1	1
518	нас от	1	1
519	в виду	2	1
520	меня в	1	1
521	говоря уже	1	1
522	лица не	1	1
523	нет никакой	1	1
524	в себя	1	1
525	как с	1	1
526	что у	1	1
527	с собой	1	1
528	которая была	1	1
529	найти в	1	1
530	этим в	1	1
531	в весьма	1	1
532	зрения что	1	1
533	строго говоря	1	1
534	ней и	1	1
535	счастливо и	1	1
536	стремление к	1	1
537	из других	1	1
538	сводится к	1	1
539	именно потому	2	1
540	а также	2	1
541	здесь сквозит	1	1
542	и та	1	1
543	никак не	1	1
544	надо было	1	1
545	в глаза	3	1
546	однако только	1	1
547	после того	1	1
548	может не	1	1
549	должно было	3	1
550	но столь	1	1
551	он умер	1	1
552	путь к	1	1
553	которой мы	2	1
554	ты ее	1	1
555	из своего	3	1
556	в другой	1	1
557	них в	1	1
558	ними происходит	1	1
559	говоря что	1	1
560	женится на	1	1
561	из видов	1	1
562	уходит в	1	1
563	как из	2	1
564	на которой	1	1
565	есть доля	1	1
566	который попадает	1	1
567	мысли не	1	1
568	с появлением	1	1
569	ii в	2	1
570	даже если	2	1
571	дом он	1	1
572	который в	3	1
573	и раньше	1	1
574	и ее	2	1
575	не мешает	2	1
576	к которой	1	1
577	на своем	1	1
578	менее и	1	1
579	только на	1	1
580	от царя	1	1
581	виде и	1	1
582	не из	1	1
583	для сравнения	1	1
584	за ним	2	1
585	на своего	1	1
586	свою дочь	1	1
587	к каким	1	1
588	одно из	1	1
589	и со	2	1
590	т п	4	1
591	это предположение	1	1
592	в прошлом	1	1
593	в конце	7	1
594	с этими	1	1
595	друг друга	4	1
596	меня то	1	1
597	мы можем	3	1
598	как его	1	1
599	у него	4	1
600	в соответствии	1	1
601	этом отношении	2	1
602	они будут	2	1
603	явно не	1	1
604	ее на	1	1
605	для того	6	1
606	чаще однако	1	1
607	до начала	2	1
608	умер и	2	1
609	возможно что	3	1
610	исходят из	1	1
611	чем он	1	1
612	было и	1	1
613	что для	2	1
614	точке зрения	1	1
615	не было	2	1
616	здесь правда	1	1
617	быть только	1	1
618	ничем не	4	1
619	а так	1	1
620	что из	1	1
621	тому как	1	1
622	уже о	1	1
623	этой же	1	1
624	не удается	1	1
625	ничего нет	1	1
626	так мы	1	1
627	чтобы они	1	1
628	к жизни	1	1
629	и рассказ	1	1
630	такого рода	1	1
631	найти объяснение	1	1
632	да и	1	1
633	бы его	1	1
634	с тремя	1	1
635	тех пор	3	1
636	и представляют	1	1
637	в изучении	1	1
638	в это	1	1
639	на пути	1	1
640	этом случае	2	1
641	ней в	2	1
642	происходит с	1	1
643	нет ничего	2	1
644	большинством исследователей	1	1
645	это ясно	1	1
646	отрицательного отношения	1	1
647	многие из	1	1
648	где и	1	1
649	на время	1	1
650	если сравнить	1	1
651	котором он	1	1
652	в результате	2	1
653	чтобы понять	1	1
654	хотя и	5	1
655	то не	1	1
656	за нее	2	1
657	и все	2	1
658	это может	1	1
659	отметить еще	1	1
660	у них	1	1
661	их создателей	1	1
662	девушку в	1	1
663	хотя в	1	1
664	на люди	1	1
665	несмотря на	4	1
666	нет речи	1	1
667	до тех	3	1
668	же на	1	1
669	не говоря	1	1
670	это касается	1	1
671	только как	2	1
672	начинаются с	1	1
673	совершенно не	2	1
674	равно как	2	1
675	жизни а	1	1
676	исследователи которые	1	1
677	первом случае	1	1
678	что ты	2	1
679	при изучении	1	1
680	однако нет	1	1
681	к числу	1	1
682	эти слова	1	1
683	таким же	1	1
684	начала не	1	1
685	об этих	1	1
686	указывают на	1	1
687	к этой	2	1
688	во всяком	3	1
