N	2gram	Vinokur_Vv_1	Myshleni
116	одной стороны	4	5
117	до конца	3	5
118	как это	5	5
119	в данном	11	5
120	отношению к	4	5
121	с этой	4	5
122	и для	4	5
123	бы в	1	5
124	только что	4	5
125	отношения между	1	4
126	еще не	4	4
127	с другой	8	4
128	это и	1	4
129	как в	1	4
130	стороны и	3	4
131	но в	10	4
132	говорится в	1	4
133	на то	1	4
134	чем в	3	4
135	в такой	1	4
136	в котором	4	4
137	чем говорится	3	4
138	не в	8	4
139	в той	7	4
140	не менее	8	4
141	не по	1	4
142	никогда не	3	4
143	своей природе	3	4
144	связи с	3	4
145	в области	4	4
146	в момент	1	4
147	не могут	5	4
148	что оно	2	4
149	не есть	4	4
150	что у	1	4
151	о том	15	4
152	в его	10	4
153	в свете	1	4
154	одной из	3	4
155	по этому	2	4
156	так что	5	4
157	к мысли	1	4
158	в конце	3	4
159	нужно было	1	4
160	это есть	2	4
161	относящихся к	4	4
162	о чем	4	4
163	речь в	4	4
164	должны быть	1	4
165	и от	1	4
166	то о	2	4
167	этой точки	1	4
168	гораздо более	3	4
169	связана с	4	3
170	на самом	1	3
171	только потому	1	3
172	в первом	5	3
173	что эти	1	3
174	собственном смысле	2	3
175	мы уже	1	3
176	есть не	3	3
177	из того	2	3
178	в ней	3	3
179	в чем	4	3
180	но не	7	3
181	очевидно что	1	3
182	нет и	1	3
183	из важнейших	1	3
184	в этой	3	3
185	в одной	1	3
186	как к	1	3
187	в этот	2	3
188	из этих	5	3
189	учение о	2	3
190	к выводу	6	3
191	в первой	1	3
192	отношений между	3	3
193	одно и	1	3
194	так и	1	3
195	и заключается	4	3
196	об этом	5	3
197	с другими	1	3
198	не совпадает	1	3
199	мы видели	2	3
200	для него	1	3
201	в своей	4	3
202	втором случае	1	3
203	тем не	8	3
204	состоит в	2	3
205	на другую	1	3
206	для нее	1	3
207	по себе	9	3
208	на котором	2	3
209	в самой	1	3
210	во всем	2	3
211	каждой из	3	3
212	этом отношении	3	3
213	только по	3	3
214	отличается от	1	3
215	но также	14	3
216	значения и	1	3
217	в собственном	2	3
218	мог бы	2	3
219	для этого	3	3
220	с ним	1	3
221	исследования и	2	3
222	этому поводу	2	3
223	во втором	2	3
224	нуждается в	2	3
225	что и	3	3
226	это не	8	3
227	к нему	2	3
228	мы видим	1	3
229	и является	1	3
230	есть в	1	3
231	только на	3	3
232	и обратно	4	3
233	представить себе	5	3
234	самого слова	1	3
235	мы находим	1	3
236	мы можем	2	3
237	как раз	4	3
238	момент в	1	3
239	были бы	1	3
240	из двух	2	3
241	до сих	5	3
242	деятельности и	2	3
243	смысле этого	8	3
244	этого слова	2	3
245	и о	1	3
246	сих пор	5	3
247	но это	1	3
248	все это	6	3
249	уяснить себе	1	3
250	слова но	1	3
251	в новой	1	3
252	находит свое	1	3
253	есть то	1	3
254	между ними	2	3
255	первом случае	2	3
256	в то	5	3
257	и другой	1	3
258	не означает	1	3
259	не иначе	2	2
260	отношения к	1	2
261	одним из	5	2
262	также и	16	2
263	выражения в	1	2
264	стадии в	1	2
265	мере в	4	2
266	на деле	1	2
267	и есть	3	2
268	то в	1	2
269	проявляются в	1	2
270	можно говорить	1	2
271	и до	2	2
272	выражается в	1	2
273	не раз	1	2
274	и ничего	1	2
275	что если	2	2
276	приводят к	1	2
277	свою особую	1	2
278	этого термина	2	2
279	слово не	1	2
280	время в	2	2
281	что его	1	2
282	значение и	2	2
283	ответ на	3	2
284	отношение к	3	2
285	отличие от	3	2
286	для объяснения	2	2
287	эта связь	1	2
288	с этим	2	2
289	остановиться на	1	2
290	говорит что	1	2
291	что по	1	2
292	его к	2	2
293	в действительности	1	2
294	бы с	1	2
295	в известном	3	2
296	раз в	1	2
297	о человеке	1	2
298	не могла	1	2
299	на его	1	2
300	в нем	13	2
301	в определенном	1	2
302	котором мы	1	2
303	то как	1	2
304	одной и	2	2
305	его от	1	2
306	возможно только	1	2
307	а затем	1	2
308	значение в	2	2
309	особенности в	1	2
310	лишь в	1	2
311	его в	6	2
312	того почему	1	2
313	которого не	1	2
314	действительности в	2	2
315	о которых	2	2
316	показывает что	1	2
317	на основании	5	2
318	несмотря на	2	2
319	должно быть	2	2
320	мере не	1	2
321	бы сказать	1	2
322	они говорят	1	2
323	в этих	3	2
324	во время	1	2
325	что между	1	2
326	но если	3	2
327	и при	2	2
328	могут не	1	2
329	в их	11	2
330	в отличие	3	2
331	в которых	6	2
332	должны были	1	2
333	и другого	1	2
334	нельзя было	1	2
335	и той	2	2
336	точку зрения	1	2
337	но он	1	2
338	том же	2	2
339	этой работы	3	2
340	в отношении	2	2
341	не имеет	4	2
342	того как	3	2
343	нельзя не	4	2
344	казалось бы	2	2
345	ничего не	2	2
346	как такового	2	2
347	у нас	2	2
348	есть только	2	2
349	чтобы сделать	1	2
350	всего в	1	2
351	что при	1	2
352	в работах	2	2
353	если же	2	2
354	которого мы	2	2
355	что все	1	2
356	это единство	1	2
357	свою очередь	1	2
358	можно было	7	2
359	вещи и	1	2
360	и которые	1	2
361	выводу что	5	2
362	образом в	1	2
363	из основных	1	2
364	к целому	1	2
365	одновременно и	1	2
366	внимание на	4	2
367	одного из	1	2
368	этих двух	1	2
369	входит в	2	2
370	в конечном	1	2
371	ее от	2	2
372	должно было	1	2
373	во всей	1	2
374	своему значению	2	2
375	наконец в	1	2
376	в лучшем	1	2
377	известном смысле	3	2
378	один из	6	2
379	внутреннее единство	1	2
380	то положение	1	2
381	этот факт	1	2
382	и ее	4	2
383	с которыми	1	2
384	это остается	1	2
385	сомнений в	1	2
386	уже в	5	2
387	вопроса о	1	2
388	этого понятия	5	2
389	нас и	1	2
390	и других	3	2
391	его и	1	2
392	мы знаем	1	2
393	ведь это	1	2
394	вовсе не	6	2
395	само собой	2	2
396	не до	2	2
397	видно из	1	2
398	что на	1	2
399	в свою	1	2
400	с ней	2	2
401	что не	5	2
402	по тем	1	2
403	которых мы	1	2
404	мы говорим	2	2
405	из которых	2	2
406	оно имеет	1	2
407	наряду с	2	2
408	могут быть	4	2
409	что же	3	2
410	слове но	1	2
411	ко всему	1	2
412	знания в	3	2
413	только о	2	2
414	той мере	4	2
415	этого метода	1	2
416	лучшем случае	1	2
417	этом и	1	2
418	но для	1	2
419	и собственно	1	2
420	не мог	2	2
421	но с	4	2
422	или в	1	2
423	на одно	1	2
424	а в	5	2
425	может и	1	2
426	о своем	1	2
427	совершенно не	1	2
428	природе и	2	2
429	чем иным	1	2
430	самое что	2	2
431	эти данные	1	2
432	к действительности	2	2
433	в своих	2	2
434	к этому	3	2
435	точно так	2	2
436	во всяком	3	2
437	объяснения того	1	1
438	также что	1	1
439	и т	43	1
440	например в	2	1
441	самой себе	1	1
442	двух разнородных	1	1
443	того же	3	1
444	сам по	1	1
445	сравнить ее	1	1
446	ясность в	1	1
447	одних только	1	1
448	может оказаться	3	1
449	в чисто	4	1
450	оно было	1	1
451	объясняется и	1	1
452	действительности и	1	1
453	в зависимости	1	1
454	которыми он	1	1
455	целого но	1	1
456	а как	3	1
457	мы имеем	3	1
458	в нерасчлененном	1	1
459	уже более	1	1
460	быть у	1	1
461	что уже	3	1
462	нам в	1	1
463	как обычно	1	1
464	из анализа	1	1
465	представлением о	1	1
466	что иное	4	1
467	всего сказанного	1	1
468	это сказывается	1	1
469	выше но	1	1
470	который мог	1	1
471	направление в	2	1
472	исследования но	1	1
473	зависимости от	1	1
474	себе что	3	1
475	мы ее	1	1
476	развития с	1	1
477	чем больше	2	1
478	иное как	5	1
479	ответа на	2	1
480	прямым предметом	1	1
481	только после	2	1
482	и исходным	1	1
483	говорим только	1	1
484	и вопрос	1	1
485	совсем не	3	1
486	но как	2	1
487	а только	8	1
488	одном и	1	1
489	только тогда	1	1
490	и будет	1	1
491	сама по	3	1
492	которые не	1	1
493	настолько тесно	1	1
494	тем больше	1	1
495	в центре	4	1
496	сразу и	1	1
497	дает нам	1	1
498	на других	1	1
499	в своем	3	1
500	образцом для	1	1
501	кроме того	1	1
502	целом но	1	1
503	и понимания	1	1
504	и как	9	1
505	находящим свое	1	1
506	словом все	1	1
507	есть ли	1	1
508	от этого	5	1
509	и полностью	1	1
510	в необходимости	1	1
511	случае она	1	1
512	за собой	3	1
513	еще на	1	1
514	та же	1	1
515	меньшей мере	2	1
516	проблем в	1	1
517	применительно к	2	1
518	тому же	1	1
519	знать и	2	1
520	одном случае	1	1
521	что к	1	1
522	с их	5	1
523	и тот	1	1
524	и те	2	1
525	но ведь	4	1
526	в ряду	1	1
527	в соответствующей	1	1
528	вследствие этого	1	1
529	этот процесс	3	1
530	идей и	1	1
531	при этом	3	1
532	время и	1	1
533	идет от	1	1
534	собой логически	1	1
535	перестает быть	1	1
536	к разным	1	1
537	без чего	1	1
538	поэтому его	1	1
539	не как	3	1
540	новое и	1	1
541	что каждая	2	1
542	чтобы в	1	1
543	но вместе	2	1
544	какой бы	2	1
545	приходим к	3	1
546	подобно тому	1	1
547	по видимости	1	1
548	на этом	3	1
549	так например	6	1
550	заключает в	1	1
551	от других	2	1
552	в основу	2	1
553	но все	3	1
554	должно служить	1	1
555	еще более	1	1
556	слова не	1	1
557	в работе	3	1
558	факт что	1	1
559	в сторону	1	1
560	в другом	3	1
561	смотреть как	1	1
562	отдел языкознания	1	1
563	целому но	1	1
564	разница между	1	1
565	времени и	4	1
566	на этой	3	1
567	это было	1	1
568	обоих случаях	1	1
569	отличается тем	1	1
570	прямым выражением	1	1
571	то все	1	1
572	должен был	4	1
573	видеть и	1	1
574	отсюда и	2	1
575	особое отношение	1	1
576	участия в	1	1
577	к области	1	1
578	для них	1	1
579	что представляет	3	1
580	о которой	2	1
581	о методе	1	1
582	все равно	1	1
583	соответствии с	2	1
584	этого не	2	1
585	во внимание	2	1
586	и уже	3	1
587	говорится о	1	1
588	рода и	1	1
589	еще в	1	1
590	иначе говоря	1	1
591	стороны ее	1	1
592	теснейшим образом	1	1
593	будет в	2	1
594	и без	2	1
595	внутренняя связь	1	1
596	но которые	1	1
597	прийти к	1	1
598	мы называем	2	1
599	совершенно понятно	1	1
600	не к	2	1
601	и нашей	1	1
602	от его	1	1
603	и сведения	1	1
604	в одном	4	1
605	вещей и	1	1
606	надо признать	1	1
607	этом ее	1	1
608	этой области	3	1
609	которые она	1	1
610	другой не	1	1
611	в цепи	1	1
612	она могла	1	1
613	с теми	2	1
614	в обоих	2	1
615	дело не	3	1
616	правда в	1	1
617	одна из	2	1
618	при изложении	1	1
619	ее с	1	1
620	и сама	1	1
621	целого к	1	1
622	было не	1	1
623	без остатка	2	1
624	говорить о	3	1
625	на некоторое	1	1
626	в самых	1	1
627	все кто	1	1
628	не могло	1	1
629	следовательно и	1	1
630	так много	1	1
631	в общих	1	1
632	же рода	1	1
633	в разных	5	1
634	и соответственно	1	1
635	речи даже	1	1
636	или как	3	1
637	она с	1	1
638	другой стороны	5	1
639	убедиться в	1	1
640	почти не	1	1
641	так сказать	1	1
642	этот признак	1	1
643	в каком	1	1
644	ли это	1	1
645	факта что	1	1
646	представлять себе	1	1
647	сказано было	2	1
648	у меня	1	1
649	такие же	1	1
650	к отдельным	2	1
651	по своеобразному	1	1
652	целое именно	2	1
653	на особую	1	1
654	которого был	1	1
655	большей мере	4	1
656	разницей что	1	1
657	обратно в	1	1
658	ближайшим образом	1	1
659	к речи	1	1
660	к овладению	1	1
661	свое значение	2	1
662	в языкознании	1	1
663	собой еще	1	1
664	из чего	1	1
665	двоякого рода	2	1
666	и это	6	1
667	вещей в	1	1
668	и которая	1	1
669	из всего	1	1
670	основываясь на	1	1
671	и тогда	3	1
672	как не	1	1
673	здесь не	2	1
674	без всякого	1	1
675	быть никакой	1	1
676	языка и	12	1
677	от изучения	1	1
678	языка так	1	1
679	в себя	1	1
680	и природе	1	1
681	которыми мы	1	1
682	ясно что	9	1
683	больше в	1	1
684	и лингвистика	1	1
685	к самой	2	1
686	других и	1	1
687	понятно что	3	1
688	короче говоря	1	1
689	он сам	3	1
690	и вообще	3	1
691	состоящий в	1	1
692	это обычно	1	1
693	к языку	1	1
694	точности и	1	1
695	особый вид	1	1
696	это понимание	2	1
697	дальнейшего развития	1	1
698	и должно	1	1
699	вот почему	3	1
700	и т.д	4	1
701	имеем дело	1	1
702	другими словами	1	1
703	не содержит	1	1
704	и объяснить	1	1
705	после того	2	1
706	пор пока	1	1
707	построенного и	1	1
708	собой движение	1	1
709	его изучение	1	1
710	говорят о	1	1
711	между тем	8	1
712	возникает и	1	1
713	различие в	1	1
714	при исследовании	1	1
715	раньше чем	3	1
716	полагали что	1	1
717	эта работа	1	1
718	в форме	2	1
719	язык в	1	1
720	них в	1	1
721	вообще и	3	1
722	сомнения в	1	1
723	также в	1	1
724	слова для	1	1
725	все время	1	1
726	если это	2	1
727	нет он	1	1
728	а именно	6	1
729	существует как	1	1
730	это несомненно	1	1
731	и самые	1	1
732	стороны как	1	1
733	значит что	1	1
734	развития но	1	1
735	тех пор	1	1
736	что здесь	2	1
737	хорошо известно	1	1
738	этом смысле	11	1
739	известно что	1	1
740	отношении она	1	1
741	ни к	2	1
742	этот вопрос	4	1
743	дело с	6	1
744	мысль которая	1	1
745	скорее как	1	1
746	в стороне	1	1
747	в самое	1	1
748	всяком случае	3	1
749	или другим	1	1
750	не мешает	1	1
751	отрицательный ответ	1	1
752	сильнее чем	2	1
753	процесс если	1	1
754	прямо не	1	1
755	первостепенное значение	1	1
756	нас с	1	1
757	в значении	1	1
758	положение что	1	1
759	не знать	1	1
760	языка как	2	1
761	в виде	4	1
762	а это	1	1
763	каким образом	1	1
764	этого процесса	1	1
765	при помощи	2	1
766	но совершенно	1	1
767	из них	3	1
768	за ним	1	1
769	человека на	1	1
770	сказано в	1	1
771	если таким	2	1
772	в прошлом	2	1
773	и отдельными	2	1
774	гораздо большей	1	1
775	к ним	1	1
776	собой не	1	1
777	у него	1	1
778	само по	3	1
779	заметить что	1	1
780	как будто	3	1
781	от того	3	1
782	в них	4	1
783	в исследование	1	1
784	в очень	3	1
785	или иной	1	1
786	и из	1	1
787	представляют собой	6	1
788	ростом и	1	1
789	этом пути	1	1
790	здесь в	1	1
791	лингвистики но	1	1
792	значении слова	1	1
793	к которому	1	1
794	с той	1	1
795	фантазии и	1	1
796	слово но	1	1
797	без надлежащего	1	1
798	в соответствии	2	1
799	связано с	1	1
800	устную речь	1	1
801	самом же	1	1
802	не было	1	1
803	основной вопрос	1	1
804	остается еще	1	1
805	на этот	4	1
806	к идеям	1	1
807	и внутренне	1	1
808	методе исследования	1	1
809	что несмотря	2	1
810	отсюда возникает	1	1
811	всех ее	1	1
812	одну из	1	1
813	собой одно	1	1
814	и том	1	1
815	воззрения на	2	1
816	сложнее чем	2	1
817	процессе ее	1	1
818	ближе к	2	1
819	он и	2	1
820	в одно	1	1
821	если не	1	1
822	должна была	2	1
823	в связи	2	1
824	связей и	1	1
825	формах и	1	1
826	имеет свои	1	1
827	единство но	1	1
828	все более	3	1
829	входить в	1	1
830	в частности	3	1
831	самостоятельной жизнью	1	1
832	и особенно	1	1
833	тот факт	1	1
834	данным словом	1	1
835	в изображении	1	1
836	между отдельными	1	1
837	же области	2	1
838	она есть	5	1
839	и границы	1	1
840	чем к	1	1
841	тому как	1	1
842	находятся в	2	1
843	по существу	2	1
844	это значит	1	1
845	с рядом	1	1
846	как две	3	1
847	дело здесь	1	1
848	быть не	1	1
849	возможность судить	1	1
850	образом по	2	1
851	закономерности развития	1	1
852	как только	1	1
853	в гораздо	1	1
854	на которой	1	1
855	заставляет нас	1	1
856	совершенно то	1	1
857	общественной жизни	1	1
858	заключенного в	1	1
859	однако не	4	1
860	самое существенное	1	1
861	истории но	1	1
862	в каких	1	1
863	в литературе	1	1
864	на одной	1	1
865	и часто	1	1
866	становится возможным	1	1
867	правом можно	1	1
868	имеет дело	5	1
869	в результате	3	1
870	о котором	8	1
871	чтобы понять	2	1
872	того с	1	1
873	а к	1	1
874	хотя и	3	1
875	как эта	1	1
876	и все	1	1
877	той или	1	1
878	не должен	1	1
879	случае и	1	1
880	конце концов	2	1
881	но зато	2	1
882	по самой	2	1
883	же в	1	1
884	вытекающий из	1	1
885	судить о	1	1
886	отношении к	2	1
887	центре внимания	2	1
888	непосредственно как	1	1
889	до тех	1	1
890	по поводу	1	1
891	в высшем	1	1
892	только как	6	1
893	состоит из	1	1
894	относящиеся к	3	1
895	быть последовательным	1	1
896	в точности	1	1
897	самой своей	2	1
898	жизни а	1	1
899	что понятие	1	1
900	от целого	1	1
901	не что	4	1
902	этим объясняется	1	1
903	слова таким	1	1
904	что такое	10	1
905	вся история	1	1
906	и другие	1	1
907	это понятие	2	1
908	ничего иного	1	1
909	они не	1	1
910	которая не	1	1
