N	2gram	Tiupa_Hudo_1	RusskieA
398	общей теории	1	1
399	как у	1	1
400	к которому	4	1
401	с той	1	1
402	и учеными	1	1
403	еще и	1	1
404	тому как	1	1
405	что не	1	1
406	что для	1	1
407	говорит о	1	1
408	однако и	1	1
409	с которым	1	1
410	жизнь в	1	1
411	точек зрения	1	1
412	первые два	1	1
413	различные системы	1	1
414	в одно	2	1
415	если не	1	1
416	и служит	1	1
417	представить себе	1	1
418	в иных	1	1
419	из которых	1	1
420	в пределах	3	1
421	обратил внимание	1	1
422	по своему	2	1
423	в данном	4	1
424	по поводу	1	1
425	в той	3	1
426	лишает их	1	1
427	быть не	1	1
428	и том	1	1
429	былинах и	1	1
430	к понятию	1	1
431	но для	1	1
432	не является	4	1
433	для такого	2	1
434	к пониманию	1	1
435	тот кто	2	1
436	от него	1	1
437	из своего	1	1
438	не более	1	1
439	зрения в	1	1
440	нет никаких	1	1
441	известен только	1	1
442	нам не	1	1
443	слово в	1	1
444	между ними	4	1
445	на смену	1	1
446	не знает	3	1
447	сказать что	4	1
448	это на	1	1
449	отношению к	9	1
450	оно не	1	1
451	только о	2	1
452	и самих	1	1
453	к числу	1	1
454	и состоит	3	1
455	жизни и	1	1
456	в таком	1	1
457	они не	1	1
458	можно назвать	1	1
459	точно так	1	1
460	все что	1	1
461	в роли	3	1
