N	2gram	Propp_Russ_1	Psycholo
172	на этот	3	3
173	обратиться к	1	3
174	не было	2	3
175	из которых	1	3
176	в той	1	3
177	при таком	1	3
178	тот же	1	3
179	в своих	2	3
180	точно так	1	3
181	во всяком	1	3
182	также и	1	2
183	между двумя	2	2
184	на две	1	2
185	что эти	1	2
186	с таким	1	2
187	мы имеем	4	2
188	и ее	1	2
189	это время	2	2
190	большей частью	1	2
191	не был	1	2
192	с его	1	2
193	во всех	4	2
194	точка зрения	1	2
195	себе и	1	2
196	мы сейчас	1	2
197	совершенно другой	1	2
198	что касается	1	2
199	однако не	1	2
200	в круг	2	2
201	и наконец	1	2
202	и к	3	2
203	но в	2	2
204	тому как	1	2
205	представляет собой	4	2
206	по которым	1	2
207	из этих	4	2
208	думать что	3	2
209	при этом	6	2
210	т д	9	2
211	тем и	2	2
212	на все	2	2
213	только одно	1	2
214	в них	6	2
215	когда вся	1	2
216	такой же	2	2
217	записи в	1	2
218	взгляд на	1	2
219	в их	4	2
220	место в	1	2
221	вопрос о	1	2
222	и эти	1	2
223	быть не	1	2
224	надо было	1	2
225	что ему	2	2
226	не имеет	6	2
227	не по	1	2
228	только с	1	2
229	только одна	1	2
230	не потому	1	2
231	к таким	3	2
232	нам что	1	2
233	но все	3	2
234	чтобы сделать	1	2
235	как только	1	2
236	и другим	2	2
237	ни одно	2	2
238	то время	1	2
239	те же	1	2
240	и с	2	2
241	основана на	1	2
242	до нового	2	2
243	ничего не	3	2
244	можно сказать	1	2
245	в виду	1	2
246	внимание на	1	2
247	и та	1	2
248	но мы	1	2
249	должно было	2	2
250	один из	8	2
251	мы увидим	8	2
252	связи с	4	2
253	уже в	1	2
254	в нашей	1	2
255	не все	1	2
256	его и	2	2
257	мы знаем	1	2
258	одно из	5	2
259	заключить что	1	2
260	дело и	1	2
261	видим что	1	2
262	с той	1	2
263	а с	4	2
264	не на	2	2
265	в руках	1	2
266	ее на	1	2
267	одна и	1	2
268	и потому	2	2
269	некоторые из	1	2
270	в тех	4	2
271	по существу	4	2
272	разделена на	1	2
273	в это	3	2
274	на одной	1	2
275	не является	1	2
276	слово в	1	2
277	а нечто	1	2
278	который должен	1	1
279	мы начнем	1	1
280	говоря о	1	1
281	таком случае	1	1
282	переходит к	1	1
283	того же	1	1
284	на другой	1	1
285	и должны	1	1
286	есть указания	1	1
287	очень много	1	1
288	тем же	1	1
289	полагают что	1	1
290	в первом	1	1
291	из самых	1	1
292	к другому	2	1
293	которое могло	1	1
294	не имеют	1	1
295	этому вопросу	2	1
296	в несколько	1	1
297	из всего	1	1
298	этого нет	1	1
299	которую мы	1	1
300	не весь	1	1
301	а где	1	1
302	к новой	1	1
303	имеет свою	1	1
304	то вероятно	1	1
305	что иное	2	1
306	но даже	2	1
307	которое в	1	1
308	еще не	4	1
309	именно эти	1	1
310	иное как	2	1
311	его словам	1	1
312	природы и	2	1
313	друг к	2	1
314	они должны	1	1
315	обстояло дело	2	1
316	значение и	2	1
317	если в	3	1
318	по отношению	1	1
319	в общем	1	1
320	который мы	1	1
321	очевидно что	1	1
322	сведений о	1	1
323	несмотря на	3	1
324	относится к	1	1
325	которые не	3	1
326	в истории	1	1
327	же цели	1	1
328	что во	1	1
329	же с	1	1
330	независимо от	2	1
331	общего с	1	1
332	прощения за	1	1
333	и каким	1	1
334	в этот	10	1
335	значения как	1	1
336	очень многие	1	1
337	точку зрения	1	1
338	из жизни	1	1
339	в нашем	2	1
340	не оставляет	1	1
341	на поле	1	1
342	ни одна	1	1
343	смысла но	1	1
344	говорят о	1	1
345	и те	3	1
346	для защиты	1	1
347	к выводу	2	1
348	главным образом	2	1
349	о начале	1	1
350	он должен	1	1
351	это делалось	6	1
352	борьбе против	1	1
353	однако он	1	1
354	над ней	1	1
355	и сам	1	1
356	чем те	2	1
357	его от	2	1
358	подобно тому	1	1
359	из самих	1	1
360	самой важной	1	1
361	которое как	1	1
362	называя его	1	1
363	как они	2	1
364	в совершенно	1	1
365	к другу	2	1
366	от одного	1	1
367	и смерти	1	1
368	этом мы	1	1
369	он же	3	1
370	со своими	1	1
371	первых трех	1	1
372	и статей	1	1
373	можно считать	1	1
374	и было	1	1
375	форма и	1	1
376	и некоторые	3	1
377	это имело	1	1
378	в этих	3	1
379	мы попытаемся	2	1
380	но что	2	1
381	привело к	2	1
382	полностью в	1	1
383	композиции и	1	1
384	слова совершенно	1	1
385	и без	1	1
386	во времена	1	1
387	она в	3	1
388	указать что	1	1
389	не столько	1	1
390	что до	1	1
391	и сопоставить	1	1
392	весь ход	1	1
393	одном из	1	1
394	его жизнь	1	1
395	если угодно	2	1
396	которые в	1	1
397	начнем с	1	1
398	и более	2	1
399	так называемое	1	1
400	не могли	1	1
401	что после	1	1
402	с такими	1	1
403	что сам	1	1
404	необходимо чтобы	1	1
405	любви и	1	1
406	что есть	1	1
407	но они	3	1
408	а иногда	4	1
409	на глазах	1	1
410	тогда когда	1	1
411	того как	5	1
412	здесь на	1	1
413	к этим	1	1
414	весь этот	1	1
415	от жизни	1	1
416	подошел к	1	1
417	значение этого	1	1
418	вытекает из	1	1
419	в день	6	1
420	мы указали	1	1
421	все свои	1	1
422	и всегда	1	1
423	эта группа	1	1
424	дело в	1	1
425	с детства	1	1
426	как думают	1	1
427	этом так	1	1
428	или как	1	1
429	и теплом	1	1
430	к ней	2	1
431	вот что	1	1
432	так называемый	2	1
433	до того	2	1
434	смысла по	1	1
435	не до	1	1
436	что на	4	1
437	имеем здесь	1	1
438	пишет для	1	1
439	начиная с	3	1
440	и характеристика	1	1
441	заставить ее	1	1
442	с разным	1	1
443	если же	1	1
444	сослаться на	1	1
445	как не	2	1
446	картина для	1	1
447	свою очередь	2	1
448	всего этого	1	1
449	этих толкований	1	1
450	в дальнейшем	2	1
451	слова а	1	1
452	с собой	4	1
453	каждого из	1	1
454	и каждый	1	1
455	и всюду	1	1
456	что дело	1	1
457	что от	2	1
458	составные части	2	1
459	должны признать	1	1
460	и вообще	1	1
461	стремление к	1	1
462	выводу что	2	1
463	одно это	1	1
464	что часто	1	1
465	другой характер	2	1
466	нечто совсем	1	1
467	и просто	1	1
468	и который	1	1
469	а также	3	1
470	согласиться с	1	1
471	что им	1	1
472	и во	1	1
473	к нему	1	1
474	большое количество	1	1
475	которых они	1	1
476	при исследовании	1	1
477	его с	4	1
478	сомнения в	1	1
479	с а	1	1
480	указывает и	1	1
481	показывают что	2	1
482	совсем не	1	1
483	на другие	2	1
484	но ни	2	1
485	и действительно	1	1
486	вот все	1	1
487	поэтому и	1	1
488	между тем	7	1
489	бы ни	1	1
490	случаи когда	1	1
491	с которыми	1	1
492	что следовательно	1	1
493	есть в	1	1
494	и у	5	1
495	только на	3	1
496	слова в	3	1
497	персты в	1	1
498	не так	1	1
499	и их	4	1
500	от другого	1	1
501	с этими	1	1
502	их могли	1	1
503	представляют собой	7	1
504	в особенности	2	1
505	своем значении	1	1
506	и старается	1	1
507	нам не	1	1
508	той слепой	1	1
509	были совершенно	1	1
510	дают в	1	1
511	связаны с	3	1
512	к которому	1	1
513	когда по	1	1
514	во второй	1	1
515	мы еще	1	1
516	ему соответствует	1	1
517	и др	4	1
518	себя и	2	1
519	думают некоторые	1	1
520	художественной форме	1	1
521	в некоторых	4	1
522	и своего	1	1
523	такого мнения	1	1
524	которых мы	1	1
525	на которых	1	1
526	и самый	1	1
527	однако и	1	1
528	с которым	1	1
529	вопрос можно	1	1
530	ни о	1	1
531	совершенно очевидно	1	1
532	ближе к	1	1
533	толкований не	1	1
534	уже давно	1	1
535	этой же	1	1
536	что каждый	1	1
537	смысл который	1	1
538	так в	4	1
539	их за	1	1
540	долгое время	1	1
541	восхваления и	1	1
542	целом ряде	1	1
543	в течение	5	1
544	больше из	1	1
545	которые по	1	1
546	отношению к	1	1
547	там где	2	1
548	рассказывает об	1	1
549	останавливаться на	2	1
550	есть много	1	1
551	только для	2	1
552	но это	4	1
553	в чем	1	1
554	в один	2	1
555	но для	1	1
556	это как	1	1
557	рассматривать как	1	1
558	по дороге	1	1
559	это та	1	1
560	в связи	4	1
561	и состоит	1	1
562	не объясняет	2	1
563	или в	2	1
564	думает что	1	1
565	совершенно иное	1	1
566	эту точку	1	1
567	можно согласиться	1	1
568	от него	1	1
569	на других	3	1
570	будто бы	6	1
571	по традиции	1	1
572	или не	1	1
573	же в	1	1
574	и другие	13	1
575	сделать вывод	1	1
576	в новый	6	1
577	и целый	1	1
578	иначе чем	1	1
579	и смысла	1	1
580	в свою	3	1
581	это все	1	1
582	с ней	2	1
583	это на	1	1
584	в глаза	1	1
585	него нет	1	1
586	день и	2	1
587	не что	2	1
588	в отдельности	2	1
589	не единственный	1	1
590	в заключение	1	1
591	указывают на	1	1
592	того времени	1	1
593	ничего общего	2	1
