N	2gram	Losev_Prob_1	DiskursI
205	а между	1	1
206	самом деле	6	1
207	переход от	1	1
208	изображения и	1	1
209	и синтаксиса	1	1
210	и есть	6	1
211	не признает	1	1
212	в первом	2	1
213	странное и	1	1
214	проникает в	1	1
215	но если	2	1
216	том какое	1	1
217	в году	1	1
218	он ничего	1	1
219	есть не	6	1
220	для своего	2	1
221	и само	1	1
222	мы не	2	1
223	вопрос о	1	1
224	этом не	1	1
225	в сущности	2	1
226	что данная	1	1
227	я не	1	1
228	действительности с	1	1
229	но даже	1	1
230	этого термина	4	1
231	их самих	1	1
232	нечто более	1	1
233	это время	1	1
234	нет а	1	1
235	человеческого опыта	1	1
236	он был	1	1
237	он сам	2	1
238	на их	1	1
239	бы то	1	1
240	в чем	3	1
241	события в	1	1
242	во всех	7	1
243	в ее	3	1
244	о смерти	1	1
245	не то	2	1
246	друг на	1	1
247	если в	1	1
248	есть по	4	1
249	которая не	1	1
250	не просто	23	1
251	человека с	1	1
252	за пределы	6	1
253	в истории	4	1
254	в одной	1	1
255	также при	1	1
256	однако не	3	1
257	просто как	1	1
258	хотя и	6	1
259	на известного	1	1
260	к числу	1	1
261	себе не	3	1
262	то в	5	1
263	в самом	6	1
264	только то	4	1
265	еще на	1	1
266	в которой	2	1
267	ни один	1	1
268	таковы например	2	1
269	бы не	1	1
270	поэтому и	2	1
271	ни одна	1	1
272	раз в	1	1
273	им в	1	1
274	говорят о	2	1
275	о других	1	1
276	но на	1	1
277	в случае	3	1
278	не имеют	5	1
279	но именно	3	1
280	и только	4	1
281	о которой	1	1
282	пушкина и	1	1
283	и еще	3	1
284	он должен	2	1
285	не как	2	1
286	в силу	1	1
287	является такого	1	1
288	которое может	1	1
289	его от	3	1
290	на этом	1	1
291	с этой	1	1
292	таким образом	6	1
293	то ни	1	1
294	без которого	3	1
295	от греческого	1	1
296	об этом	10	1
297	лишь в	1	1
298	того или	2	1
299	но их	1	1
300	выходить за	2	1
301	еще одно	1	1
302	в жизни	3	1
303	жизни то	1	1
304	на друга	1	1
305	несмотря на	3	1
306	или попросту	1	1
307	и было	1	1
308	вещами и	1	1
309	и внутреннее	2	1
310	в такой	1	1
311	жаль мне	1	1
312	древних греков	1	1
313	в которых	3	1
314	бы мы	3	1
315	в памяти	1	1
316	и той	1	1
317	тоже весьма	1	1
318	тем не	18	1
319	по крайней	2	1
320	поскольку субъект	1	1
321	том же	1	1
322	что этот	2	1
323	необходимо чтобы	3	1
324	для нее	1	1
325	события что	1	1
326	не имеющего	1	1
327	случае мы	1	1
328	вплоть до	1	1
329	до известной	1	1
330	в таких	2	1
331	она не	2	1
332	как о	1	1
333	дело не	1	1
334	мышления и	4	1
335	одна из	1	1
336	в процессе	1	1
337	xix века	1	1
338	которого он	2	1
339	чтобы стать	1	1
340	о них	1	1
341	та или	1	1
342	и всегда	2	1
343	недостаточно для	1	1
344	на язык	1	1
345	ничего не	10	1
346	того как	3	1
347	имеем дело	1	1
348	обратим внимание	1	1
349	те моменты	1	1
350	к ней	1	1
351	и до	2	1
352	однако это	3	1
353	ему не	1	1
354	настоящего времени	1	1
355	или не	3	1
356	известной степени	2	1
357	ни о	5	1
358	только от	1	1
359	уже о	1	1
360	начиная с	1	1
361	не могут	2	1
362	но все	3	1
363	не знаем	1	1
364	к тому	3	1
365	его с	1	1
366	собственный смысл	2	1
367	указывает на	14	1
368	не есть	29	1
369	имеет место	1	1
370	оно не	3	1
371	утверждать что	1	1
372	должен быть	1	1
373	и образ	1	1
374	говоря уже	2	1
375	для читателя	1	1
376	сознания с	2	1
377	в условиях	1	1
378	например о	2	1
379	и сам	1	1
380	решающую роль	1	1
381	что может	2	1
382	только через	1	1
383	здесь как	1	1
384	отождествляется с	1	1
385	вопрос этот	1	1
386	не всякий	4	1
387	мы в	3	1
388	поэтому в	1	1
389	для этого	3	1
390	и даже	11	1
391	остановимся на	1	1
392	с ним	3	1
393	не жаль	1	1
394	и смерть	1	1
395	каждый из	1	1
396	все дело	1	1
397	о нем	3	1
398	часто и	2	1
399	греческого слова	1	1
400	и здесь	6	1
401	и должно	2	1
402	оказываются не	1	1
403	внимание на	1	1
404	никак не	4	1
405	и что	9	1
406	всех подобных	1	1
407	не стоит	2	1
408	все необходимые	1	1
409	и нечто	1	1
410	нас в	2	1
411	и во	3	1
412	он его	1	1
413	на одном	2	1
414	крайней мере	2	1
415	которая и	1	1
416	не будучи	1	1
417	происходит только	1	1
418	и следовательно	3	1
419	который бы	2	1
420	потустороннего мира	1	1
421	это всегда	1	1
422	не зная	1	1
423	которое было	1	1
424	действующих лиц	2	1
425	художественной литературе	1	1
426	а часто	2	1
427	историческую действительность	1	1
428	даже если	4	1
429	может оказаться	1	1
430	и так	2	1
431	с которыми	4	1
432	так что	6	1
433	же и	3	1
434	для всех	1	1
435	или о	1	1
436	только на	4	1
437	этого понятия	2	1
438	время этого	1	1
439	во втором	1	1
440	не дает	1	1
441	мир в	1	1
442	только это	1	1
443	и их	1	1
444	всяком случае	3	1
445	могло бы	1	1
446	другой весьма	1	1
447	вовсе не	35	1
448	не для	2	1
449	друг друга	1	1
450	и художественный	1	1
451	не случайно	1	1
452	случае не	3	1
453	как такового	2	1
454	не говорит	1	1
455	тем что	7	1
456	к той	1	1
457	в других	5	1
458	и строго	1	1
459	чем и	1	1
460	того что	7	1
461	перехода в	1	1
462	искусстве не	1	1
463	переводятся на	1	1
464	о своем	2	1
465	еще и	5	1
466	в романе	1	1
467	но есть	2	1
468	имеют никакого	1	1
469	к человеку	1	1
470	в некоторых	1	1
471	позиции в	1	1
472	в любой	1	1
473	на этот	3	1
474	которая очень	1	1
475	его как	2	1
476	подобного рода	5	1
477	чем та	1	1
478	на возможность	2	1
479	что из	1	1
480	и слово	1	1
481	ближе к	1	1
482	в одно	4	1
483	и глубоко	1	1
484	к лицу	1	1
485	человек в	1	1
486	сказать все	1	1
487	как это	6	1
488	а завтра	2	1
489	речь не	1	1
490	этого момента	1	1
491	требует от	1	1
492	в разговоре	1	1
493	из которых	1	1
494	и столь	1	1
495	по своему	9	1
496	для обозначения	4	1
497	покоя как	1	1
498	конца xix	2	1
499	своего зарождения	1	1
500	но который	1	1
501	да и	3	1
502	их внутренней	1	1
503	об ее	1	1
504	в это	2	1
505	даже в	1	1
506	слова и	1	1
507	и от	1	1
508	решения вопроса	1	1
509	видно что	1	1
510	своего исследования	1	1
511	но для	3	1
512	один из	4	1
513	при всем	1	1
514	но с	1	1
515	от той	1	1
516	в стихотворении	1	1
517	с понятиями	1	1
518	своей собственной	1	1
519	особого рода	2	1
520	это требует	1	1
521	в третьем	1	1
522	и ни	4	1
523	от всего	3	1
524	будто бы	1	1
525	акта который	2	1
526	ни было	1	1
527	же в	4	1
528	хотя в	3	1
529	в искусстве	3	1
530	но всегда	1	1
531	быть и	3	1
532	к самому	1	1
533	не говоря	4	1
534	сказать что	13	1
535	не быть	1	1
536	она сама	1	1
537	одновременно и	1	1
538	бы его	1	1
539	никакого отношения	1	1
540	определенность в	1	1
541	здесь обычно	1	1
542	к другим	1	1
543	ее в	2	1
544	нас не	2	1
545	во всяком	7	1
