N	2gram	Vinokur_St_3	VrazhdaK
135	начиная с	2	2
136	не может	7	2
137	вместе с	2	2
138	в это	2	2
139	но это	4	2
140	что я	3	2
141	очень хорошо	1	2
142	а в	6	2
143	в период	1	2
144	в свою	2	2
145	это в	4	2
146	как известно	1	1
147	вряд ли	1	1
148	также и	1	1
149	в рукописи	4	1
150	того же	2	1
151	не имел	2	1
152	н ф	1	1
153	е годы	1	1
154	к своей	2	1
155	идет о	1	1
156	не хочет	1	1
157	по преимуществу	1	1
158	свое место	1	1
159	как пушкин	1	1
160	легенду о	1	1
161	уже по	1	1
162	в их	3	1
163	из всех	1	1
164	не вдаваясь	1	1
165	той же	2	1
166	начинается с	1	1
167	еще до	1	1
168	совпадает с	1	1
169	говорить о	3	1
170	событий и	1	1
171	ему в	1	1
172	в числе	1	1
173	и пытался	1	1
174	одном из	1	1
175	в петербурге	1	1
176	но не	2	1
177	а тем	1	1
178	в сторону	1	1
179	не все	1	1
180	если в	2	1
181	и т.д	1	1
182	в комедии	1	1
183	говорилось выше	1	1
184	что они	2	1
185	к сожалению	2	1
186	и я	1	1
187	как по	1	1
188	сказался в	1	1
189	как говорит	1	1
190	независимо от	5	1
191	как в	6	1
192	с этим	7	1
193	для всех	1	1
194	по которому	1	1
195	что как	1	1
196	город в	1	1
197	что ее	1	1
198	хочет сделать	1	1
199	и наконец	3	1
200	не являются	1	1
201	тут нет	1	1
202	то в	4	1
203	поэтому он	1	1
204	в самом	2	1
205	период работы	1	1
206	у целого	1	1
207	что это	16	1
208	в целом	4	1
209	не был	2	1
210	за это	1	1
211	что же	1	1
212	еще один	1	1
213	почти одновременно	1	1
214	во многих	2	1
215	как он	1	1
216	начал писать	1	1
217	в свет	1	1
218	в плен	1	1
219	от которого	1	1
220	теперь это	1	1
221	всех этих	3	1
222	же это	1	1
223	чем у	1	1
224	прочим и	1	1
225	пор мы	1	1
226	повесть в	1	1
227	в плане	2	1
228	что ни	1	1
229	и этот	1	1
230	в детальный	1	1
231	было время	1	1
232	совпадают с	1	1
233	конечно в	1	1
234	мировой литературе	4	1
235	самим собой	1	1
236	на пять	2	1
237	это было	8	1
238	заключается в	2	1
239	следить за	1	1
240	было бы	7	1
241	ни разу	2	1
242	был очень	1	1
243	в жизни	4	1
244	в польше	1	1
245	человек который	1	1
246	соответствии с	1	1
247	этого не	1	1
248	а за	1	1
249	во внимание	1	1
250	он и	2	1
251	своей родной	1	1
252	в развитии	2	1
253	такой же	2	1
254	но я	1	1
255	которую он	2	1
256	в этих	11	1
257	ориентировался на	1	1
258	и их	1	1
259	можно найти	2	1
260	всяком случае	4	1
261	печального образа	1	1
262	его современников	1	1
263	то было	1	1
264	и наступление	1	1
265	его отношение	2	1
266	своего рода	3	1
267	вышел из	1	1
268	к воспоминаниям	1	1
269	сам же	1	1
270	тем не	2	1
271	по крайней	4	1
272	не могли	1	1
273	что этот	3	1
274	для россии	4	1
275	связь этого	1	1
276	вдаваясь в	1	1
277	на три	1	1
278	вплоть до	1	1
279	но они	2	1
280	что эта	2	1
281	конце х	1	1
282	не имеет	2	1
283	было не	1	1
284	как о	2	1
285	близок к	2	1
286	героев и	1	1
287	только не	1	1
288	нельзя не	3	1
289	ничего не	4	1
290	того как	1	1
291	он неизменно	1	1
292	ему было	1	1
293	б в	3	1
294	мыслей и	1	1
295	того в	1	1
296	более что	2	1
297	он хочет	2	1
298	по своей	1	1
299	такая же	1	1
300	же года	1	1
301	это слово	3	1
302	потому что	5	1
303	сюжет в	1	1
304	до того	1	1
305	с концепцией	1	1
306	существуют в	2	1
307	этом отношении	4	1
308	в каком	4	1
309	вот в	1	1
310	в мировой	3	1
311	в духе	2	1
312	в речах	5	1
313	могут быть	2	1
314	выросла из	1	1
315	отличается от	4	1
316	этой сцене	1	1
317	какая прелесть	1	1
318	он ищет	1	1
319	не совсем	2	1
320	отзывался о	1	1
321	с ее	2	1
322	и образ	1	1
323	свою очередь	1	1
324	в ее	1	1
325	только при	1	1
326	не могло	1	1
327	сей день	1	1
328	то время	4	1
329	и сам	1	1
330	этот период	1	1
331	так и	5	1
332	на нее	2	1
333	ясно что	1	1
334	сказалось в	2	1
335	которого у	1	1
336	именно этот	1	1
337	под руку	1	1
338	яркое отражение	1	1
339	том как	1	1
340	но у	1	1
341	на большую	1	1
342	и вообще	1	1
343	во всяком	4	1
344	приближается к	1	1
345	его жизни	1	1
346	до сих	2	1
347	не стоит	1	1
348	это была	1	1
349	вопросу о	1	1
350	к нему	4	1
351	и несомненно	1	1
352	во всех	2	1
353	от них	2	1
354	последнего в	1	1
355	говорить об	1	1
356	я думаю	2	1
357	во всей	1	1
358	в форме	2	1
359	крайней мере	4	1
360	возникает вопрос	1	1
361	также в	1	1
362	в свете	1	1
363	человека как	1	1
364	большой успех	1	1
365	как художнику	1	1
366	и самые	1	1
367	в литературе	1	1
368	к которому	3	1
369	этом смысле	4	1
370	один из	2	1
371	которым он	1	1
372	ли он	1	1
373	в предисловии	2	1
374	то он	2	1
375	он уже	1	1
376	это же	1	1
377	это сказалось	1	1
378	в качестве	4	1
379	же он	1	1
380	указания на	1	1
381	целого ряда	1	1
382	а это	1	1
383	что для	3	1
384	едва ль	1	1
385	несомненно в	2	1
386	говорит о	1	1
387	с различными	1	1
388	в известной	1	1
389	мы находим	2	1
390	в одном	1	1
391	существенно что	1	1
392	друг друга	1	1
393	не сохранилось	1	1
394	он отличается	1	1
395	не просто	2	1
396	от того	2	1
397	в особенности	4	1
398	гораздо больше	1	1
399	из двух	1	1
400	связан с	3	1
401	и из	1	1
402	с другой	5	1
403	интересно в	1	1
404	именно в	1	1
405	характерно для	1	1
406	такое же	2	1
407	прежде всего	10	1
408	с эпохой	1	1
409	в стиле	1	1
410	попадает в	3	1
411	целым рядом	1	1
412	до конца	3	1
413	в рассказе	3	1
414	истории к	1	1
415	человек в	1	1
416	что из	2	1
417	в великом	1	1
418	с помощью	1	1
419	нет ничего	1	1
420	в частности	1	1
421	уверенности что	1	1
422	вышла в	1	1
423	с первого	1	1
424	из которых	4	1
425	без труда	2	1
426	не знал	1	1
427	в эпиграмме	1	1
428	что за	1	1
429	тогда бы	1	1
430	это за	2	1
431	в пору	3	1
432	того что	5	1
433	был в	1	1
434	в остальном	2	1
435	в свое	1	1
436	известном смысле	1	1
437	сих пор	2	1
438	время широко	1	1
439	этими тремя	1	1
440	между прочим	3	1
441	но для	1	1
442	к вопросу	1	1
443	годов в	1	1
444	в тюрьме	1	1
445	но на	1	1
446	котором он	1	1
447	о котором	1	1
448	это как	1	1
449	эту историю	1	1
450	работы над	2	1
451	бы в	1	1
452	у которого	3	1
453	конце концов	3	1
454	но зато	1	1
455	только что	2	1
456	уже давно	1	1
457	отношении к	1	1
458	а о	1	1
459	о своем	1	1
460	а б	4	1
461	не подвергая	1	1
462	другой стороны	5	1
463	они как	1	1
464	автора в	1	1
465	из этого	4	1
466	жизни и	1	1
467	от роду	1	1
468	к этой	2	1
469	молодой человек	2	1
470	как на	6	1
471	все что	1	1
472	они не	1	1
473	он часто	1	1
