N	2gram	Trubetskoy_1	OGranits
259	не приходится	1	1
260	по которым	1	1
261	является лишь	1	1
262	так в	1	1
263	ни одна	1	1
264	в этой	6	1
265	промежуток времени	2	1
266	для всех	1	1
267	в дальнейшем	2	1
268	само собой	1	1
269	конечно не	3	1
270	на всем	1	1
271	сливаются в	1	1
272	и у	4	1
273	только на	1	1
274	если он	2	1
275	положение что	1	1
276	себя и	2	1
277	вследствие этого	2	1
278	в нашей	1	1
279	общения с	1	1
280	и если	6	1
281	века к	1	1
282	что она	1	1
283	речь в	1	1
284	и других	2	1
285	на эту	1	1
286	раз навсегда	1	1
287	одно из	3	1
288	не будут	2	1
289	каждом индивидуальном	1	1
290	и социальной	2	1
291	никто не	2	1
292	в узком	1	1
293	состоит в	1	1
294	в виде	4	1
295	в конце	4	1
296	только с	1	1
297	из него	2	1
298	каждый из	3	1
299	отличие от	3	1
300	на этом	2	1
301	его можно	1	1
302	людей и	1	1
303	лишь с	1	1
304	входящих в	2	1
305	явствует что	1	1
306	ее на	1	1
307	это конечно	2	1
308	и всякое	1	1
309	положения что	1	1
310	даже и	1	1
311	для того	8	1
312	же не	3	1
313	на всю	1	1
314	и иметь	1	1
315	в совершенно	3	1
316	что такой	1	1
317	к разрешению	1	1
318	на все	5	1
319	для своей	1	1
320	и превратив	1	1
321	от другой	1	1
322	его в	5	1
323	как к	5	1
324	тем мы	1	1
325	чтобы заметить	1	1
326	если только	1	1
327	к которому	1	1
328	свидетелями того	1	1
329	представляет собою	2	1
330	как же	1	1
331	заключается в	2	1
332	он все	2	1
333	между отдельными	2	1
334	к полной	1	1
335	ведь в	1	1
336	что мы	4	1
337	только к	1	1
338	только одно	2	1
339	мы утверждаем	1	1
340	само собою	1	1
341	образом мы	1	1
342	о которых	6	1
343	не было	2	1
344	она и	1	1
345	а на	1	1
346	которые не	3	1
347	далеко не	5	1
348	которой он	1	1
349	он и	1	1
350	долгое время	1	1
351	отнюдь не	2	1
352	а всякое	2	1
353	должно быть	4	1
354	такой же	2	1
355	есть одно	1	1
356	или менее	7	1
357	но при	1	1
358	которую он	2	1
359	вступает в	1	1
360	но если	2	1
361	которую мы	1	1
362	эти слова	1	1
363	все социальное	1	1
364	и особенно	2	1
365	этого необходимо	1	1
366	как все	1	1
367	ко всем	3	1
368	в такой	4	1
369	и элементов	1	1
370	теперь мы	2	1
371	о возможности	1	1
372	представление о	3	1
373	в которых	2	1
374	мысли и	1	1
375	и создавать	1	1
376	к этому	5	1
377	и вот	1	1
378	и там	1	1
379	тем не	4	1
380	и более	2	1
381	их в	2	1
382	является неизбежным	1	1
383	необходимо чтобы	1	1
384	быть не	1	1
385	не создает	1	1
386	этого слова	2	1
387	что такое	1	1
388	только то	2	1
389	тому что	2	1
390	процессе подражания	1	1
391	быть и	5	1
392	между людьми	2	1
393	до конца	1	1
394	и оно	1	1
395	в начале	2	1
396	к двум	2	1
397	точно и	1	1
398	истории и	1	1
399	и другое	1	1
400	в то	6	1
401	как о	1	1
402	одна из	2	1
403	близкий к	1	1
404	в науке	1	1
405	вопрос в	1	1
406	и социальная	1	1
407	не говорить	1	1
408	случаях когда	3	1
409	не знаем	1	1
410	мы все	2	1
411	порвать с	1	1
412	того чтобы	8	1
413	условиях с	1	1
414	иметь в	1	1
415	при таком	2	1
416	в разных	3	1
417	которым должна	1	1
418	на одном	2	1
419	того как	1	1
420	в самой	2	1
421	изучение фактов	1	1
422	именно с	1	1
423	то не	1	1
424	ее и	3	1
425	же время	2	1
426	соединяются в	1	1
427	в основе	2	1
428	же остается	1	1
429	мыслей и	1	1
430	тем более	3	1
431	общим достоянием	1	1
432	от него	3	1
433	сложнее и	1	1
434	за исключением	1	1
435	с понятием	1	1
436	а лишь	2	1
437	это слово	1	1
438	только что	3	1
439	неприемлемы как	1	1
440	потому что	9	1
441	связи с	4	1
442	себе на	1	1
443	не вполне	3	1
444	ее или	1	1
445	та или	1	1
446	это все	1	1
447	не знает	2	1
448	сказать что	1	1
449	работы и	2	1
450	все то	2	1
451	но когда	1	1
452	и часто	1	1
453	иметь не	1	1
454	время мы	1	1
455	с его	1	1
456	но основные	1	1
457	социально-политического строя	1	1
458	же самое	1	1
459	должны быть	3	1
460	всего в	1	1
461	вместе с	6	1
462	как для	3	1
463	только они	1	1
464	например в	1	1
465	что при	6	1
466	этой точки	1	1
467	они не	2	1
