N	2gram	Tiupa_Disk_1	slovoVRo
128	внутренней речи	2	3
129	и сам	1	3
130	и может	1	3
131	было бы	1	3
132	рассказчика и	1	3
133	он не	1	3
134	или менее	2	3
135	в понимании	1	3
136	и ее	2	3
137	от его	1	3
138	которые в	1	3
139	не должно	1	3
140	а иногда	1	3
141	не могло	2	3
142	никогда не	2	3
143	взаимодействия с	1	3
144	не могут	1	3
145	к тому	5	3
146	к языку	1	3
147	образом в	1	3
148	но здесь	1	3
149	тем чем	1	3
150	о том	8	3
151	и во	2	3
152	того что	3	3
153	в том	23	3
154	в качестве	34	3
155	и других	1	3
156	из них	3	3
157	его и	1	3
158	для него	4	3
159	друг друга	1	3
160	выходит за	1	3
161	именно в	3	3
162	в свою	3	3
163	романа в	1	3
164	не было	7	3
165	более того	2	3
166	в истории	4	3
167	но оно	1	3
168	с этим	3	3
169	влияния на	2	3
170	в данном	5	3
171	с этой	1	3
172	в основном	1	3
173	при всем	1	3
174	в результате	1	3
175	в большей	1	3
176	хотя бы	3	3
177	одной из	4	3
178	с ними	1	3
179	в свое	1	3
180	но эти	1	3
181	например в	2	2
182	исторического существования	1	2
183	на самом	1	2
184	в котором	5	2
185	той же	1	2
186	а как	1	2
187	мы не	1	2
188	из своих	1	2
189	они были	1	2
190	мы и	1	2
191	слово не	2	2
192	свою очередь	3	2
193	и то	1	2
194	между собой	2	2
195	как вещь	1	2
196	столь же	3	2
197	по своему	3	2
198	различия между	3	2
199	в ее	3	2
200	но не	11	2
201	всякое конкретное	1	2
202	слову в	1	2
203	что они	1	2
204	сих пор	1	2
205	речи но	1	2
206	как к	2	2
207	хотя и	2	2
208	от этого	1	2
209	эти жанры	2	2
210	в целом	4	2
211	или во	1	2
212	в известном	1	2
213	другом случае	1	2
214	эпохи и	2	2
215	и те	1	2
216	высказывания не	2	2
217	время и	1	2
218	они в	1	2
219	различные формы	1	2
220	том и	1	2
221	этого жанра	2	2
222	и по	2	2
223	на этом	2	2
224	одному и	1	2
225	одно и	1	2
226	диалогические отношения	2	2
227	те же	1	2
228	слов о	1	2
229	на все	1	2
230	только своим	1	2
231	для них	1	2
232	том что	19	2
233	в этих	1	2
234	высказывания и	2	2
235	и эти	1	2
236	войти в	1	2
237	где нет	1	2
238	вместе со	1	2
239	до известной	1	2
240	эвристическое значение	1	2
241	дело не	2	2
242	автор и	3	2
243	общему мнению	1	2
244	языка это	1	2
245	ни о	1	2
246	на протяжении	2	2
247	мы все	1	2
248	и о	4	2
249	но по	1	2
250	роль в	7	2
251	с языком	1	2
252	на том	2	2
253	не с	3	2
254	не исчерпывается	1	2
255	из одного	1	2
256	и вообще	2	2
257	в построении	2	2
258	жанровые разновидности	1	2
259	в другом	2	2
260	одного из	2	2
261	свое произведение	1	2
262	можно сказать	5	2
263	данных жанров	1	2
264	а также	8	2
265	нас в	1	2
266	в евгении	1	2
267	или напротив	1	2
268	наконец в	1	2
269	известном смысле	1	2
270	и одновременно	2	2
271	здесь не	1	2
272	композиционная форма	1	2
273	романной прозе	1	2
274	между тем	4	2
275	и тем	2	2
276	связи с	4	2
277	уже не	4	2
278	только на	1	2
279	в виде	1	2
280	или даже	2	2
281	в известной	1	2
282	он весь	1	2
283	в одном	2	2
284	до сих	1	2
285	оно лишь	1	2
286	не есть	2	2
287	чем он	2	2
288	а с	5	2
289	точке зрения	1	2
290	основных и	1	2
291	и композиционно	2	2
292	от жанра	1	2
293	в частности	9	2
294	его как	2	2
295	к лирике	2	2
296	в речах	1	2
297	такого рода	4	2
298	быть только	1	2
299	для понимания	2	2
300	евгении онегине	1	2
301	в контексте	1	2
302	ответное понимание	1	2
303	в различные	1	2
304	этом случае	1	2
305	не предполагает	4	2
306	того или	2	2
307	как раз	1	2
308	не является	4	2
309	говорящего и	2	2
310	и другим	1	2
311	его контекста	1	2
312	у них	1	2
313	потому что	4	2
314	к авторскому	1	2
315	с ней	1	2
316	сказать что	3	2
317	автора в	2	2
318	или иного	1	2
319	одновременно и	2	2
320	из романа	1	2
321	к этому	2	2
322	как известно	1	1
323	слово живет	1	1
324	в обычном	1	1
325	в словесной	1	1
326	диалогический момент	1	1
327	не остается	1	1
328	не находя	1	1
329	сын и	1	1
330	науки о	1	1
331	в чужой	1	1
332	к данному	2	1
333	и есть	2	1
334	чего не	1	1
335	и до	1	1
336	из его	1	1
337	целого которое	1	1
338	не имеют	1	1
339	в меру	1	1
340	а напротив	1	1
341	тридевять земель	1	1
342	для своего	2	1
343	мы имеем	2	1
344	обладает способностью	1	1
345	высказывания в	6	1
346	входит как	1	1
347	но она	1	1
348	непосредственное отношение	1	1
349	жанров в	3	1
350	и он	2	1
351	предстает как	1	1
352	форм в	1	1
353	стоят на	1	1
354	как целое	1	1
355	и главное	1	1
356	которого должны	1	1
357	могло быть	1	1
358	но как	2	1
359	а только	1	1
360	свою специфическую	1	1
361	в сторону	4	1
362	в противовес	1	1
363	со всеми	1	1
364	не все	1	1
365	в новом	2	1
366	иногда и	1	1
367	отличие от	5	1
368	широкого круга	1	1
369	в едином	2	1
370	определенными и	1	1
371	характер и	2	1
372	в одной	3	1
373	контексте и	1	1
374	его на	1	1
375	из уст	2	1
376	в значительной	2	1
377	стороны и	2	1
378	в противном	1	1
379	сознания в	2	1
380	целый ряд	2	1
381	его к	1	1
382	всего как	1	1
383	в действительности	3	1
384	размежевания и	1	1
385	отнесены к	1	1
386	жанра и	2	1
387	в себя	5	1
388	к другому	2	1
389	отношения с	1	1
390	таковы например	1	1
391	без учета	1	1
392	рассказчика в	1	1
393	в этой	2	1
394	жанров с	1	1
395	говорит не	1	1
396	жанров как	1	1
397	на то	1	1
398	вследствие этого	3	1
399	что она	1	1
400	случае перед	1	1
401	в определенном	1	1
402	речах персонажей	1	1
403	может избежать	1	1
404	за тридевять	1	1
405	категорий в	1	1
406	чем у	1	1
407	к одному	1	1
408	не к	1	1
409	миров и	2	1
410	понимания и	1	1
411	высказываний в	1	1
412	и было	2	1
413	нашего времени	1	1
414	своего времени	2	1
415	или иных	1	1
416	по аналогии	1	1
417	человека в	2	1
418	значительной степени	2	1
419	подход к	1	1
420	совпадают с	1	1
421	есть все	1	1
422	ни чисто	2	1
423	бы быть	3	1
424	этих форм	1	1
425	косвенной речи	1	1
426	его текст	1	1
427	заключается в	3	1
428	здесь как	1	1
429	особенно в	1	1
430	может стать	1	1
431	действительности в	1	1
432	того о	1	1
433	ощущение и	1	1
434	которая в	1	1
435	чаще всего	1	1
436	в жизни	1	1
437	в бытовом	1	1
438	но уже	1	1
439	о которых	1	1
440	устная речь	1	1
441	и вне	1	1
442	несмотря на	1	1
443	риторическими жанрами	1	1
444	мы видели	1	1
445	это система	1	1
446	высказывание которое	1	1
447	слово со	1	1
448	как таковой	1	1
449	и того	3	1
450	высказывания как	1	1
451	таким же	1	1
452	наших дней	2	1
453	и без	2	1
454	о романе	2	1
455	мы называем	1	1
456	не столько	1	1
457	свое высказывание	1	1
458	оно живет	1	1
459	в отличие	5	1
460	в которых	4	1
461	могла бы	2	1
462	жанров не	2	1
463	мир и	1	1
464	есть его	1	1
465	тем не	1	1
466	по крайней	2	1
467	и более	1	1
468	однако в	3	1
469	и вся	1	1
470	то с	2	1
471	как точка	1	1
472	не менее	2	1
473	свое время	1	1
474	самого начала	1	1
475	к такому	2	1
476	но только	1	1
477	дело в	1	1
478	сознания это	1	1
479	и речевой	1	1
480	в романной	1	1
481	признакам в	1	1
482	к концу	1	1
483	по своей	11	1
484	привело к	4	1
485	во всем	1	1
486	можно рассматривать	1	1
487	помимо воли	1	1
488	входят в	1	1
489	здесь возможны	1	1
490	этом отношении	1	1
491	рассказчик и	1	1
492	которому мы	1	1
493	в каком	1	1
494	эстетический объект	1	1
495	замкнутой и	1	1
496	к той	3	1
497	есть к	1	1
498	не от	2	1
499	в специальном	1	1
500	исходить из	1	1
501	во все	1	1
502	отличается от	2	1
503	глубокое и	1	1
504	всего в	1	1
505	с авторской	1	1
506	здесь они	1	1
507	его с	1	1
508	как свой	1	1
509	быть отнесены	1	1
510	но сама	1	1
511	и это	1	1
512	в виду	2	1
513	с сохранением	1	1
514	для всего	1	1
515	на разных	1	1
516	с самого	1	1
517	приводит к	2	1
518	сознания с	1	1
519	и иные	2	1
520	различие между	2	1
521	в плоскости	1	1
522	авторской индивидуальности	1	1
523	его разновидностях	1	1
524	если бы	1	1
525	и разговорного	1	1
526	со стороны	7	1
527	громадное значение	1	1
528	оно определяется	1	1
529	говорения и	1	1
530	сводится к	5	1
531	не был	1	1
532	и что	2	1
533	религиозные и	1	1
534	иное значение	1	1
535	или на	3	1
536	всех областях	1	1
537	в различных	2	1
538	по их	1	1
539	жанрах в	1	1
540	в эстетической	1	1
541	это было	2	1
542	и вследствие	1	1
543	эту форму	1	1
544	речевого целого	1	1
545	и остаются	1	1
546	но внутренняя	1	1
547	творчества в	1	1
548	во втором	4	1
549	что и	3	1
550	замкнутое и	1	1
551	существенную роль	3	1
552	этом как	1	1
553	крайней мере	2	1
554	и письменных	1	1
555	как композиционная	1	1
556	а его	1	1
557	в литературе	2	1
558	форме то	1	1
559	дело с	2	1
560	устных и	1	1
561	в литературу	2	1
562	персонажей а	1	1
563	или же	1	1
564	и лингвистикой	1	1
565	одни и	1	1
566	до наших	1	1
567	есть в	2	1
568	не встречается	1	1
569	жанры в	2	1
570	концу прошлого	1	1
571	вернуться к	1	1
572	в начале	2	1
573	слова не	1	1
574	входящие в	1	1
575	стиль высказывания	1	1
576	и понимание	2	1
577	к своим	1	1
578	и их	1	1
579	определяющую его	2	1
580	данный исторический	1	1
581	в прозе	1	1
582	в первый	1	1
583	данного высказывания	1	1
584	к ним	3	1
585	каждый из	1	1
586	протекающей в	1	1
587	чтобы не	1	1
588	форм повествования	1	1
589	от того	1	1
590	автора как	1	1
591	в форме	2	1
592	момент в	1	1
593	а потому	1	1
594	нет и	1	1
595	предложение а	1	1
596	своем живом	1	1
597	между которыми	1	1
598	есть без	1	1
599	как индивидуальное	1	1
600	уходит в	1	1
601	и прежде	1	1
602	свои особые	1	1
603	текст в	1	1
604	же о	1	1
605	говорящего к	3	1
606	себя и	1	1
607	что не	4	1
608	его из	1	1
609	противном случае	1	1
610	только по	1	1
611	на смену	3	1
612	то и	1	1
613	ничем не	1	1
614	которое по	1	1
615	однако и	2	1
616	о чем	2	1
617	и требования	1	1
618	когда она	1	1
619	произведение в	2	1
620	как высказывания	1	1
621	мира в	3	1
622	ближе к	1	1
623	с помощью	1	1
624	на который	1	1
625	вместе с	1	1
626	до этого	1	1
627	в иных	1	1
628	говорящего на	1	1
629	в официальных	1	1
630	на границе	1	1
631	высказывания с	2	1
632	формой которой	1	1
633	да и	1	1
634	в изучении	1	1
635	событием самого	1	1
636	этого слова	1	1
637	в первые	1	1
638	в эстетический	1	1
639	аналогии с	1	1
640	и нет	1	1
641	впрочем не	1	1
642	конкретное высказывание	1	1
643	но это	1	1
644	в формировании	1	1
645	о мире	1	1
646	тому или	1	1
647	тех или	1	1
648	за его	2	1
649	лицо и	1	1
650	профессиональной и	1	1
651	тем более	1	1
652	о котором	2	1
653	полноты и	1	1
654	на языке	1	1
655	особенности у	1	1
656	различные эпохи	1	1
657	личности и	1	1
658	в системе	1	1
659	речь или	1	1
660	становления и	2	1
661	героя и	2	1
662	не знает	1	1
663	отношением к	1	1
664	при наличии	1	1
665	речи и	1	1
666	будучи в	1	1
667	строится на	1	1
668	в какой	2	1
669	речи как	2	1
670	и другие	1	1
671	по причине	1	1
672	который не	1	1
673	значение в	1	1
674	им и	1	1
675	в таком	1	1
676	они не	2	1
