N	2gram	Vygotskiy__2	RusskieA
254	нет никаких	1	2
255	что такие	2	2
256	если она	2	2
257	из которых	2	2
258	могут быть	4	2
259	с этой	4	2
260	человека который	1	2
261	этом и	1	2
262	говорить что	1	2
263	и для	4	2
264	за этим	1	2
265	имеет целью	1	2
266	две формы	1	2
267	только как	3	2
268	и при	2	2
269	не что	1	2
270	из этого	4	2
271	в своих	9	2
272	это в	2	2
273	а между	1	1
274	ту же	4	1
275	отношение к	2	1
276	человека и	1	1
277	на дереве	1	1
278	показать что	5	1
279	этой теории	2	1
280	из самых	2	1
281	что тема	1	1
282	и до	4	1
283	объясняется и	2	1
284	с таким	8	1
285	и должен	1	1
286	например в	3	1
287	тридевять земель	1	1
288	что если	6	1
289	в первый	2	1
290	на место	1	1
291	на дерево	1	1
292	происходило в	1	1
293	их с	2	1
294	из того	2	1
295	мы и	1	1
296	то это	3	1
297	чтобы у	1	1
298	них по	2	1
299	в ней	5	1
300	что каждый	1	1
301	на нем	1	1
302	что его	5	1
303	которое он	3	1
304	смотрят на	1	1
305	тем как	1	1
306	подобной же	1	1
307	самих себя	1	1
308	количество таких	1	1
309	оно совершенно	2	1
310	шли в	1	1
311	же на	1	1
312	явлений и	2	1
313	если в	2	1
314	ответ на	2	1
315	что они	7	1
316	другой материал	2	1
317	к сожалению	1	1
318	относится к	3	1
319	во что	1	1
320	отнюдь не	5	1
321	независимо от	1	1
322	что именно	3	1
323	к новому	1	1
324	в противном	1	1
325	и где	1	1
326	когда он	10	1
327	в круг	1	1
328	и наконец	1	1
329	от других	1	1
330	по пути	1	1
331	какой смысл	1	1
332	более или	1	1
333	увидим что	2	1
334	ясно и	1	1
335	смысл мы	1	1
336	в самом	12	1
337	горе мы	1	1
338	животных и	1	1
339	этот случай	1	1
340	вопрос почему	1	1
341	себя к	1	1
342	он в	3	1
343	все по	1	1
344	только один	1	1
345	тому же	1	1
346	как он	2	1
347	на то	11	1
348	не могла	1	1
349	и если	1	1
350	вообще не	1	1
351	что без	2	1
352	чем сильнее	1	1
353	к выводу	1	1
354	не следует	1	1
355	в нем	4	1
356	не играют	1	1
357	видел в	1	1
358	за тридевять	1	1
359	до самого	1	1
360	он должен	1	1
361	и свойства	1	1
362	или другое	1	1
363	от людей	1	1
364	только в	7	1
365	в нее	1	1
366	по аналогии	1	1
367	но все	1	1
368	это конечно	1	1
369	форме а	1	1
370	в одну	1	1
371	что все	9	1
372	а когда	1	1
373	данных для	1	1
374	значение в	2	1
375	в другом	1	1
376	на все	5	1
377	из себя	2	1
378	а как	1	1
379	того или	3	1
380	те или	1	1
381	от одного	1	1
382	и дает	1	1
383	никакой роли	1	1
384	и была	1	1
385	остановиться на	1	1
386	д с	1	1
387	к теории	1	1
388	то увидим	1	1
389	только одно	1	1
390	эта поэтическая	1	1
391	их как	2	1
392	на основании	1	1
393	своих поэтических	1	1
394	для чего	1	1
395	они умирали	1	1
396	это сходство	1	1
397	такой же	7	1
398	или менее	1	1
399	что между	1	1
400	когда ее	1	1
401	таким же	1	1
402	исследовании о	2	1
403	что бывает	1	1
404	это только	3	1
405	бы к	1	1
406	место в	2	1
407	и назначение	1	1
408	на свою	1	1
409	и этой	1	1
410	мир и	1	1
411	человеком и	3	1
412	но эта	2	1
413	свет на	1	1
414	образом из	1	1
415	так называемое	1	1
416	чтобы это	1	1
417	однако в	1	1
418	что этот	2	1
419	и таким	2	1
420	и форма	2	1
421	и очень	1	1
422	что чем	2	1
423	что есть	1	1
424	того момента	1	1
425	стоит в	1	1
426	к такой	1	1
427	что эта	1	1
428	в русской	1	1
429	считает что	2	1
430	эти формы	1	1
431	дело в	1	1
432	изо рта	2	1
433	на него	2	1
434	в основе	11	1
435	каждый день	1	1
436	с и	12	1
437	без ответа	1	1
438	о таких	1	1
439	подходят к	1	1
440	же цель	1	1
441	до самой	2	1
442	ничего не	4	1
443	именно с	1	1
444	учения о	2	1
445	наоборот он	1	1
446	и его	7	1
447	же он	1	1
448	так например	1	1
449	происхождению и	1	1
450	как будто	7	1
451	этом отношении	5	1
452	его потеряла	1	1
453	понимал и	1	1
454	форма все	1	1
455	и оно	1	1
456	и здесь	2	1
457	во все	1	1
458	чтобы сделать	1	1
459	как только	2	1
460	сходство с	1	1
461	и другим	1	1
462	и за	1	1
463	оно не	2	1
464	ничего общего	1	1
465	и это	4	1
466	и которая	2	1
467	из всего	1	1
468	совпадают с	1	1
469	не будет	1	1
470	указывали на	1	1
471	свою очередь	2	1
472	и сами	1	1
473	всем этим	1	1
474	затем они	1	1
475	только способность	1	1
476	можно показать	2	1
477	она живет	1	1
478	в особенности	2	1
479	приводит к	1	1
480	и совершенно	3	1
481	и когда	4	1
482	то как	3	1
483	что у	5	1
484	с собой	1	1
485	так и	3	1
486	начинают все	1	1
487	делается для	1	1
488	на которую	2	1
489	палку в	1	1
490	найти в	1	1
491	том как	2	1
492	могла быть	1	1
493	возможно что	1	1
494	с этого	1	1
495	если бы	6	1
496	собой и	1	1
497	и вообще	2	1
498	означает что	1	1
499	выводу что	1	1
500	держа в	1	1
501	сводится к	2	1
502	и поэтому	4	1
503	который пишет	1	1
504	утверждает что	5	1
505	и объяснить	3	1
506	с того	2	1
507	можно сказать	1	1
508	случаев когда	1	1
509	аналогии с	1	1
510	и во	1	1
511	детская игра	1	1
512	в его	2	1
513	если эта	1	1
514	все время	6	1
515	если это	1	1
516	это приводит	1	1
517	же можно	1	1
518	дело так	1	1
519	с той	4	1
520	показывают что	2	1
521	но так	2	1
522	на которой	1	1
523	остается без	1	1
524	тот же	6	1
525	с ними	1	1
526	что он	13	1
527	пришел к	2	1
528	мы увидим	1	1
529	ли он	2	1
530	в какой	2	1
531	и является	1	1
532	как воплощение	1	1
533	и так	3	1
534	всем этом	1	1
535	указывает что	4	1
536	какой степени	1	1
537	из которого	4	1
538	же и	1	1
539	можно установить	1	1
540	вопроса о	1	1
541	не всякое	1	1
542	в большинстве	1	1
543	только на	5	1
544	значение и	2	1
545	так называемый	1	1
546	при помощи	10	1
547	который без	1	1
548	который как	1	1
549	был бы	1	1
550	не так	2	1
551	для него	1	1
552	всяком случае	2	1
553	могло бы	2	1
554	в одном	2	1
555	в конце	3	1
556	в состоянии	2	1
557	носит характер	1	1
558	ее не	1	1
559	к ним	2	1
560	случае не	1	1
561	как раз	5	1
562	не просто	1	1
563	встречаемся с	1	1
564	само собой	3	1
565	она начинает	2	1
566	время как	3	1
567	в другой	1	1
568	нужно было	1	1
569	ней и	1	1
570	и даже	5	1
571	даже не	1	1
572	как у	1	1
573	и эту	1	1
574	игры и	1	1
575	и затем	1	1
576	детскую игру	2	1
577	несколько иным	1	1
578	смысла и	1	1
579	целым рядом	1	1
580	на которых	2	1
581	не на	2	1
582	зависит от	2	1
583	понимать как	1	1
584	а по	1	1
585	если эти	1	1
586	этом основании	1	1
587	и следовательно	2	1
588	под влиянием	1	1
589	это на	1	1
590	или другого	1	1
591	о сходстве	1	1
592	раз наоборот	1	1
593	верно что	1	1
594	зерна с	1	1
595	от самих	1	1
596	по своему	3	1
597	в область	1	1
598	это делается	2	1
599	что за	1	1
600	не дают	1	1
601	он может	1	1
602	это доказать	1	1
603	когда же	1	1
604	равным образом	2	1
605	в тех	1	1
606	исходя из	1	1
607	который он	2	1
608	и более	4	1
609	быть не	1	1
610	по ним	1	1
611	этого слова	1	1
612	и не	10	1
613	как более	1	1
614	не касаясь	1	1
615	у той	1	1
616	но это	2	1
617	она будет	1	1
618	что касается	1	1
619	и тогда	1	1
620	вошла в	1	1
621	из ряда	1	1
622	при всем	3	1
623	происходит не	1	1
624	почему именно	2	1
625	так будто	1	1
626	она может	1	1
627	и другими	1	1
628	он по	1	1
629	в двух	1	1
630	от него	1	1
631	не более	1	1
632	тем более	2	1
633	мы должны	3	1
634	первое что	1	1
635	его жизнь	1	1
636	только что	1	1
637	которые в	4	1
638	не сумела	1	1
639	установить и	1	1
640	его к	1	1
641	несмотря на	4	1
642	он же	1	1
643	только с	1	1
644	этой же	1	1
645	в свою	3	1
646	сказать что	7	1
647	другой стороны	2	1
648	на который	2	1
649	когда в	1	1
650	им не	1	1
651	из своей	1	1
652	что большинство	1	1
653	во всяком	2	1
654	очень редко	1	1
655	и эта	1	1
656	как на	5	1
657	все что	2	1
