N	3gram	Tiupa_Narr_1	Narrotol
192	же принципу тематического	1	1
193	последние дни жизни	1	1
194	их сближает общая	1	1
195	назначен последний из	1	1
196	сюжета относительно евангельского	1	1
197	времени жизни персонажа	1	1
198	в монастырь в	1	1
199	ни стилистических ни	1	1
200	неба которое над	1	1
201	очевидны что побуждают	1	1
202	многообразно переклички между	1	1
203	с гуровым в	1	1
204	разумеется усиливает зеркальный	1	1
205	их совпадениями но	1	1
206	при всей его	1	1
207	каким он существует	1	1
208	ни аксиологических расхождений	1	1
209	несомненна сколько не	1	1
210	преосвященный петр и	1	1
211	небезосновательны достаточно напомнить	1	1
212	наступает в следующей	1	1
213	чем матерью а	1	1
214	протяжении всего рассказа	1	1
215	страдающего тела увиденный	1	1
216	непредвзято как результат	1	1
217	радости переживаемой в	1	1
218	абзац несомненно начинается	1	1
219	неутолимое духовное хотение	1	1
220	третий оценивающий ситуацию	1	1
221	персонажа глава третья	1	1
222	в четвертом эпизоде	1	1
223	мотив чуда как	1	1
224	угнетало его своею	1	1
225	посидел немного в	1	1
226	чьи волосы как	1	1
227	а на другой	1	1
228	героя архиерей в	1	1
229	онемевших ногах седьмые	1	1
230	преображения освобождения детской	1	1
231	мы можем обозначить	1	1
232	осколка анализируемого текста	1	1
233	над ним широкое	1	1
234	за человек и	1	1
235	собой неоднократно и	1	1
236	он приходится на	1	1
237	лет назад она	1	1
238	таким образом будто	1	1
239	из церкви в	1	1
240	молился оба восьмых	1	1
241	нему входит и	1	1
242	не подвергается глоссализационному	1	1
243	эпизоде увидеть своего	1	1
244	отсутствие рациональной намеренности	1	1
245	литературного сюжета относительно	1	1
246	воскрес знаменательно что	1	1
247	в смысл рассказа	1	1
248	ни слова ничего	1	1
249	графически реплика согласия	1	1
250	и не сливаются	1	1
251	персонажей глава четвертая	1	1
252	свою худобу и	1	1
253	на выгоне не	1	1
254	носительницы живой памяти	1	1
255	но и самого	1	1
256	что каждый из	1	1
257	начинается речью повествователя	1	1
258	в ногах и	1	1
259	первый раз свечным	1	1
260	повествующего голоса в	1	1
261	его смерти и	1	1
262	качестве чуда сверхсобытия	1	1
263	число двенадцать явственно	1	1
264	двуголосого повествования доминирует	1	1
265	никогда не было	1	1
266	существенную роль в	1	1
267	когда прочли уже	1	1
268	от донарративных структур	1	1
269	нами два события	1	1
270	о воскресении господнем	1	1
271	как результат творческой	1	1
272	он сам без	1	1
273	половине второго ударили	1	1
274	дамы после обозначения	1	1
275	уже простой обыкновенный	1	1
276	эпизоды анализируемого нарративного	1	1
277	пока еще принадлежащей	1	1
278	символическую фигуру носительницы	1	1
279	павлом он идет	1	1
280	от торопливо помолился	1	1
281	ко второй практически	1	1
282	только потому что	1	1
283	герой рассказа оказывается	1	1
284	племянницы в конце	1	1
285	точки зрения как	1	1
286	тому же рубежом	1	1
287	тексте эпизода отрезку	1	1
288	архиерей не понимает	1	1
289	который не вставал	1	1
290	экзистенциально павел есть	1	1
291	только речи окружающих	1	1
292	то в конечном	1	1
293	но и моментами	1	1
294	живой памяти об	1	1
295	без обращения к	1	1
296	изыскания в чеховском	1	1
297	игуменьи и трех	1	1
298	чуду нежданного явления	1	1
299	рефлектирующего ментальному взору	1	1
300	стремится к однозначности	1	1
301	и столь же	1	1
302	так и его	1	1
303	преображении петра в	1	1
304	в полном его	1	1
305	параллелизм с тематическим	1	1
306	детей и около	1	1
307	семантического параллелизма если	1	1
308	это то что	1	1
309	катя не мигая	1	1
310	сомнению и отсутствие	1	1
311	есть юродивый вспомним	1	1
312	переносов во внешнем	1	1
313	но не страны	1	1
314	которых весело светилось	1	1
315	жизни деревьями уходит	1	1
316	воскресении простого обыкновенного	1	1
317	свидетельствует не только	1	1
318	в юность когда	1	1
319	скоро и служба	1	1
320	создается отсутствием келейника	1	1
321	и около сорока	1	1
322	фигуре этот участок	1	1
323	возвращения архиерея к	1	1
324	умиранием христа в	1	1
325	в грехах невинному	1	1
326	но существенный сдвиг	1	1
327	имя которого павел	1	1
328	детство и в	1	1
329	церковь благодаря временным	1	1
330	сисоя натирающего тело	1	1
331	построения со стороны	1	1
332	дьяконицей чем матерью	1	1
333	господнем парадоксальное референтное	1	1
334	однако эта фраза	1	1
335	проведенных за границей	1	1
336	человек и как	1	1
337	появление дополнительного персонажа	1	1
338	альтернативна внешней а	1	1
339	игнорирующую смерть героя	1	1
340	стена и т.п	1	1
341	только просительницу за	1	1
342	помимо отмеченных перекличек	1	1
343	физически страдающего тела	1	1
344	причину их приезда	1	1
345	эпизода мы узнаем	1	1
346	в старо-петровском монастыре	1	1
347	в хх веке	1	1
348	переход от первой	1	1
349	длинный и три	1	1
350	громко обращаются в	1	1
351	главу нумерологические изыскания	1	1
352	третьими и т.д	1	1
353	комнате катю эта	1	1
354	медитацией героя доносимой	1	1
355	картину глава первая	1	1
356	чеховского архиерея в	1	1
357	по убеждениям что	1	1
358	какой бы то	1	1
359	умирающего уже не	1	1
360	детстве а в	1	1
361	данного фрагмента с	1	1
362	кого окружающие называют	1	1
363	рассказа о ней	1	1
364	сисой всю свою	1	1
365	состояние не поддается	1	1
366	говоря коммуникативная передача	1	1
367	дело в том	2	1
368	фразе из двадцать	1	1
369	о нем нарратора	1	1
370	симметрии так появление	1	1
371	впечатление чуда сверхсобытия	1	1
372	бога сколь и	1	1
373	думая о матери	1	1
374	светлой пасхальной радости	1	1
375	во второй уксусом	1	1
376	усиливает зеркальный эффект	1	1
377	от бодрого здорового	1	1
378	поднимались из-за гребенки	1	1
379	зеркальный эффект семантической	1	1
380	кадр со сменой	1	1
381	половины по двенадцать	1	1
382	и главное действующее	1	1
383	упоминаемое в тексте	1	1
384	текста напротив они	1	1
385	хотя они и	1	1
386	же усиливает ненавязчивый	1	1
387	он прошел через	1	1
388	вторая на другой	1	1
389	писателя ведь чехов	1	1
390	уксусом еще одна	1	1
391	называют владыкой волнует	1	1
392	как хорошо теми	1	1
393	повседневных фактов жизни	1	1
394	обыкновению поднимались из-за	1	1
395	настроения аналогичного настроению	1	1
396	переход от донарративных	1	1
397	наличие хотя бы	1	1
398	также следующее место	1	1
399	отчасти мотивировано полудремотным	1	1
400	есть последних днях	1	1
401	их приезда в	1	1
402	усиливает ненавязчивый эффект	1	1
403	умаление поскольку обладает	1	1
404	двумя событиями лишенными	1	1
405	обозначить как произведение	1	1
406	сисоя не ндравится	1	1
407	ухода героя из	1	1
408	увидеть лиминальную ситуацию	1	1
409	с предсмертным видением	1	1
410	соотнесении с гипотетической	1	1
411	рассказывания в этом	1	1
412	а страны детства	1	1
413	жизни литературного героя	1	1
414	архиерея к себе	1	1
415	как боль в	1	1
416	последнем мы и	1	1
417	строй нарративного высказывания	1	1
418	которыми к нему	1	1
419	из гостиной голоса	1	1
420	пели стройно четкая	1	1
421	забыт всеми кроме	1	1
422	есть умирающий герой	1	1
423	природной неизбежности или	1	1
424	в постель к	1	1
425	мыслями в далекое	1	1
426	в онемевших ногах	1	1
427	но именно это	1	1
428	во втором мать	1	1
429	на самом деле	1	1
430	в этом последнем	1	1
431	происходящего в том	1	1
432	столь чуждого миру	1	1
433	третьем от конца	1	1
434	в тексте парадоксальное	1	1
435	воспоминаниям героя до	1	1
436	дядю преосвященного как	1	1
437	нежданного появления купца	1	1
438	ниже здесь также	1	1
439	на разных местах	1	1
440	мать и он	1	1
441	жизни героя вновь	1	1
442	увидел у себя	1	1
443	последней в его	1	1
444	окружающих главного героя	1	1
445	герою еще одного	1	1
446	это существенно меняет	1	1
447	помолился лег в	1	1
448	сисоя к тому	1	1
449	этом свидетельствует не	1	1
450	обязанностями и физически	1	1
451	уже легли преосвященнейший?	1	1
452	обесцениваются единством абзаца	1	1
453	мать приезжали три	1	1
454	верстах от церкви	1	1
455	что один из	1	1
456	к себе с	1	1
457	обрели бы событийного	1	1
458	в самом деле	2	1
459	и даже не	1	1
460	пара начальных связана	1	1
461	он уже простой	1	1
462	параллельных эпизодов что	1	1
463	гостиной эпизод создается	1	1
464	внешне отсутствующего героя	1	1
465	просто несобственно-прямая речь	1	1
466	ногах седьмые эпизоды	1	1
467	и пара начальных	1	1
468	про жениха и	1	1
469	его устранения из	1	1
470	он стоит отчего	1	1
471	через посредство некоего	1	1
472	действующее лицо события	2	1
473	с гипотетической авторской	1	1
474	и в двенадцатом	1	1
475	конца матери сообщают	1	1
476	рода тематическое нарастание	1	1
477	преосвященный узнает о	1	1
478	граница повествовательного переноса	1	1
479	входил к себе	1	1
480	происходят в разные	1	1
481	почувствовал что ослабел	1	1
482	задумавшись то в	1	1
483	даме с собачкой	6	1
484	выросла перед глазами	1	1
485	епархиального архиерея который	1	1
486	простого обыкновенного человека	2	1
487	речи хотя и	1	1
488	пространстве его жизни	1	1
489	ослабевает утрачивает способность	1	1
490	какой-нибудь юродивый странник	1	1
491	целый день душа	1	1
492	случае купец еракин	1	1
493	называемой в тексте	1	1
494	фраза построена таким	1	1
495	и каменных монастырских	1	1
496	что мы постигаем	1	1
497	членения несколько повседневных	1	1
498	пара двенадцатых эпизодов	1	1
499	абзаца что отчасти	1	1
500	себя в комнате	1	1
501	сверхсобытия входит ангелоподобной	1	1
502	приезде своей матери	1	1
503	эпизода нет переносов	1	1
504	нарративного ряда соответствует	1	1
505	из природной неизбежности	1	1
506	именуют владыкой но	1	1
507	приезда в четвертом	1	1
508	подлежит сомнению и	1	1
509	детство это существенно	1	1
510	временная локализация кладет	1	1
511	робко вошла мать	2	1
512	нарастанием от торопливо	1	1
513	омовение ног на	1	1
514	эпизода уединение предающегося	1	1
515	отца сисоя к	1	1
516	в равной степени	2	1
517	эта девочка к	1	1
518	когда преосвященный входил	1	1
519	умирание героя с	1	1
520	в начальной фразе	1	1
521	этих двух наиболее	1	1
522	стабильно дифференцированном и	1	1
523	не только просительницу	1	1
524	себя внимание такая	1	1
525	эпизодов в маркированном	1	1
526	и т.п за	1	1
527	в двух предыдущих	1	1
528	будто бы умирающий	1	1
529	двоится читатель имеет	1	1
530	что не имеет	1	1
531	утром пришла старуха	1	1
532	то же самое	2	1
533	в этом мнимо	1	1
534	со сменой ракурса	1	1
535	фигуру носительницы живой	1	1
536	сюжетную структуру в	1	1
537	перспективу события смерти	1	1
538	столь очевидны что	1	1
539	во времени организован	1	1
540	двенадцать первая дюжина	1	1
541	речь центрального героя	1	1
542	духовное хотение влечение	1	1
543	нет переносов во	1	1
544	думает о своей	1	1
545	другой день эпизод	1	1
546	и его противостояние	1	1
547	субботе называемой в	1	1
548	о своей матери	1	1
549	за границу а	1	1
550	восьмых эпизода приходы	1	1
551	алтаре архиереем а	1	1
552	этом последнем мы	1	1
553	отмеченных перекличек в	1	1
554	принципу тематического нарастания	1	1
555	перемещается в пространстве	1	1
556	затрагивает только речи	1	1
557	матери героя архиерей	1	1
558	слушатели-читатели события эти	1	1
559	преображению а не	1	1
560	и детских больших	1	1
561	собственным голосом иначе	1	1
562	за всех членов	1	1
563	без помощи зеркала	1	1
564	ударили к вечерне	1	1
565	существенный сдвиг в	1	1
566	же как и	1	1
567	и альтернативный мотив	1	1
568	степени здесь сохраняется	1	1
569	по-человечески то катя	1	1
570	воскресение столь же	1	1
571	худобу и умаление	1	1
572	эпизодов имеет место	1	1
573	не только шире	1	1
574	чувствовал не раскаяние	1	1
575	фоновых персонажей глава	1	1
576	стрелка дважды за	1	1
577	девочка к нему	1	1
578	в алтаре архиереем	1	1
579	в ходе литургии	1	1
580	формальных оснований для	1	1
581	начала и конца	3	1
582	перед смертью архиерея	1	1
583	одного из многочисленных	1	1
584	он не может	1	1
585	что у нее	2	1
586	отдал но и	1	1
587	старуха мать приезжали	1	1
588	глава первая эпизод	1	1
589	это за человек	1	1
590	ряд вставных квазиэпизодов	1	1
591	состояний а тут	1	1
592	искренне попросту по-человечески	1	1
593	немного в гостиной	1	1
594	речью повествователя и	1	1
595	бы желая разгадать	1	1
596	то что каждый	1	1
597	эпизоды знаменательно также	1	1
598	с характеристикой пасхального	1	1
599	увидим впоследствии картину	1	1
600	благости весеннего настроения	1	1
601	зеркала сделать не	1	1
602	себе а таким	1	1
603	жизненной позиции петра	1	1
604	к заутрене слышно	1	1
605	в маркированном положении	2	1
606	гребенки как сияние	1	1
607	всей своей последовательности	1	1
608	ярко светило солнце	1	1
609	характеристикой пасхального воскресного	1	1
610	молчали задумавшись то	1	1
611	служба кончилась когда	1	1
612	по крайней мере	1	1
613	с тринадцатым эпилоговым	1	1
614	четко делятся на	1	1
615	было девять душ	1	1
616	эпизода приходы сисоя	1	1
617	восемь лет а	1	1
618	текстом преимущественно в	1	1
619	помазание а во	1	1
620	одиннадцатых эпизода демонстративно	1	1
621	эпизода отрезку времени	1	1
622	в качестве события	1	1
623	появление персонажа находится	1	1
624	последних дней своей	1	1
625	матери если во	1	1
626	не было и	2	1
627	украшенный чувствовал не	1	1
628	вы уже легли	1	1
629	во втором из	1	1
630	лишенными какой бы	1	1
631	каким он прошел	1	1
632	иконой мотив чуда	1	1
633	докторов перед смертью	1	1
634	лет проведенных за	1	1
635	утрачивает способность вставать	1	1
636	и в юность	1	1
637	зеленоватой бородой сисоя	1	1
638	визитам игуменьи и	1	1
639	ни было причинно-следственной	1	1
640	устранения из повествуемого	1	1
641	что он уже	1	1
642	человека который свободен	2	1
643	три доктора а	1	1
644	герой думает о	1	1
645	к двойной структуре	1	1
646	границу а далее	1	1
647	живет не по	1	1
648	дольней жизни как	1	1
649	настроению любимого героем	1	1
650	между двумя событиями	1	1
651	интеллигибельная стройность актуального	1	1
652	границам и дополнительной	1	1
653	и перенос его	1	1
654	до сих пор	2	1
655	возвращениями к себе	1	1
656	не подлежит сомнению	1	1
657	в разные времена	1	1
658	стройно четкая граница	1	1
659	хотя бы слабо	1	1
660	ситуацию ухода героя	1	1
661	с внучкой а	1	1
662	только покидая жизнь	1	1
663	постигаем мир не	1	1
664	установка человека подлинное	1	1
665	сегментов нарративного ряда	1	1
666	тех немногочисленных случаях	1	1
667	было скажем с	1	1
668	о предпасхальных днях	1	1
669	симметрично поклонению волхвов	1	1
670	солнцем и он	1	1
671	широкое небо залитое	1	1
672	явственно редуцирована после	1	1
673	первыми вторыми третьими	1	1
674	и пережил их	1	1
675	хотела искала предлога	1	1
676	цитирует прямую речь	1	1
677	своем предсмертном видении	1	1
678	сияние тихо робко	1	1
679	раньше тоже так	1	1
680	покоя благости весеннего	1	1
681	окружающих его людей	1	1
682	возвращения в детство	1	1
683	была пасха через	1	1
684	безрезультатным визитам игуменьи	1	1
685	в тексте эпизода	1	1
686	противоположно ему владыка	1	1
687	главы отмеченном к	1	1
688	техники нарратологического описания	1	1
689	и поэтически свидетельствует	1	1
690	только прямыми их	1	1
691	и событие самого	1	1
692	и содержательнее она	1	1
693	неочевидный но существенный	1	1
694	людей так и	1	1
695	в едином но	1	1
696	человеку павлу об	1	1
697	и в то	1	1
698	сумерек старо-петровского монастыря	1	1
699	тексте не существует	1	1
700	приехав домой преосвященный	1	1
701	увиденный матерью предсмертный	1	1
702	явления девочки чьи	1	1
703	петра к полюсу	1	1
704	от церкви с	1	1
705	после восьми лет	1	1
706	еще не воскрес	1	1
707	до известной степени	1	1
708	совершенно чуждо простому	1	1
709	будет продолжаться картина	1	1
710	абзац при всей	1	1
711	был моментом всеобщего	1	1
712	сам по себе	1	1
713	фокализация третьего типа	1	1
714	и забыт всеми	1	1
715	тому как часовая	1	1
716	оно дважды встречается	1	1
717	как произведение в	1	1
718	и открывает причину	1	1
719	церкви с чудотворной	1	1
720	весьма изощренную как	1	1
721	мы и сами	1	1
722	о болезни епархиального	1	1
723	чутка была мать	1	1
724	боль в онемевших	1	1
725	которой освобождается умирающий	1	1
726	перемещение персонажа из	1	1
727	солнце и было	1	1
728	первого цикла когда	1	1
729	ночь а утром	1	1
730	страны мертвых а	1	1
731	актуализирует в ней	1	1
732	состоит в обнаружении	1	1
733	предсмертный лик героя	1	1
734	о приезде своей	1	1
735	они сводятся к	1	1
736	небо залитое солнцем	1	1
737	слабо локализованного пространственно-временного	1	1
738	павлу флоренскому жизненная	1	1
739	свечным салом своего	1	1
740	внимание и то	1	1
741	плачущего архиерея то	1	1
742	месяц был назначен	1	1
743	организации кадров внутреннего	1	1
744	матери остальные двадцать	1	1
745	продолжает определять видение	1	1
746	по терминологии женетта	1	1
747	мотивные переклички своего	1	1
748	невинному ребенку не	1	1
749	тональности повествующего голоса	1	1
750	завершенная и строго	1	1
751	еракин а во	1	1
752	более не будет	1	1
753	первом случае уединившимся	1	1
754	об этом свидетельствует	1	1
755	не входит в	1	1
756	значимость оно дважды	1	1
757	его призывают к	1	1
758	пространстве на протяжении	1	1
759	день эпизод отмеченный	1	1
760	разные времена различные	1	1
761	кратких эпизодов текста	1	1
762	из дальнего монастыря	1	1
763	от окружающего мира	1	1
764	будьте такие добрые	1	1
765	непосредственно волею жизни	1	1
766	архиерей и целовала	1	1
767	при этом что	1	1
768	не менее фраза	1	1
769	то есть умирающий	1	1
770	пространстве с появлением	1	1
771	ни один человек	1	1
772	отсутствует но и	1	1
773	аналогично процитированному выше	1	1
774	приезжали две богатые	1	1
775	и его от	1	1
776	по длительности и	1	1
777	в обоих десятых	1	1
778	себе появление дополнительного	1	1
779	парах эпизодов имеет	1	1
780	сияние упоминается дважды	1	1
781	не страны мертвых	1	1
782	он почувствовал что	1	1
783	персонажа находится внутри	1	1
784	голоса сисоя матери	1	1
785	он как хорошо	1	1
786	в зеркало как	1	1
787	внимание что возраст	1	1
788	разрушают повествовательного текста	1	1
789	архиерея обратно симметрично	1	1
790	текста глубокая обратная	1	1
791	детских больших глаз	1	1
792	наиболее кратких эпизодов	1	1
793	со стороны писателя	1	1
794	и самого иисуса	1	1
795	как часовая стрелка	1	1
796	эпизодах его именуют	1	1
797	и на разных	1	1
798	в случае с	1	1
799	телесной смерти как	1	1
800	волосы в которых	1	1
801	предлога чтобы встать	1	1
802	но мотивировка портретной	1	1
803	ненужному что угнетало	1	1
804	параллелизма если в	1	1
805	эпизоды связаны фигурой	1	1
806	персонажа является цитатными	1	1
807	взору читателя предстает	1	1
808	от обремененного должностными	1	1
809	шестые эпизоды перекликаются	1	1
810	события эти происходят	1	1
811	мотивом светлой пасхальной	1	1
812	только то что	1	1
813	бы между ними	1	1
814	архиерей впервые говорит	1	1
815	мире милое дорогое	1	1
816	келейника и уединением	1	1
817	и после смерти	1	1
818	том что именно	1	1
819	все было как	1	1
820	повествования доминирует на	1	1
821	забыт и собирающиеся	1	1
822	смерти актуализируя момент	1	1
823	эпизоде точка зрения	1	1
824	отмеченный перерывом во	1	1
825	же аналогично пасхальному	1	1
826	эпилоговым заключительную главу	1	1
827	столь же очевидным	2	1
828	рода ключом к	1	1
829	усиливается явлением нового	1	1
830	что не только	1	1
831	структуре конфигурирующей операции	1	1
832	общая неловкость поведения	1	1
833	и то что	1	1
834	после обозначения временной	1	1
835	поведения в этикетных	1	1
836	как единого художественного	1	1
837	как это было	1	1
838	определять видение повествуемого	1	1
839	деталь прозрачно связывающая	1	1
840	и собирающиеся на	1	1
841	напротив они актуализируют	1	1
842	персонажа и перенос	1	1
843	не только отсутствует	1	1
844	самостоятельный эпизод вечером	1	1
845	фрагмент статусом эпизода	1	1
846	неизбежности или социальной	1	1
847	симметрия начала и	1	1
848	не раскаяние в	1	1
849	начальной фразе эпизода	1	1
850	повествования когда он	1	1
851	в комнате катю	1	1
852	эпизода карета с	1	1
853	преобразило бы сюжетную	1	1
854	существует просто несобственно-прямая	1	1
855	было шумно если	1	1
856	если в архиерей	1	1
857	бытия нуждалась в	1	1
858	себе седьмые эпизоды	1	1
859	вечерне надо было	1	1
860	мир не таким	1	1
861	первом случае купец	1	1
862	трактовать как самостоятельный	1	1
863	в детство и	1	1
864	сисоя преосвященный не	1	1
865	пусты они сводятся	1	1
866	последних днях жизни	1	1
867	эпизода только когда	1	1
868	строй двуголосого повествования	1	1
869	его жизни но	1	1
870	втором из них	1	1
871	думал он как	1	1
872	взгляда на мир	1	1
873	обнаружить не удается	1	1
874	знаменательно также следующее	1	1
875	дополнительной персонажной фигуре	1	1
876	сама входит к	1	1
877	эпизодах внутренне отрешенный	1	1
878	и как оказывается	1	1
879	ни психологически сомнение	1	1
880	каяться архиерей уносился	1	1
881	следующее место из	1	1
882	игуменья из дальнего	1	1
883	событие о котором	1	1
884	оба одиннадцатых эпизода	1	1
885	возможна не только	1	1
886	около сорока внуков	1	1
887	видении опять становясь	1	1
888	жизни то есть	1	1
889	нее по обыкновению	1	1
890	сопровождается хотя и	1	1
891	эпизода суть возвращения	1	1
892	означающее как известно	1	1
893	жил в восьми	1	1
894	хотя и незначительным	1	1
895	героя к детскому	1	1
896	преображения служит исходное	1	1
897	преосвященный открыл глаза	1	1
898	зеркало как это	1	1
899	в тех немногочисленных	1	1
900	пришла старуха мать	1	1
901	смысл рассказа как	1	1
902	присутствии преосвященного петра	1	1
903	приехали доложил келейник	1	1
904	преображению умирающего человека	1	1
905	или иной степени	1	1
906	эпизод отмеченный перерывом	1	1
907	предыдущих парах эпизодов	1	1
908	ударили к заутрене	1	1
909	и три слова	1	1
910	бы событийного статуса	1	1
911	времени существенную роль	1	1
912	пространстве без артикулированных	1	1
913	помощи зеркала сделать	1	1
914	героя из церкви	1	1
915	когда архиерей садился	1	1
916	первая дюжина эпизодов	1	1
917	входит и открывает	1	1
918	и поехал в	1	1
919	событий процессов состояний	1	1
920	которого доносятся из	1	1
921	и вообще чувствовала	1	1
922	отграниченность этого эпизода	1	1
923	вошел отец сисой	1	1
924	племянницы в спальню	1	1
925	обеда приезжали две	1	1
926	матери с племянницей	1	1
927	своей матери а	1	1
928	человека в нового	1	1
929	архиерей уносился мыслями	1	1
930	гостей матери и	1	1
931	ребенка называя вновь	1	1
932	и является в	1	1
933	здорового настроения героя	1	1
934	а теперь возле	1	1
935	слабые будьте такие	1	1
936	всех его настроений	1	1
937	заключительную главу нумерологические	1	1
938	наделяет этот итеративный	1	1
939	поклонению волхвов после	1	1
940	сутки пробегает один	1	1
941	героя в половине	1	1
942	умирающего героя было	1	1
943	быстро весело интеллигибельная	1	1
944	облекается в молчание	1	1
945	архиерея семантическая опустошенность	1	1
946	случаях когда рассказчик	1	1
947	же очевидным образом	1	1
948	его противостояние тому	1	1
949	становясь павлом он	1	1
950	открывающего событийную сторону	1	1
951	два слова длинный	1	1
952	дифференцированном и оцененном	1	1
953	соборе приехав домой	1	1
954	между уходом из	1	1
955	не на событие	1	1
956	лишний раз подтверждается	1	1
957	тематического нарастания наступает	1	1
