N	2gram	Nazirov_Tv_2	Problemy
222	проговорил алеша	1	2
223	например в	5	2
224	это и	1	2
225	диалоге с	1	2
226	сам и	1	2
227	если б	1	2
228	той же	1	2
229	и тут	1	2
230	ты как	1	2
231	мы и	1	2
232	и он	2	2
233	меня в	1	2
234	в которых	3	2
235	братьев карамазовых	4	2
236	это действительно	1	2
237	столь же	1	2
238	в преступлении	10	2
239	во всех	1	2
240	бы не	2	2
241	это сказать	1	2
242	отличие от	2	2
243	в произведениях	2	2
244	с этим	1	2
245	когда он	4	2
246	из письма	1	2
247	в этот	2	2
248	внедряется в	1	2
249	за границей	1	2
250	в которой	2	2
251	всего романа	1	2
252	бы с	1	2
253	в большинстве	1	2
254	тому же	2	2
255	героя к	1	2
256	так сказать	2	2
257	т д	11	2
258	и если	2	2
259	свои собственные	1	2
260	из мертвых	1	2
261	же не	2	2
262	входит в	1	2
263	федора павловича	1	2
264	было бы	1	2
265	то все	1	2
266	в жизни	1	2
267	мог бы	1	2
268	в них	1	2
269	всю жизнь	1	2
270	был бы	1	2
271	он дает	1	2
272	в отличие	2	2
273	своего рода	3	2
274	признать что	1	2
275	мышкина с	1	2
276	однако в	1	2
277	тому что	1	2
278	во время	1	2
279	но только	1	2
280	чем не	1	2
281	и без	2	2
282	и лишь	2	2
283	к ней	1	2
284	как она	1	2
285	как на	1	2
286	мире и	1	2
287	же он	1	2
288	о нем	1	2
289	ли это	1	2
290	и со	1	2
291	не является	3	2
292	нет ни	1	2
293	отнюдь не	4	2
294	лежит в	1	2
295	одно только	1	2
296	отличается от	1	2
297	той или	1	2
298	отказаться от	2	2
299	так в	2	2
300	особенно в	2	2
301	жизнь и	1	2
302	и вообще	2	2
303	с человеком	1	2
304	именно потому	1	2
305	и должно	1	2
306	о том	5	2
307	переходит в	1	2
308	достоевский заставляет	1	2
309	и только	2	2
310	еще более	1	2
311	достоевского это	3	2
312	не знаю	1	2
313	и мир	1	2
314	один из	3	2
315	тот же	1	2
316	то в	1	2
317	и ее	2	2
318	которых я	1	2
319	при всей	1	2
320	не то	1	2
321	уже не	3	2
322	записках из	3	2
323	слова не	1	2
324	в душе	4	2
325	мы знаем	1	2
326	свой собственный	1	2
327	в роман	2	2
328	друг друга	2	2
329	противоречии с	1	2
330	как его	1	2
331	тогда в	1	2
332	нет в	1	2
333	связан с	1	2
334	или иной	1	2
335	о своей	1	2
336	теперь не	1	2
337	к которому	2	2
338	не было	2	2
339	должна была	1	2
340	человек в	1	2
341	сделать его	1	2
342	я уже	1	2
343	и потому	4	2
344	но этот	1	2
345	с каким-то	1	2
346	не знал	2	2
347	все позволено	1	2
348	несколько раз	3	2
349	очень важно	1	2
350	самого себя	1	2
351	остается в	1	2
352	с этой	3	2
353	произведениях достоевского	2	2
354	которой он	2	2
355	пока еще	1	2
356	более того	2	2
357	это уже	2	2
358	что оно	1	2
359	в силах	2	2
360	человек и	1	2
361	а к	1	2
362	не с	1	2
363	и события	1	2
364	будто бы	1	2
365	теперь же	1	2
366	сказать что	1	2
367	алеши и	1	2
368	в последнем	1	2
369	сам в	2	2
370	но ни	1	2
371	к другим	1	2
372	а может	1	2
373	того или	1	2
374	того времени	1	2
375	ну что	1	1
376	великом инквизиторе	3	1
377	ту же	1	1
378	нем нет	1	1
379	можно говорить	1	1
380	одним из	3	1
381	о героях	1	1
382	человека и	3	1
383	начинается с	2	1
384	с кем	1	1
385	характера а	2	1
386	в сердце	1	1
387	не имел	1	1
388	ты и	1	1
389	по старой	1	1
390	ясно что	1	1
391	христом и	2	1
392	в первом	1	1
393	по преимуществу	2	1
394	проникает в	2	1
395	в доме	1	1
396	обступили и	1	1
397	в их	3	1
398	из всех	1	1
399	со всех	1	1
400	что уже	1	1
401	которой достоевский	1	1
402	достоевского мы	2	1
403	мира достоевского	1	1
404	эта функция	1	1
405	то это	1	1
406	достоевского есть	1	1
407	такое же	1	1
408	всех сторон	1	1
409	свою очередь	1	1
410	собой в	1	1
411	с народом	2	1
412	он был	1	1
413	нам представляется	1	1
414	в изображении	1	1
415	суда над	1	1
416	его собственным	1	1
417	отказ от	1	1
418	то он	1	1
419	всегда с	2	1
420	к которой	1	1
421	к богу	1	1
422	в противоречии	1	1
423	не все	1	1
424	менее всего	1	1
425	него с	1	1
426	считать ее	1	1
427	тут же	2	1
428	не просто	1	1
429	вмешивается в	1	1
430	принцип построения	1	1
431	чем же	1	1
432	сих пор	3	1
433	не признал	1	1
434	я делаю	1	1
435	в душу	1	1
436	ней в	1	1
437	перед нами	1	1
438	по внешним	1	1
439	не замечая	1	1
440	вообще а	1	1
441	говорит что	1	1
442	не являются	1	1
443	с генералом	2	1
444	это определение	3	1
445	и между	1	1
446	и отчасти	3	1
447	в письмах	3	1
448	еще на	1	1
449	разве я	1	1
450	автор в	1	1
451	сказать о	1	1
452	за это	1	1
453	романа это	1	1
454	или во	1	1
455	выводом из	1	1
456	тоже не	2	1
457	в этой	5	1
458	с их	1	1
459	романа но	1	1
460	отношений к	1	1
461	особое место	2	1
462	и до	1	1
463	роль в	2	1
464	во многих	2	1
465	но ведь	2	1
466	его но	1	1
467	в убийстве	1	1
468	сцену в	1	1
469	главным образом	1	1
470	в статье	2	1
471	к миру	2	1
472	после этого	1	1
473	к героям	2	1
474	же это	1	1
475	идеи и	1	1
476	этого вопроса	1	1
477	в живых	1	1
478	мечты о	1	1
479	характер в	2	1
480	на жизнь	1	1
481	так например	3	1
482	на то	1	1
483	достоевского как	8	1
484	эта же	1	1
485	человека в	3	1
486	мышкиным и	1	1
487	совпадают с	1	1
488	а затем	3	1
489	достоевским как	2	1
490	об этом	4	1
491	говорил что	2	1
492	в глубине	1	1
493	а его	1	1
494	то есть	5	1
495	боли о	1	1
496	понять его	1	1
497	и мы	3	1
498	в свой	2	1
499	приходит в	1	1
500	любовь к	1	1
501	но уже	3	1
502	достоевский и	1	1
503	зная о	1	1
504	но лишь	1	1
505	его все	1	1
506	со своими	2	1
507	к самой	1	1
508	его обступили	1	1
509	социальной и	1	1
510	пред вами	1	1
511	в романе	15	1
512	она была	1	1
513	в один	1	1
514	убил не	1	1
515	их на	1	1
516	перед собой	1	1
517	его образ	1	1
518	ибо не	1	1
519	в эту	1	1
520	в этих	1	1
521	достоевского приближается	1	1
522	в г	1	1
523	таким же	1	1
524	я его	1	1
525	о герое	1	1
526	самого в	1	1
527	не столько	2	1
528	еще с	1	1
529	на фоне	1	1
530	говорил о	1	1
531	точнее не	1	1
532	должны были	1	1
533	из области	1	1
534	но эта	2	1
535	ту ночь	1	1
536	в прямом	1	1
537	и эти	1	1
538	была не	1	1
539	и более	1	1
540	ставрогина в	1	1
541	том же	2	1
542	что этот	2	1
543	в устах	2	1
544	настасье филипповне	4	1
545	возвращается к	1	1
546	нас к	1	1
547	душе раскольникова	1	1
548	с раскольниковым	1	1
549	человек так	1	1
550	время был	1	1
551	эта мысль	2	1
552	место занимает	1	1
553	в соборе	1	1
554	она не	1	1
555	одна из	3	1
556	первая часть	4	1
557	я буду	2	1
558	достоевский не	5	1
559	в процессе	2	1
560	в основе	2	1
561	не случайно	2	1
562	героев и	1	1
563	образом в	1	1
564	творчества достоевского	1	1
565	а во	2	1
566	раскольников в	2	1
567	и по	2	1
568	но очень	1	1
569	это сделать	1	1
570	в виноградов	1	1
571	к аглае	1	1
572	настасьей филипповной	1	1
573	его он	1	1
574	связи с	1	1
575	здесь же	1	1
576	и страстный	1	1
577	и несколько	1	1
578	от их	1	1
579	ни о	1	1
580	иван карамазов	7	1
581	достоевского является	1	1
582	легенда о	4	1
583	не могут	1	1
584	в среде	1	1
585	только еще	1	1
586	исповеди ипполита	1	1
587	за что	1	1
588	пор еще	1	1
589	я тебя	1	1
590	героя для	1	1
591	и кому	1	1
592	приходит к	1	1
593	и о	1	1
594	каждым из	1	1
595	в дело	1	1
596	но при	1	1
597	на основе	1	1
598	достоевского к	2	1
599	сочетается с	1	1
600	но принцип	1	1
601	зосиме в	1	1
602	в себя	1	1
603	был за	1	1
604	приводит к	2	1
605	в дальнейшем	4	1
606	значение в	1	1
607	с собой	1	1
608	можно было	1	1
609	здесь он	1	1
610	каждого из	1	1
611	к диалогу	1	1
612	когда герой	1	1
613	но у	4	1
614	является в	1	1
615	поэтому в	1	1
616	между собой	1	1
617	сам иван	1	1
618	в построении	1	1
619	из условий	1	1
620	приближается к	1	1
621	алеша с	1	1
622	же необходимо	1	1
623	в применении	1	1
624	характер этого	1	1
625	всем протяжении	1	1
626	вновь начать	1	1
627	и ставит	1	1
628	в пользу	3	1
629	самому себе	1	1
630	самого достоевского	2	1
631	то исключительно	1	1
632	достоевского всегда	2	1
633	преступлении и	11	1
634	и требует	1	1
635	своей исповеди	2	1
636	он прямо	1	1
637	очень важна	1	1
638	ставрогина или	1	1
639	и рогожин	1	1
640	героя он	1	1
641	с матерью	1	1
642	по разным	1	1
643	выше в	1	1
644	в середине	1	1
645	нем и	1	1
646	в ту	2	1
647	не должен	1	1
648	и она	1	1
649	о своих	2	1
650	от всех	1	1
651	бы меня	1	1
652	не зная	1	1
653	уходит в	1	1
654	в формах	1	1
655	д и	2	1
656	в петербурге	1	1
657	сразу же	1	1
658	достоевского его	1	1
659	должен быть	1	1
660	и рогожина	1	1
661	это означало	1	1
662	по мнению	3	1
663	мышкин настасья	1	1
664	на мир	1	1
665	хотя во	1	1
666	с одной	1	1
667	герои достоевского	4	1
668	достоевского ибо	2	1
669	себя в	2	1
670	в иване	1	1
671	со своим	1	1
672	на всем	1	1
673	а напротив	1	1
674	что если	1	1
675	героя с	2	1
676	он продолжает	1	1
677	этот момент	1	1
678	на свое	1	1
679	о великом	3	1
680	и других	2	1
681	о стиле	1	1
682	участие в	1	1
683	мог знать	1	1
684	что герои	1	1
685	она действительно	1	1
686	ответ на	1	1
687	т vi	1	1
688	не так	2	1
689	и их	1	1
690	в письме	1	1
691	руки и	1	1
692	только борется	1	1
693	записки из	2	1
694	для меня	1	1
695	идея у	1	1
696	десять лет	1	1
697	и всему	1	1
698	в непосредственно	1	1
699	покушением на	1	1
700	событий и	1	1
701	что на	2	1
702	других романах	1	1
703	достоевского эта	1	1
704	и точно	1	1
705	до сих	3	1
706	действующих лиц	2	1
707	марья лебядкина	2	1
708	его из	1	1
709	достоевского с	5	1
710	на этот	2	1
711	а сам	1	1
712	выше и	1	1
713	в рассказе	3	1
714	так это	1	1
715	и считает	1	1
716	уже давно	1	1
717	жизнь в	1	1
718	сам себе	1	1
719	в идиоте	1	1
720	одну из	1	1
721	не он	1	1
722	карамазову в	1	1
723	этот принцип	1	1
724	себя на	2	1
725	пришел к	1	1
726	нет ничего	3	1
727	устах ивана	1	1
728	него в	2	1
729	он изображает	1	1
730	время с	1	1
731	раскольникова когда	1	1
732	человека к	1	1
733	произвел на	1	1
734	требует от	1	1
735	на ивана	1	1
736	который на	1	1
737	которому пришел	1	1
738	на себя	1	1
739	его участие	1	1
740	сострадания и	1	1
741	что весь	1	1
742	после убийства	1	1
743	это его	2	1
744	образ и	2	1
745	у ивана	1	1
746	я с	1	1
747	в бесах	6	1
748	исповеди и	1	1
749	главного героя	3	1
750	все сильнее	1	1
751	в вас	1	1
752	бога и	1	1
753	в основном	6	1
754	только для	2	1
755	характерные для	1	1
756	русского романа	1	1
757	свое последнее	1	1
758	поступков и	1	1
759	под названием	1	1
760	сам же	1	1
761	глубине души	1	1
762	сюжета и	2	1
763	отвечает на	1	1
764	так он	2	1
765	подполья в	2	1
766	всего произведения	1	1
767	к действию	1	1
768	и человек	1	1
769	некоторого времени	1	1
770	но тот	1	1
771	между ними	1	1
772	своей собственной	1	1
773	мысль о	1	1
774	жить и	1	1
775	и ни	1	1
776	действительной жизни	1	1
777	несмотря на	1	1
778	самоопределения героев	1	1
779	давно уже	2	1
780	одной из	3	1
781	может и	1	1
782	о своем	1	1
783	в свою	1	1
784	достоевским так	1	1
785	с ней	1	1
786	с настасьей	1	1
787	из-под венца	1	1
788	идея в	1	1
789	из этого	2	1
790	себе не	1	1
791	об этих	1	1
792	этого протеста	1	1
793	в своих	3	1
794	с первого	1	1
795	уже после	2	1
796	я могу	1	1
797	лиц в	1	1
798	пьян но	1	1
799	и вновь	1	1
800	и сел	1	1
