N	2gram	Medvedev_V_1	Hudozhes
120	или говоря	1	3
121	во всей	2	3
122	их в	6	3
123	художественного произведения	6	3
124	и что	1	3
125	следует смешивать	1	3
126	к области	1	3
127	далеко не	2	3
128	не случайно	1	3
129	однако если	1	3
130	личности и	1	3
131	о чем	2	3
132	или иного	1	3
133	не следует	8	3
134	в области	2	3
135	в пределах	5	3
136	в виду	4	3
137	если бы	3	3
138	зрителя слушателя	1	3
139	по своему	1	3
140	как говорит	5	3
141	в данном	1	3
142	в роли	1	3
143	в свою	1	3
144	все эти	6	2
145	внутреннего мира	1	2
146	образом и	1	2
147	в значительной	3	2
148	но она	1	2
149	есть в	1	2
150	рассказ о	1	2
151	материала в	1	2
152	или в	3	2
153	одной из	1	2
154	так же	3	2
155	здесь не	1	2
156	деятельность художника	1	2
157	вовсе не	3	2
158	числе и	2	2
159	в этой	4	2
160	только о	2	2
161	с ним	1	2
162	при всей	2	2
163	даже в	5	2
164	на этом	1	2
165	не вполне	2	2
166	бы не	2	2
167	дело не	1	2
168	с другими	2	2
169	того чтобы	3	2
170	во всех	6	2
171	по себе	2	2
172	автора как	1	2
173	в одном	4	2
174	слова не	1	2
175	или даже	1	2
176	таком случае	1	2
177	в итоге	1	2
178	в году	6	2
179	художественное произведение	5	2
180	а именно	1	2
181	к какому-либо	1	2
182	к действительности	1	2
183	и некоторые	1	2
184	в противном	2	2
185	для такого	1	2
186	от всех	1	2
187	но как	3	2
188	из которых	2	2
189	за пределы	1	2
190	сама по	1	2
191	следует подчеркнуть	1	2
192	в порядке	5	2
193	на свою	1	2
194	как в	1	2
195	противном случае	2	2
196	имеем дело	1	2
197	это и	6	2
198	на почве	1	2
199	человека и	3	2
200	и составляет	1	2
201	в чем	2	2
202	в силу	11	2
203	мира и	3	2
204	не все	1	2
205	даже самая	2	2
206	не является	5	2
207	для того	3	2
208	но на	1	2
209	в романе	4	2
210	и потому	2	2
211	тот или	1	2
212	собою в	1	2
213	свою очередь	1	2
214	как художественное	1	2
215	однако при	1	2
216	об этом	9	2
217	в них	4	2
218	не могло	1	2
219	или иначе	1	2
220	одной стороны	2	2
221	одна из	4	2
222	у него	6	2
223	именно в	2	2
224	с одной	2	2
225	тому что	6	2
226	о том	10	2
227	видения мира	1	2
228	говорит в	3	2
229	себя и	1	2
230	роль в	4	2
231	однако все	1	2
232	не как	1	2
233	несмотря на	1	2
234	том числе	2	2
235	и сам	1	2
236	в глаза	1	2
237	говорит что	1	2
238	начиная с	2	2
239	собственно говоря	1	2
240	о его	2	2
241	и по	3	2
242	что может	1	2
243	и др	9	2
244	говоря иначе	3	2
245	так или	1	2
246	реализуется в	1	2
247	и особенно	1	2
248	и это	1	2
249	мира в	1	2
250	в творческом	2	2
251	области искусства	1	2
252	ни к	1	2
253	других произведений	1	2
254	речь идет	1	2
255	в своем	8	2
256	несколько иной	1	1
257	за его	1	1
258	что по	1	1
259	единства в	1	1
260	не означает	1	1
261	может не	2	1
262	двенадцать стульев	1	1
263	быть определена	1	1
264	в чистом	1	1
265	сказанного выше	2	1
266	себе в	1	1
267	это особенно	2	1
268	из этих	7	1
269	или иное	1	1
270	которая служит	1	1
271	но с	2	1
272	на его	1	1
273	бы быть	1	1
274	бы в	3	1
275	для нас	1	1
276	и свою	1	1
277	творческом процессе	5	1
278	автора на	1	1
279	в связи	3	1
280	в него	1	1
281	в классическом	1	1
282	себя свою	1	1
283	с нею	2	1
284	индивидуальный характер	1	1
285	это правило	1	1
286	вместе с	7	1
287	это на	1	1
288	ситуации и	1	1
289	об отсутствии	1	1
290	связи между	1	1
291	о котором	1	1
292	достоевского в	1	1
293	жизни и	3	1
294	говорит о	7	1
295	что они	3	1
296	каждый из	1	1
297	момент в	3	1
298	следует иметь	2	1
299	из анекдота	1	1
300	начинается с	1	1
301	на это	2	1
302	в более	1	1
303	оно является	2	1
304	мышления и	1	1
305	в поэзии	1	1
306	о своем	2	1
307	значение для	1	1
308	о своих	1	1
309	самое существенное	1	1
310	связи с	4	1
311	крайней мере	2	1
312	не было	7	1
313	смысла и	1	1
314	после того	1	1
315	искусства и	1	1
316	с бытием	1	1
317	служит для	1	1
318	зависит от	2	1
319	художественное мышление	1	1
320	и многих	1	1
321	говоря только	1	1
322	том случае	1	1
323	и непосредственное	1	1
324	лежат в	1	1
325	одновременно и	1	1
326	на то	1	1
327	вслед за	2	1
328	они могут	1	1
329	самые различные	1	1
330	не по	2	1
331	нет никаких	2	1
332	писал в	3	1
333	в жизни	2	1
334	анны карениной	2	1
335	душевное состояние	1	1
336	основания для	1	1
337	свою душу	1	1
338	наконец в	1	1
339	строго говоря	1	1
340	это необходимо	1	1
341	в какой	1	1
342	отнюдь не	3	1
343	его можно	1	1
344	действующих лиц	5	1
345	быть названо	1	1
346	различного рода	3	1
347	личность и	1	1
348	завершающий этап	1	1
349	к искусству	1	1
350	первого из	1	1
351	и другие	1	1
352	в конце	3	1
353	своей судьбы	1	1
354	говоря о	1	1
355	и без	1	1
356	для будущего	1	1
357	или иная	1	1
358	в системе	2	1
359	от него	1	1
360	определена как	1	1
361	только то	2	1
362	первой части	1	1
363	не дает	1	1
364	все же	5	1
365	например не	2	1
366	том отношении	2	1
367	и наоборот	1	1
368	наконец наиболее	1	1
369	наиболее глубокий	1	1
370	проявляется в	1	1
371	бы и	6	1
372	казалось бы	1	1
373	между участниками	1	1
374	сфере искусства	1	1
375	открытие и	1	1
376	то или	1	1
377	ли не	2	1
378	говорил о	1	1
379	жизнь в	1	1
380	если он	1	1
381	же оно	1	1
382	не ограничивается	1	1
383	то в	1	1
384	как целого	3	1
385	видим в	1	1
386	заключает в	1	1
387	если не	1	1
388	простой и	1	1
389	что говорит	3	1
390	образа в	2	1
391	собой в	1	1
392	полноту и	1	1
393	без этого	1	1
394	наличие в	1	1
395	типа как	1	1
396	действительной жизни	3	1
397	за это	1	1
398	ее как	2	1
399	утверждение о	1	1
400	случае если	1	1
401	из наиболее	1	1
402	остановимся на	2	1
403	его произведений	2	1
404	но для	2	1
405	наличия в	1	1
406	ту или	1	1
407	все то	1	1
408	о судьбе	1	1
409	между собой	1	1
410	например с	1	1
411	внимание на	1	1
412	но только	1	1
413	что ничто	1	1
414	при всем	3	1
415	никем не	1	1
416	виду не	1	1
417	определял как	1	1
418	литературное произведение	1	1
419	а для	2	1
420	с этой	1	1
421	до нас	2	1
422	этого типа	3	1
423	системе образов	1	1
424	свидетельствует о	1	1
425	иметь в	2	1
426	смысла в	1	1
427	разница в	1	1
428	по этому	9	1
429	и формы	2	1
430	дело с	1	1
431	в таких	1	1
432	необходимо для	1	1
433	а затем	2	1
434	к общему	1	1
435	к каким	1	1
436	можно назвать	1	1
437	этой точки	2	1
438	что даже	2	1
439	художников в	2	1
440	художественных произведений	1	1
441	как об	2	1
442	этого мира	1	1
443	не об	2	1
444	более чем	1	1
445	то время	1	1
446	что для	3	1
447	этим и	1	1
448	например говорит	1	1
449	действительность в	2	1
450	этом и	2	1
451	статье о	1	1
452	является таким	1	1
453	и мир	3	1
454	из его	3	1
455	порой и	1	1
456	духовной жизни	1	1
457	одном и	2	1
458	к изучению	1	1
459	оно в	1	1
460	произведения в	7	1
461	видно из	3	1
462	соответствии с	1	1
463	искусства не	2	1
464	жизни не	1	1
465	шиллер в	1	1
466	не имеет	1	1
467	уже по	2	1
468	виду что	1	1
469	художников слова	1	1
470	а как	2	1
471	в понимании	1	1
472	они не	2	1
473	а всего	3	1
474	аллегории и	1	1
475	сознание как	1	1
476	о различных	1	1
477	в самой	1	1
478	как мы	1	1
479	и через	2	1
480	ильфа и	1	1
481	ее в	4	1
482	в сфере	2	1
483	можно говорить	1	1
484	зрения и	1	1
485	что его	2	1
486	и служит	1	1
487	что не	3	1
488	включен в	2	1
489	в статье	4	1
490	на время	2	1
491	что такое	2	1
492	тем это	1	1
493	что из	1	1
494	обратимся к	1	1
495	ведь это	1	1
496	связаны с	1	1
497	между всеми	1	1
498	нельзя не	1	1
499	частности в	2	1
500	и от	3	1
501	и петрова	1	1
502	этого опыта	2	1
503	принимается за	1	1
504	в единстве	4	1
505	от обычного	1	1
506	зависимости от	5	1
507	да и	1	1
508	мы встречаемся	1	1
509	нет даже	1	1
510	обе эти	1	1
511	тому же	1	1
512	ином отношении	1	1
513	один из	5	1
514	же по	1	1
515	и характерное	1	1
516	в реальной	2	1
517	в истории	1	1
518	реальной действительности	10	1
519	на основе	5	1
520	никогда не	4	1
521	как способность	2	1
522	художественный образ	5	1
523	все это	10	1
524	и даже	2	1
525	замысла и	4	1
526	к более	1	1
527	представить себе	2	1
528	же и	2	1
529	не составляет	1	1
530	войны и	2	1
531	к сфере	1	1
532	отношении что	2	1
533	это было	1	1
534	иной мере	1	1
535	что все	3	1
536	единстве целого	2	1
537	тому как	2	1
538	деятельности начиная	1	1
539	по поводу	2	1
540	наташи ростовой	1	1
541	между прочим	2	1
542	а во-вторых	1	1
543	воображения не	2	1
544	является не	4	1
545	есть его	1	1
546	в особенности	2	1
547	для своей	1	1
548	творческом акте	1	1
549	творчества он	1	1
550	вопрос что	1	1
551	под именем	1	1
552	не всегда	1	1
553	для этого	1	1
554	само же	1	1
555	в котором	3	1
556	в зависимости	6	1
557	из своих	2	1
558	др в	3	1
559	из дальнейшего	1	1
560	же как	2	1
561	действительности и	7	1
562	как у	2	1
563	том же	6	1
564	себе и	2	1
565	иного типа	1	1
566	к ним	1	1
567	значения и	1	1
568	содержания в	1	1
569	обратил внимание	1	1
570	чтобы не	2	1
571	чего бы	2	1
572	области художественного	1	1
573	образов и	4	1
574	не для	1	1
575	а по	1	1
576	он говорит	5	1
577	не могут	7	1
578	может служить	1	1
579	мы видим	1	1
580	процесс формирования	1	1
581	по крайней	2	1
582	и мира	1	1
583	а об	1	1
584	или иную	1	1
585	у достоевского	1	1
586	и поэтому	1	1
587	в результате	5	1
588	также и	2	1
589	том или	1	1
590	и дает	1	1
591	произведения именно	1	1
592	к этим	2	1
593	и внешнего	1	1
594	самые разнообразные	1	1
595	форму в	1	1
596	деятельности если	1	1
597	таковы например	1	1
598	в различных	2	1
599	и том	2	1
600	в своих	2	1
601	быть и	1	1
602	только лишь	1	1
603	он же	5	1
604	в известном	1	1
605	свести к	1	1
606	по его	2	1
607	должен быть	4	1
608	отклонений от	1	1
609	начале этой	1	1
610	этого писателя	1	1
611	природе и	1	1
612	еще и	2	1
613	превратилась в	1	1
614	или точнее	1	1
615	всех его	2	1
616	как совокупность	1	1
617	все они	2	1
618	та или	1	1
619	стороны в	2	1
620	познания или	1	1
621	время и	1	1
622	между этими	1	1
623	с которой	1	1
624	только для	1	1
625	же в	6	1
626	толстого в	3	1
627	поэтому у	1	1
628	в каком	1	1
629	что автор	1	1
630	встречаемся с	1	1
631	и сосредоточенности	1	1
632	не подлежит	2	1
633	художественном произведении	4	1
634	в состоянии	1	1
635	в каждой	1	1
636	язык данного	1	1
637	в систему	1	1
638	которая не	2	1
639	и есть	5	1
640	творческого процесса	22	1
641	который в	1	1
642	каждой из	2	1
643	общественных отношений	1	1
644	жизнью и	1	1
645	привести к	1	1
646	что она	2	1
647	сознания при	1	1
648	без ее	1	1
649	было бы	7	1
650	жизни личности	1	1
651	сказать не	1	1
652	как говорил	2	1
653	в обыденной	1	1
654	творческого воображения	20	1
655	как будто	1	1
656	в каждом	2	1
657	из того	1	1
658	не быть	2	1
659	перед нами	4	1
660	именно это	1	1
661	имеем в	1	1
662	из них	9	1
663	в соответствии	1	1
664	от его	2	1
665	характерно что	1	1
666	именно эту	1	1
667	мысль о	2	1
668	от всего	1	1
669	которой я	1	1
670	этого в	1	1
671	друг другу	1	1
672	подобно тому	2	1
673	он и	2	1
674	так называемые	1	1
675	как видно	1	1
676	не обязательно	1	1
677	впечатлений в	1	1
678	или ином	1	1
679	творчества все	1	1
680	может иметь	1	1
