N	2gram	Nazirov_Tr_1	Problemy
213	преступлении и	2	2
214	между тем	1	2
215	все время	1	2
216	что вот	1	2
217	для достоевского	2	2
218	так что	2	2
219	героя с	1	2
220	для него	3	2
221	в известной	2	2
222	только к	2	2
223	на этот	1	2
224	в рассказе	2	2
225	его как	1	2
226	вместе с	1	2
227	в духе	1	2
228	в данном	2	2
229	к жизни	5	2
230	для понимания	1	2
231	этого слова	1	2
232	так ли	1	2
233	причем в	1	2
234	себя на	1	2
235	в результате	1	2
236	для нас	1	2
237	и жизнь	1	2
238	есть и	1	2
239	и наказании	2	2
240	во сне	2	2
241	во всяком	1	2
242	я и	1	1
243	показывает его	1	1
244	впервые встречается	1	1
245	чтобы не	1	1
246	и то	2	1
247	ивана карамазова	2	1
248	к своей	1	1
249	значение однако	1	1
250	и есть	1	1
251	из самых	2	1
252	но главное	3	1
253	в какой-то	1	1
254	литературе xviii	1	1
255	в селе	1	1
256	и могут	1	1
257	вы не	1	1
258	сравнению с	1	1
259	из подполья	1	1
260	собой как	1	1
261	этой линии	1	1
262	материал произведения	1	1
263	не вполне	1	1
264	вместо того	1	1
265	по замыслу	2	1
266	начала в	1	1
267	подчеркнуть что	1	1
268	в ней	1	1
269	в xix	1	1
270	литературы и	1	1
271	другим в	2	1
272	между собой	1	1
273	себя а	1	1
274	за свое	1	1
275	в двойнике	1	1
276	нужен что	1	1
277	больших романах	1	1
278	могло быть	1	1
279	но как	1	1
280	в голове	1	1
281	и лучше	2	1
282	большое значение	1	1
283	к сожалению	1	1
284	рассказа но	1	1
285	достоевского этот	1	1
286	она как	2	1
287	голядкина в	1	1
288	романе бесы	1	1
289	характер ее	1	1
290	напомним что	1	1
291	стиля и	1	1
292	поэтому он	1	1
293	за свои	1	1
294	со своей	1	1
295	сливается с	1	1
296	своего слова	1	1
297	и князя	1	1
298	что это	5	1
299	в целом	4	1
300	что достоевский	4	1
301	знать и	1	1
302	его а	1	1
303	и отношения	1	1
304	и если	1	1
305	что она	2	1
306	в ее	2	1
307	не нашло	1	1
308	человек не	1	1
309	что же?	2	1
310	одному из	1	1
311	высшей степени	1	1
312	и еще	1	1
313	и вот	1	1
314	в первом	2	1
315	с сознанием	1	1
316	я вам	1	1
317	от нее	1	1
318	здесь мы	1	1
319	что все	2	1
320	же не	1	1
321	на всю	1	1
322	и глубоким	1	1
323	ними как	1	1
324	а по	1	1
325	своей среде	1	1
326	на ту	1	1
327	его в	2	1
328	знает что	2	1
329	не ограниченного	1	1
330	я все	2	1
331	отождествляется с	1	1
332	лишь на	1	1
333	степана трофимовича	2	1
334	они только	1	1
335	для достижения	1	1
336	в них	1	1
337	в высшей	1	1
338	несмотря на	5	1
339	нет своего	1	1
340	обратимся к	1	1
341	все как	1	1
342	контекст в	1	1
343	я его	1	1
344	замыслу достоевского	2	1
345	в такой	1	1
346	эта тема	1	1
347	по сравнению	1	1
348	знает и	1	1
349	не столько	1	1
350	что говорит	2	1
351	его поведения	1	1
352	дается в	1	1
353	но эта	2	1
354	превратиться в	1	1
355	по всем	1	1
356	тем самым	3	1
357	для разработки	1	1
358	тому что	1	1
359	такое время	1	1
360	так он	1	1
361	вплоть до	1	1
362	но они	2	1
363	самого начала	1	1
364	что ему	1	1
365	этими двумя	2	1
366	человека вот	1	1
367	достоевским вместе	1	1
368	и притом	1	1
369	как его	1	1
370	карамазова в	1	1
371	что вы	3	1
372	но только	1	1
373	значение этого	1	1
374	как во	1	1
375	и всегда	1	1
376	бы сказали	1	1
377	скандалов и	1	1
378	игры в	1	1
379	xix веке	2	1
380	связи с	1	1
381	мы бы	1	1
382	филипповна в	1	1
383	как будто	3	1
384	что на	1	1
385	в области	1	1
386	ну а	1	1
387	своей страсти	1	1
388	петербургские сновидения	1	1
389	иван карамазов	1	1
390	последнее слово	1	1
391	что наш	1	1
392	как своего	1	1
393	не способен	1	1
394	в окончательном	1	1
395	его с	1	1
396	к речи	1	1
397	что при	1	1
398	о существовании	1	1
399	у себя	1	1
400	а затем	1	1
401	того чтобы	1	1
402	не хочу	1	1
403	данном случае	2	1
404	ведет беседу	1	1
405	с самого	1	1
406	роль в	1	1
407	в лицо	1	1
408	в столкновение	1	1
409	на нее	1	1
410	он именно	1	1
411	на родине	1	1
412	во многом	1	1
413	еще в	2	1
414	известной мере	1	1
415	я знаю	1	1
416	в последней	1	1
417	в диалог	1	1
418	образа князя	1	1
419	в эпоху	1	1
420	стремление к	1	1
421	но может	1	1
422	часто и	1	1
423	силы и	1	1
424	не был	2	1
425	контакт с	1	1
426	знает но	1	1
427	в рассказчике	1	1
428	после того	1	1
429	в сфере	1	1
430	это должно	1	1
431	от него	1	1
432	позицию по	1	1
433	отметить что	1	1
434	в настоящей	1	1
435	какой-то мере	1	1
436	и она	1	1
437	в жизнь	1	1
438	в литературе	1	1
439	известно что	1	1
440	один из	3	1
441	князь мышкин	2	1
442	его собственная	1	1
443	селе степанчикове	1	1
444	в двух	1	1
445	романа и	3	1
446	мы видим	1	1
447	характерный для	1	1
448	князя и	1	1
449	приходит в	1	1
450	это же	1	1
451	с одной	1	1
452	борьба двух	1	1
453	именно на	1	1
454	человека с	1	1
455	он очень	1	1
456	так можно	1	1
457	не знать	1	1
458	достоевский в	7	1
459	обстоит дело	1	1
460	но самое	1	1
461	а это	1	1
462	романе идиот	3	1
463	рассказывает о	1	1
464	характерно что	1	1
465	никто не	3	1
466	всяком случае	1	1
467	без слов	1	1
468	ее не	1	1
469	в xx	1	1
470	на меня	2	1
471	достоевского не	1	1
472	бедных людей	1	1
473	чувствует себя	1	1
474	никого не	1	1
475	жизни в	1	1
476	даже не	1	1
477	с другим	1	1
478	именно в	1	1
479	в каких	1	1
480	только один	1	1
481	и др	1	1
482	что не	1	1
483	так мне	1	1
484	и стал	1	1
485	опять к	1	1
486	этого нового	1	1
487	ничем не	2	1
488	с рассказом	1	1
489	в связи	1	1
490	i прежде	1	1
491	и особенно	1	1
492	до этого	1	1
493	и потому	1	1
494	как это	3	1
495	она даже	1	1
496	не знал	1	1
497	что за	3	1
498	искусства но	1	1
499	вот я	1	1
500	слова он	1	1
501	столкновение с	1	1
502	и знает	1	1
503	xx веке	1	1
504	в форме	1	1
505	в карты	1	1
506	и судьбы	1	1
507	в бесах	9	1
508	в это	2	1
509	еще раз	2	1
510	этом случае	1	1
511	формы по	1	1
512	не любил	1	1
513	в книге	1	1
514	этот образ	4	1
515	известной степени	1	1
516	самое главное	1	1
517	а к	1	1
518	к этой	1	1
519	конце концов	1	1
520	я в	1	1
521	очень хорошо	1	1
522	не я	1	1
523	не есть	1	1
524	по поводу	2	1
525	личности и	2	1
526	в частности	2	1
527	мертвого дома	2	1
528	и вместе	1	1
529	всегда была	1	1
530	заключенным в	1	1
531	а я	5	1
532	и эта	1	1
533	это в	1	1
534	всегда будет	1	1
535	в таком	2	1
