N	2gram	Tiupa_Narr_2	Analitik
147	мысль о	2	3
148	восходит к	2	3
149	именно в	2	3
150	было бы	2	3
151	дело с	2	3
152	являет собой	1	3
153	этом отношении	3	3
154	в финале	1	3
155	что не	1	3
156	воспринимающего сознания	1	3
157	однако и	1	3
158	не всегда	1	3
159	в тарасе	1	3
160	вступает в	2	3
161	его как	1	3
162	как это	4	3
163	к жизни	1	3
164	пока еще	3	3
165	восходящая к	1	3
166	присутствия я	2	3
167	участников коммуникативного	1	3
168	по поводу	2	3
169	к этому	1	3
170	во сне	2	3
171	только к	3	2
172	отношения к	1	2
173	например в	1	2
174	самом деле	3	2
175	мере в	2	2
176	от своей	1	2
177	по преимуществу	1	2
178	есть не	1	2
179	после слов	1	2
180	жизненной позиции	1	2
181	а для	1	2
182	на себя	1	2
183	в составе	2	2
184	и он	2	2
185	в ней	2	2
186	не от	1	2
187	во всех	1	2
188	со всеми	2	2
189	свою жизнь	1	2
190	конечном счете	3	2
191	в общем	1	2
192	очевидно что	1	2
193	отличие от	5	2
194	это и	1	2
195	более чем	2	2
196	по сути	1	2
197	как к	3	2
198	когда он	1	2
199	могли бы	2	2
200	как уже	2	2
201	но в	6	2
202	бы и	1	2
203	все эти	3	2
204	в ответ	3	2
205	в себе	8	2
206	не могла	1	2
207	так сказать	3	2
208	что она	2	2
209	в нем	5	2
210	с машей	1	2
211	однако при	1	2
212	о которой	3	2
213	поведение в	1	2
214	видеть в	1	2
215	уже говорилось	4	2
216	о его	1	2
217	например как	1	2
218	и по	3	2
219	входит в	1	2
220	это не	3	2
221	в жизни	6	2
222	автору и	1	2
223	несмотря на	2	2
224	иначе говоря	7	2
225	не мог	1	2
226	к первому	1	2
227	высказывания как	2	2
228	с точки	2	2
229	в принципе	2	2
230	в отличие	5	2
231	от его	2	2
232	тем не	5	2
233	но они	1	2
234	вплоть до	1	2
235	человеческого я	5	2
236	одна из	3	2
237	обратим внимание	1	2
238	по своей	3	2
239	персонажа в	1	2
240	сводится к	9	2
241	художественной литературы	1	2
242	дискурса в	2	2
243	в себя	4	2
244	те же	2	2
245	не с	1	2
246	в новом	1	2
247	приобщается к	1	2
248	об этом	4	2
249	произведения как	1	2
250	и здесь	2	2
251	и т.д	4	2
252	о своей	1	2
253	в заглавие	1	2
254	в конечном	3	2
255	в глазах	4	2
256	в форме	5	2
257	очевидным образом	2	2
258	субъекта и	1	2
259	один из	3	2
260	но с	1	2
261	можно читать	1	2
262	только в	11	2
263	то в	1	2
264	с одной	5	2
265	в точке	1	2
266	с нею	2	2
267	в большинстве	1	2
268	всяком случае	1	2
269	есть имя	1	2
270	не для	1	2
271	тем что	1	2
272	это по	1	2
273	одной стороны	5	2
274	как сам	1	2
275	который не	1	2
276	в романе	1	2
277	говорит о	2	2
278	в соответствии	3	2
279	на эту	1	2
280	что мы	1	2
281	приобщения к	1	2
282	не может	8	2
283	о себе	1	2
284	о своих	1	2
285	вместе с	1	2
286	и потому	1	2
287	по своему	2	2
288	в той	5	2
289	истории не	1	2
290	тому как	2	2
291	да и	3	2
292	в культуре	2	2
293	ни для	2	2
294	и для	3	2
295	картине мира	2	2
296	и от	1	2
297	мира и	3	2
298	хотя и	5	2
299	и все	4	2
300	не должен	2	2
301	из существеннейших	1	2
302	же в	4	2
303	как показывает	2	2
304	хотя в	1	2
305	не предполагает	1	2
306	то что	8	2
307	нам не	1	2
308	о своем	2	2
309	сказать что	3	2
310	себе самому	5	2
311	читателя и	1	2
312	а также	6	2
313	во всяком	1	2
314	гораздо более	1	2
315	а между	1	1
316	говоря о	1	1
317	у гоголя	1	1
318	таком случае	1	1
319	самой себе	1	1
320	отделен от	1	1
321	рассматривать в	1	1
322	которого в	1	1
323	субъекта самоопределения	3	1
324	на самом	2	1
325	в чужой	2	1
326	думал о	1	1
327	перед лицом	1	1
328	тем же	1	1
329	в нарративном	2	1
330	к другому	2	1
331	от нормы	2	1
332	гегелевское определение	1	1
333	из его	1	1
334	с таким	2	1
335	поскольку их	1	1
336	если к	1	1
337	в зависимости	1	1
338	есть на	1	1
339	намек на	1	1
340	она определяется	1	1
341	рода механизмом	1	1
342	побуждает его	1	1
343	собой как	1	1
344	ни у	1	1
345	вопрос о	1	1
346	следует вести	2	1
347	сути дела	1	1
348	высказывания в	1	1
349	начинается с	1	1
350	своей судьбы	1	1
351	никак не	3	1
352	что иное	1	1
353	как было	2	1
354	в полной	1	1
355	на практике	1	1
356	я не	5	1
357	мы и	1	1
358	но напротив	1	1
359	зависимости от	1	1
360	проявляется в	1	1
361	наррация предполагает	1	1
362	в таком	3	1
363	и возврат	1	1
364	как ему	1	1
365	между собой	3	1
366	он сам	2	1
367	как субъекта	2	1
368	иное как	1	1
369	позицию адресата	1	1
370	этом и	1	1
371	время в	1	1
372	я на	1	1
373	жениться на	1	1
374	иного рода	2	1
375	судьба выражает	1	1
376	мы будем	1	1
377	не все	2	1
378	человеческих отношений	1	1
379	отношение к	1	1
380	произведение не	1	1
381	центрального героя	1	1
382	за пределы	1	1
383	говорилось выше	3	1
384	собой один	1	1
385	персонажей с	1	1
386	в акте	1	1
387	человеческого бытия	1	1
388	внутри себя	1	1
389	встречи с	2	1
390	этой стороны	1	1
391	собственно и	2	1
392	мертвых душ	2	1
393	мир и	1	1
394	имеет в	1	1
395	себе не	1	1
396	для которого	1	1
397	не можем	1	1
398	и у	4	1
399	как то	1	1
400	должен не	1	1
401	же самой	1	1
402	так или	1	1
403	бы не	1	1
404	поскольку в	1	1
405	наличии у	1	1
406	в известном	3	1
407	раз в	2	1
408	собой некий	2	1
409	о ее	1	1
410	на то	2	1
411	вследствие этого	2	1
412	не следует	3	1
413	обратившись к	1	1
414	к миру	2	1
415	выше уже	2	1
416	полноударных слов	1	1
417	при виде	1	1
418	возвращение к	1	1
419	в силу	4	1
420	разрыва с	1	1
421	в следующем	1	1
422	адресата высказывания	1	1
423	на жизнь	1	1
424	нарративном дискурсе	1	1
425	не отделен	1	1
426	какой бы	1	1
427	его можно	1	1
428	способен лишь	1	1
429	в нее	1	1
430	своем составе	1	1
431	здесь мы	1	1
432	говорящих и	1	1
433	в другом	4	1
434	с позиций	1	1
435	это весьма	1	1
436	большинстве случаев	1	1
437	себя не	2	1
438	лиминальной фазой	1	1
439	картиной мира	5	1
440	это было	1	1
441	который и	1	1
442	и иных	1	1
443	свое я	1	1
444	художественного письма	2	1
445	этом смысле	1	1
446	эту минуту	1	1
447	отца и	1	1
448	по мысли	5	1
449	отсюда столь	1	1
450	жизни героя	1	1
451	в самую	2	1
452	как об	1	1
453	которой он	3	1
454	должно быть	1	1
455	обратимся к	1	1
456	бы на	2	1
457	сводятся к	2	1
458	и сейчас	1	1
459	в своей	4	1
460	таким же	1	1
461	никаких оснований	1	1
462	как все	1	1
463	это делает	1	1
464	адресата и	1	1
465	еще нет	1	1
466	место в	5	1
467	хранения и	1	1
468	мысли и	1	1
469	от себя	1	1
470	собой и	1	1
471	остается вне	1	1
472	что было	1	1
473	ли я	1	1
474	из виду	1	1
475	теперь я	1	1
476	для нее	1	1
477	или иного	3	1
478	автора и	1	1
479	и персонажи	1	1
480	с ним	4	1
481	в категориях	2	1
482	как можно	1	1
483	сына в	1	1
484	как о	2	1
485	принадлежат к	1	1
486	у кого	1	1
487	тайны в	2	1
488	на него	5	1
489	в основе	1	1
490	у него	6	1
491	того чтобы	3	1
492	не могло	2	1
493	себе самом	2	1
494	не приносит	1	1
495	каждый из	1	1
496	миром с	1	1
497	косвенно в	1	1
498	народной жизни	1	1
499	своей службы	1	1
500	в противоречие	1	1
501	с одним	1	1
502	как внутренняя	1	1
503	личностное я	1	1
504	более что	1	1
505	у шекспира	1	1
506	креативную компетенцию	1	1
507	и передачи	1	1
508	а лишь	1	1
509	потому что	2	1
510	и теперь	1	1
511	со своим	2	1
512	связи с	1	1
513	всей своей	2	1
514	как будто	1	1
515	ему в	2	1
516	при такой	1	1
517	у нас	2	1
518	его внутренней	2	1
519	не могут	1	1
520	уже было	1	1
521	что при	1	1
522	для себя	3	1
523	в ситуации	1	1
524	это позиция	1	1
525	как мы	1	1
526	и о	1	1
527	то она	1	1
528	по определению	2	1
529	действующие лица	1	1
530	позицию по	1	1
531	события как	1	1
532	чувства любви	1	1
533	бытия именно	1	1
534	для читателя	1	1
535	его поступки	1	1
536	в организации	1	1
537	реальной действительности	1	1
538	классического реализма	2	1
539	встреча с	1	1
540	жанровой природы	1	1
541	природе своей	1	1
542	что у	2	1
543	жизни на	2	1
544	особенно в	1	1
545	по природе	1	1
546	из модификаций	1	1
547	в чужом	1	1
548	своему происхождению	1	1
549	с толпой	1	1
550	строго говоря	3	1
551	если бы	4	1
552	не характер	1	1
553	другое дело	1	1
554	внимание к	1	1
555	и внешней	1	1
556	коммуникативное событие	6	1
557	основе своей	1	1
558	о ней	3	1
559	самим собой	3	1
560	в состав	3	1
561	в самой	1	1
562	следует иметь	1	1
563	единственный в	1	1
564	выражает внеличную	1	1
565	все его	4	1
566	второй главы	1	1
567	в единую	1	1
568	того или	3	1
569	истории в	4	1
570	жизни но	1	1
571	а потому	1	1
572	во всей	1	1
573	не обязательно	2	1
574	вслед за	6	1
575	тем более	2	1
576	полной мере	1	1
577	выше в	1	1
578	может иметь	1	1
579	и прочих	1	1
580	знания убеждения	1	1
581	того что	6	1
582	обнаруживают себя	1	1
583	герой в	1	1
584	я был	1	1
585	едины судьба	1	1
586	и дело	2	1
587	одной из	1	1
588	с ними	3	1
589	одного сознания	1	1
590	рецептивную позицию	1	1
591	сколь бы	1	1
592	такого типа	1	1
593	обращаться к	1	1
594	и целостность	1	1
595	и так	1	1
596	к адресату	2	1
597	в уста	1	1
598	так что	1	1
599	есть в	1	1
600	как полагает	1	1
601	раскрывают содержание	1	1
602	как кажется	1	1
603	смерть и	1	1
604	или даже	3	1
605	по выражению	1	1
606	две другие	1	1
607	референтную компетенцию	1	1
608	жизненного поведения	1	1
609	одно из	2	1
610	и их	1	1
611	могло бы	2	1
612	и слушающих	2	1
613	себя героем	1	1
614	вовсе не	2	1
615	при всей	4	1
616	не о	1	1
617	личности ее	1	1
618	ему казалось	2	1
619	присутствия в	2	1
620	не говорит	1	1
621	то у	3	1
622	соотносится с	1	1
623	к той	1	1
624	в осмысленном	1	1
625	внутреннего мира	1	1
626	лишь к	1	1
627	бы это	1	1
628	для того	1	1
629	лишь для	1	1
630	обращением к	1	1
631	рода общий	1	1
632	бывает в	1	1
633	на второй	2	1
634	индивида и	1	1
635	не ведая	1	1
636	следует подчеркнуть	3	1
637	до сих	1	1
638	может и	1	1
639	как у	4	1
640	или иначе	2	1
641	если говорить	1	1
642	ее в	1	1
643	а именно	1	1
644	не сводится	7	1
645	к которому	2	1
646	чем он	1	1
647	сторону индивида	1	1
648	это все	1	1
649	наконец в	1	1
650	а с	2	1
651	героя о	1	1
652	героиня не	1	1
653	мира это	2	1
654	но о	1	1
655	равной степени	2	1
656	только по	2	1
657	превращается в	2	1
658	отца в	1	1
659	полагал что	1	1
660	иначе в	1	1
661	ей не	1	1
662	зависит от	2	1
663	на этот	1	1
664	не знает	1	1
665	из наиболее	2	1
666	повествователем о	1	1
667	уже давно	1	1
668	его собственной	1	1
669	когда же	2	1
670	человека как	1	1
671	с помощью	1	1
672	не видит	1	1
673	мог быть	1	1
674	креативной компетенции	1	1
675	на фоне	2	1
676	своей значимости	1	1
677	я уже	2	1
678	к себе	7	1
679	что можем	1	1
680	ролевая граница	1	1
681	перекликается с	2	1
682	они едины	1	1
683	но иного	1	1
684	в течение	2	1
685	ведет к	2	1
686	роль принадлежит	1	1
687	начале рассказа	2	1
688	для первого	1	1
689	в столь	1	1
690	в литературе	4	1
691	за рамки	1	1
692	глядела на	2	1
693	только раскрывают	1	1
694	из многочисленных	1	1
695	другого человека	2	1
696	вынесенное в	1	1
697	дело здесь	1	1
698	главного героя	2	1
699	с этой	3	1
700	известном смысле	3	1
701	дискурсии и	1	1
702	сих пор	1	1
703	поступки только	1	1
704	персонаж не	1	1
705	своей жизни	1	1
706	но это	2	1
707	и адресата	2	1
708	противоречие с	1	1
709	персонажей как	1	1
710	содержание судьбы	1	1
711	каждой из	1	1
712	разрешается в	1	1
713	креативное авторское	1	1
714	для автора	2	1
715	в связи	1	1
716	в пределе	1	1
717	как рассказчик	1	1
718	как на	2	1
719	а все	1	1
720	своей природе	2	1
721	себя самого	1	1
722	ни одного	1	1
723	бы в	2	1
724	движущей силой	1	1
725	своих героев	2	1
726	мы должны	1	1
727	от всего	2	1
728	хотя бы	2	1
729	будто бы	1	1
730	бытия личности	1	1
731	в равной	2	1
732	оказывается всего	1	1
733	к ее	1	1
734	не обладает	1	1
735	жизни в	6	1
736	рассуждению бахтина	1	1
737	поскольку не	3	1
738	судьбы они	1	1
739	этот вопрос	1	1
740	в ходе	1	1
741	между ними	1	1
742	картину мира	2	1
743	и внутренне	1	1
744	качестве нарративного	1	1
745	к его	3	1
746	место хотя	1	1
747	было показано	1	1
748	автора в	2	1
749	не что	1	1
750	оно не	2	1
751	внеличную сторону	1	1
752	из этого	1	1
753	героя в	6	1
754	нарративного высказывания	3	1
755	личности как	2	1
756	когда на	1	1
757	жизни и	4	1
758	в своих	2	1
759	с чужой	1	1
760	все что	4	1
761	они не	2	1
