N	2gram	Tiupa_Lite_3	Problema
185	как будто	4	3
186	как только	1	3
187	для его	3	3
188	которой она	2	3
189	она не	1	3
190	с собой	1	3
191	если бы	2	3
192	во всей	2	3
193	в качестве	5	3
194	самом деле	3	3
195	есть в	1	3
196	уже в	1	3
197	а то	1	3
198	для него	2	3
199	случае не	1	3
200	отличие от	5	3
201	жизни а	2	3
202	что для	1	3
203	прежде всего	3	3
204	подобного рода	1	3
205	в первую	1	3
206	если не	2	3
207	в той	1	3
208	самого себя	1	3
209	с этой	2	3
210	слова и	1	3
211	это уже	1	3
212	и все	1	3
213	ни к	3	3
214	хотя бы	1	3
215	будто бы	1	3
216	ни было	2	3
217	же в	2	3
218	но вот	1	3
219	из этого	1	3
220	к тому	6	3
221	к их	1	2
222	того же	2	2
223	и до	1	2
224	его не	1	2
225	общества но	1	2
226	мы и	2	2
227	быть в	1	2
228	во всех	2	2
229	друг от	1	2
230	первый взгляд	1	2
231	с этим	1	2
232	когда он	2	2
233	это тоже	1	2
234	еще на	2	2
235	самой и	1	2
236	он в	2	2
237	такого же	1	2
238	в другом	6	2
239	есть образ	1	2
240	например и	1	2
241	в слове	3	2
242	он и	2	2
243	жизни но	1	2
244	нисколько не	1	2
245	данного стихотворения	1	2
246	в этих	1	2
247	и при	2	2
248	в котором	1	2
249	с точки	3	2
250	в их	1	2
251	не столько	1	2
252	в отличие	5	2
253	от себя	2	2
254	что никакой	1	2
255	и более	1	2
256	произведения в	3	2
257	однако в	4	2
258	нас к	2	2
259	в отношении	1	2
260	с которой	2	2
261	и сама	1	2
262	в процессе	1	2
263	в основе	5	2
264	отличное от	1	2
265	например не	1	2
266	слова как	1	2
267	чистом виде	1	2
268	свое собственное	1	2
269	в общую	1	2
270	в стихотворении	6	2
271	и за	1	2
272	для себя	2	2
273	с ее	3	2
274	от друга	1	2
275	определенным образом	1	2
276	том как	1	2
277	разного рода	1	2
278	жизнь и	1	2
279	трактуется как	1	2
280	о ней	1	2
281	искусства и	3	2
282	пушкинского пророка	1	2
283	переходит в	1	2
284	если эта	1	2
285	но с	2	2
286	который в	1	2
287	по мнению	1	2
288	за себя	1	2
289	с одной	4	2
290	себя в	7	2
291	и у	1	2
292	в начале	4	2
293	за счет	1	2
294	из них	4	2
295	роль и	1	2
296	друг друга	1	2
297	данной вещи	1	2
298	даже не	1	2
299	на ее	1	2
300	именно в	5	2
301	чем он	1	2
302	а с	1	2
303	в природе	4	2
304	ничем не	1	2
305	о чем	3	2
306	произведение в	1	2
307	в частности	11	2
308	эти слова	2	2
309	вместе с	5	2
310	как это	3	2
311	путь от	1	2
312	и там	1	2
313	по существу	4	2
314	в контексте	1	2
315	и для	4	2
316	иной мере	1	2
317	у них	1	2
318	бы в	1	2
319	все они	2	2
320	есть от	1	2
321	есть и	1	2
322	вещи есть	1	2
323	и состоит	1	2
324	как на	3	2
325	этой точки	1	2
326	от этой	1	1
327	одним из	4	1
328	литературоведении и	1	1
329	художественному образу	1	1
330	не идет	1	1
331	идет о	1	1
332	об искусстве	4	1
333	от самого	1	1
334	в первом	2	1
335	что эти	1	1
336	оно было	1	1
337	той же	3	1
338	например в	3	1
339	общности в	1	1
340	вопрос о	2	1
341	совсем иное	1	1
342	не вполне	2	1
343	и он	1	1
344	который может	1	1
345	и на	2	1
346	мысли и	1	1
347	бы не	1	1
348	сказать и	2	1
349	своего рода	10	1
350	самих себя	1	1
351	стихотворения в	1	1
352	в сторону	3	1
353	с присущей	1	1
354	а и	2	1
355	себе и	1	1
356	здесь очевидно	1	1
357	в истории	1	1
358	независимо от	1	1
359	она как	1	1
360	однако не	3	1
361	в одноименной	1	1
362	всей художественной	2	1
363	более или	1	1
364	как таковое	2	1
365	и хотя	1	1
366	в этот	1	1
367	или иную	1	1
368	человеком в	1	1
369	произведения искусства	1	1
370	так или	2	1
371	никакого существенного	1	1
372	и и	1	1
373	заключение мы	1	1
374	тому же	5	1
375	как он	1	1
376	личность но	1	1
377	еще одна	1	1
378	оказывается не	2	1
379	вообще не	1	1
380	на его	3	1
381	в определенном	1	1
382	все те	1	1
383	а просто	1	1
384	о которой	2	1
385	соприкасается с	1	1
386	момента в	1	1
387	в понимании	1	1
388	функционирует как	1	1
389	не к	1	1
390	собой не	1	1
391	том чтобы	2	1
392	возникновения и	1	1
393	чтобы в	1	1
394	жизни здесь	2	1
395	равновесии и	1	1
396	бы они	1	1
397	здесь мы	1	1
398	произведение искусства	6	1
399	нам остается	1	1
400	лишь в	5	1
401	входит в	4	1
402	быть не	2	1
403	в жизни	8	1
404	ценность и	1	1
405	в них	1	1
406	своей художественной	1	1
407	далеко не	2	1
408	с иной	2	1
409	был только	1	1
410	со своими	2	1
411	не всегда	2	1
412	в своих	2	1
413	текста может	1	1
414	автора и	2	1
415	и того	1	1
416	со всей	2	1
417	только тем	1	1
418	или менее	1	1
419	во время	1	1
420	функционирования но	1	1
421	себе с	1	1
422	от своего	1	1
423	она сама	1	1
424	выступает на	1	1
425	на месте	1	1
426	самая сущность	1	1
427	на свою	3	1
428	не как	2	1
429	коммуникативной функции	1	1
430	и другого	2	1
431	однако от	1	1
432	представлений о	1	1
433	втором случае	1	1
434	но он	1	1
435	и совсем	1	1
436	шли по	1	1
437	и эти	1	1
438	миф и	1	1
439	художественной символики	1	1
440	даже в	4	1
441	же самого	1	1
442	вплоть до	2	1
443	а а	1	1
444	мысли в	1	1
445	тогда когда	1	1
446	революции и	1	1
447	мы все	1	1
448	того чтобы	2	1
449	исчезает из	1	1
450	только не	1	1
451	подобно тому	2	1
452	природы в	1	1
453	во всем	1	1
454	целом и	2	1
455	исторического процесса	1	1
456	не столь	1	1
457	вот в	2	1
458	для такого	2	1
459	она же	1	1
460	как некое	1	1
461	оно не	2	1
462	значение это	1	1
463	того самого	1	1
464	мы его	1	1
465	вещей в	2	1
466	вливаться в	1	1
467	ни даже	1	1
468	именно эту	1	1
469	говорит сам	1	1
470	более не	1	1
471	быть может	2	1
472	внимание на	2	1
473	но при	1	1
474	у символистов	1	1
475	самим собою	1	1
476	с каким	1	1
477	сам собою	1	1
478	по сути	1	1
479	сознания с	2	1
480	на том	1	1
481	котором мы	1	1
482	на нее	1	1
483	не за	1	1
484	можно только	1	1
485	где каждый	1	1
486	уже никто	1	1
487	чтобы его	1	1
488	говорит об	1	1
489	все прочие	1	1
490	но мы	1	1
491	особого рода	5	1
492	несомненно и	1	1
493	возникает и	1	1
494	искусства с	1	1
495	во втором	2	1
496	нуждается в	1	1
497	который и	1	1
498	этом как	1	1
499	не имела	1	1
500	бы и	3	1
501	в ту	2	1
502	в свете	1	1
503	все время	3	1
504	и об	2	1
505	и она	1	1
506	в литературе	1	1
507	другого не	1	1
508	вне себя	2	1
509	до ее	1	1
510	и действительно	1	1
511	это означает	1	1
512	xix и	1	1
513	своей основе	1	1
514	со всеми	2	1
515	своего собственного	1	1
516	от автора	1	1
517	для всех	1	1
518	к идее	2	1
519	фигур и	1	1
520	существу своему	1	1
521	человеческого духа	3	1
522	свидетельствует о	1	1
523	и других	1	1
524	к своим	2	1
525	ту или	1	1
526	этом в	1	1
527	был бы	1	1
528	в одном	4	1
529	у него	1	1
530	только по	1	1
531	именно этой	1	1
532	к той	1	1
533	смысла и	1	1
534	для того	2	1
535	момент в	1	1
536	с общим	1	1
537	или иначе	2	1
538	а эти	1	1
539	к ее	1	1
540	или о	1	1
541	себя и	2	1
542	что не	2	1
543	в живом	2	1
544	предмет и	1	1
545	же для	1	1
546	которой нет	1	1
547	стало для	1	1
548	до конца	4	1
549	не на	1	1
550	не означает	2	1
551	и далее	1	1
552	было сказано	1	1
553	и образами	1	1
554	была бы	1	1
555	без которых	1	1
556	далеко еще	1	1
557	там где	3	1
558	если это	2	1
559	путь всех	2	1
560	этот самый	1	1
561	начиная с	1	1
562	нет в	1	1
563	некоторые из	1	1
564	изображение и	1	1
565	которых невозможно	1	1
566	со словом	1	1
567	самое можно	1	1
568	к своему	1	1
569	одной стороны	4	1
570	что за	1	1
571	содержат в	1	1
572	быть только	2	1
573	в первой	2	1
574	о соотношении	1	1
575	еще раз	2	1
576	революционном развитии	1	1
577	действительность в	1	1
578	только для	3	1
579	направления в	1	1
580	точно и	1	1
581	говорят и	1	1
582	остается в	1	1
583	этот образ	1	1
584	от той	1	1
585	о котором	1	1
586	это как	3	1
587	но отнюдь	1	1
588	в те	1	1
589	не с	2	1
590	себя самого	1	1
591	но еще	2	1
592	в литературной	1	1
593	не должен	1	1
594	его уже	1	1
595	стороны в	1	1
596	ее революционном	1	1
597	и земли	1	1
598	несмотря на	2	1
599	и прочих	1	1
600	в реальное	2	1
601	а во	1	1
602	бы его	1	1
603	себе но	1	1
604	и мадонну	1	1
605	к другим	1	1
606	к этой	1	1
607	ее в	2	1
608	к этому	2	1
609	эти категории	1	1
610	они не	1	1
