N	2gram	Propp_Isto_5	DiskursI
482	как это	1	1
483	во множестве	1	1
484	всем что	1	1
485	не удается	1	1
486	мифа в	1	1
487	восходит к	1	1
488	их к	1	1
489	речь только	1	1
490	наряду с	4	1
491	в современной	1	1
492	только о	1	1
493	сказки не	1	1
494	сих пор	2	1
495	в основном	4	1
496	это явление	1	1
497	есть она	1	1
498	в книге	3	1
499	это уже	2	1
500	и часто	1	1
501	это позднейшее	1	1
502	более ранних	1	1
503	вопрос о	2	1
504	у них	1	1
505	или нет	1	1
506	это он	1	1
507	мы должны	4	1
508	но это	7	1
509	в мировом	1	1
510	быть отнесены	1	1
511	в мифе	7	1
512	все того	1	1
513	мифа который	1	1
514	не знает	1	1
515	всех других	1	1
516	в свое	2	1
517	строится на	2	1
518	также не	2	1
519	и другие	1	1
520	или во	1	1
521	очевидно в	1	1
522	им и	2	1
523	в таком	1	1
524	в роли	3	1
