N	2gram	Tiupa_Anal_2	RusskieA
309	всей их	1	1
310	него на	4	1
311	во все	1	1
312	и такие	1	1
313	наоборот в	1	1
314	и за	3	1
315	в применении	1	1
316	некоторой степени	1	1
317	и женские	1	1
318	свою очередь	1	1
319	и сами	1	1
320	на основе	2	1
321	более высокой	1	1
322	в пределах	9	1
323	приводит к	3	1
324	с собой	1	1
325	так и	15	1
326	на которую	2	1
327	он был	2	1
328	вся его	1	1
329	если бы	3	1
330	с ним	2	1
331	сводится к	3	1
332	пример когда	1	1
333	однако такая	1	1
334	на этой	2	1
335	можно сказать	4	1
336	может не	1	1
337	и во	2	1
338	места и	1	1
339	из рассмотренных	1	1
340	теперь уже	1	1
341	в его	2	1
342	как правило	4	1
343	это приводит	1	1
344	в литературе	1	1
345	это вызвано	1	1
346	с той	2	1
347	на которой	1	1
348	тот же	1	1
349	в основном	1	1
350	с ними	3	1
351	с игрой	1	1
352	ли он	1	1
353	в какой	1	1
354	и является	4	1
355	к их	1	1
356	покойника в	1	1
357	который в	1	1
358	то эти	1	1
359	они могут	1	1
360	от них	1	1
361	за которую	1	1
362	человека с	1	1
363	же и	1	1
364	вопроса о	1	1
365	только на	3	1
366	бога а	1	1
367	в борьбу	1	1
368	вопрос может	1	1
369	ни с	2	1
370	который как	1	1
371	не так	4	1
372	для него	4	1
373	в одном	2	1
374	в конце	4	1
375	в состоянии	2	1
376	себя от	1	1
377	к ним	1	1
378	до некоторой	1	1
379	как его	1	1
380	тем богаче	1	1
381	как раз	4	1
382	указание на	1	1
383	случае с	1	1
384	чем и	2	1
385	рост и	1	1
386	из своих	2	1
387	и даже	9	1
388	даже не	1	1
389	как у	1	1
390	игры и	4	1
391	смерти но	1	1
392	имеет место	4	1
393	с мужскими	1	1
394	близко к	1	1
395	превращается в	2	1
396	зависит от	1	1
397	понимать как	1	1
398	и своим	1	1
399	в губы	1	1
400	на смерть	1	1
401	жизни столь	1	1
402	эти слова	1	1
403	и потому	1	1
404	а так	1	1
405	случае она	1	1
406	ко всему	1	1
407	в тех	1	1
408	исходя из	1	1
409	довольно много	1	1
410	и более	1	1
411	и жизнь	1	1
412	этого слова	3	1
413	и не	12	1
414	этот не	1	1
415	как более	1	1
416	но это	1	1
417	внимания на	1	1
418	и действия	1	1
419	что касается	3	1
420	и тогда	1	1
421	случаях когда	1	1
422	на улице	1	1
423	и другими	2	1
424	первую очередь	1	1
425	он по	2	1
426	тот кто	2	1
427	в двух	2	1
428	он прав	2	1
429	от него	1	1
430	по одной	1	1
431	однако к	1	1
432	тем более	1	1
433	мы должны	1	1
434	его жизнь	1	1
435	только что	1	1
436	в мировом	1	1
437	которые в	1	1
438	к ее	1	1
439	его к	1	1
440	несмотря на	3	1
441	он же	2	1
442	только с	1	1
443	от первого	1	1
444	в свою	1	1
445	сказать что	2	1
446	другой стороны	2	1
447	не сами	1	1
448	на лице	2	1
449	как на	1	1
450	и особенно	4	1
451	все что	2	1
