N	2gram	Berdyaev_N_1	Istorich
215	будет поставлен	1	1
216	на формальной	1	1
217	в которой	1	1
218	и у	1	1
219	из этих	1	1
220	но он	1	1
221	но ведь	1	1
222	дальше и	1	1
223	духовной культуры	1	1
224	своем развитии	1	1
225	и еще	1	1
226	переходит от	1	1
227	подобно тому	3	1
228	в основу	1	1
229	значительной степени	1	1
230	культуры но	1	1
231	этом он	1	1
232	том случае	1	1
233	них не	1	1
234	времени и	2	1
235	прогресса в	1	1
236	этом смысле	2	1
237	в жизни	5	1
238	люди не	2	1
239	в них	4	1
240	быть понят	1	1
241	этого не	1	1
242	и вся	1	1
243	для чего	2	1
244	когда ей	1	1
245	изнутри а	1	1
246	посвящения в	1	1
247	перед собой	1	1
248	же стороны	1	1
249	не значит	3	1
250	в эту	1	1
251	путь на	1	1
252	и сейчас	1	1
253	в своей	3	1
254	центр тяжести	2	1
255	и всеми	1	1
256	в советской	1	1
257	бы к	1	1
258	часто не	1	1
259	героя но	1	1
260	не могли	2	1
261	быть не	1	1
262	они сами	1	1
263	нас к	1	1
264	нет никакого	1	1
265	одна сторона	1	1
266	и развивается	1	1
267	не ставится	1	1
268	она не	3	1
269	в познании	1	1
270	того чтобы	2	1
271	так много	1	1
272	о природе	1	1
273	явление в	1	1
274	к ней	1	1
275	мы всегда	1	1
276	замечательно что	1	1
277	жизни отдельных	1	1
278	в каком	1	1
279	ему не	1	1
280	у нас	1	1
281	а во-вторых	1	1
282	есть признак	1	1
283	от нее	1	1
284	всего что	1	1
285	бы он	1	1
286	все еще	1	1
287	оно не	1	1
288	и это	2	1
289	в виду	1	1
290	слова а	1	1
291	с собой	1	1
292	очень долго	1	1
293	к тем	1	1
294	ней и	1	1
295	стремление к	2	1
296	мы живем	5	1
297	царь или	1	1
298	а также	1	1
299	более высокой	1	1
300	в значительной	1	1
301	знает что	1	1
302	должно было	2	1
303	все в	1	1
304	всех народов	1	1
305	также еще	1	1
306	века и	2	1
307	внутреннему содержанию	1	1
308	к ложным	1	1
309	значит что	4	1
310	в формах	1	1
311	не хотят	2	1
312	живем в	5	1
313	труд и	1	1
314	который в	2	1
315	он действует	1	1
316	сам собой	1	1
317	и жизни	1	1
318	по небу	1	1
319	вот почему	2	1
320	же и	1	1
321	своего рода	1	1
322	существу своему	1	1
323	этого нельзя	1	1
324	от других	1	1
325	доля истины	1	1
326	народы в	1	1
327	не будут	2	1
328	земли и	1	1
329	слова в	1	1
330	сами по	1	1
331	в прошлом	3	1
332	в конце	1	1
333	друг друга	1	1
334	у него	2	1
335	они будут	1	1
336	ее на	1	1
337	верований но	1	1
338	формы к	1	1
339	для того	1	1
340	но она	2	1
341	до начала	1	1
342	возможно что	1	1
343	жизни народа	1	1
344	было и	1	1
345	обратиться к	1	1
346	не было	4	1
347	быть только	1	1
348	с большей	1	1
349	еще достаточно	1	1
350	ничем не	1	1
351	начала xix	1	1
352	тому как	3	1
353	может иметь	1	1
354	уже давно	1	1
355	я ищу	3	1
356	ничего нет	1	1
357	власть над	1	1
358	к жизни	3	1
359	такого рода	2	1
360	истории не	3	1
361	о человеке	1	1
362	когда она	1	1
363	а живой	1	1
364	получает свое	1	1
365	и более	1	1
366	в это	1	1
367	и всех	1	1
368	в политических	1	1
369	природу и	1	1
370	нет ничего	1	1
371	и оно	1	1
372	истории но	1	1
373	в более	1	1
374	только одна	1	1
375	сами могут	1	1
376	глубже чем	1	1
377	формах и	1	1
378	которая в	1	1
379	чтобы понять	1	1
380	хотя и	2	1
381	и все	4	1
382	или нет	1	1
383	которое можно	1	1
384	социальное значение	1	1
385	или не	1	1
386	все более	1	1
387	всегда есть	1	1
388	другой же	1	1
389	средние века	7	1
390	должны помнить	1	1
391	но можно	1	1
392	равно как	2	1
393	природе и	2	1
394	жизни а	1	1
395	противоположен принципу	1	1
396	огромное значение	1	1
397	эти слова	1	1
398	быть признана	1	1
399	к этой	1	1
400	во всяком	1	1
401	него как	1	1
