N	2gram	Medvedev_F_1	Vvedenie
585	с разных	1	1
586	зависимости от	3	1
587	что было	2	1
588	превратиться в	1	1
589	и эти	1	1
590	возможно только	1	1
591	вещей и	3	1
592	не должно	1	1
593	была поддержана	1	1
594	произведений не	1	1
595	и очень	1	1
596	задачи и	4	1
597	второго рода	1	1
598	и разновидности	1	1
599	а от	1	1
600	литературы как	3	1
601	нужна для	1	1
602	могло не	2	1
603	в обоих	1	1
604	непосредственно и	1	1
605	мысли в	2	1
606	мышления и	1	1
607	самого начала	1	1
608	к этим	1	1
609	в центр	1	1
610	не по	3	1
611	было не	1	1
612	и искусство	1	1
613	проблема и	1	1
614	та или	1	1
615	не могло	5	1
616	следовательно и	2	1
617	а для	1	1
618	теоретической мысли	2	1
619	и всегда	1	1
620	не лучше	1	1
621	на язык	3	1
622	правда в	1	1
623	под этим	1	1
624	это то	1	1
625	в самой	2	1
626	или иная	1	1
627	наук она	1	1
628	именно она	1	1
629	понятными и	1	1
630	за исключением	2	1
631	и является	2	1
632	во всем	2	1
633	убедиться в	2	1
634	чтобы этот	1	1
635	метода и	1	1
636	литературного развития	2	1
637	не принадлежит	1	1
638	что на	1	1
639	проявлялось в	1	1
640	методологии истории	1	1
641	в действительности	2	1
642	представлять себе	3	1
643	содержания как	2	1
644	каковы его	1	1
645	своеобразными явлениями	1	1
646	в духе	1	1
647	встречается в	1	1
648	относиться к	1	1
649	своей прямой	2	1
650	из самого	1	1
651	однако история	1	1
652	отличается от	3	1
653	и отдельных	1	1
654	должны быть	5	1
655	содержанием и	1	1
656	всего в	3	1
657	как своего	1	1
658	анализа и	1	1
659	того о	1	1
660	к овладению	1	1
661	общения в	1	1
662	оно не	4	1
663	что при	1	1
664	правда не	1	1
665	такая наука	1	1
666	вещей в	2	1
667	самой материи	1	1
668	диалектического материализма	1	1
669	как таковым	2	1
670	именно эту	1	1
671	и входит	1	1
672	основываясь на	1	1
673	и о	1	1
674	значения и	2	1
675	свою очередь	6	1
676	как один	1	1
677	только при	1	1
678	исторической жизни	1	1
679	реальной действительности	1	1
680	литературы историей	1	1
681	с самого	1	1
682	культуры и	3	1
683	как с	2	1
684	друг для	1	1
685	что у	1	1
686	проблем и	5	1
687	что также	1	1
688	осуществляется в	1	1
689	к конкретной	1	1
690	этого целого	1	1
691	еще в	2	1
692	жизнь и	3	1
693	между собой	1	1
694	в способах	1	1
695	но здесь	1	1
696	о ней	1	1
697	своей практической	1	1
698	языка поэтому	1	1
699	быть более	1	1
700	другими словами	1	1
701	настоящее время	10	1
702	и из	1	1
703	какие бы	2	1
704	одного из	1	1
705	социального общения	6	1
706	бы то	3	1
707	может не	1	1
708	каждом своем	1	1
709	языке как	1	1
710	должно было	1	1
711	все в	2	1
712	различны то	1	1
713	на отдельные	1	1
714	которая сама	1	1
715	русской литературы	1	1
716	смысле не	1	1
717	вся эта	1	1
718	самом процессе	1	1
719	во всей	2	1
720	действительно в	1	1
721	непосредственно в	5	1
722	наконец в	3	1
723	в сыром	1	1
724	в свете	1	1
725	наук и	1	1
726	в лучшем	3	1
727	нет он	2	1
728	существует как	1	1
729	а кроме	1	1
730	как ее	2	1
731	в литературе	5	1
732	содержания но	1	1
733	значит что	1	1
734	тех пор	1	1
735	на которой	1	1
736	элементы художественной	3	1
737	оно определено	1	1
738	мы видим	1	1
739	через которую	1	1
740	могло быть	1	1
741	и чувства	1	1
742	в дальнейшей	1	1
743	к нашему	1	1
744	и особые	1	1
745	очень много	1	1
746	а лишь	2	1
747	то эти	1	1
748	дело здесь	1	1
749	или же	3	1
750	не мешает	1	1
751	времени как	1	1
752	с которыми	1	1
753	себя в	1	1
754	целое так	1	1
755	первостепенное значение	1	1
756	литературы не	1	1
757	части этой	1	1
758	одном отношении	1	1
759	а это	1	1
760	есть однако	1	1
761	или даже	1	1
762	чем сложнее	1	1
763	участие в	1	1
764	и понимание	1	1
765	его из	1	1
766	что содержание	2	1
767	роль и	1	1
768	не образуют	1	1
769	для него	3	1
770	и художественно	1	1
771	руки и	1	1
772	слова в	1	1
773	гораздо большей	1	1
774	у него	1	1
775	во взглядах	1	1
776	из системы	2	1
777	чтобы не	2	1
778	не выходя	1	1
779	общения и	2	1
780	явно не	1	1
781	к общим	1	1
782	самом же	1	1
783	ближайшим образом	4	1
784	их непосредственной	1	1
785	из важнейших	2	1
786	одном месте	1	1
787	развития а	1	1
788	и тех	1	1
789	здесь в	2	1
790	к которому	2	1
791	от конкретного	1	1
792	в предисловии	1	1
793	а с	1	1
794	своего собственного	1	1
795	мы скорее	1	1
796	но есть	2	1
797	связано с	1	1
798	или выражения	1	1
799	не на	2	1
800	нужно сказать	1	1
801	его исторического	2	1
802	чтобы убедиться	2	1
803	стремлением к	2	1
804	остается еще	1	1
805	потом в	1	1
806	однако и	1	1
807	одну из	1	1
808	чем на	1	1
809	его собственной	1	1
810	историческое изучение	1	1
811	в ряду	2	1
812	взглядах на	1	1
813	мира в	2	1
814	мы знаем	1	1
815	для этой	2	1
816	бы оно	2	1
817	принципах и	1	1
818	стоять на	1	1
819	и распоряжается	1	1
820	и теми	1	1
821	все то	1	1
822	дан нам	1	1
823	по праву	1	1
824	что раньше	1	1
825	и особенно	2	1
826	и соответствующих	1	1
827	и потому	9	1
828	эта связь	2	1
829	его содержание	2	1
830	для нашего	2	1
831	и самые	1	1
832	к своему	1	1
833	понимает как	1	1
834	стороны как	1	1
835	как чего-то	1	1
836	наряду с	1	1
837	социальным явлением	2	1
838	а между	1	1
839	деятельность не	1	1
840	и основной	1	1
841	быть только	1	1
842	своим содержанием	1	1
843	в первой	1	1
844	средой через	1	1
845	содержание но	1	1
846	это значит	1	1
847	здесь идет	1	1
848	и независимого	1	1
849	неясности в	1	1
850	или с	1	1
851	в гораздо	1	1
852	как предмет	1	1
853	этого метода	1	1
854	искусств и	1	1
855	лучшем случае	3	1
856	литературного явления	1	1
857	по специальности	1	1
858	но для	3	1
859	искусством и	1	1
860	к вопросу	1	1
861	этот образ	2	1
862	и более	2	1
863	слова но	1	1
864	искусства как	2	1
865	законы развития	1	1
866	и от	7	1
867	гуманитарные науки	1	1
868	по поводу	1	1
869	что оно	1	1
870	в настоящее	10	1
871	науки об	12	1
872	для нас	1	1
873	есть система	1	1
874	и все	6	1
875	искусства со	1	1
876	лишь как	5	1
877	из себя	1	1
878	новых художественных	2	1
879	еще более	1	1
880	не должен	1	1
881	с неизбежностью	1	1
882	на языке	2	1
883	для друга	1	1
884	ни было	2	1
885	же в	3	1
886	язык это	1	1
887	искусства науки	2	1
888	не дает	2	1
889	разных сторон	1	1
890	отношении к	2	1
891	в системе	2	1
892	непосредственно как	2	1
893	становления и	3	1
894	может и	2	1
895	чем с	1	1
896	в свою	8	1
897	некоторое единство	1	1
898	и глубокого	1	1
899	цель и	1	1
900	работы и	1	1
901	своего предмета	1	1
902	впервые в	1	1
903	совершенно не	1	1
904	нельзя изучать	1	1
905	жизни а	1	1
906	автора в	1	1
907	или иного	3	1
908	одновременно и	1	1
909	историей литературы	1	1
910	которая существует	1	1
911	просто не	1	1
912	только одна	1	1
913	также не	1	1
914	ее в	1	1
915	в своих	2	1
916	и эта	1	1
917	это понятие	1	1
918	этой точки	1	1
919	они не	3	1
920	культуры или	1	1
