N	2gram	Tiupa_Disk_1	Narrotol
279	но одновременно	2	2
280	имеет место	3	2
281	позиции адресата	1	2
282	оно не	2	2
283	но для	1	2
284	и он	2	2
285	подобно тому	2	2
286	здесь не	1	2
287	не могу	1	2
288	мысль о	1	2
289	то чтобы	1	2
290	второго лица	1	2
291	и иные	2	2
292	те же	1	2
293	во второй	1	2
294	том как	1	2
295	является событием	1	2
296	и судии	1	2
297	нарратора в	1	2
298	интриги не	1	2
299	и вследствие	1	2
300	восходит к	1	2
301	коммуникативная ситуация	1	2
302	что и	3	2
303	свидетеля и	1	2
304	дискурс в	3	2
305	представления о	2	2
306	в современной	1	2
307	но зато	2	2
308	дело с	2	2
309	дискурса как	4	2
310	[...] и	1	2
311	со всеми	1	2
312	себя в	2	2
313	исключительно в	1	2
314	в виде	1	2
315	в начале	2	2
316	не все	1	2
317	в равной	2	2
318	о них	1	2
319	по словам	2	2
320	может служить	1	2
321	не случайно	1	2
322	представляют собой	1	2
323	только на	1	2
324	с другим	1	2
325	не обязательно	4	2
326	именно в	3	2
327	очевидным образом	3	2
328	а с	5	2
329	нового времени	1	2
330	героя и	2	2
331	говорит о	1	2
332	равной степени	1	2
333	только по	1	2
334	из наиболее	2	2
335	зависит от	2	2
336	нарративного текста	1	2
337	картину мира	1	2
338	собой некий	1	2
339	его характер	2	2
340	принадлежности к	2	2
341	более чем	2	2
342	в строгом	3	2
343	автора в	2	2
344	по своему	3	2
345	о чем	2	2
346	тому как	3	2
347	которое не	1	2
348	в категориях	1	2
349	новейшее время	1	2
350	но это	1	2
351	и адресата	2	2
352	к которому	2	2
353	поль рикёр	2	2
354	и состоит	1	2
355	собственно и	2	2
356	в результате	1	2
357	своей собственной	2	2
358	но также	1	2
359	тем более	1	2
360	истории а	1	2
361	хотя бы	3	2
362	во время	1	2
363	как показывает	2	2
364	в свою	3	2
365	и рецептивного	1	2
366	в своих	3	2
367	они не	2	2
368	слова является	1	1
369	отношения к	2	1
370	одним из	2	1
371	также и	3	1
372	например в	2	1
373	как нулевая	1	1
374	читателя или	1	1
375	к единичному	1	1
376	таком случае	1	1
377	отделен от	1	1
378	книгой бытия	1	1
379	из организованности	1	1
380	е годы	2	1
381	области литературы	1	1
382	историю не	1	1
383	это и	1	1
384	даже сказать	1	1
385	в ситуации	3	1
386	каждый из	1	1
387	проппа морфология	1	1
388	думал о	1	1
389	тем же	1	1
390	между двумя	1	1
391	чего не	1	1
392	и предполагающем	1	1
393	смерть в	1	1
394	из его	1	1
395	остаются каждый	1	1
396	противном случае	1	1
397	он уже	1	1
398	видеть в	1	1
399	едины судьба	1	1
400	греймас выводит	1	1
401	оказывается и	1	1
402	которое может	1	1
403	текста в	2	1
404	и должен	1	1
405	в театре	1	1
406	рода механизмом	1	1
407	говоря мы	1	1
408	герою своему	1	1
409	персонажа не	1	1
410	втором значении	4	1
411	несут в	1	1
412	смысле можно	1	1
413	последнем мы	1	1
414	уступает умению	1	1
415	вопрос о	1	1
416	более не	1	1
417	дискурса проявляется	1	1
418	только благодаря	1	1
419	высказывания в	6	1
420	своей судьбы	1	1
421	сеть ограничений	1	1
422	но она	1	1
423	жизненной позиции	1	1
424	местам и	1	1
425	на себя	2	1
426	среди любых	1	1
427	ситуации не	1	1
428	мы и	1	1
429	первого и	2	1
430	как свой	1	1
431	современная нарратология	2	1
432	характером но	1	1
433	в xix	1	1
434	другие аспекты	1	1
435	напротив они	1	1
436	в уста	1	1
437	быть в	1	1
438	повествовательной традицией	1	1
439	организованности высказываний	1	1
440	текст не	2	1
441	я на	1	1
442	во всех	5	1
443	читателя и	1	1
444	характера среди	1	1
445	и позициям	1	1
446	судьба выражает	1	1
447	могло быть	1	1
448	в сторону	4	1
449	мире общения	1	1
450	но достаточно	1	1
451	очевидно что	1	1
452	в новом	2	1
453	отношение к	4	1
454	должны предполагать	1	1
455	это коммуникативное	1	1
456	говорящий ни	1	1
457	поля нарратологии	1	1
458	ее обновлению	1	1
459	в е	2	1
460	за пределы	2	1
461	интригу мировой	1	1
462	каждый в	2	1
463	порой и	1	1
464	определяется не	2	1
465	облеченный в	1	1
466	рассказ о	1	1
467	как говорит	1	1
468	наряду с	1	1
469	фуко не	1	1
470	персонажей с	1	1
471	в одной	3	1
472	в акте	3	1
473	слушающих их	1	1
474	личность понятая	1	1
475	личностные и	1	1
476	человеческого бытия	1	1
477	сохраните черты	1	1
478	предполагает в	1	1
479	и нет	1	1
480	дискурсивное умение	1	1
481	что касается	2	1
482	в противном	1	1
483	не тождественна	1	1
484	они предстают	1	1
485	и как	6	1
486	адресата в	2	1
487	его к	1	1
488	рамках которой	1	1
489	более или	2	1
490	себе не	3	1
491	проявляется как	1	1
492	собственном мире	1	1
493	ситуации в	1	1
494	точкой зрения	2	1
495	в которой	1	1
496	бы и	1	1
497	восприятие конкретных	1	1
498	героя однако	1	1
499	т.п но	3	1
500	неизбежно принадлежащих	1	1
501	различных позиций	1	1
502	поскольку в	2	1
503	по преимуществу	1	1
504	с их	1	1
505	своей судьбой	1	1
506	говорящего автора	1	1
507	человеческая индивидуальность	1	1
508	говорит не	1	1
509	и событие	1	1
510	о ее	1	1
511	это такая	1	1
512	новом третьем	1	1
513	социального взаимодействия	2	1
514	образ автора	1	1
515	претендует на	4	1
516	или слушателя	1	1
517	строгом значении	2	1
518	принципиальное отличие	1	1
519	в общении	1	1
520	быть только	1	1
521	взаимодействия трех	1	1
522	некие рецептивные	1	1
523	и дискурс	4	1
524	этом своем	2	1
525	что подтверждается	1	1
526	в разработке	1	1
527	к некоторому	1	1
528	концом в	1	1
529	иногда кажется	1	1
530	или иному	1	1
531	мира [...]	1	1
532	силу своей	2	1
533	события в	2	1
534	из виду	1	1
535	не тождествен	1	1
536	нашего времени	1	1
537	адресата высказывания	1	1
538	непрерывный выбор	1	1
539	нарративном дискурсе	1	1
540	в формах	1	1
541	если хотим	1	1
542	собой грандиозную	1	1
543	нашей способности	1	1
544	или принимать	1	1
545	большой интриги	1	1
546	что ни	1	1
547	пример из	1	1
548	рассказано в	1	1
549	на этом	2	1
550	оно обладает	1	1
551	она определяется	1	1
552	например сапожника	1	1
553	исходя из	2	1
554	этом последнем	1	1
555	это позиция	1	1
556	ю.м лотман	1	1
557	смысле библия	1	1
558	есть все	1	1
559	ни слушающий	1	1
560	с позиций	2	1
561	статус событийности	1	1
562	которой является	1	1
563	а его	1	1
564	своего читателя	1	1
565	субъект может	1	1
566	по природе	5	1
567	этого как	1	1
568	которая как	1	1
569	этом смысле	1	1
570	дискурса глава	1	1
571	в молчание	1	1
572	пролагающий себе	1	1
573	приходит в	1	1
574	рассказчика и	1	1
575	[...] в	5	1
576	включая в	1	1
577	в новое	1	1
578	литературного произведения	3	1
579	событием самого	1	1
580	но уже	1	1
581	к линейной	1	1
582	рассказываемых событий	1	1
583	по длительности	1	1
584	интриги соединяющей	1	1
585	не всегда	2	1
586	он имеет	1	1
587	нельзя признать	1	1
588	и читателем	1	1
589	понятие дискурсивной	1	1
590	это система	1	1
591	строгом смысле	1	1
592	описываемое как	1	1
593	ему по	1	1
594	определенного рода	1	1
595	мировой истории	1	1
596	грандиозную интригу	1	1
597	собой как	1	1
598	автора и	1	1
599	не мог	1	1
600	одного и	2	1
601	в саду	1	1
602	несет в	1	1
603	только тем	1	1
604	вненаходимости бахтин	1	1
605	автор облеченный	1	1
606	или менее	2	1
607	о ком	1	1
608	если их	1	1
609	есть в	2	1
610	трех говорящего	1	1
611	в ходе	3	1
612	она сама	1	1
613	возможностей пролагающий	1	1
614	причастной вненаходимости	1	1
615	человека как	1	1
616	и без	2	1
617	это делает	1	1
618	всяком случае	1	1
619	одним и	1	1
620	аспекты социальной	1	1
621	вторая часть	1	1
622	хранения и	1	1
623	и описываемое	1	1
624	как наррация	1	1
625	не от	2	1
626	в которых	4	1
627	мысли и	2	1
628	направлен на	2	1
629	дама с	1	1
630	своем собственном	1	1
631	об отсутствии	1	1
632	и социальные	1	1
633	своей не	1	1
634	последующего развития	1	1
635	данный текст	1	1
636	мир и	1	1
637	есть его	1	1
638	с инстанцией	1	1
639	черты характера	1	1
640	автора слушающего	1	1
641	через посредство	1	1
642	что было	1	1
643	слушающий не	1	1
644	и относительно	2	1
645	не могли	1	1
646	я героя	2	1
647	не подлежащее	2	1
648	вместе со	1	1
649	новое и	1	1
650	бахтин имеет	1	1
651	дискурса принадлежит	1	1
652	связи с	4	1
653	раз и	1	1
654	сторону индивида	1	1
655	позиций субъективности	1	1
656	вплоть до	1	1
657	но они	2	1
658	и персонажи	1	1
659	в.я проппа	2	1
660	как можно	1	1
661	что превращает	1	1
662	дело не	2	1
663	принадлежат к	3	1
664	на дискурсивное	1	1
665	и притом	1	1
666	своего существования	1	1
667	не отделен	1	1
668	в основе	7	1
669	писал бахтин	4	1
670	чем не	1	1
671	а порой	1	1
672	статусам местам	1	1
673	персонажем в	1	1
674	пространства а	1	1
675	коммуникативной ситуацией	1	1
676	социальные характеристики	1	1
677	их личностные	1	1
678	понятая объективно	1	1
679	такова что	1	1
680	следует понимать	1	1
681	и передачи	1	1
682	к мифу	1	1
683	на мой	2	1
684	и теперь	1	1
685	не по	1	1
686	самоопределение личности	1	1
687	как будто	1	1
688	компетенции если	1	1
689	дискурсного анализа	1	1
690	индивида и	1	1
691	в каком	1	1
692	этом направлении	1	1
693	составляет его	1	1
694	как обнажение	1	1
695	к той	3	1
696	настоящего времени	1	1
697	художественной литературы	1	1
698	имеет право	1	1
699	и времени	1	1
700	принадлежит к	1	1
701	не могут	1	1
702	на границе	1	1
703	во все	1	1
704	и вполне	1	1
705	сказания о	1	1
706	объяснить производство	1	1
707	ли не	3	1
708	говорящего и	2	1
709	в напряжении	1	1
710	себе дорогу	1	1
711	же самое	2	1
712	приобщения к	1	1
713	об одном	1	1
714	уже было	1	1
715	излагаемых событий	3	1
716	возможна только	1	1
717	того о	1	1
718	не встречается	1	1
719	чем говорят	1	1
720	иной области	1	1
721	сферы общения	1	1
722	мысли о	2	1
723	не предполагает	4	1
724	анализа в	1	1
725	мишелю фуко	1	1
726	в полной	1	1
727	общения в	2	1
728	внеличную сторону	1	1
729	если же	1	1
730	которые отсылают	1	1
731	прослеживать историю	1	1
732	как мы	2	1
733	способности прослеживать	1	1
734	искусно сохраните	1	1
735	что человек	1	1
736	в едином	2	1
737	и о	4	1
738	но по	1	1
739	они сходятся	1	1
740	то она	2	1
741	с ее	2	1
742	в виду	2	1
743	всякая литературная	1	1
744	и сами	1	1
745	действующие лица	1	1
746	появляется в	1	1
747	распространяется на	1	1
748	знакомством с	1	1
749	его поступки	1	1
750	языка и	2	1
751	по сути	4	1
752	в организации	2	1
753	реальной действительности	1	1
754	так на	1	1
755	приводит к	2	1
756	героя не	1	1
757	последний как	1	1
758	когда поддерживает	1	1
759	сознания в	2	1
760	с книгой	1	1
761	природе своей	5	1
762	молчание бахтин	1	1
763	по аналогии	1	1
764	трактует последний	1	1
765	собой по	1	1
766	не с	3	1
767	было в	2	1
768	особенно в	1	1
769	еще в	3	1
770	продукт социального	1	1
771	своему происхождению	2	1
772	дискурсивных практик	13	1
773	третьем мире	1	1
774	качестве свидетеля	1	1
775	собой и	1	1
776	как непрерывный	1	1
777	предполагать наличие	1	1
778	напряжении событийного	1	1
779	не на	1	1
780	не семиотических	1	1
781	полной мере	1	1
782	л.с выготским	1	1
783	характеристики другие	1	1
784	позициям которые	1	1
785	упускать из	1	1
786	то они	1	1
787	настолько что	1	1
788	как возможность	1	1
789	выражает внеличную	1	1
790	ориентиром в	1	1
791	словесного творчества	1	1
792	или на	3	1
793	поскольку как	1	1
794	таким же	1	1
795	утверждает что	1	1
796	на что	1	1
797	основе своей	2	1
798	теперь и	1	1
799	аналогии с	1	1
800	времени в	2	1
801	в евгении	1	1
802	это было	2	1
803	внутренняя заданность	1	1
804	субъекта речи	1	1
805	они неразрывно	1	1
806	к нему	1	1
807	жизни для	1	1
808	значении термина	3	1
809	том или	1	1
810	употребление языка	1	1
811	объективно чужое	1	1
812	индивидуальность непосредственно	1	1
813	суть не	1	1
814	и во	2	1
815	прямым свидетелем	1	1
816	высказываний как	1	1
817	а потому	1	1
818	дейк четко	1	1
819	а коммуникативных	1	1
820	мир персонажей	1	1
821	дискурс это	2	1
822	как коммуникативное	1	1
823	которое ничем	1	1
824	утрачивает свою	1	1
825	чем и	1	1
826	них в	2	1
827	коммуникативный объект	1	1
828	наконец в	1	1
829	тойн а	2	1
830	следовало бы	1	1
831	индивидуальный характер	1	1
832	интрига своего	1	1
833	не несет	1	1
834	данный термин	2	1
835	по содержанию	1	1
836	наличие [...]	1	1
837	быть и	1	1
838	с той	1	1
839	к различным	2	1
840	одной из	4	1
841	сами участвуем	1	1
842	одного сознания	1	1
843	поскольку по	1	1
844	как нечто	1	1
845	являет собой	3	1
846	по мнению	1	1
847	отсылают к	1	1
848	не остаются	1	1
849	социальной ситуации	1	1
850	самое следует	1	1
851	соединяющей апокалипсис	1	1
852	того же	3	1
853	события и	1	1
854	может занимать	1	1
855	раскрывают содержание	1	1
856	качестве дискурса	3	1
857	свидетелем событий	1	1
858	как неизбежно	1	1
859	нарратология не	1	1
860	в большинстве	1	1
861	мишель фуко	1	1
862	ничего нельзя	1	1
863	сфере общения	2	1
864	вернуться к	1	1
865	в нашей	1	1
866	принадлежащих к	2	1
867	от своей	1	1
868	большинстве случаев	1	1
869	в данной	3	1
870	по выражению	2	1
871	он осуществляет	1	1
872	производство и	1	1
873	деятельность опирается	1	1
874	содержание судьбы	1	1
875	данной сферы	1	1
876	и их	1	1
877	в прозе	1	1
878	сапожника иначе	1	1
879	рассказать но	1	1
880	в одном	2	1
881	в прошлом	1	1
882	адресата и	2	1
883	установки и	1	1
884	наблюдаемое и	1	1
885	граница между	1	1
886	не о	1	1
887	говорят героя	1	1
888	человеческого присутствия	2	1
889	слушающего читателя	1	1
890	хх столетия	1	1
891	в системе	1	1
892	не сводятся	1	1
893	заметить что	2	1
894	семиотических конвенций	1	1
895	тем что	3	1
896	дорогу через	1	1
897	в структуре	1	1
898	или ином	1	1
899	конкретных дискурсов	1	1
900	регулярности различных	1	1
901	бы это	2	1
902	своему искусно	1	1
903	о невозможности	1	1
904	частности из	1	1
905	на преодоление	1	1
906	система не	1	1
907	рода миниатюра	1	1
908	с повествовательной	1	1
909	даже не	1	1
910	до сих	1	1
911	это пока	1	1
912	а именно	1	1
913	а всякая	1	1
914	не наделен	1	1
915	ком или	1	1
916	чем он	2	1
917	любых событий	1	1
918	миниатюра большой	1	1
919	читателя а	1	1
920	повествования о	1	1
921	же о	1	1
922	или о	1	1
923	что не	4	1
924	пушкина как	1	1
925	дискурса и	5	1
926	выступает в	1	1
927	связано с	1	1
928	различным статусам	1	1
929	сути дела	2	1
930	это прежде	3	1
931	и составляет	3	1
932	ничем не	1	1
933	воспринимающего сознания	2	1
934	более того	2	1
935	однако и	2	1
936	мысленного черновика	1	1
937	его как	2	1
938	категория дискурса	3	1
939	к некоторой	2	1
940	стороны и	2	1
941	его собственной	1	1
942	ни о	1	1
943	понимаемой как	1	1
944	когда она	1	1
945	которые субъект	1	1
946	изложенная в	1	1
947	литературная интрига	1	1
948	всю совокупность	1	1
949	художественного целого	1	1
950	с помощью	1	1
951	мог быть	3	1
952	текста если	1	1
953	в специальном	1	1
954	практик дискурсивная	1	1
955	новой риторики	1	1
956	дискурсивная деятельность	1	1
957	вместе с	1	1
958	и потому	3	1
959	некоторые из	1	1
960	всей его	2	1
961	[...] компетенции	1	1
962	же с	1	1
963	протяжении единого	1	1
964	однако для	1	1
965	они едины	1	1
966	опирается на	2	1
967	как вещь	1	1
968	ван дейк	3	1
969	в плоскости	1	1
970	он говорит	1	1
971	мире мире	1	1
972	занимать или	1	1
973	[...] не	1	1
974	нашей человеческой	1	1
975	выбор возможностей	1	1
976	области дискурсивных	2	1
977	с точкой	1	1
978	что же	2	1
979	не наиболее	1	1
980	через сеть	1	1
981	[...] то	1	1
982	за рамки	2	1
983	постольку дискурс	1	1
984	как слушатели-читатели	1	1
985	евгении онегине	1	1
986	может существовать	1	1
987	поле стабилизаций	2	1
988	герой в	1	1
989	и восприятие	1	1
990	значении данного	1	1
991	слова и	1	1
992	только раскрывают	1	1
993	участвуем как	1	1
994	события а	2	1
995	и от	1	1
996	дискурсии и	1	1
997	сих пор	1	1
998	нарративности и	2	1
999	поступки только	1	1
1000	некоторой культурной	1	1
1001	не рассматривается	1	1
1002	о его	1	1
1003	и оно	1	1
1004	человеческого характера	1	1
1005	хотим объяснить	1	1
1006	какой он	1	1
1007	нарративное высказывание	2	1
1008	тому или	1	1
1009	иногда именуют	1	1
1010	мой взгляд	2	1
1011	дискурсивной компетенции	1	1
1012	в связи	1	1
1013	ю.м лотмана	1	1
1014	не существует	1	1
1015	отсутствии у	1	1
1016	вследствие чего	1	1
1017	мире напротив	1	1
1018	речи как	2	1
1019	котором он	2	1
1020	жизненное поведение	1	1
1021	или в	2	1
1022	это он	1	1
1023	другое дело	1	1
1024	когда он	2	1
1025	к одной	1	1
1026	но эти	1	1
1027	восприниматься как	1	1
1028	производство дискурса	1	1
1029	свойство событийности	1	1
1030	в этих	1	1
1031	мы должны	1	1
1032	будто бы	2	1
1033	принимать когда	1	1
1034	событийного ряда	1	1
1035	выводит из	1	1
1036	по ходу	1	1
1037	или не	1	1
1038	хотя в	2	1
1039	сходятся в	1	1
1040	четко разграничивая	1	1
1041	не обладает	1	1
1042	но оно	1	1
1043	умению например	1	1
1044	может и	2	1
1045	судьбы они	1	1
1046	участников коммуникативного	2	1
1047	не претендует	2	1
1048	не знает	1	1
1049	себя самого	1	1
1050	отношением к	1	1
1051	я к	1	1
1052	ограничений постольку	1	1
1053	коммуникативных компетенций	1	1
1054	одновременно и	2	1
1055	в заглавие	1	1
1056	данного термина	1	1
1057	который не	1	1
1058	как коммуникативного	1	1
1059	культурно значимые	1	1
1060	в действительности	3	1
1061	рассказе чехова	1	1
1062	частности в	2	1
1063	к другим	2	1
1064	поддерживает дискурс	1	1
1065	умение которое	1	1
1066	всем своим	1	1
1067	событие не	1	1
1068	апокалипсис с	1	1
1069	к этому	2	1
1070	ни говорящий	1	1
1071	рамках которого	1	1
1072	во всяком	2	1
