N	2gram	Bakhtin_fo_1	DiskursI
226	его жизненного	1	1
227	к другому	2	1
228	др в	2	1
229	эпохи то	1	1
230	и композиционного	1	1
231	есть не	3	1
232	не умирает	1	1
233	на материале	2	1
234	для своего	1	1
235	и само	1	1
236	мы не	3	1
237	его под	1	1
238	вопрос о	2	1
239	в сущности	3	1
240	целого но	1	1
241	с детства	1	1
242	я не	1	1
243	они были	2	1
244	их самих	1	1
245	и со	1	1
246	образ умершего	1	1
247	начала в	1	1
248	стал многослойным	1	1
249	самого героя	1	1
250	жизни это	2	1
251	полагается в	1	1
252	это время	7	1
253	и быта	1	1
254	собой в	1	1
255	и определяется	2	1
256	он был	1	1
257	моменты как	2	1
258	он сам	1	1
259	в чем	2	1
260	события в	1	1
261	характер и	7	1
262	роман и	1	1
263	во всех	6	1
264	сохраняет свое	1	1
265	в ее	6	1
266	и оболочка	1	1
267	самому герою	1	1
268	отдельного человека	1	1
269	точка зрения	1	1
270	проходящего свой	1	1
271	друг на	2	1
272	жизненной формы	1	1
273	эта особенность	1	1
274	есть по	1	1
275	с совершенно	1	1
276	человека с	1	1
277	в истории	2	1
278	опору для	1	1
279	однако не	1	1
280	биографии не	1	1
281	хотя и	3	1
282	может получить	1	1
283	себе не	1	1
284	в этот	2	1
285	человеческая жизнь	1	1
286	таких произведениях	1	1
287	со своей	3	1
288	в самом	8	1
289	в которой	2	1
290	ни один	1	1
291	в нашем	2	1
292	бы не	1	1
293	поэтому и	3	1
294	и пространства	4	1
295	так в	1	1
296	но без	1	1
297	сливаются с	1	1
298	раз в	4	1
299	новый специфически	1	1
300	человеке и	1	1
301	но на	4	1
302	человек не	1	1
303	теми же	1	1
304	к выводу	1	1
305	не имеют	3	1
306	так сказать	7	1
307	и только	1	1
308	о которой	1	1
309	и еще	2	1
310	он должен	2	1
311	биография и	2	1
312	не как	2	1
313	его от	2	1
314	определенной жизненной	1	1
315	человек с	1	1
316	не бывает	1	1
317	таким образом	11	1
318	значительной степени	1	1
319	от греческого	2	1
320	об этом	2	1
321	овнешненности человека	1	1
322	отрезки его	1	1
323	всей ее	1	1
324	многослойным и	1	1
325	лишь в	6	1
326	же человека	3	1
327	время и	4	1
328	лишь на	1	1
329	биография в	1	1
330	в жизни	6	1
331	этому ряду	1	1
332	так называемого	1	1
333	она и	1	1
334	жизни то	2	1
335	на друга	2	1
336	различных жанровых	1	1
337	и вне	3	1
338	все моменты	2	1
339	движется в	1	1
340	различные формы	1	1
341	и внутреннее	3	1
342	однако этот	1	1
343	в которых	2	1
344	как другие	1	1
345	своей жизни	4	1
346	сплошной овнешненности	2	1
347	страха и	1	1
348	другом и	1	1
349	и более	1	1
350	не должно	1	1
351	том же	2	1
352	что этот	1	1
353	необходимо чтобы	2	1
354	своего происхождения	1	1
355	для нее	1	1
356	не имеющего	1	1
357	во временном	1	1
358	роман от	1	1
359	на три	1	1
360	вплоть до	1	1
361	но они	3	1
362	до известной	1	1
363	в таких	1	1
364	она не	1	1
365	виду что	1	1
366	самого начала	2	1
367	человека были	1	1
368	как о	1	1
369	дело не	1	1
370	одна из	2	1
371	в процессе	4	1
372	они же	1	1
373	умершего сливаются	1	1
374	характер однако	1	1
375	и имеет	1	1
376	та или	1	1
377	в поздних	1	1
378	ничего не	9	1
379	в разных	5	1
380	не вполне	1	1
381	и разносоставным	1	1
382	совокупность требований	1	1
383	или иная	1	1
384	те моменты	2	1
385	специфически построенный	1	1
386	идиллический хронотоп	2	1
387	к ней	2	1
388	своей природе	1	1
389	и до	5	1
390	во всем	2	1
391	время становления	1	1
392	исходный пункт	1	1
393	или не	2	1
394	известной степени	1	1
395	от их	1	1
396	начиная с	1	1
397	к себе	4	1
398	не могут	3	1
399	не оставляют	1	1
400	но все	5	1
401	отличается от	1	1
402	числе и	2	1
403	нем разделились	1	1
404	образ определенной	1	1
405	всего в	1	1
406	к тому	3	1
407	его с	1	1
408	для восприятия	2	1
409	имеет место	3	1
410	оно не	2	1
411	должен быть	1	1
412	приходит к	1	1
413	основе этого	1	1
414	и образ	3	1
415	каждый момент	1	1
416	события как	1	1
417	здесь также	2	1
418	формы художественного	1	1
419	родного дома	1	1
420	жизненного пути	9	1
421	упоминаемые в	1	1
422	необходимости и	1	1
423	с самого	2	1
424	во главе	1	1
425	в условиях	7	1
426	как с	1	1
427	бытия как	1	1
428	и сам	1	1
429	в образе	5	1
430	здесь как	2	1
431	ориентировано на	1	1
432	предъявляемых к	1	1
433	и каждый	1	1
434	можно только	2	1
435	встречались и	1	1
436	идеальный образ	1	1
437	жанра в	1	1
438	в эпоху	1	1
439	последующее развитие	1	1
440	и даже	2	1
441	с ним	2	1
442	с человеком	1	1
443	для превращения	2	1
444	построенный образ	1	1
445	в новелле	1	1
446	часто и	2	1
447	и здесь	1	1
448	не был	1	1
449	другом месте	1	1
450	и т.д	1	1
451	т.п в	1	1
452	внимание на	1	1
453	не перед	1	1
454	себя самого	1	1
455	в значительной	2	1
456	нас в	3	1
457	и во	7	1
458	он его	1	1
459	романа как	3	1
460	данному положению	1	1
461	собственной жизни	2	1
462	разносоставным в	1	1
463	с нами	1	1
464	на одном	1	1
465	существенную роль	2	1
466	в форме	3	1
467	внешнее и	2	1
468	века и	1	1
469	и следовательно	4	1
470	в описании	1	1
471	пути здесь	1	1
472	старости и	1	1
473	как она	2	1
474	и мир	1	1
475	не зная	2	1
476	а роль	1	1
477	действующих лиц	1	1
478	жизнь с	2	1
479	до нас	5	1
480	в литературу	1	1
481	в родном	1	1
482	одних и	2	1
483	частное письмо	1	1
484	на мир	1	1
485	от них	1	1
486	в окружающем	1	1
487	человека проходящего	1	1
488	так что	1	1
489	и роста	1	1
490	же и	2	1
491	для всех	2	1
492	одном и	1	1
493	только на	3	1
494	и они	1	1
495	этого понятия	1	1
496	себя и	3	1
497	время этого	1	1
498	во втором	2	1
499	мир в	2	1
500	и их	8	1
501	в новом	1	1
502	всяком случае	1	1
503	могло бы	1	1
504	традиции на	2	1
505	с последующим	1	1
506	вовсе не	13	1
507	не для	2	1
508	друг друга	3	1
509	человек как	1	1
510	тем что	2	1
511	и оценки	1	1
512	в других	9	1
513	разделились ядро	1	1
514	не обладает	1	1
515	мир на	1	1
516	ядро и	1	1
517	звеном между	1	1
518	были бы	1	1
519	из того	1	1
520	того что	2	1
521	различий между	1	1
522	не были	2	1
523	раскрывается не	2	1
524	требований предъявляемых	1	1
525	и тех	2	1
526	быть ничего	1	1
527	здесь это	3	1
528	еще и	2	1
529	и др	9	1
530	пародия на	1	1
531	в романе	32	1
532	между ними	3	1
533	но есть	1	1
534	были созданы	1	1
535	к человеку	1	1
536	в некоторых	2	1
537	которой нет	1	1
538	немалую роль	1	1
539	и составляет	1	1
540	до конца	4	1
541	для романа	1	1
542	все то	2	1
543	включается в	1	1
544	там где	2	1
545	и том	1	1
546	что из	1	1
547	ближе к	1	1
548	в одно	3	1
549	характер здесь	1	1
550	равно как	2	1
551	на фоне	3	1
552	здесь соответствует	1	1
553	человек в	3	1
554	в иных	1	1
555	места для	1	1
556	формы определенного	1	1
557	в биографическом	1	1
558	оболочка внешнее	1	1
559	этого момента	2	1
560	в особенности	9	1
561	из которых	1	1
562	по своему	1	1
563	этого типа	5	1
564	типа как	1	1
565	самого себя	1	1
566	к настоящему	2	1
567	да и	3	1
568	происхождения и	1	1
569	путь в	1	1
570	и мотивы	1	1
571	в это	2	1
572	и смерти	1	1
573	новелле в	1	1
574	приобретает в	1	1
575	момент кризиса	1	1
576	в поступках	2	1
577	слова и	2	1
578	историческое время	2	1
579	судьбы то	1	1
580	идеал и	1	1
581	на дорогу	1	1
582	и от	1	1
583	и носит	2	1
584	этом и	1	1
585	что касается	1	1
586	но для	2	1
587	один из	3	1
588	при всем	1	1
589	более того	3	1
590	слова но	1	1
591	живет и	1	1
592	формы и	3	1
593	человека для	1	1
594	и бытом	1	1
595	циклическое время	1	1
596	своей собственной	3	1
597	совершенно иной	3	1
598	различных типов	1	1
599	отношений с	1	1
600	еще более	3	1
601	и ни	1	1
602	от всего	1	1
603	его жизнь	1	1
604	жизни что	1	1
605	античная биография	2	1
606	же в	3	1
607	в искусстве	1	1
608	но всегда	1	1
609	быть и	2	1
610	человека не	1	1
611	определенного положения	1	1
612	всего на	1	1
613	одной из	3	1
614	слово в	1	1
615	сказать что	3	1
616	не быть	1	1
617	своего мира	1	1
618	стран с	1	1
619	бы его	1	1
620	времени но	1	1
621	строится на	1	1
622	включает в	1	1
623	к другим	1	1
624	характера но	2	1
625	ее в	2	1
626	дальнейшем развитии	2	1
627	нас не	1	1
628	во всяком	3	1
629	том числе	4	1
