N	2gram	Bakhtin_Pr_1	Freidism
646	всегда может	1	1
647	на ее	3	1
648	от них	2	1
649	возможного и	1	1
650	может его	1	1
651	этим путем	1	1
652	душевного и	2	1
653	искусства в	2	1
654	ними в	1	1
655	в форме	4	1
656	выше в	2	1
657	нем и	2	1
658	и чистоты	1	1
659	все время	1	1
660	мы вполне	1	1
661	и следовательно	1	1
662	детей о	1	1
663	к которому	4	1
664	ведь есть	1	1
665	с себя	1	1
666	в двух	2	1
667	мы о	1	1
668	дело с	6	1
669	и быть	1	1
670	во всем	2	1
671	психике в	1	1
672	который в	1	1
673	всех его	4	1
674	они могут	1	1
675	бы ни	1	1
676	только оно	1	1
677	есть в	1	1
678	все словесные	1	1
679	говорить об	1	1
680	можно определить	2	1
681	также и	3	1
682	за пределами	1	1
683	в виде	2	1
684	не принимает	1	1
685	смысла в	1	1
686	и других	2	1
687	право говорить	1	1
688	к содержанию	17	1
689	каждый момент	4	1
690	в корне	2	1
691	цели и	2	1
692	слова в	7	1
693	содержания и	6	1
694	целом и	1	1
695	психические переживания	2	1
696	прибавить что	1	1
697	моментов в	1	1
698	может служить	1	1
699	бытия и	1	1
700	в объект	1	1
701	принципиально не	4	1
702	тем что	2	1
703	гораздо сложнее	1	1
704	даже и	1	1
705	лишь для	2	1
706	и только	4	1
707	момент в	1	1
708	возникнуть как	1	1
709	же деле	1	1
710	связан с	1	1
711	или иной	2	1
712	точек зрения	1	1
713	этого объекта	2	1
714	на них	3	1
715	именно в	1	1
716	в каких	2	1
717	вмешивается в	1	1
718	характерно для	2	1
719	и между	1	1
720	личной жизни	1	1
721	такое же	1	1
722	и тело	1	1
723	в некоторых	2	1
724	только по	4	1
725	самом же	1	1
726	а на	1	1
727	или другими	1	1
728	поступка есть	1	1
729	как ни	1	1
730	человек в	2	1
731	так называемой	1	1
732	но никогда	1	1
733	отнюдь не	19	1
734	чем на	1	1
735	в слове	3	1
736	только психические	1	1
737	объекте в	1	1
738	там где	6	1
739	должно понимать	1	1
740	из мира	1	1
741	мы говорим	1	1
742	поступка а	1	1
743	его содержание	1	1
744	в строгом	2	1
745	теперь к	1	1
746	себе самому	1	1
747	из которых	2	1
748	направление в	1	1
749	к своему	2	1
750	основных чертах	1	1
751	для искусства	1	1
752	сравнению с	1	1
753	который мы	1	1
754	этих явлений	2	1
755	на которое	1	1
756	смысле этого	1	1
757	анализу и	1	1
758	связаны с	2	1
759	совсем другой	1	1
760	нуждается ни	1	1
761	же их	1	1
762	события жизни	3	1
763	своего содержания	2	1
764	быть не	1	1
765	или хотя	1	1
766	этого слова	1	1
767	чтобы вообще	1	1
768	борьбе за	1	1
769	в контексте	1	1
770	и формы	1	1
771	благодаря этому	1	1
772	не будем	3	1
773	конкретное высказывание	1	1
774	является как	2	1
775	в смысле	1	1
776	и собственно	1	1
777	известной степени	4	1
778	другими моментами	1	1
779	своих основных	1	1
780	или только	1	1
781	в область	3	1
782	задачу и	1	1
783	которой можно	1	1
784	об искусстве	3	1
785	которая в	1	1
786	может войти	1	1
787	вся культура	1	1
788	поэтому она	1	1
789	мы подвергаем	1	1
790	на самой	1	1
791	ощущения представления	1	1
792	ее и	1	1
793	но эти	1	1
794	целый ряд	1	1
795	и события	2	1
796	находит свое	2	1
797	бы в	1	1
798	еще более	1	1
799	и смысл	1	1
800	его уже	1	1
801	мы показали	1	1
802	а эта	1	1
803	я в	1	1
804	отношению ко	1	1
805	значения для	1	1
806	в том	8	1
807	этом действительно	1	1
808	отношении к	1	1
809	может и	4	1
810	но можно	2	1
811	равно как	1	1
812	в иной	1	1
813	имеет место	5	1
814	жизни а	1	1
815	же мы	1	1
816	существенное отличие	2	1
817	чем иным	1	1
818	из этого	1	1
819	у толстого	1	1
820	два момента	1	1
821	и слов	1	1
822	нет что	1	1
823	вполне можем	1	1
824	оценок а	1	1
825	значение в	1	1
