N	2gram	Bakhtin_Pr_5	Komedia
315	сказать о	1	1
316	он в	4	1
317	что же	7	1
318	тут и	1	1
319	бы не	2	1
320	близости к	1	1
321	вы думаете	4	1
322	приводит к	2	1
323	только на	4	1
324	бы только	1	1
325	роль в	1	1
326	ее как	3	1
327	как он	2	1
328	в братьях	3	1
329	не могла	1	1
330	что эти	1	1
331	к миру	1	1
332	что же?	1	1
333	политики и	1	1
334	оно в	1	1
335	к одному	3	1
336	к хору	2	1
337	быть с	1	1
338	чтобы в	1	1
339	из него	1	1
340	подобно тому	2	1
341	последнее слово	4	1
342	но все	4	1
343	такого же	2	1
344	человека в	1	1
345	значительной степени	1	1
346	всех отношениях	1	1
347	тем с	1	1
348	что все	2	1
349	же не	4	1
350	же касается	1	1
351	конечно в	2	1
352	об этом	1	1
353	выражение и	1	1
354	а его	1	1
355	то есть	16	1
356	зрения на	1	1
357	своей стороны	1	1
358	это было	2	1
359	еще две	1	1
360	перед нами	1	1
361	любовь к	1	1
362	в жизни	2	1
363	в открытую	1	1
364	нет в	3	1
365	а с	3	1
366	все равно	2	1
367	с тем	3	1
368	всю жизнь	2	1
369	которой он	3	1
370	далеком от	1	1
371	в передаче	1	1
372	слова и	11	1
373	в эту	4	1
374	в этих	2	1
375	почти нет	1	1
376	можно найти	1	1
377	а как	2	1
378	и третий	1	1
379	эпизоде с	1	1
380	от времени	1	1
381	он дает	2	1
382	в отличие	2	1
383	в которых	2	1
384	что уже	1	1
385	из области	1	1
386	особое место	1	1
387	которые в	1	1
388	друг другу	4	1
389	теми же	2	1
390	отчетливостью это	1	1
391	и эти	1	1
392	это о	1	1
393	и более	1	1
394	его до	1	1
395	с такими	1	1
396	том же	1	1
397	и почти	1	1
398	по себе	4	1
399	тому что	2	1
400	и очень	1	1
401	если и	2	1
402	но этой	1	1
403	в идеологическом	1	1
404	но они	1	1
405	самого начала	8	1
406	для каждого	1	1
407	что их	1	1
408	на себе	1	1
409	своего героя	2	1
410	которого он	3	1
411	того чтобы	1	1
412	чем не	1	1
413	он с	6	1
414	что только	1	1
415	первая часть	1	1
416	к концу	3	1
417	во всем	4	1
418	и после	1	1
419	так например	1	1
420	мы бы	1	1
421	обращает на	2	1
422	каждый раз	1	1
423	что на	2	1
424	вот в	1	1
425	конца и	1	1
426	от их	1	1
427	и для	8	1
428	по своим	1	1
429	к себе	18	1
430	не могут	1	1
431	да рядом	1	1
432	за маской	1	1
433	еще одна	1	1
434	хотя конечно	1	1
435	это конечно	1	1
436	и другим	1	1
437	его с	5	1
438	даже и	3	1
439	все мои	1	1
440	слова с	2	1
441	в каждом	6	1
442	выпад против	1	1
443	и это	5	1
444	этот отрывок	1	1
445	от друга	1	1
446	в оно	1	1
447	данном случае	1	1
448	особенно в	2	1
449	него самого	1	1
450	с самого	8	1
451	говорили что	4	1
452	диалог с	5	1
453	говорить о	3	1
454	в дальнейшем	2	1
455	в собственных	1	1
456	в живых	1	1
457	пример такого	1	1
458	можно было	2	1
459	в нескольких	1	1
460	почти каждый	1	1
461	те же	2	1
462	это вовсе	1	1
463	и ненависть	1	1
464	участия в	1	1
465	в изображении	1	1
466	жизнь и	2	1
467	в последней	1	1
468	ибо его	2	1
469	с ним	7	1
470	в каждой	2	1
471	с человеком	3	1
472	них не	1	1
473	о нем	2	1
474	на вопрос	2	1
475	именно с	1	1
476	и что	6	1
477	в глаза	5	1
478	почему же	2	1
479	все его	4	1
480	с целью	1	1
481	в значительной	1	1
482	может и	1	1
483	что хотел	1	1
484	ибо и	2	1
485	отметить что	1	1
486	говорит он	4	1
487	и только	1	1
488	даже для	1	1
489	наконец в	4	1
490	в середине	1	1
491	достигает вершины	1	1
492	того что	3	1
493	большей или	1	1
494	разумеется во	1	1
495	почти все	1	1
496	сразу же	1	1
497	в двух	1	1
498	нуждается в	3	1
499	под свою	1	1
500	но ни	2	1
501	хотя бы	2	1
502	в стороне	1	1
503	бы ни	1	1
504	не сказать	1	1
505	всегда с	2	1
506	себя в	2	1
507	так что	5	1
508	отражение в	1	1
509	думаете что	3	1
510	в большинстве	2	1
511	ни одного	9	1
512	же из	1	1
513	был очень	1	1
514	не принимает	4	1
515	в душе	2	1
516	как тот	1	1
517	который без	1	1
518	за ним	2	1
519	этот раз	2	1
520	себе в	1	1
521	пародии на	1	1
522	перед собой	1	1
523	среди которых	1	1
524	друг друга	2	1
525	не случайно	2	1
526	и видят	1	1
527	не говорит	1	1
528	ее на	1	1
529	для того	1	1
530	друг от	1	1
531	десять лет	1	1
532	в особенности	1	1
533	свой образ	1	1
534	ты не	1	1
535	в высшей	3	1
536	на этот	2	1
537	далеко не	1	1
538	и прежде	4	1
539	в стремлении	1	1
540	борьба за	1	1
541	отчего же	2	1
542	его из	1	1
543	превращается в	1	1
544	а наоборот	1	1
545	о чем	1	1
546	большинстве случаев	2	1
547	него не	1	1
548	они лишь	2	1
549	что из	1	1
550	материалом для	2	1
551	следовало бы	1	1
552	сплошь да	1	1
553	и она	1	1
554	пример для	1	1
555	эти слова	3	1
556	в критике	1	1
557	ко всем	1	1
558	и потому	1	1
559	отрывок из	2	1
560	и столь	1	1
561	для оценки	1	1
562	к своему	5	1
563	что теперь	1	1
564	в самый	2	1
565	в данном	1	1
566	его реальный	1	1
567	ненависть к	2	1
568	в той	4	1
569	тому как	2	1
570	героев правда	1	1
571	в ответ	1	1
572	как бы	31	1
573	сам не	3	1
574	материал для	2	1
575	или хотя	1	1
576	этого слова	5	1
577	с этой	2	1
578	в основном	1	1
579	о его	1	1
580	если оно	1	1
581	его отца	1	1
582	случаях когда	1	1
583	начала ее	1	1
584	это уже	2	1
585	обращается к	2	1
586	с известной	1	1
587	от него	6	1
588	отрывки из	1	1
589	в третьем	1	1
590	места в	2	1
591	бы в	4	1
592	еще более	1	1
593	свою партию	1	1
594	но зато	4	1
595	именно поэтому	1	1
596	или меньшей	1	1
597	бы на	1	1
598	изменить свой	1	1
599	отношении к	7	1
600	в общем	3	1
601	его произведениях	1	1
602	бы с	2	1
603	слово в	2	1
604	дошли до	1	1
605	с ней	1	1
606	не знает	6	1
607	сказать что	3	1
608	применил к	1	1
609	больше всего	1	1
610	к его	1	1
611	тех самых	1	1
612	ко всему	1	1
613	всего как	1	1
614	время не	3	1
615	вполне понятно	2	1
616	и другие	1	1
617	того времени	2	1
618	и эта	1	1
619	это в	2	1
620	как на	1	1
