N	2gram	Tiupa_Lite_1	StatiiOP
424	реальной действительности	1	1
425	русской поэзии	5	1
426	в пределах	3	1
427	так в	1	1
428	екатерины и	1	1
429	на том	2	1
430	с собой	4	1
431	можно было	2	1
432	не так	1	1
433	с самим	1	1
434	каждого из	1	1
435	в борьбе	1	1
436	есть произведение	1	1
437	к тем	1	1
438	по тому	1	1
439	в диалог	1	1
440	в эпоху	1	1
441	русского классического	1	1
442	имеет право	1	1
443	столь же	4	1
444	и ему	1	1
445	второй половине	1	1
446	голоса в	1	1
447	одного из	3	1
448	в лицейском	1	1
449	можно сказать	1	1
450	в форму	1	1
451	и во	1	1
452	пушкин пишет	1	1
453	или иначе	9	1
454	от них	1	1
455	собственной жизни	1	1
456	только после	1	1
457	во втором	2	1
458	нуждается в	3	1
459	этой социальной	1	1
460	горя от	1	1
461	нашел в	1	1
462	я был	1	1
463	казалось что	1	1
464	не случайно	2	1
465	один из	3	1
466	русская классическая	2	1
467	тот же	1	1
468	места в	1	1
469	сколь бы	1	1
470	согласно которой	1	1
471	он уже	1	1
472	который в	1	1
473	которых в	1	1
474	все были	1	1
475	и жизни	1	1
476	с какой	1	1
477	уже в	5	1
478	только на	2	1
479	всем его	1	1
480	со временем	2	1
481	в поэзии	1	1
482	языка как	1	1
483	от других	1	1
484	аналогий с	1	1
485	тем сильнее	1	1
486	где бы	1	1
487	этом в	3	1
488	одно из	3	1
489	себе в	2	1
490	не для	1	1
491	а в	3	1
492	среди которых	1	1
493	не о	1	1
494	может служить	1	1
495	мы можем	1	1
496	у него	3	1
497	ставит себе	1	1
498	начале xix	1	1
499	в каждом	1	1
500	о каком	1	1
501	представляют собой	1	1
502	в исторической	1	1
503	написанными по	1	1
504	а на	1	1
505	за пределы	2	1
506	по большей	1	1
507	себя и	1	1
508	что для	2	1
509	то и	2	1
510	я нашел	1	1
511	себе о	1	1
512	из наиболее	2	1
513	вести о	1	1
514	одну из	2	1
515	не подлежит	1	1
516	на эту	1	1
517	было или	1	1
518	не те	1	1
519	в связи	4	1
520	и м	2	1
521	в последней	1	1
522	ни на	1	1
523	на чем	1	1
524	общего с	2	1
525	если оно	2	1
526	своих современников	1	1
527	что же	1	1
528	самого себя	3	1
529	легкой руки	2	1
530	да и	3	1
531	говоря уже	2	1
532	жизни в	1	1
533	на свете	1	1
534	быть не	1	1
535	моя не	1	1
536	что карамзин	1	1
537	и тому	1	1
538	в ранг	1	1
539	как нам	1	1
540	этом и	1	1
541	я от	2	1
542	уже тем	1	1
543	но для	1	1
544	которые были	1	1
545	при всем	3	1
546	писал в	2	1
547	уже на	1	1
548	и от	1	1
549	или в	1	1
550	а все	1	1
551	в отдельных	1	1
552	для нас	1	1
553	от него	1	1
554	и все	1	1
555	особых объяснений	1	1
556	пушкин совершенно	1	1
557	так называемых	2	1
558	у которого	1	1
559	а прежде	1	1
560	все они	2	1
561	же в	5	1
562	в свою	1	1
563	могли быть	1	1
564	в стихах	1	1
565	в моем	1	1
566	между ними	1	1
567	не говоря	2	1
568	языка на	1	1
569	едва ли	1	1
570	я это	1	1
571	отношению к	2	1
572	из этого	1	1
573	как историк	1	1
574	в трех	1	1
575	жизни и	3	1
576	пути к	1	1
577	но эти	1	1
578	к этой	1	1
579	а я	1	1
580	о себе	4	1
581	в своих	4	1
582	можно назвать	1	1
583	все что	1	1
584	том числе	1	1
585	ничего общего	1	1
586	гораздо более	1	1
587	которая не	2	1
