N	2gram	Potebnia_M_2	formyVre
259	если они	1	2
260	те же	3	2
261	здесь как	1	2
262	во многом	1	2
263	ту же	1	2
264	по сравнению	1	2
265	разумеется что	1	2
266	и вообще	3	2
267	с ним	5	2
268	и были	1	2
269	связь между	2	2
270	во втором	1	2
271	там где	4	2
272	не зная	2	2
273	того что	7	2
274	всякого рода	1	2
275	явления в	1	2
276	в стороне	1	2
277	есть в	2	2
278	уже в	5	2
279	если мы	3	2
280	его и	1	2
281	ни с	2	2
282	характер но	1	2
283	никто не	1	2
284	мы находим	2	2
285	но повторяем	1	2
286	не для	1	2
287	с этими	1	2
288	отношение к	1	2
289	к ним	1	2
290	не о	1	2
291	они с	3	2
292	отличие от	1	2
293	тем что	7	2
294	не были	1	2
295	с другой	6	2
296	далеко не	3	2
297	и прежде	1	2
298	в некоторых	4	2
299	одной стороны	3	2
300	что мы	11	2
301	здесь только	1	2
302	его на	2	2
303	к своему	1	2
304	влияния на	2	2
305	сравнению с	1	2
306	в течение	1	2
307	слова и	3	2
308	но для	1	2
309	вне его	1	2
310	в более	1	2
311	одна из	4	2
312	и может	3	2
313	как она	1	2
314	человек и	1	2
315	для нас	31	2
316	мы должны	2	2
317	хотя бы	2	2
318	ее в	1	2
319	или не	5	2
320	была бы	1	2
321	в свою	6	2
322	нет но	3	2
323	время не	1	2
324	в которой	5	2
325	можно назвать	2	2
326	образ того	1	1
327	я и	1	1
328	одним из	1	1
329	он произносит	1	1
330	указывает ему	1	1
331	он может	1	1
332	которого никто	1	1
333	они бегут	1	1
334	и есть	2	1
335	которое мы	3	1
336	тем же	3	1
337	когда это	2	1
338	и за	1	1
339	из всех	1	1
340	со всех	1	1
341	для своего	1	1
342	и само	1	1
343	бы в	2	1
344	на такие	2	1
345	и совсем	1	1
346	бы и	1	1
347	само слово	1	1
348	на себе	1	1
349	как я	1	1
350	из того	1	1
351	не совсем	3	1
352	для наших	1	1
353	пространство и	2	1
354	в народных	1	1
355	всех сторон	1	1
356	без которой	2	1
357	самом деле	2	1
358	оно совершенно	1	1
359	которые связаны	1	1
360	они имеют	2	1
361	но как	1	1
362	его во	1	1
363	и чужой	1	1
364	с собою	1	1
365	существование в	1	1
366	значение имеет	1	1
367	человек может	1	1
368	же мало	1	1
369	и поэтому	2	1
370	независимо от	9	1
371	значение у	1	1
372	что касается	1	1
373	однако не	1	1
374	мы положим	1	1
375	перед нами	1	1
376	могли бы	2	1
377	нами в	1	1
378	и наконец	1	1
379	и сам	1	1
380	один ряд	1	1
381	себе не	4	1
382	вносит в	1	1
383	и свою	1	1
384	сливается с	1	1
385	животных и	2	1
386	в разнообразных	1	1
387	что это	3	1
388	есть для	1	1
389	бы не	5	1
390	по которым	1	1
391	из этих	4	1
392	которые в	1	1
393	такое значение	1	1
394	самим человеком	1	1
395	человеке и	1	1
396	и тот	2	1
397	пространстве но	1	1
398	имеем в	1	1
399	сливаются с	1	1
400	на то	5	1
401	человек не	1	1
402	не следует	1	1
403	связанные с	2	1
404	сказать в	2	1
405	стремится к	1	1
406	о которой	3	1
407	нас этот	1	1
408	она входит	1	1
409	в человеческой	3	1
410	домов и	1	1
411	но вместе	2	1
412	здесь для	1	1
413	с чем	3	1
414	такого же	2	1
415	значительной степени	1	1
416	форма в	1	1
417	касается до	2	1
418	могла бы	3	1
419	как они	1	1
420	факт что	2	1
421	главным образом	4	1
422	имеют в	1	1
423	действует на	2	1
424	есть одна	1	1
425	них не	3	1
426	определяют как	1	1
427	это было	2	1
428	вместе со	2	1
429	дали и	1	1
430	например с	2	1
431	жизни что	1	1
432	и понимание	1	1
433	о которых	3	1
434	бы было	1	1
435	особенно на	1	1
436	человека при	1	1
437	той формы	1	1
438	форма и	1	1
439	должно быть	2	1
440	и тогда	3	1
441	себе все	1	1
442	лучше всего	1	1
443	в эту	3	1
444	что значит	1	1
445	во время	4	1
446	этом случае	1	1
447	и при	3	1
448	о такой	1	1
449	таким же	1	1
450	в народной	1	1
451	всяком случае	7	1
452	что дело	1	1
453	быть названы	1	1
454	не столько	2	1
455	оно стало	1	1
456	есть к	1	1
457	должны были	1	1
458	значение для	1	1
459	единство и	1	1
460	оно должно	3	1
461	страха и	1	1
462	с такою	2	1
463	теми же	1	1
464	и более	1	1
465	не должно	2	1
466	для нее	2	1
467	связей с	1	1
468	более общим	1	1
469	что происходит	1	1
470	тесную связь	1	1
471	человека есть	1	1
472	в таких	1	1
473	виду что	1	1
474	ними не	1	1
475	определенности и	2	1
476	тесная связь	1	1
477	например что	2	1
478	не вызывает	1	1
479	и имеет	1	1
480	находится в	3	1
481	необходимо предполагает	1	1
482	с нами	2	1
483	это описание	1	1
484	на те	1	1
485	ровно ничего	1	1
486	по своей	1	1
487	на природу	2	1
488	это слово	1	1
489	не нужен	1	1
490	существуют для	1	1
491	входят в	3	1
492	для нашей	1	1
493	с которой	1	1
494	у нас	2	1
495	от их	4	1
496	или только	1	1
497	к отдельным	1	1
498	пока не	1	1
499	ни был	2	1
500	теперь когда	1	1
501	и такие	1	1
502	похож на	1	1
503	про себя	1	1
504	отличается от	1	1
505	должны быть	4	1
506	что оно	4	1
507	его с	2	1
508	себя только	1	1
509	бы он	1	1
510	в каждом	2	1
511	день и	1	1
512	него как	1	1
513	и самое	1	1
514	не делает	1	1
515	существенное значение	1	1
516	же так	1	1
517	свою очередь	6	1
518	служит только	1	1
519	и сами	4	1
520	напротив они	1	1
521	были бы	1	1
522	нет никакой	1	1
523	возвращаться в	1	1
524	и человек	3	1
525	в себя	2	1
526	степени и	1	1
527	так в	4	1
528	как с	1	1
529	на том	1	1
530	и совершенно	1	1
531	уже за	1	1
532	в другом	2	1
533	из всего	1	1
534	было в	2	1
535	и которые	1	1
536	одном и	1	1
537	этим в	1	1
538	раз не	1	1
539	и выбора	1	1
540	они как	1	1
541	найдены для	1	1
542	с человеком	1	1
543	образом в	4	1
544	можно бы	2	1
545	бы новые	1	1
546	условиях не	1	1
547	и здесь	2	1
548	то они	1	1
549	этих условиях	1	1
550	о том	5	1
551	внимание на	2	1
552	для проявления	1	1
553	находятся в	1	1
554	и силы	2	1
555	мы понимаем	1	1
556	все в	1	1
557	в данных	1	1
558	будем называть	1	1
559	всего на	1	1
560	которой мы	2	1
561	на ее	1	1
562	от них	3	1
563	в ряд	1	1
564	на одном	1	1
565	и степень	1	1
566	и только	6	1
567	необходимых для	1	1
568	все стороны	1	1
569	даже на	1	1
570	в ту	1	1
571	и первое	1	1
572	может иметь	1	1
573	эти последние	2	1
574	которой и	1	1
575	тот же	5	1
576	время когда	1	1
577	что он	4	1
578	иначе если	1	1
579	ряд то	1	1
580	должен быть	1	1
581	когда нам	1	1
582	нам по	2	1
583	его вместе	1	1
584	их не	1	1
585	человека с	1	1
586	что из	1	1
587	так что	10	1
588	указать на	1	1
589	переходит в	1	1
590	с нею	2	1
591	в большинстве	1	1
592	и они	2	1
593	что во	2	1
594	первое и	1	1
595	они могли	1	1
596	при помощи	1	1
597	из них	5	1
598	человека на	1	1
599	он имеет	1	1
600	не связанных	1	1
601	о причинах	2	1
602	цели и	1	1
603	могло бы	1	1
604	сами по	7	1
605	к первой	2	1
606	мы можем	12	1
607	должны будем	1	1
608	которые могут	4	1
609	явлений в	1	1
610	всеми этими	1	1
611	них и	1	1
612	на деле	3	1
613	но за	1	1
614	быть для	2	1
615	это будет	3	1
616	и также	1	1
617	говорим о	1	1
618	себе они	1	1
619	с другим	1	1
620	что человек	1	1
621	сама по	2	1
622	и внешнее	1	1
623	к человеку	1	1
624	притом не	1	1
625	то и	9	1
626	ей не	1	1
627	а на	1	1
628	которых мы	3	1
629	и музыка	1	1
630	самое слово	1	1
631	не на	2	1
632	как ни	1	1
633	и том	1	1
634	на которые	1	1
635	пути или	1	1
636	если не	4	1
637	есть одно	1	1
638	порядок и	1	1
639	между собою	7	1
640	уже давно	1	1
641	наше внимание	1	1
642	начиная с	1	1
643	значение мы	1	1
644	мы говорим	3	1
645	не знал	1	1
646	другу и	1	1
647	она есть	2	1
648	когда мы	2	1
649	в последнем	1	1
650	смысле этого	3	1
651	в словах	3	1
652	бы его	1	1
653	в ряду	6	1
654	в человеческом	1	1
655	свойства и	1	1
656	все наше	1	1
657	распадается на	1	1
658	нам еще	1	1
659	этого слова	6	1
660	и полно	1	1
661	природу и	1	1
662	между прочим	4	1
663	этом и	1	1
664	различные степени	1	1
665	всегда строго	1	1
666	к другим	3	1
667	которые были	1	1
668	же значение	1	1
669	содержанием и	1	1
670	это уже	1	1
671	известной степени	1	1
672	слова но	2	1
673	явлений или	1	1
674	и от	3	1
675	которого они	1	1
676	в данное	2	1
677	но эти	2	1
678	от него	4	1
679	из себя	2	1
680	не более	1	1
681	связанных между	1	1
682	и ни	1	1
683	тем более	1	1
684	же оно	1	1
685	на одно	1	1
686	все они	1	1
687	но всегда	1	1
688	их жизни	1	1
689	он видит	1	1
690	его к	1	1
691	с ними	3	1
692	слово в	1	1
693	от всех	1	1
694	снова и	1	1
695	но когда	1	1
696	на ней	3	1
697	где он	1	1
698	два человека	1	1
699	время с	1	1
700	в своих	1	1
701	рядом со	1	1
702	им и	1	1
