N	2gram	Propp_Isto_6	formyVre
302	не имеют	1	1
303	в какой-то	1	1
304	должна быть	3	1
305	и больше	2	1
306	был и	1	1
307	кости и	1	1
308	и носят	1	1
309	тридевять земель	3	1
310	а как	1	1
311	есть не	1	1
312	со всех	1	1
313	это делают	2	1
314	что если	1	1
315	которую мы	1	1
316	большую роль	1	1
317	вопрос о	3	1
318	на место	3	1
319	выходит из	1	1
320	на эти	2	1
321	со смертью	1	1
322	он как	1	1
323	одновременно в	1	1
324	представлением о	2	1
325	время как	3	1
326	боя с	1	1
327	в полной	1	1
328	ни один	1	1
329	же что	1	1
330	всех сторон	1	1
331	там нет	1	1
332	в ней	5	1
333	беседует с	1	1
334	с его	4	1
335	я был	1	1
336	так для	1	1
337	все больше	2	1
338	и вопрос	1	1
339	могло быть	2	1
340	нем мы	1	1
341	высокие горы	1	1
342	связанного с	1	1
343	отличие от	1	1
344	природа в	1	1
345	как говорит	1	1
346	первый взгляд	1	1
347	такую большую	1	1
348	до его	1	1
349	что как	1	1
350	в него	3	1
351	однако не	1	1
352	в полном	1	1
353	они дают	1	1
354	когда он	3	1
355	его к	1	1
356	быть объяснена	1	1
357	для которой	1	1
358	следующим образом	1	1
359	и этим	5	1
360	ступени развития	1	1
361	как то	1	1
362	формы в	1	1
363	совершенно чуждо	1	1
364	так в	6	1
365	учение о	1	1
366	самая распространенная	1	1
367	им в	1	1
368	и тот	1	1
369	античности в	1	1
370	и те	2	1
371	ее как	1	1
372	дальше и	1	1
373	в случае	1	1
374	вообще не	3	1
375	мире по	1	1
376	мы можем	7	1
377	не значит	1	1
378	не как	1	1
379	образом и	2	1
380	в мифах	4	1
381	мифы о	1	1
382	на его	4	1
383	и сказал	1	1
384	чтобы в	1	1
385	смертью в	1	1
386	как солнце	1	1
387	так например	3	1
388	они на	1	1
389	одно и	1	1
390	но все	2	1
391	от нее	2	1
392	об этом	1	1
393	на этой	2	1
394	и показывается	1	1
395	рассматриваются как	1	1
396	мире как	1	1
397	в преисподней	2	1
398	и тем	4	1
399	чаще всего	5	1
400	и каждый	1	1
401	ни в	2	1
402	связь его	2	1
403	и уничтожает	1	1
404	о которых	1	1
405	поставлен на	1	1
406	новые формы	1	1
407	он и	2	1
408	когда я	1	1
409	становится и	2	1
410	чем в	1	1
411	ключ к	1	1
412	мы не	6	1
413	такой же	3	1
414	за тридевять	3	1
415	в один	1	1
416	об особом	1	1
417	на островах	3	1
418	в своей	3	1
419	видели в	2	1
420	за которым	1	1
421	страны в	1	1
422	не столько	1	1
423	миф объясняет	1	1
424	он весь	1	1
425	от его	1	1
426	и также	1	1
427	живут в	1	1
428	которые в	2	1
429	другом и	1	1
430	и эти	5	1
431	мира на	1	1
432	без всяких	2	1
433	борьбу с	1	1
434	однако в	2	1
435	где нет	2	1
436	далее теперь	1	1
437	в землю	1	1
438	сам он	1	1
439	тому что	1	1
440	что те	1	1
441	что есть	1	1
442	начиная от	2	1
443	чистом виде	1	1
444	при всех	1	1
445	которые или	1	1
446	в таких	1	1
447	не имеет	2	1
448	одна из	2	1
449	на него	2	1
450	когда они	1	1
451	и силой	1	1
452	фольклор этот	1	1
453	это мы	2	1
454	мертвых в	1	1
455	была сделана	1	1
456	правда в	1	1
457	под этим	1	1
458	этих двух	1	1
459	в форму	2	1
460	или как	2	1
461	как она	1	1
462	такая же	1	1
463	за исключением	1	1
464	на одной	1	1
465	особо отмечаем	1	1
466	только с	1	1
467	уже и	1	1
468	иногда подчеркивается	1	1
469	в стиле	1	1
470	и здесь	1	1
471	герой убивает	2	1
472	начиная с	1	1
473	не могут	1	1
474	когда мы	2	1
475	смерти причем	1	1
476	как только	3	1
477	этому миру	1	1
478	его с	3	1
479	бы он	1	1
480	в наши	1	1
481	сказать что	3	1
482	оно не	1	1
483	где он	2	1
484	из чрева	1	1
485	приходит к	3	1
486	на помощь	1	1
487	себе в	4	1
488	землей то	1	1
489	с ее	1	1
490	но при	2	1
491	связи со	1	1
492	в ее	1	1
493	данном случае	3	1
494	нами выше	1	1
495	него самого	1	1
496	то время	3	1
497	и сам	2	1
498	иной мир	3	1
499	здесь он	1	1
500	здесь как	1	1
501	с собой	2	1
502	еще в	3	1
503	этим в	2	1
504	о природе	1	1
505	могла быть	1	1
506	имеется в	3	1
507	что от	1	1
508	если бы	3	1
509	с человеком	1	1
510	и таинственного	1	1
511	на море	1	1
512	них не	1	1
513	вижу говорит	1	1
514	сводится к	2	1
515	и живой	1	1
516	мыслится ли	1	1
517	вот почему	3	1
518	также уже	1	1
519	и поэтому	1	1
520	но мы	2	1
521	никак не	1	1
522	и что	5	1
523	родился на	1	1
524	и движения	1	1
525	преисподней в	1	1
526	совершенно ясна	3	1
527	аналогии с	1	1
528	там же	3	1
529	между тем	1	1
530	можно видеть	1	1
531	на одном	1	1
532	говорит он	2	1
533	помощь ему	1	1
534	бы поставить	1	1
535	представления о	10	1
536	он что	1	1
537	что смерть	2	1
538	по своей	1	1
539	землю и	1	1
540	не решается	1	1
541	стиль в	1	1
542	что даже	1	1
543	ли он	1	1
544	из многих	1	1
545	как нечто	1	1
546	должен быть	1	1
547	поэтому и	1	1
548	всех его	2	1
549	и ее	3	1
550	здесь с	1	1
551	по этому	1	1
552	больше чем	1	1
553	тот или	1	1
554	именно на	2	1
555	по другим	1	1
556	есть в	1	1
557	то и	2	1
558	борьбы с	3	1
559	же от	1	1
560	в виде	6	1
561	еще одну	2	1
562	а это	1	1
563	здесь же	4	1
564	рассказывает о	1	1
565	глаза и	1	1
566	был бы	1	1
567	стороны оно	1	1
568	и получить	1	1
569	и вместе	1	1
570	ее на	2	1
571	в очень	4	1
572	из приведенных	1	1
573	никого не	2	1
574	приведенных случаях	1	1
575	чем идти	1	1
576	было первым	1	1
577	что тот	1	1
578	после смерти	2	1
579	близок к	2	1
580	еще и	1	1
581	такое же	1	1
582	знакомых нам	1	1
583	что не	2	1
584	попал в	3	1
585	на этот	1	1
586	в воздухе	1	1
587	другой стороны	8	1
588	его как	1	1
589	одну из	4	1
590	огонь а	1	1
591	или с	1	1
592	под влиянием	1	1
593	несмотря на	1	1
594	но как	4	1
595	но что	1	1
596	мог быть	1	1
597	где эта	1	1
598	на голове	1	1
599	места для	1	1
600	во всю	1	1
601	в цикле	1	1
602	их к	1	1
603	при переходе	1	1
604	этих случаях	1	1
605	одной стороны	7	1
606	души пока	1	1
607	в страну	1	1
608	это есть	1	1
609	в тех	3	1
610	ее во	1	1
611	такою же	1	1
612	быть только	2	1
613	островах и	1	1
614	в уже	2	1
615	этого слова	1	1
616	и половой	1	1
617	видно что	2	1
618	в так	1	1
619	между прочим	1	1
620	когда жители	2	1
621	вокруг него	3	1
622	из него	2	1
623	тех же	1	1
624	например у	3	1
625	же представление	2	1
626	мы найдем	2	1
627	указать на	1	1
628	для такого	1	1
629	должны быть	2	1
630	на время	1	1
631	а все	1	1
632	он за	1	1
633	воду и	1	1
634	из себя	1	1
635	не огонь	1	1
636	здесь по	1	1
637	бы в	1	1
638	обращение к	1	1
639	переносится в	1	1
640	на более	3	1
641	еще никогда	1	1
642	юношей и	1	1
643	есть здесь	1	1
644	друга но	1	1
645	от ее	1	1
646	он же	1	1
647	не похожи	1	1
648	в свою	1	1
649	всего мира	1	1
650	потусторонний мир	2	1
651	в большом	1	1
652	состоит из	1	1
653	для борьбы	2	1
654	в отдельности	1	1
655	бы ни	1	1
656	дело с	1	1
657	это на	1	1
658	мужчин или	1	1
659	живого и	1	1
660	на своем	4	1
661	частности в	1	1
662	в таком	1	1
663	в загробном	1	1
664	этой точки	1	1
665	они не	3	1
