N	2gram	Tiupa_Hudo_1	VrazhdaK
268	быть может	1	1
269	вышел в	1	1
270	и эстетический	1	1
271	это была	1	1
272	вопросу о	1	1
273	к нему	3	1
274	во всех	3	1
275	преступлении и	1	1
276	говорить об	1	1
277	я думаю	2	1
278	из своего	1	1
279	во всей	3	1
280	в форме	4	1
281	крайней мере	1	1
282	в другой	1	1
283	новая форма	1	1
284	вслед за	1	1
285	также в	1	1
286	человека как	1	1
287	в литературе	1	1
288	к которому	4	1
289	этом смысле	3	1
290	один из	2	1
291	но с	1	1
292	он уже	1	1
293	сложности и	1	1
294	в качестве	24	1
295	себя в	7	1
296	писал об	1	1
297	на свое	1	1
298	в душе	8	1
299	что для	1	1
300	говорит о	1	1
301	никто не	2	1
302	узнает в	1	1
303	в известной	1	1
304	мы находим	1	1
305	в одном	2	1
306	ее не	1	1
307	лишь один	1	1
308	в особенности	1	1
309	с другой	7	1
310	именно в	2	1
311	такое же	1	1
312	души и	1	1
313	основного смысла	1	1
314	любви она	1	1
315	прежде всего	4	1
316	в соответствии	1	1
317	в рассказе	3	1
318	одну из	1	1
319	что из	1	1
320	не об	1	1
321	и литературные	1	1
322	в частности	13	1
323	человека к	3	1
324	из которых	1	1
325	может как	1	1
326	этого типа	1	1
327	и маргариты	2	1
328	того что	4	1
329	романе достоевского	1	1
330	я с	5	1
331	над тем	1	1
332	известном смысле	1	1
333	в условиях	1	1
334	но для	1	1
335	к вопросу	1	1
336	более того	1	1
337	и от	1	1
338	но на	1	1
339	наполеона в	1	1
340	котором он	1	1
341	и другими	1	1
342	о котором	1	1
343	тот кто	2	1
344	хотя и	3	1
345	бы в	1	1
346	в литературной	1	1
347	можно признать	1	1
348	отношении к	2	1
349	нам не	1	1
350	судьбы они	1	1
351	о своем	1	1
352	быть и	2	1
353	другой стороны	5	1
354	автора в	1	1
355	его произведений	1	1
356	из этого	2	1
357	только о	2	1
358	героя в	1	1
359	жизни и	1	1
360	и наказании	1	1
361	в таком	1	1
362	точно так	1	1
363	все что	1	1
364	они не	1	1
