N	2gram	Trubetskoy_1	Problema
179	есть не	1	2
180	не во	1	2
181	единство и	1	2
182	себя свою	1	2
183	не вполне	3	2
184	я не	2	2
185	оно может	1	2
186	столь же	5	2
187	с его	1	2
188	но как	2	2
189	а только	1	2
190	себя все	1	2
191	в истории	3	2
192	дело идет	1	2
193	как к	5	2
194	и у	4	2
195	что это	5	2
196	бы не	1	2
197	ни одна	1	2
198	нами в	1	2
199	и те	2	2
200	на то	9	2
201	а к	2	2
202	не следует	1	2
203	оно было	1	2
204	где находится	2	2
205	он должен	2	2
206	понятий и	1	2
207	в корне	1	2
208	на этом	2	2
209	всех своих	1	2
210	в каждом	1	2
211	здесь мы	1	2
212	ценности и	2	2
213	лишь в	5	2
214	и других	2	2
215	о которых	6	2
216	и конец	4	2
217	на первый	2	2
218	и при	6	2
219	и более	2	2
220	том же	4	2
221	и вообще	3	2
222	случае мы	1	2
223	этой области	4	2
224	что эта	4	2
225	она не	2	2
226	дело в	1	2
227	одна из	2	2
228	того чтобы	8	2
229	в самой	2	2
230	и весь	1	2
231	во всем	3	2
232	а лишь	2	2
233	связи с	4	2
234	следует что	2	2
235	у нас	3	2
236	не могут	4	2
237	есть только	1	2
238	отличается от	6	2
239	же самое	1	2
240	что оно	3	2
241	для того	8	2
242	должен быть	1	2
243	и художественное	1	2
244	что все	5	2
245	только при	2	2
246	нами выше	1	2
247	в себя	2	2
248	базой для	1	2
249	ибо только	1	2
250	психический процесс	1	2
251	является конечно	1	2
252	в другом	2	2
253	другими словами	2	2
254	и что	8	2
255	положении находится	1	2
256	в значительной	1	2
257	от них	1	2
258	выше в	1	2
259	в лучшем	1	2
260	например при	1	2
261	того что	6	2
262	в современной	1	2
263	что он	7	2
264	и ее	2	2
265	в нашей	1	2
266	в виде	4	2
267	в начале	2	2
268	но совершенно	1	2
269	что и	7	2
270	вовсе не	2	2
271	случае не	1	2
272	которые могут	2	2
273	тем что	1	2
274	чем в	3	2
275	или иной	1	2
276	связаны с	1	2
277	и пр	1	2
278	не было	2	2
279	но лишь	1	2
280	в связи	3	2
281	именно поэтому	1	2
282	в частности	2	2
283	из которых	4	2
284	к своему	1	2
285	по существу	6	2
286	других областях	1	2
287	лучшем случае	1	2
288	в культуре	1	2
289	основных понятий	1	2
290	о котором	7	2
291	не более	2	2
292	мы должны	4	2
293	ибо в	4	2
294	целом в	1	2
295	в этих	3	2
296	в равной	1	2
297	в свою	2	2
298	была бы	1	2
299	к его	1	2
300	и другие	1	2
301	в своих	2	2
302	и эта	1	2
303	к этому	5	2
304	бы все	1	1
305	а между	8	1
306	находить в	1	1
307	лишь после	1	1
308	чувствовать себя	1	1
309	все остальное	1	1
310	а из	1	1
311	тех же	2	1
312	это и	1	1
313	который можно	1	1
314	этого положения	1	1
315	от самого	1	1
316	от своей	2	1
317	в первом	1	1
318	из его	1	1
319	исходит из	1	1
320	все те	1	1
321	из всех	5	1
322	общих чертах	1	1
323	вопрос о	3	1
324	почти все	2	1
325	так чтобы	2	1
326	время как	1	1
327	на себя	1	1
328	причем это	1	1
329	с ее	2	1
330	бы ни	1	1
331	хотя конечно	1	1
332	собою и	1	1
333	и самого	1	1
334	стороны его	1	1
335	иное как	1	1
336	время в	1	1
337	культурной ценности	2	1
338	по своему	5	1
339	а следовательно	1	1
340	различия между	3	1
341	культуры тем	1	1
342	в общем	6	1
343	более широкие	1	1
344	вступают в	2	1
345	более как	2	1
346	себе и	1	1
347	которые не	3	1
348	ибо на	1	1
349	все остальные	1	1
350	и где	2	1
351	тот который	1	1
352	целый ряд	4	1
353	что по	3	1
354	к культуре	14	1
355	и продолжают	1	1
356	есть ли	1	1
357	другом случае	1	1
358	психологии и	1	1
359	то в	2	1
360	которых идет	3	1
361	не приходится	1	1
362	нужно только	1	1
363	ни один	3	1
364	а вследствие	1	1
365	и я	1	1
366	то время	2	1
367	что так	1	1
368	в этой	6	1
369	не различается	1	1
370	только один	2	1
371	если он	2	1
372	не могла	1	1
373	перенесенной на	1	1
374	и если	6	1
375	он найдет	1	1
376	как оно	1	1
377	они совершенно	1	1
378	стало возможным	1	1
379	всех этих	4	1
380	нее и	1	1
381	и социальной	2	1
382	в узком	1	1
383	в принципе	1	1
384	и вот	1	1
385	широком смысле	2	1
386	характер в	1	1
387	может занять	1	1
388	ко всякой	1	1
389	его можно	1	1
390	видит и	1	1
391	становится как	1	1
392	всех отношениях	1	1
393	от нее	2	1
394	этом последнем	1	1
395	в одну	4	1
396	культуры но	1	1
397	они должны	3	1
398	в совершенно	3	1
399	мы уже	4	1
400	нашем случае	2	1
401	зрения на	1	1
402	это было	1	1
403	или просто	1	1
404	мы указывали	1	1
405	истории и	1	1
406	характер не	1	1
407	ведь в	1	1
408	борьбе за	1	1
409	в один	2	1
410	нет в	2	1
411	она и	1	1
412	разобранные нами	1	1
413	в общей	2	1
414	всеми другими	1	1
415	их взаимоотношения	1	1
416	этого не	1	1
417	с тем	2	1
418	и уже	2	1
419	их лишь	1	1
420	потому и	2	1
421	области между	1	1
422	которую он	2	1
423	можно найти	1	1
424	на ступени	1	1
425	по сравнению	5	1
426	еще нет	1	1
427	к одному	1	1
428	равной мере	1	1
429	в которых	2	1
430	мысли и	1	1
431	ученый но	1	1
432	является только	1	1
433	и эти	1	1
434	том и	2	1
435	однако в	1	1
436	находясь на	1	1
437	так называемого	5	1
438	тому что	2	1
439	они довольно	1	1
440	всех их	1	1
441	каждого отдельного	1	1
442	можно ли	2	1
443	человека но	1	1
444	что с	5	1
445	но для	2	1
446	как о	1	1
447	что их	3	1
448	идет в	1	1
449	иметь в	1	1
450	ставит его	1	1
451	та или	1	1
452	может только	1	1
453	следовательно и	1	1
454	общей борьбе	1	1
455	не имели	1	1
456	и без	5	1
457	именно с	1	1
458	этих двух	2	1
459	или иная	1	1
460	только когда	1	1
461	очень мало	2	1
462	во всей	1	1
463	не ставит	1	1
464	его он	1	1
465	в сознании	6	1
466	в процессе	2	1
467	уже и	3	1
468	ли это	1	1
469	однако это	2	1
470	и со	1	1
471	уже о	1	1
472	данного произведения	1	1
473	понимание но	1	1
474	мы все	2	1
475	под словом	1	1
476	зрения одной	1	1
477	основаны на	3	1
478	два момента	1	1
479	даже и	1	1
480	своем целом	2	1
481	некоторой степени	1	1
482	приходит к	1	1
483	из всего	1	1
484	стороны все	1	1
485	к такому	2	1
486	иной чем	2	1
487	как не	2	1
488	свою очередь	2	1
489	и лингвистическое	1	1
490	на нем	1	1
491	говоря уже	1	1
492	без всякого	1	1
493	точками зрения	1	1
494	в в	4	1
495	если в	1	1
496	за пределами	1	1
497	каждый раз	1	1
498	или для	1	1
499	своей материальной	2	1
500	идет речь	8	1
501	как с	1	1
502	на том	2	1
503	что у	2	1
504	на нее	2	1
505	иногда в	1	1
506	не были	1	1
507	все соки	1	1
508	строго говоря	1	1
509	что под	2	1
510	культура есть	1	1
511	образом в	3	1
512	самом широком	1	1
513	настоящее время	2	1
514	культуре не	1	1
515	должна бы	1	1
516	для нас	3	1
517	но последовательно	1	1
518	всегда может	1	1
519	чем тот	1	1
520	нем не	1	1
521	ее от	1	1
522	вся эта	1	1
523	это имеет	1	1
524	во втором	2	1
525	таким путем	1	1
526	которые совершенно	1	1
527	в глазах	2	1
528	них в	2	1
529	ими из	1	1
530	и следовательно	1	1
531	возможно лишь	2	1
532	быть и	5	1
533	на которой	1	1
534	к которой	3	1
535	сомнению что	3	1
536	этот вопрос	2	1
537	к их	1	1
538	к психологии	2	1
539	они могут	2	1
540	между этими	2	1
541	не происходит	1	1
542	в меньшей	1	1
543	для всех	1	1
544	есть в	2	1
545	со своим	1	1
546	уже не	1	1
547	только на	1	1
548	вследствие отсутствия	1	1
549	приобщиться к	2	1
550	речь в	1	1
551	из них	5	1
552	нас при	1	1
553	ними на	1	1
554	который как	1	1
555	для него	2	1
556	ее не	1	1
557	к ним	2	1
558	может служить	3	1
559	друг друга	2	1
560	только с	1	1
561	на их	1	1
562	гораздо сложнее	1	1
563	личности творца	1	1
564	им нужно	1	1
565	и стремление	1	1
566	именно как	1	1
567	а эта	1	1
568	с другим	1	1
569	до сих	8	1
570	или иначе	5	1
571	именно в	5	1
572	и между	1	1
573	или о	1	1
574	только что	3	1
575	не создает	1	1
576	а на	1	1
577	а наоборот	3	1
578	создания и	1	1
579	до конца	1	1
580	культуры как	3	1
581	не совсем	1	1
582	этой главы	1	1
583	одну из	1	1
584	на эту	1	1
585	всех других	2	1
586	что мы	4	1
587	за каждым	1	1
588	вместе с	6	1
589	так же	8	1
590	и особенно	2	1
591	в историю	1	1
592	но этот	1	1
593	направление в	1	1
594	ибо это	1	1
595	если так	1	1
596	должны подчиниться	2	1
597	сравнению с	5	1
598	есть они	1	1
599	образом и	2	1
600	смысле этого	1	1
601	есть как	1	1
602	в тот	1	1
603	эта переоценка	1	1
604	быть не	1	1
605	мы сказали	3	1
606	языка то	1	1
607	этого слова	2	1
608	благодаря этому	1	1
609	сих пор	8	1
610	которые имеют	1	1
611	эти ценности	1	1
612	особый характер	1	1
613	на самой	1	1
614	и часто	1	1
615	живет и	1	1
616	и может	3	1
617	к тому	8	1
618	не подлежит	3	1
619	в результате	9	1
620	лишь самое	1	1
621	в настоящее	2	1
622	вся культура	1	1
623	ее и	3	1
624	это может	2	1
625	бы в	3	1
626	еще более	1	1
627	с понятием	1	1
628	в одинаковой	1	1
629	я в	2	1
630	а рядом	1	1
631	как человек	1	1
632	все только	1	1
633	жизни в	1	1
634	но если	2	1
635	не говоря	1	1
636	слагается из	3	1
637	значительной своей	1	1
638	из этого	6	1
639	ее нет	1	1
640	но именно	1	1
641	в которой	5	1
642	служить базой	1	1
643	к чисто	1	1
644	быть признана	2	1
645	которой я	1	1
646	жизни и	2	1
647	при оценке	1	1
648	нет что	1	1
