N	2gram	Vinokur_Vv_1	Psycholo
246	которая существует	1	3
247	и другие	1	3
248	по поводу	1	3
249	это в	2	3
250	к этому	3	3
251	от этой	1	2
252	же как	3	2
253	того же	3	2
254	это и	1	2
255	почти не	1	2
256	из самых	1	2
257	отношения между	1	2
258	и до	2	2
259	что эти	1	2
260	должна быть	2	2
261	отношения к	1	2
262	а как	3	2
263	что между	1	2
264	что иное	4	2
265	для нашей	1	2
266	собой в	2	2
267	он был	1	2
268	между собой	1	2
269	иное как	5	2
270	во всех	2	2
271	различия между	1	2
272	на самом	1	2
273	совсем не	3	2
274	по отношению	4	2
275	очевидно что	1	2
276	себе и	2	2
277	отличие от	3	2
278	в центре	4	2
279	в одной	1	2
280	с этим	2	2
281	на картине	1	2
282	что по	1	2
283	бы сказать	1	2
284	все эти	3	2
285	вопроса о	1	2
286	как он	6	2
287	именно из	1	2
288	и вот	3	2
289	том чтобы	6	2
290	одной и	2	2
291	даже прямо	1	2
292	но все	3	2
293	в каждом	4	2
294	как они	1	2
295	а затем	1	2
296	и с	2	2
297	говорил что	1	2
298	искусства в	1	2
299	из них	3	2
300	материал для	3	2
301	только о	2	2
302	о которых	2	2
303	все равно	1	2
304	осуществляется в	1	2
305	говорится о	1	2
306	чем в	3	2
307	должно быть	2	2
308	и того	2	2
309	одного и	2	2
310	бы на	1	2
311	и при	2	2
312	просто и	1	2
313	это делает	2	2
314	в котором	4	2
315	с точки	2	2
316	мы называем	2	2
317	в отличие	3	2
318	в которых	6	2
319	и той	2	2
320	влечет за	2	2
321	любви и	1	2
322	в отношении	2	2
323	в то	5	2
324	дело в	3	2
325	того как	3	2
326	к этим	1	2
327	и так	1	2
328	преимущественно в	2	2
329	увидеть что	1	2
330	в полной	1	2
331	искусство которое	1	2
332	во всем	2	2
333	и чувства	1	2
334	входят в	1	2
335	все то	1	2
336	есть только	2	2
337	отличается от	1	2
338	если же	2	2
339	должен быть	4	2
340	которого мы	2	2
341	в себя	1	2
342	говорится что	1	2
343	на том	3	2
344	принять во	2	2
345	не с	2	2
346	мог бы	2	2
347	еще в	1	2
348	понятно что	3	2
349	и даже	5	2
350	ничего не	2	2
351	или иной	1	2
352	нас и	1	2
353	понять как	1	2
354	следует понимать	1	2
355	и та	1	2
356	можно сказать	3	2
357	пор пока	1	2
358	тем мы	1	2
359	связь между	4	2
360	места и	1	2
361	это может	2	2
362	но во	1	2
363	самом процессе	1	2
364	говорит он	2	2
365	в форме	2	2
366	которые он	1	2
367	тех пор	1	2
368	как например	5	2
369	этом смысле	11	2
370	быть и	2	2
371	в большей	7	2
372	обе эти	2	2
373	внутреннее противоречие	1	2
374	что даже	2	2
375	в качестве	7	2
376	связи с	3	2
377	каким образом	1	2
378	речь в	4	2
379	не дает	1	2
380	дает ему	1	2
381	мы знаем	1	2
382	представить себе	5	2
383	мы находим	1	2
384	в одном	4	2
385	само по	3	2
386	даже и	3	2
387	представляют собой	6	2
388	с той	1	2
389	обратить внимание	2	2
390	остается еще	1	2
391	и эта	1	2
392	до конца	3	2
393	фантазии и	1	2
394	или с	1	2
395	с помощью	1	2
396	это значит	1	2
397	противоположный тому	1	2
398	в течение	5	2
399	чтобы увидеть	1	2
400	в положении	1	2
401	по существу	2	2
402	с этой	4	2
403	этом случае	6	2
404	все это	6	2
405	которых он	1	2
406	от той	1	2
407	своего материала	1	2
408	той или	1	2
409	то о	2	2
410	находит свое	1	2
411	конце концов	2	2
412	же в	1	2
413	для читателя	1	2
414	давно уже	1	2
415	до тех	1	2
416	есть то	1	2
417	между ними	2	2
418	противоречий и	1	2
419	не что	4	2
420	удалось показать	1	2
421	себе не	1	2
422	но еще	1	2
423	гораздо более	3	2
424	смысле слова	7	1
425	речь идет	2	1
426	как говорят	2	1
427	одним из	5	1
428	например в	2	1
429	связана с	4	1
430	в такой	1	1
431	языку и	1	1
432	проблемы в	1	1
433	только потому	1	1
434	который можно	1	1
435	и принципиально	1	1
436	на две	1	1
437	из его	2	1
438	выражается в	1	1
439	др в	1	1
440	вкладывает в	1	1
441	вся она	1	1
442	и за	1	1
443	это требуется	1	1
444	своих исследованиях	1	1
445	еще на	1	1
446	самое же	2	1
447	том не	1	1
448	предметом его	1	1
449	содержание но	1	1
450	на такие	1	1
451	можно различить	1	1
452	в составе	1	1
453	разобраться в	1	1
454	так называемые	1	1
455	себе что	3	1
456	и говорить	1	1
457	большей частью	1	1
458	его словам	1	1
459	наоборот как	1	1
460	взгляде на	2	1
461	в чем	4	1
462	этим не	1	1
463	составляет высшую	1	1
464	возможности и	1	1
465	ними в	1	1
466	то мы	1	1
467	как если	1	1
468	могло быть	1	1
469	но как	2	1
470	сверх этого	1	1
471	а только	8	1
472	связано с	1	1
473	которых как	1	1
474	искусство в	1	1
475	отношение к	3	1
476	важное для	1	1
477	не просто	4	1
478	или иное	1	1
479	из важнейших	1	1
480	теперь не	1	1
481	форме и	1	1
482	значительной мере	1	1
483	которые не	1	1
484	общего с	1	1
485	от содержания	1	1
486	дает нам	1	1
487	с такого	1	1
488	средством к	1	1
489	что нет	2	1
490	еще и	3	1
491	каждой области	1	1
492	приводят к	1	1
493	нас с	1	1
494	хотя и	3	1
495	в действительности	1	1
496	от этого	5	1
497	искусство и	2	1
498	психологии и	1	1
499	за собой	3	1
500	идея и	1	1
501	та же	1	1
502	бы с	1	1
503	представляет собой	12	1
504	его содержания	1	1
505	тем лучше	1	1
506	большей части	2	1
507	что так	1	1
508	учение о	2	1
509	ни одна	2	1
510	то обстоятельство	1	1
511	в известном	3	1
512	остановиться на	1	1
513	и тот	1	1
514	имеем в	1	1
515	тому же	1	1
516	во многих	1	1
517	так сказать	1	1
518	этот процесс	3	1
519	с чем	2	1
520	больше всего	1	1
521	бы этого	1	1
522	задний план	1	1
523	главным образом	1	1
524	время и	1	1
525	о которой	2	1
526	собственном смысле	2	1
527	и вообще	3	1
528	только тем	1	1
529	есть та	1	1
530	в подлиннике	1	1
531	что никакой	1	1
532	не к	2	1
533	разумеется на	1	1
534	с должной	1	1
535	существует и	1	1
536	по своему	5	1
537	что тут	1	1
538	но вместе	2	1
539	языком и	1	1
540	его от	1	1
541	не бывает	2	1
542	и наоборот	2	1
543	такого же	2	1
544	должно служить	1	1
545	подход к	1	1
546	они должны	1	1
547	различие между	1	1
548	это состоит	1	1
549	на этой	3	1
550	в дополнение	1	1
551	того или	1	1
552	на протяжении	2	1
553	он есть	1	1
554	обычно и	2	1
555	сказывается в	1	1
556	в жизни	1	1
557	этого становится	1	1
558	том насколько	1	1
559	но уже	2	1
560	этого слова	2	1
561	ни одной	1	1
562	уклонением от	1	1
563	оно имеет	1	1
564	что содержание	1	1
565	здесь все	2	1
566	за ним	1	1
567	не мог	2	1
568	со всей	3	1
569	в эту	1	1
570	как некоторое	1	1
571	именно он	1	1
572	говорится у	2	1
573	будет в	2	1
574	что такое	10	1
575	которая имеет	1	1
576	в следующем	1	1
577	то для	1	1
578	что всякий	1	1
579	некоторой части	1	1
580	из которой	1	1
581	совершенно понятно	1	1
582	представление о	1	1
583	искусству но	1	1
584	что сюда	1	1
585	от себя	3	1
586	можно применить	1	1
587	мы теперь	1	1
588	для объяснения	2	1
589	не менее	8	1
590	не раз	1	1
591	точку зрения	1	1
592	в россии	1	1
593	по крайней	4	1
594	эти области	4	1
595	на другую	1	1
596	надо сказать	1	1
597	есть еще	2	1
598	искусства по	1	1
599	верным в	1	1
600	бы нас	1	1
601	этой работы	3	1
602	же мы	1	1
603	и очень	1	1
604	что чем	2	1
605	нет никакого	1	1
606	что сказано	3	1
607	если и	1	1
608	иной раз	2	1
609	представляющие собой	1	1
610	на котором	2	1
611	тогда когда	3	1
612	ее с	1	1
613	мы помним	1	1
614	которого он	1	1
615	и искусство	1	1
616	и отдельных	1	1
617	в самых	1	1
618	это еще	2	1
619	не могло	1	1
620	он мог	3	1
621	вытекает из	1	1
622	не имеет	4	1
623	заключены в	1	1
624	в разных	5	1
625	под этим	1	1
626	из четырех	1	1
627	несомненно очень	1	1
628	обратим внимание	1	1
629	которые и	1	1
630	в русском	1	1
631	связь и	1	1
632	и является	1	1
633	не принадлежит	1	1
634	исходный пункт	2	1
635	только с	3	1
636	в области	4	1
637	ему не	1	1
638	факта что	1	1
639	к таким	1	1
640	обстоятельство что	1	1
641	в остальных	1	1
642	искусстве то	1	1
643	прямо говорит	1	1
644	его нужно	1	1
645	большей мере	4	1
646	и другой	1	1
647	чтобы сделать	1	1
648	лежит в	2	1
649	должны быть	1	1
650	содержанием и	1	1
651	виде как	1	1
652	для такого	1	1
653	русском языке	1	1
654	этого и	1	1
655	имеет еще	1	1
656	факте что	1	1
657	привычным в	1	1
658	в работах	2	1
659	в применении	6	1
660	именно эту	1	1
661	нас от	1	1
662	это единство	1	1
663	как не	1	1
664	свою очередь	1	1
665	как один	1	1
666	здесь не	2	1
667	без всякого	1	1
668	только при	1	1
669	уже потому	1	1
670	и от	1	1
671	на чрезвычайно	1	1
672	в собственном	2	1
673	то или	1	1
674	коренным образом	1	1
675	и этим	1	1
676	только то	1	1
677	на той	1	1
678	действительно по	2	1
679	это могут	1	1
680	значение в	2	1
681	уяснить себе	1	1
682	то как	1	1
683	в фактах	1	1
684	проблем и	1	1
685	и которые	1	1
686	здесь нет	4	1
687	к самой	2	1
688	вот если	1	1
689	по тому	1	1
690	и трудно	1	1
691	по признаку	2	1
692	ними и	1	1
693	в построении	1	1
694	дальнейшего развития	1	1
695	из основных	1	1
696	с полным	1	1
697	мере что	1	1
698	другом месте	2	1
699	и т.д	4	1
700	имеем дело	1	1
701	другими словами	1	1
702	говорит об	1	1
703	к действительности	2	1
704	после того	2	1
705	в значительной	2	1
706	каждом данном	2	1
707	из различных	1	1
708	в конечном	1	1
709	это изменение	1	1
710	к нему	2	1
711	язык и	3	1
712	том или	1	1
713	между тем	8	1
714	отрицательный ответ	1	1
715	однако с	2	1
716	нуждается в	2	1
717	так возникает	1	1
718	оно составляет	1	1
719	крайней мере	4	1
720	и содержания	1	1
721	вообще и	3	1
722	же ясно	1	1
723	он рассматривает	1	1
724	в каких	1	1
725	прямо противоположный	1	1
726	на которой	1	1
727	в новой	1	1
728	достигает того	1	1
729	одной из	3	1
730	однако в	3	1
731	в какой	4	1
732	то в	1	1
733	в стороне	1	1
734	всех его	1	1
735	или же	3	1
736	и ее	4	1
737	времени как	1	1
738	с которыми	1	1
739	себя в	2	1
740	на всем	1	1
741	уже не	5	1
742	когда говорил	2	1
743	дать ответ	2	1
744	в виде	4	1
745	в начале	3	1
746	от других	2	1
747	этого процесса	1	1
748	или даже	1	1
749	при помощи	2	1
750	но совершенно	1	1
751	его и	1	1
752	его школой	1	1
753	внутренних противоречий	1	1
754	его из	1	1
755	которые служат	1	1
756	не сам	1	1
757	слова в	1	1
758	которые одновременно	1	1
759	произведения и	2	1
760	второй части	1	1
761	но что	3	1
762	для начала	1	1
763	каждый из	2	1
764	потому его	1	1
765	заметить что	1	1
766	в руки	6	1
767	или ином	1	1
768	были бы	1	1
769	нет и	1	1
770	именно как	3	1
771	имеет целью	1	1
772	и исследование	1	1
773	деле есть	1	1
774	и т.п	1	1
775	объяснение в	1	1
776	высокой степени	1	1
777	литературное произведение	2	1
778	на которые	1	1
779	жизнь была	1	1
780	и др	2	1
781	что совершенно	1	1
782	что не	5	1
783	опереться на	1	1
784	если принять	1	1
785	превращается в	1	1
786	тот круг	1	1
787	не было	1	1
788	что обе	2	1
789	бы назвать	1	1
790	в картине	1	1
791	есть лишь	2	1
792	отсюда возникает	1	1
793	не то	1	1
794	произведение в	1	1
795	самого содержания	1	1
796	в одно	1	1
797	если не	1	1
798	мы видели	2	1
799	они разрешаются	1	1
800	все более	3	1
801	что раньше	1	1
802	виде и	1	1
803	и составляют	1	1
804	мы говорим	2	1
805	существует как	1	1
806	раз наоборот	1	1
807	его характер	1	1
808	многих случаях	1	1
809	дополнение к	1	1
810	должно составить	1	1
811	между языком	2	1
812	на каком-нибудь	2	1
813	именно для	1	1
814	целом ряде	2	1
815	всегда заключает	1	1
816	у автора	1	1
817	на которое	1	1
818	смысле этого	8	1
819	применении к	6	1
820	тому как	1	1
821	что же	3	1
822	это умение	1	1
823	да и	4	1
824	в первой	1	1
825	как к	1	1
826	в очень	3	1
827	д мы	1	1
828	иначе говоря	1	1
829	может служить	3	1
830	и сказывается	1	1
831	ко времени	2	1
832	но это	1	1
833	в понимание	1	1
834	общественной жизни	1	1
835	тому о	1	1
836	но для	1	1
837	или по	1	1
838	самое существенное	1	1
839	здесь в	1	1
840	ближе к	2	1
841	всего в	1	1
842	рассуждение о	1	1
843	каждой из	3	1
844	любовь к	4	1
845	ее можно	1	1
846	нужно принять	1	1
847	и часто	1	1
848	своих основных	1	1
849	на задний	1	1
850	том виде	3	1
851	различие которое	1	1
852	различны но	1	1
853	которая в	1	1
854	чтобы понять	2	1
855	как именно	1	1
856	гораздо менее	1	1
857	том факте	1	1
858	как эта	1	1
859	у них	1	1
860	для современной	1	1
861	еще более	1	1
862	тем более	2	1
863	с неизбежностью	1	1
864	предмет это	1	1
865	ни к	2	1
866	будто бы	2	1
867	во время	1	1
868	существует ли	1	1
869	что вообще	1	1
870	нам не	1	1
871	может и	1	1
872	с ними	1	1
873	и прямо	1	1
874	месте в	1	1
875	состоит из	1	1
876	для нашего	1	1
877	жизни а	1	1
878	или иного	1	1
879	отношению к	4	1
880	ко всему	1	1
881	чтобы он	2	1
882	не трудно	7	1
883	к числу	1	1
884	частности в	1	1
885	понимать что	1	1
886	из чего	1	1
887	можно назвать	1	1
888	во всяком	3	1
889	все что	1	1
890	этой точки	1	1
