N	2gram	Voloshinov_1	Tvorches
410	в течение	1	1
411	не то	1	1
412	свою очередь	4	1
413	через нее	3	1
414	и вследствие	2	1
415	приблизительно так	1	1
416	с этим	2	1
417	только то	1	1
418	без него	1	1
419	же самая	2	1
420	как будто	1	1
421	в характере	1	1
422	у древних	1	1
423	содержит в	1	1
424	связано с	2	1
425	сказать что	3	1
426	ни в	1	1
427	которые были	1	1
428	понять его	1	1
429	за пределами	1	1
430	человека для	1	1
431	как только	4	1
432	ясно что	2	1
433	к которой	1	1
434	должно быть	2	1
435	характер и	1	1
436	не с	3	1
437	той же	5	1
438	сливается с	1	1
439	уже говорили	1	1
440	которой является	1	1
441	еще раньше	1	1
442	во второй	3	1
443	не о	1	1
444	то все	1	1
445	не хватает	1	1
446	со стороны	1	1
447	если б	4	1
448	героев однако	1	1
449	не нужны	1	1
450	в конечном	1	1
451	речи или	1	1
452	в поэме	1	1
453	а о	1	1
454	не должен	2	1
455	из всех	1	1
456	от страха	1	1
457	от своего	1	1
458	обществе но	1	1
459	и чуть	1	1
460	себе не	1	1
461	мы уже	10	1
462	вряд ли	3	1
463	этого слова	3	1
464	все сильнее	1	1
465	она развивается	1	1
466	решающую роль	1	1
467	на это	4	1
468	с каким-то	1	1
469	будто бы	1	1
470	с лицом	1	1
471	находит свое	2	1
472	что вообще	1	1
473	жизни своей	2	1
474	является в	1	1
475	только потому	2	1
476	человек это	1	1
477	оказывает обратное	1	1
478	и хорошо	1	1
479	тому что	5	1
480	вошел в	2	1
481	этот и	1	1
482	собственным опытом	1	1
483	что и	3	1
484	как уже	2	1
485	художественного произведения	1	1
486	он говорит	1	1
487	не могут	1	1
488	не мог	3	1
489	но всякое	1	1
490	же быть	1	1
491	перед лицом	1	1
492	истории не	1	1
493	однако не	1	1
494	в результате	1	1
495	не являются	1	1
496	генералом в	1	1
497	в виду	3	1
498	не противоречит	1	1
499	не просто	2	1
500	то в	1	1
501	образом если	1	1
502	почему же	2	1
503	должен был	1	1
504	с новыми	1	1
505	в последнем	1	1
506	человека к	1	1
507	однако все	1	1
508	человек с	2	1
509	и событий	1	1
510	несмотря на	2	1
511	мысль о	1	1
512	ли он	2	1
513	слова не	2	1
514	о своей	4	1
515	непосредственно в	1	1
516	имеют общую	1	1
517	с его	7	1
518	в прямом	1	1
519	и является	5	1
520	этого вопроса	1	1
521	мы как	2	1
522	является только	1	1
523	и никогда	1	1
524	среду и	1	1
525	самого начала	4	1
526	столь же	1	1
527	сделать его	1	1
528	с самого	4	1
529	же он	1	1
530	и нет	2	1
531	общества и	3	1
532	если же	1	1
533	но нет	1	1
534	ли или	1	1
535	не был	1	1
536	или иного	5	1
537	была бы	1	1
538	писателя как	1	1
539	русской литературе	1	1
540	в меру	1	1
541	от их	2	1
542	в области	5	1
543	в какой-то	2	1
544	в развитии	1	1
545	устами своих	1	1
546	и одновременно	1	1
547	должна была	2	1
548	от этих	1	1
549	важную роль	2	1
550	на себя	1	1
551	человеческой истории	2	1
552	является не	1	1
553	я считаю	2	1
554	такие как	2	1
555	говорили что	1	1
556	было бы	7	1
557	именно потому	1	1
558	быть в	1	1
559	не замечаем	1	1
560	такое же	1	1
561	одного из	1	1
562	нас на	1	1
563	как раз	1	1
564	бытие и	1	1
565	что оно	3	1
566	немного повыше	1	1
567	в г	1	1
568	может и	1	1
569	или иной	4	1
570	перед нами	3	1
571	не можем	1	1
572	не стал	1	1
573	все происходящее	1	1
574	чуть ли	2	1
575	истории человечества	1	1
576	можно было	4	1
577	духе что	1	1
578	и вновь	1	1
579	с собой	2	1
580	жизни как	1	1
581	и как	9	1
582	своей сути	1	1
583	с их	1	1
584	еще в	1	1
585	на бумаге	1	1
586	к одному	1	1
587	в которые	1	1
588	человека на	1	1
589	здесь же	1	1
590	и несколько	2	1
591	действительной жизни	2	1
592	из заданных	1	1
593	с кем	2	1
594	не есть	1	1
595	в речи	1	1
596	той или	3	1
597	и сознание	2	1
