N	2gram	Bakhtin_Pr_3	Hudozhes
192	для того	1	2
193	на почве	1	2
194	или иначе	1	2
195	себя и	2	2
196	нового времени	8	2
197	превращается в	1	2
198	о себе	2	2
199	начиная с	3	2
200	и особенно	3	2
201	и потому	5	2
202	как в	7	2
203	из которых	1	2
204	к своему	1	2
205	так или	1	2
206	в европейской	2	2
207	и по	3	2
208	для понимания	2	2
209	жизни в	3	2
210	о его	1	2
211	и позволяет	1	2
212	во всех	12	2
213	мира и	2	2
214	видения мира	1	2
215	тем более	2	2
216	истории литературы	1	2
217	с ним	2	2
218	одной из	4	2
219	в романе	1	2
220	от всех	1	2
221	культуры в	1	2
222	только о	1	2
223	других произведений	1	2
224	том числе	11	2
225	также и	4	1
226	в сфере	1	1
227	и через	3	1
228	отделен от	1	1
229	веселую относительность	3	1
230	не такое	1	1
231	жизни поэтому	1	1
232	даже сказать	1	1
233	же по	1	1
234	не признает	1	1
235	здесь и	4	1
236	от своей	1	1
237	и четвертая	1	1
238	характерное для	2	1
239	конечно с	1	1
240	в строгом	1	1
241	достоевского в	3	1
242	душе моей	1	1
243	также весьма	1	1
244	свое место	1	1
245	др в	2	1
246	действительности и	2	1
247	в зависимости	2	1
248	той же	5	1
249	есть не	1	1
250	литературы но	1	1
251	и себя	1	1
252	смысле можно	1	1
253	со смертью	2	1
254	не была	1	1
255	в литературном	1	1
256	от своих	1	1
257	в сущности	10	1
258	что иное	1	1
259	а для	2	1
260	и со	1	1
261	никогда не	2	1
262	не знают	2	1
263	зависимости от	2	1
264	в каждой	1	1
265	не что	1	1
266	в обычной	1	1
267	проявляется в	4	1
268	карнавального смеха	2	1
269	и помимо	1	1
270	на них	1	1
271	эта позиция	1	1
272	иное как	1	1
273	столь же	1	1
274	время в	1	1
275	в различных	1	1
276	в преступлении	2	1
277	и мира	1	1
278	суда над	2	1
279	жизнь мою	1	1
280	других а	1	1
281	нет не	1	1
282	здесь также	1	1
283	для других	2	1
284	ивана карамазова	4	1
285	с собою	1	1
286	себе и	1	1
287	друг от	1	1
288	свою внешнюю	1	1
289	что они	1	1
290	жизненное содержание	1	1
291	на основе	2	1
292	в произведениях	1	1
293	смех это	1	1
294	в истории	3	1
295	с эпохи	1	1
296	от друга	1	1
297	от автора	1	1
298	пусть пусть	1	1
299	есть обобщения	1	1
300	о жизни	1	1
301	что касается	2	1
302	перед нами	5	1
303	зрения логики	1	1
304	только люди	1	1
305	над собой	2	1
306	могли бы	1	1
307	фольклора и	1	1
308	что это	2	1
309	что достоевский	1	1
310	жизни так	1	1
311	контакт между	1	1
312	из этих	1	1
313	но без	1	1
314	это тот	1	1
315	во многих	1	1
316	своей внешней	1	1
317	на его	3	1
318	что она	1	1
319	время и	1	1
320	все это	8	1
321	к одному	2	1
322	отношений между	1	1
323	на земле	14	1
324	явлений жизни	1	1
325	или иных	1	1
326	именно это	1	1
327	по его	1	1
328	подход к	1	1
329	самого процесса	1	1
330	а затем	4	1
331	что все	1	1
332	его характера	2	1
333	и трагического	2	1
334	бы быть	1	1
335	это было	3	1
336	платона и	1	1
337	было бы	5	1
338	и где	1	1
339	он ни	1	1
340	зрения и	1	1
341	лишь на	1	1
342	например с	1	1
343	в жизни	8	1
344	относительность всего	1	1
345	рядом с	1	1
346	соответствии с	2	1
347	он и	1	1
348	все моменты	1	1
349	диалогической природы	1	1
350	перед собой	1	1
351	вошел в	1	1
352	связь со	1	1
353	или точнее	1	1
354	в такой	1	1
355	мы конечно	1	1
356	и без	3	1
357	в котором	1	1
358	иного типа	1	1
359	литературные жанры	1	1
360	в условиях	4	1
361	до последнего	1	1
362	значение для	2	1
363	есть его	1	1
364	но во	1	1
365	вольный фамильярный	2	1
366	по крайней	1	1
367	в конце	3	1
368	из виду	1	1
369	она по	1	1
370	на один	1	1
371	и одной	1	1
372	между людьми	3	1
373	в таких	1	1
374	xviii века	3	1
375	принадлежат к	1	1
376	когда они	1	1
377	и внутренней	1	1
378	но только	1	1
379	это еще	2	1
380	каждый из	1	1
381	казалось бы	3	1
382	имеются и	1	1
383	в самой	1	1
384	такова например	1	1
385	жизненных позиций	1	1
386	своей природе	1	1
387	и теперь	1	1
388	связи с	1	1
389	можно даже	1	1
390	жанры в	1	1
391	как будто	2	1
392	и делает	1	1
393	него но	1	1
394	и здесь	1	1
395	в момент	1	1
396	все то	3	1
397	иной жизни	1	1
398	во внешних	1	1
399	в каждом	4	1
400	здесь мы	2	1
401	говорит о	2	1
402	о судьбе	1	1
403	как мы	5	1
404	существенное значение	3	1
405	в собственном	2	1
406	своей полноте	1	1
407	в особенности	2	1
408	но мы	1	1
409	значение в	4	1
410	как с	1	1
411	котором он	1	1
412	европейской художественной	1	1
413	здесь как	3	1
414	живет в	2	1
415	чем выше	1	1
416	разного рода	1	1
417	строго говоря	1	1
418	жанра в	2	1
419	для этого	1	1
420	остановимся на	1	1
421	мире в	1	1
422	именно потому	1	1
423	жизнью в	1	1
424	фамильярный контакт	3	1
425	и поступки	1	1
426	внимание на	1	1
427	как ее	1	1
428	после того	1	1
429	служит его	1	1
430	это была	2	1
431	вопросу о	1	1
432	восходит к	1	1
433	в которую	1	1
434	по типу	1	1
435	эти два	2	1
436	нуждается в	1	1
437	у достоевского	17	1
438	утрачивает свою	2	1
439	крайней мере	1	1
440	целого а	1	1
441	каждом из	3	1
442	ибо жизнь	1	1
443	жизнь на	2	1
444	с той	1	1
445	на которой	1	1
446	один из	6	1
447	но с	1	1
448	обе эти	3	1
449	образов и	4	1
450	мы видим	2	1
451	тот же	2	1
452	характерна для	3	1
453	дело с	1	1
454	что даже	1	1
455	над собою	2	1
456	преступлении и	2	1
457	до нас	2	1
458	всех его	1	1
459	они могут	1	1
460	образа в	1	1
461	жить и	4	1
462	и жизни	2	1
463	со всеми	8	1
464	и позволило	1	1
465	с которыми	1	1
466	так что	1	1
467	же и	1	1
468	для всех	2	1
469	языка а	1	1
470	а напротив	1	1
471	жанрового канона	1	1
472	иной форме	1	1
473	пусть это	1	1
474	других в	2	1
475	взаимоотношений человека	1	1
476	не дает	1	1
477	великий мастер	1	1
478	дает ему	1	1
479	из них	4	1
480	такова специфика	1	1
481	характерно что	2	1
482	представить себе	1	1
483	ведь это	1	1
484	мы находим	2	1
485	представлений о	1	1
486	не для	1	1
487	с этими	1	1
488	и личной	1	1
489	так как	7	1
490	и от	3	1
491	тому же	2	1
492	к ним	1	1
493	бытия и	2	1
494	должен был	1	1
495	не просто	1	1
496	и строго	1	1
497	не было	4	1
498	и даже	2	1
499	как у	5	1
500	на ее	2	1
501	связаны с	3	1
502	по своим	1	1
503	завершенность и	1	1
504	еще и	1	1
505	наконец в	2	1
506	души и	1	1
507	что не	1	1
508	что для	1	1
509	к более	1	1
510	в соответствии	2	1
511	v в	1	1
512	отрешиться от	1	1
513	человека но	1	1
514	всю жизнь	1	1
515	более того	6	1
516	и объединяет	1	1
517	жизнь в	2	1
518	в комнате	1	1
519	не всегда	1	1
520	на время	2	1
521	не об	1	1
522	мы встречаем	1	1
523	и слово	1	1
524	его как	1	1
525	в связи	2	1
526	вступает в	1	1
527	вместе с	2	1
528	в одной	2	1
529	всем остальным	1	1
530	и пусть	2	1
531	это своего	2	1
532	в область	1	1
533	новый модус	1	1
534	типа и	1	1
535	подходу к	1	1
536	этого слова	1	1
537	истории не	1	1
538	второй план	1	1
539	его произведений	3	1
540	не хороши	1	1
541	да и	2	1
542	с этой	1	1
543	и формы	1	1
544	как другая	1	1
545	своей жизни	1	1
546	этом и	1	1
547	характерные для	1	1
548	провозглашает веселую	1	1
549	к вопросу	1	1
550	при всем	1	1
551	тех или	1	1
552	в более	4	1
553	в следующей	1	1
554	может служить	1	1
555	совершается в	1	1
556	позиции в	1	1
557	не подлежит	1	1
558	в результате	1	1
559	в отдельных	1	1
560	себя самого	3	1
561	нечто смешное	1	1
562	от него	3	1
563	жизни ср	1	1
564	и существенно	1	1
565	за него	2	1
566	все они	1	1
567	раскрывается во	1	1
568	этого типа	1	1
569	но если	1	1
570	этого писателя	1	1
571	быть и	2	1
572	сближается с	1	1
573	к самому	4	1
574	на смену	1	1
575	впервые в	2	1
576	это на	1	1
577	модус взаимоотношений	1	1
578	себе самому	6	1
579	одновременно и	3	1
580	героя в	1	1
581	к числу	1	1
582	включает в	1	1
583	всего в	1	1
584	жизни и	9	1
585	судьбы в	1	1
586	ее в	3	1
587	и другие	9	1
588	в своих	2	1
589	и наказании	2	1
590	этой жанровой	1	1
591	с высокой	1	1
592	можно назвать	2	1
593	они не	3	1
