N	2gram	Tiupa_Lite_3	Problemy
296	к произведениям	1	1
297	художественного произведения	2	1
298	все новые	1	1
299	миры еще	1	1
300	не идет	1	1
301	в первом	2	1
302	из самых	1	1
303	исходит из	1	1
304	из дневника	1	1
305	едва ли	3	1
306	духа в	1	1
307	с таким	1	1
308	мир стал	1	1
309	и за	1	1
310	его не	1	1
311	который в	1	1
312	другое сознание	1	1
313	человек является	1	1
314	к предмету	2	1
315	в особой	1	1
316	а некоторая	1	1
317	общества но	1	1
318	этом не	1	1
319	жизни как	2	1
320	и он	1	1
321	герой может	1	1
322	и полноправным	1	1
323	его действительности	1	1
324	во всех	2	1
325	в создании	1	1
326	к которой	1	1
327	в качестве	5	1
328	остаются в	1	1
329	а и	2	1
330	постановка проблемы	1	1
331	тогда как	17	1
332	в зеркале	1	1
333	нет и	1	1
334	что они	1	1
335	сама по	1	1
336	к сожалению	1	1
337	первый взгляд	1	1
338	в рамках	4	1
339	независимо от	1	1
340	стороны и	2	1
341	что касается	1	1
342	усматривает в	3	1
343	свою внутреннюю	1	1
344	хотя и	4	1
345	героев достоевского	1	1
346	это тоже	1	1
347	более или	1	1
348	в действительности	1	1
349	за собой	1	1
350	видения мира	1	1
351	к художественному	1	1
352	себе как	1	1
353	в нашем	1	1
354	у каждого	1	1
355	не оставляет	1	1
356	чем бы	1	1
357	ни одна	1	1
358	как он	1	1
359	и если	4	1
360	вообще не	1	1
361	больше всего	1	1
362	в случае	2	1
363	последовательно в	1	1
364	как личность	1	1
365	соприкасается с	1	1
366	и еще	1	1
367	мыслит и	1	1
368	в начале	4	1
369	и вот	2	1
370	не друг	1	1
371	в творческом	2	1
372	же остается	1	1
373	прежде чем	1	1
374	апеллирует к	1	1
375	в работе	2	1
376	выражение и	1	1
377	после которого	1	1
378	в совершенно	2	1
379	мире не	2	1
380	из них	4	1
381	есть конечно	1	1
382	от земли	1	1
383	лишь в	5	1
384	знает что	2	1
385	ощущается как	1	1
386	действительности в	2	1
387	ориентировано на	2	1
388	быть не	2	1
389	мира с	1	1
390	весь мир	1	1
391	здесь нет	1	1
392	начинается там	1	1
393	но уже	3	1
394	быть только	2	1
395	она и	2	1
396	пути как	2	1
397	все равно	1	1
398	под собою	1	1
399	не всегда	2	1
400	и вне	1	1
401	ведет к	1	1
402	роль и	1	1
403	остается в	1	1
404	говорящего как	1	1
405	со всей	2	1
406	на первый	1	1
407	или менее	1	1
408	от своего	1	1
409	взгляд на	3	1
410	то для	1	1
411	место в	4	1
412	не столько	1	1
413	на свою	3	1
414	как совокупность	1	1
415	жизни с	1	1
416	своего рода	10	1
417	значение для	1	1
418	и другого	2	1
419	одном из	2	1
420	и новые	1	1
421	не тем	1	1
422	свобода и	1	1
423	в устах	1	1
424	образ не	1	1
425	его внутреннего	1	1
426	нас самих	2	1
427	между людьми	2	1
428	с миром	1	1
429	почти никогда	1	1
430	природа и	2	1
431	в русской	1	1
432	например не	1	1
433	не имеет	1	1
434	и притом	1	1
435	сознания как	1	1
436	того чтобы	2	1
437	только не	1	1
438	самой жизни	1	1
439	и социальном	1	1
440	к концу	1	1
441	сознанием и	1	1
442	принципиальная особенность	1	1
443	и сама	1	1
444	слова о	1	1
445	своего творчества	1	1
446	то это	2	1
447	в области	3	1
448	ему не	1	1
449	у нас	2	1
450	вот в	2	1
451	у меня	1	1
452	именно оно	1	1
453	опоры вне	1	1
454	искусства и	3	1
455	же самое	2	1
456	для такого	2	1
457	к тому	6	1
458	все еще	3	1
459	души все	1	1
460	в нас	2	1
461	в каждой	2	1
462	с образом	2	1
463	он ищет	2	1
464	аналогию с	1	1
465	то она	2	1
466	свою очередь	1	1
467	но при	1	1
468	людей в	1	1
469	здесь не	2	1
470	в ее	5	1
471	чтобы быть	1	1
472	сознания то	1	1
473	его творческой	1	1
474	это путь	2	1
475	котором мы	1	1
476	что у	2	1
477	в другом	6	1
478	времени и	1	1
479	здесь как	2	1
480	в борьбе	1	1
481	этой мысли	1	1
482	она была	1	1
483	в осуществлении	1	1
484	был не	1	1
485	для этого	1	1
486	со стороны	7	1
487	даже не	1	1
488	в виду	1	1
489	познания и	1	1
490	обычно служит	1	1
491	на другого	1	1
492	другом месте	1	1
493	тех кто	1	1
494	о том	6	1
495	говорит об	1	1
496	такова что	1	1
497	мира а	2	1
498	можно сказать	2	1
499	времени в	1	1
500	и всех	1	1
501	его личности	1	1
502	творчества в	1	1
503	во втором	2	1
504	его герой	1	1
505	художников слова	1	1
506	этом как	1	1
507	и только	2	1
508	не надо	2	1
509	всякий человек	1	1
510	и всякое	1	1
511	если это	2	1
512	того что	9	1
513	художественного восприятия	1	1
514	одной из	1	1
515	явления в	1	1
516	как другое	1	1
517	то в	3	1
518	и действительно	1	1
519	смысловой итог	1	1
520	обращаться к	1	1
521	в самое	1	1
522	цельный образ	1	1
523	а с	1	1
524	однако с	1	1
525	себя в	7	1
526	а говоря	1	1
527	за их	2	1
528	с идеологическими	1	1
529	а то	1	1
530	двух основных	1	1
531	и других	1	1
532	и их	1	1
533	слово как	1	1
534	при всей	1	1
535	бытия и	1	1
536	случае не	1	1
537	к той	1	1
538	сделать их	1	1
539	нет в	1	1
540	для того	2	1
541	до самого	1	1
542	за художником	1	1
543	в последнюю	1	1
544	ней и	1	1
545	для художника	1	1
546	возможность быть	1	1
547	и герой	1	1
548	как у	4	1
549	на ее	1	1
550	делает в	1	1
551	а именно	5	1
552	и быть	1	1
553	во второй	2	1
554	всякого человека	1	1
555	к его	1	1
556	что не	2	1
557	в живом	2	1
558	что для	1	1
559	не создает	1	1
560	становится человеком	1	1
561	а на	2	1
562	ничем не	1	1
563	но из	1	1
564	материала но	1	1
565	к литературному	1	1
566	сам себе	1	1
567	из героев	1	1
568	а так	2	1
569	своей индивидуальности	1	1
570	если не	2	1
571	в руках	1	1
572	где есть	1	1
573	этой же	1	1
574	в частности	11	1
575	он представляет	1	1
576	и она	1	1
577	целиком в	1	1
578	поэтому даже	1	1
579	предметом рефлексии	1	1
580	одновременно он	1	1
581	иным его	1	1
582	не согласиться	2	1
583	воли к	1	1
584	над ним	1	1
585	к своему	1	1
586	что за	1	1
587	такого рода	10	1
588	в точке	1	1
589	в чистом	1	1
590	и там	1	1
591	не стало	1	1
592	бы его	1	1
593	остался в	1	1
594	зрения которого	1	1
595	активности и	1	1
596	слова и	1	1
597	изображение как	1	1
598	высказывания и	1	1
599	наиболее существенных	1	1
600	новые и	1	1
601	это последнее	2	1
602	на слово	2	1
603	в книге	1	1
604	и нужна	1	1
605	от той	1	1
606	внутреннего облика	1	1
607	потому не	1	1
608	что я	5	1
609	и другими	1	1
610	его с	1	1
611	роман или	1	1
612	в индивидуальном	1	1
613	в другое	1	1
614	сознания в	1	1
615	не другой	1	1
616	художественное творчество	2	1
617	и все	1	1
618	и однако	1	1
619	у них	1	1
620	чтобы его	1	1
621	и позицией	1	1
622	будто бы	1	1
623	новой художественной	1	1
624	все они	2	1
625	ее в	2	1
626	я в	7	1
627	в искусстве	1	1
628	личности поэтому	1	1
629	может и	1	1
630	собственного сознания	1	1
631	в свою	2	1
632	с ней	2	1
633	и становятся	1	1
634	совершенно не	3	1
635	своим художественным	1	1
636	мир но	1	1
637	бы быть	1	1
638	к сверхличному	1	1
639	связать и	1	1
640	себе но	1	1
641	понял что	1	1
642	к этой	1	1
643	к этому	2	1
644	в таком	1	1
645	этой точки	1	1
