N	2gram	Bakhtin_fo_1	Myshleni
121	одного и	5	4
122	он должен	2	4
123	не в	5	4
124	своей природе	1	4
125	оно не	2	4
126	на основе	2	4
127	как по	2	4
128	ясно что	2	4
129	связь между	2	4
130	что и	3	4
131	именно в	3	4
132	между этими	4	4
133	в качестве	3	4
134	и обратно	1	4
135	которые в	1	4
136	друг друга	3	4
137	и следовательно	4	4
138	в частности	6	4
139	к жизни	2	4
140	они не	3	4
141	ту же	2	3
142	отношения к	3	3
143	начинается с	1	3
144	с его	9	3
145	друг к	2	3
146	из этих	1	3
147	мы нашли	1	3
148	одном и	1	3
149	значение для	1	3
150	независимо от	1	3
151	как в	6	3
152	хотя и	3	3
153	от этого	2	3
154	движение и	1	3
155	его развития	1	3
156	как оно	2	3
157	связанные с	1	3
158	при этом	3	3
159	с ней	1	3
160	раз в	4	3
161	в плане	1	3
162	и по	2	3
163	в каждом	1	3
164	в ином	1	3
165	в них	4	3
166	в их	6	3
167	по себе	2	3
168	до известной	1	3
169	что их	1	3
170	и научные	1	3
171	в основе	5	3
172	по своей	1	3
173	связи с	6	3
174	этом отношении	3	3
175	отличается от	1	3
176	опыта и	1	3
177	в себя	1	3
178	те же	2	3
179	образом в	1	3
180	и здесь	1	3
181	и т.д	1	3
182	до сих	3	3
183	во втором	2	3
184	в его	13	3
185	и только	1	3
186	один из	3	3
187	этот вопрос	1	3
188	и его	16	3
189	есть в	2	3
190	этого понятия	1	3
191	до конца	4	3
192	относящихся к	1	3
193	только к	3	3
194	и составляет	1	3
195	а не	3	3
196	но как	1	3
197	на фоне	3	3
198	сих пор	3	3
199	в целом	2	3
200	тем и	1	3
201	бы в	1	3
202	мы должны	2	3
203	не знает	3	3
204	в своих	1	3
205	одним из	1	2
206	и вызывает	1	2
207	самом деле	1	2
208	он может	1	2
209	которыми он	2	2
210	мы уже	11	2
211	с более	1	2
212	принадлежит к	2	2
213	для нашей	1	2
214	основе этого	1	2
215	он сам	1	2
216	а только	2	2
217	себе и	3	2
218	прежде всего	15	2
219	все же	6	2
220	и наконец	1	2
221	не являются	2	2
222	нами в	1	2
223	между двумя	6	2
224	животных и	1	2
225	все эти	9	2
226	но на	4	2
227	по самому	2	2
228	как они	1	2
229	в другом	1	2
230	мышление как	1	2
231	с другими	3	2
232	что лежит	1	2
233	ясным и	1	2
234	к определенным	1	2
235	чем в	2	2
236	в высшей	1	2
237	он имеет	1	2
238	раз и	2	2
239	в этих	3	2
240	которая является	1	2
241	в своей	2	2
242	лежат в	2	2
243	в котором	4	2
244	и том	1	2
245	в которых	2	2
246	точку зрения	2	2
247	но он	2	2
248	друг другу	2	2
249	речи в	2	2
250	и более	1	2
251	необходимо чтобы	2	2
252	и вообще	2	2
253	ничего нового	1	2
254	более общим	1	2
255	и функции	1	2
256	она не	1	2
257	не могло	5	2
258	входят в	1	2
259	у нас	1	2
260	приходит к	1	2
261	значительной мере	1	2
262	всем этим	3	2
263	и от	1	2
264	в совершенно	1	2
265	как с	1	2
266	на том	1	2
267	можно только	2	2
268	с ним	2	2
269	внимание на	1	2
270	в значительной	2	2
271	нас в	3	2
272	когда оно	1	2
273	необходимых для	1	2
274	отношений с	1	2
275	эти последние	1	2
276	это противоречие	1	2
277	с ними	1	2
278	и является	2	2
279	которое мы	1	2
280	для всех	2	2
281	само собой	2	2
282	если мы	2	2
283	только на	3	2
284	является не	1	2
285	в новом	1	2
286	бы совершенно	2	2
287	на одном	1	2
288	из них	1	2
289	в одном	3	2
290	в конце	9	2
291	моментов в	1	2
292	у него	6	2
293	в других	9	2
294	были бы	1	2
295	и абстрактного	1	2
296	с другой	2	2
297	и др	9	2
298	на ней	1	2
299	более того	3	2
300	и своего	1	2
301	которых мы	1	2
302	не на	1	2
303	была бы	2	2
304	в связи	5	2
305	связей и	1	2
306	все более	1	2
307	к более	1	2
308	мы говорим	1	2
309	по своему	1	2
310	в данном	2	2
311	по существу	12	2
312	в ряду	1	2
313	этого слова	1	2
314	как только	1	2
315	этом случае	1	2
316	действительность в	1	2
317	все это	4	2
318	известной степени	1	2
319	для нас	2	2
320	но когда	1	2
321	от него	1	2
322	у них	2	2
323	а в	3	2
324	имеет место	3	2
325	ее в	2	2
326	видим в	1	2
327	и другие	5	2
328	все основные	1	2
329	конкретного и	1	2
330	нет поэтому	1	1
331	смысле слова	2	1
332	так резко	1	1
333	функции в	1	1
334	и через	1	1
335	он произносит	1	1
336	тех же	2	1
337	его же	1	1
338	и до	5	1
339	сливается с	1	1
340	есть не	3	1
341	для своего	1	1
342	и само	1	1
343	при анализе	1	1
344	где проявляется	1	1
345	этого нет	1	1
346	моментах в	1	1
347	в первый	1	1
348	совершенно так	1	1
349	нам в	1	1
350	роль во	1	1
351	его только	1	1
352	то новое	1	1
353	на другой	2	1
354	и он	1	1
355	свою очередь	1	1
356	и сами	1	1
357	именно этого	1	1
358	первый план	1	1
359	без которой	1	1
360	в различных	2	1
361	оно уже	2	1
362	жить и	1	1
363	точка зрения	1	1
364	иметь какую-то	1	1
365	явлений и	1	1
366	нет и	2	1
367	нет как	1	1
368	отнюдь не	5	1
369	в центре	2	1
370	что во	1	1
371	его на	2	1
372	увидим далее	1	1
373	пути в	1	1
374	стороны и	2	1
375	здесь раскрывается	1	1
376	перед нами	1	1
377	кроме того	4	1
378	в полном	1	1
379	далее и	1	1
380	и тот	1	1
381	его к	1	1
382	всей цепи	1	1
383	тем же	1	1
384	имеет в	2	1
385	совершенно новое	1	1
386	в этот	2	1
387	развития это	1	1
388	психологии и	1	1
389	не приходится	1	1
390	возрасте в	1	1
391	что это	1	1
392	применительно к	1	1
393	только два	2	1
394	не оставляет	6	1
395	с их	2	1
396	этот ряд	5	1
397	как он	2	1
398	место по	1	1
399	к выводу	1	1
400	и реальной	1	1
401	он ни	1	1
402	и еще	2	1
403	нее и	1	1
404	в понимании	1	1
405	не как	2	1
406	что еще	1	1
407	их положение	1	1
408	осуществляется путем	1	1
409	широком смысле	2	1
410	новое и	2	1
411	характер в	2	1
412	но вместе	1	1
413	встречаются в	1	1
414	одно и	3	1
415	но все	5	1
416	и за	1	1
417	факт что	1	1
418	и может	2	1
419	об этом	2	1
420	и с	4	1
421	особенности в	1	1
422	или даже	1	1
423	входит в	3	1
424	это было	1	1
425	и всей	2	1
426	ко второму	1	1
427	ведь в	1	1
428	нам еще	1	1
429	как высшая	1	1
430	ни в	8	1
431	но уже	1	1
432	рядом с	2	1
433	интереса для	1	1
434	далеко не	2	1
435	и определяет	1	1
436	этим и	1	1
437	которой он	1	1
438	рода и	1	1
439	закономерности этого	1	1
440	ряда и	1	1
441	движется в	1	1
442	и тогда	1	1
443	в научной	1	1
444	определяется только	1	1
445	всех этих	5	1
446	не абсолютно	1	1
447	места в	2	1
448	во время	1	1
449	и при	1	1
450	таким же	1	1
451	осознания и	1	1
452	это делает	1	1
453	жизнь и	4	1
454	не столько	1	1
455	не имеющих	1	1
456	оказывается что	2	1
457	в отличие	2	1
458	не путем	1	1
459	основе ее	1	1
460	оно должно	1	1
461	играть в	1	1
462	однако не	1	1
463	надо сказать	1	1
464	их в	3	1
465	не должно	1	1
466	на всю	1	1
467	и очень	1	1
468	на один	2	1
469	случае в	1	1
470	начиная от	2	1
471	но они	3	1
472	этого же	1	1
473	то специфическое	1	1
474	стадии развития	2	1
475	дело в	2	1
476	одна из	2	1
477	и конкретности	1	1
478	к типу	1	1
479	например что	1	1
480	когда они	1	1
481	дело не	1	1
482	тем чем	1	1
483	была сделана	2	1
484	всего на	1	1
485	это отношение	1	1
486	самому своему	1	1
487	нам важно	1	1
488	обратимся в	1	1
489	существуют в	1	1
490	случайное совпадение	1	1
491	в каком	2	1
492	необходимо предполагает	1	1
493	мы встречаем	2	1
494	в момент	1	1
495	вообще мог	1	1
496	начиная с	1	1
497	к восполнению	1	1
498	есть только	2	1
499	человека в	17	1
500	я сам	1	1
501	числе и	2	1
502	для его	1	1
503	они и	1	1
504	особый тип	1	1
505	в последующие	4	1
506	имеет более	1	1
507	и это	4	1
508	и самое	1	1
509	и стали	1	1
510	не для	2	1
511	в ее	6	1
512	данном случае	1	1
513	от отношения	1	1
514	и характер	2	1
515	существовать и	1	1
516	он правда	1	1
517	и ту	1	1
518	следовательно по	1	1
519	положения но	1	1
520	специфические особенности	1	1
521	выводу что	1	1
522	но отнюдь	1	1
523	находится в	1	1
524	только и	5	1
525	в широком	2	1
526	два момента	1	1
527	о том	1	1
528	в глаза	2	1
529	них совершенно	1	1
530	все его	3	1
531	существенного влияния	1	1
532	он его	1	1
533	что происходит	1	1
534	новое что	1	1
535	на отдельные	1	1
536	полноту и	2	1
537	тот момент	1	1
538	которую играют	1	1
539	связанными между	1	1
540	этого ряда	3	1
541	тот же	1	1
542	время когда	1	1
543	мы увидим	1	1
544	явления в	2	1
545	его жизнь	1	1
546	во всем	2	1
547	жизнь с	2	1
548	когда нам	1	1
549	одних и	2	1
550	мы определили	1	1
551	и ее	3	1
552	это с	1	1
553	свой путь	1	1
554	вопрос об	1	1
555	с одной	3	1
556	в эти	1	1
557	конечно не	4	1
558	уже не	2	1
559	и у	5	1
560	то и	1	1
561	ни одного	1	1
562	по глубине	1	1
563	в начале	3	1
564	в данной	2	1
565	его и	2	1
566	и их	8	1
567	цели и	1	1
568	как их	1	1
569	противоречие между	1	1
570	сами по	1	1
571	вовсе не	13	1
572	с этими	2	1
573	привела к	1	1
574	к первой	1	1
575	широты и	1	1
576	которые могут	1	1
577	отличие от	2	1
578	дальше в	1	1
579	во всей	3	1
580	находятся в	1	1
581	глубине и	1	1
582	этот момент	1	1
583	и даже	2	1
584	или иной	2	1
585	ее лежит	1	1
586	с другим	1	1
587	соединение в	1	1
588	влияние на	4	1
589	что можно	1	1
590	имеет свой	1	1
591	эта работа	1	1
592	и тождества	1	1
593	здесь в	2	1
594	более общего	1	1
595	еще и	2	1
596	наконец в	1	1
597	это своеобразное	1	1
598	может иметь	1	1
599	говорит о	1	1
600	процесс в	2	1
601	к третьему	1	1
602	а на	1	1
603	он только	2	1
604	на весь	1	1
605	одну из	1	1
606	о чем	1	1
607	всякой связи	1	1
608	соответствует и	1	1
609	ближе к	1	1
610	если не	1	1
611	эти особенности	2	1
612	и во	7	1
613	тот факт	1	1
614	из которых	1	1
615	к своему	2	1
616	влияния на	2	1
617	роли которую	1	1
618	одной стороны	2	1
619	она есть	1	1
620	смысле этого	1	1
621	своей структуре	1	1
622	мы говорили	3	1
623	в тех	1	1
624	этих типов	1	1
625	самого себя	1	1
626	происходит в	2	1
627	происхождения и	1	1
628	который он	1	1
629	мы сказали	1	1
630	в это	2	1
631	не определяется	1	1
632	в истории	2	1
633	в основном	5	1
634	этом и	1	1
635	ряд в	3	1
636	здесь прежде	1	1
637	которые были	1	1
638	с большой	2	1
639	становится ясным	1	1
640	на одной	1	1
641	которой совершается	1	1
642	в более	2	1
643	вопрос в	1	1
644	этих положений	1	1
645	должен сделать	1	1
646	в самые	1	1
647	два существенных	1	1
648	должны быть	1	1
649	оно как	1	1
650	не существует	1	1
651	эта проблема	1	1
652	включает в	1	1
653	с возвращением	1	1
654	в результате	6	1
655	как она	2	1
656	своей собственной	3	1
657	совершенно иной	3	1
658	на первый	1	1
659	бы он	1	1
660	внутри каждой	1	1
661	той или	2	1
662	тем более	1	1
663	главным образом	1	1
664	противоречии с	1	1
665	и различные	1	1
666	но всегда	1	1
667	должен быть	1	1
668	слово в	1	1
669	в свою	2	1
670	первый раз	1	1
671	совершенно не	2	1
672	того на	1	1
673	всех других	1	1
674	строится на	1	1
675	новый характер	1	1
676	но эти	1	1
677	к этому	3	1
678	значение в	5	1
679	им и	1	1
680	том числе	4	1
