N	2gram	Ircho_Kome_1	StatiiOP
411	почти каждый	1	1
412	можно теперь	1	1
413	на все	2	1
414	с целью	1	1
415	это было	1	1
416	обоих случаях	1	1
417	на протяжении	4	1
418	известно что	4	1
419	которым он	1	1
420	рифмы не	1	1
421	говорить в	1	1
422	в хронологическом	2	1
423	для них	2	1
424	в них	3	1
425	о которых	5	1
426	является их	1	1
427	соответствии с	1	1
428	далеко не	1	1
429	были в	2	1
430	на основании	3	1
431	с тем	1	1
432	всю жизнь	1	1
433	доступ на	2	1
434	которой он	1	1
435	всегда и	1	1
436	материалом для	1	1
437	мере не	1	1
438	на себя	2	1
439	когда в	1	1
440	со всей	1	1
441	которую он	2	1
442	бы на	1	1
443	представить себе	1	1
444	нас не	1	1
445	ли можно	1	1
446	это только	1	1
447	место в	3	1
448	его современников	1	1
449	несомненно что	1	1
450	одном из	4	1
451	малейшего желания	1	1
452	которого следовало	1	1
453	доказывает что	1	1
454	и эти	1	1
455	однако в	3	1
456	с такими	1	1
457	пока в	1	1
458	даже как-то	1	1
459	по себе	1	1
460	всего его	1	1
461	если и	1	1
462	iv и	1	1
463	но они	1	1
464	лиц и	1	1
465	и другое	1	1
466	в обоих	1	1
467	в русской	1	1
468	одна из	2	1
469	что их	1	1
470	в науке	1	1
471	и притом	2	1
472	к этим	3	1
473	он еще	1	1
474	чем не	1	1
475	из других	2	1
476	обильный материал	1	1
477	казалось бы	3	1
478	правда в	2	1
479	того как	3	1
480	которых по	1	1
481	они являются	1	1
482	впрочем в	1	1
483	за исключением	3	1
484	ему и	2	1
485	и после	1	1
486	ему не	1	1
487	мы встречаем	5	1
488	один раз	1	1
489	в духе	1	1
490	не могут	1	1
491	с полной	1	1
492	и другим	1	1
493	к тому	6	1
494	которым в	1	1
495	слова с	1	1
496	отказаться от	1	1
497	то ни	2	1
498	сомнений что	1	1
499	как мы	4	1
500	и о	3	1
501	но при	1	1
502	проявляется в	1	1
503	говоря уже	2	1
504	как по	2	1
505	можно сделать	3	1
506	и этим	1	1
507	с самого	1	1
508	разной мере	1	1
509	и была	1	1
510	на том	1	1
511	и когда	1	1
512	к изданию	1	1
513	времени и	2	1
514	на путь	1	1
515	отсюда и	1	1
516	мог бы	2	1
517	почему же	1	1
518	всегда совпадает	1	1
519	еще в	5	1
520	можно только	1	1
521	образом в	2	1
522	о ней	1	1
523	о нем	1	1
524	до последних	1	1
525	грамматики и	1	1
526	в глаза	1	1
527	два стиха	1	1
528	утверждает что	1	1
529	после того	3	1
530	все его	1	1
531	там же	3	1
532	это была	1	1
533	же образ	1	1
534	i так	1	1
535	поэта к	1	1
536	случае ясно	1	1
537	поводу того	1	1
538	и гг	6	1
539	нуждается в	1	1
540	когда приходится	1	1
541	в форме	2	1
542	быть даже	2	1
543	в середине	1	1
544	его современники	1	1
545	разницы между	1	1
546	судить по	3	1
547	оставляют в	1	1
548	указывает что	2	1
549	эти детали	1	1
550	этих строк	1	1
551	или нет	1	1
552	сразу же	1	1
553	что только	1	1
554	тот же	3	1
555	время когда	2	1
556	прием который	1	1
557	стал известен	1	1
558	согласно которой	1	1
559	наше время	1	1
560	который в	2	1
561	самые разнообразные	1	1
562	бы ни	1	1
563	об их	1	1
564	тот что	1	1
565	и из	2	1
566	на мой	1	1
567	именно на	2	1
568	себя в	1	1
569	он считал	1	1
570	том чем	1	1
571	и насколько	1	1
572	каким образом	1	1
573	слова дают	1	1
574	и других	7	1
575	не так	1	1
576	себе в	1	1
577	в одном	8	1
578	естественно что	1	1
579	каждый из	3	1
580	которые могут	1	1
581	от того	1	1
582	само собой	1	1
583	что могло	1	1
584	видно из	2	1
585	в число	2	1
586	точек зрения	2	1
587	уважение к	1	1
588	объяснение в	1	1
589	в период	2	1
590	на ее	1	1
591	с известным	1	1
592	не один	1	1
593	и против	1	1
594	здесь в	3	1
595	в ряде	1	1
596	такое же	1	1
597	чтобы я	1	1
598	и др	1	1
599	в соответствии	1	1
600	чтобы убедиться	1	1
601	иначе в	2	1
602	которых мы	2	1
603	до конца	2	1
604	не означает	1	1
605	самое слово	1	1
606	и своим	1	1
607	именно так	1	1
608	по тем	1	1
609	г где	1	1
610	о чем	1	1
611	него не	1	1
612	ближе к	1	1
613	в vii	3	1
614	для этой	1	1
615	после г	1	1
616	поэта в	1	1
617	и вовсе	1	1
618	именно поэтому	1	1
619	вместе с	2	1
620	на чем	1	1
621	в разной	1	1
622	что именно	1	1
623	из которых	2	1
624	к своему	1	1
625	вызвать у	1	1
626	о существе	1	1
627	в течение	3	1
628	на какой-то	1	1
629	это были	2	1
630	сам не	1	1
631	критики и	1	1
632	в это	1	1
633	в науках	1	1
634	ссылки на	1	1
635	же вполне	1	1
636	самого и	1	1
637	г а	1	1
638	один человек	1	1
639	случаях когда	1	1
640	этого рода	1	1
641	мой взгляд	1	1
642	встречаем в	1	1
643	или в	2	1
644	обращается к	1	1
645	у них	1	1
646	в третьем	1	1
647	бы в	1	1
648	конце концов	4	1
649	но зато	1	1
650	потребность в	1	1
651	могли быть	2	1
652	отношении к	1	1
653	одной из	3	1
654	слово в	1	1
655	месте в	1	1
656	с ней	1	1
657	не говоря	2	1
658	довоенного периода	1	1
659	начать с	1	1
660	к его	1	1
661	вывод из	1	1
662	были эти	1	1
663	время не	1	1
664	большей частью	2	1
665	бы найти	1	1
666	а может	1	1
667	и другие	1	1
668	к этому	4	1
669	как на	1	1
670	в роли	1	1
671	они не	1	1
