N	2gram	Vinokur_St_3	Literetu
546	в системе	3	1
547	нет ничего	1	1
548	от первого	1	1
549	о своем	1	1
550	лишь только	1	1
551	в свою	2	1
552	переход от	1	1
553	в последнем	2	1
554	из этого	4	1
555	есть и	1	1
556	в делах	1	1
557	который в	1	1
558	занимает в	1	1
559	которой я	3	1
560	также не	1	1
561	ее в	2	1
562	него как	1	1
563	я за	1	1
564	и эта	1	1
565	пушкин и	3	1
566	по названию	1	1
567	к этому	3	1
568	можно назвать	4	1
569	они не	1	1
570	гораздо более	2	1
