N	2gram	Tiupa_Lite_1	VeschiIm
100	еще не	4	5
101	или не	1	5
102	что для	2	5
103	ни на	1	5
104	с этой	5	5
105	а в	3	5
106	в свою	1	5
107	мы не	1	4
108	я не	7	4
109	как я	1	4
110	то это	2	4
111	в их	3	4
112	во всех	1	4
113	его на	1	4
114	в своем	11	4
115	однако не	1	4
116	с чем	2	4
117	и мы	1	4
118	на почве	2	4
119	в природу	1	4
120	как и	6	4
121	между собою	1	4
122	с точки	2	4
123	и более	1	4
124	что есть	1	4
125	же время	5	4
126	должен быть	2	4
127	и о	1	4
128	только то	2	4
129	о том	2	4
130	с другой	3	4
131	что и	1	4
132	оно и	1	4
133	то и	2	4
134	из них	4	4
135	тем что	2	4
136	со всем	1	4
137	и даже	3	4
138	в данном	5	4
139	быть не	1	4
140	и все	1	4
141	собственно говоря	1	4
142	от ее	1	4
143	между ними	1	4
144	от самой	1	3
145	самом деле	2	3
146	к другому	1	3
147	мы имеем	1	3
148	вопрос о	1	3
149	из того	2	3
150	но даже	1	3
151	себе самой	1	3
152	внутри себя	1	3
153	в нем	2	3
154	перестает быть	4	3
155	подобно тому	2	3
156	на этом	2	3
157	в жизни	6	3
158	несмотря на	3	3
159	в своей	4	3
160	между прочим	1	3
161	как о	1	3
162	тогда когда	1	3
163	ее с	1	3
164	в основе	3	3
165	в уме	4	3
166	к себе	3	3
167	к тому	2	3
168	на это	2	3
169	можно и	1	3
170	и сам	6	3
171	так и	4	3
172	нужно было	1	3
173	можно сказать	1	3
174	один из	3	3
175	тот же	1	3
176	что он	5	3
177	но как	1	3
178	не мешает	1	3
179	только на	2	3
180	в одном	1	3
181	отношение к	1	3
182	никогда не	4	3
183	а с	1	3
184	вместе с	1	3
185	в той	1	3
186	тому как	2	3
187	да и	3	3
188	себя самого	1	3
189	это может	1	3
190	тем более	2	3
191	хотя бы	2	3
192	я в	5	3
193	с самим	1	3
194	в сфере	3	2
195	как это	8	2
196	тем же	3	2
197	ту же	2	2
198	из его	2	2
199	той же	3	2
200	как мы	1	2
201	во внутреннем	1	2
202	человека и	2	2
203	своей собственной	2	2
204	бы ни	1	2
205	и самой	1	2
206	а только	2	2
207	тогда как	13	2
208	имя в	1	2
209	тут же	1	2
210	как в	5	2
211	и нет	2	2
212	бы я	2	2
213	на нас	1	2
214	то в	1	2
215	себе как	1	2
216	так или	8	2
217	приводит к	3	2
218	и если	1	2
219	он не	1	2
220	прочим и	1	2
221	в силу	4	2
222	и вот	1	2
223	и этот	1	2
224	но все	1	2
225	в одну	1	2
226	а затем	1	2
227	различие между	2	2
228	то есть	6	2
229	и тем	4	2
230	в слове	2	2
231	и уже	1	2
232	не мог	3	2
233	для нее	2	2
234	бы на	2	2
235	что ему	3	2
236	дело в	3	2
237	и сама	1	2
238	на него	1	2
239	но только	1	2
240	казалось бы	5	2
241	это именно	1	2
242	тех или	1	2
243	и его	4	2
244	это уже	2	2
245	данном случае	4	2
246	самим собою	2	2
247	и логически	1	2
248	с собой	4	2
249	мог бы	1	2
250	в виду	3	2
251	на вопрос	1	2
252	никак не	1	2
253	и во	1	2
254	это было	1	2
255	во втором	2	2
256	к личности	1	2
257	или нет?	2	2
258	в качестве	17	2
259	мы получим	1	2
260	мы можем	1	2
261	не случайно	2	2
262	о каком	1	2
263	а потому	2	2
264	в особенности	1	2
265	или иначе	9	2
266	раз с	1	2
267	превращается в	2	2
268	именно так	2	2
269	если не	1	2
270	в частности	15	2
271	самого себя	3	2
272	в первой	1	2
273	просто как	1	2
274	при всем	3	2
275	взаимопонимания между	2	2
276	но зато	1	2
277	отношении к	1	2
278	жизни в	1	2
279	может и	1	2
280	состоит из	1	2
281	была бы	1	2
282	от всех	1	2
283	а я	1	2
284	в своих	4	2
285	сущности не	1	2
286	во всяком	3	2
287	этой точки	3	2
288	я и	7	1
289	в реальности	1	1
290	воображении и	1	1
291	сознание в	3	1
292	же как	1	1
293	чтобы не	2	1
294	должно стать	2	1
295	только потому	1	1
296	идет о	1	1
297	на ступени	1	1
298	между двумя	1	1
299	от самого	2	1
300	по преимуществу	4	1
301	исходит из	3	1
302	оно было	1	1
303	едва ли	1	1
304	в зависимости	1	1
305	для своего	2	1
306	в которой	1	1
307	для осмысления	1	1
308	говоря и	1	1
309	но по	1	1
310	оно вообще	1	1
311	в полной	1	1
312	жизни как	1	1
313	уже в	5	1
314	не иметь	1	1
315	и самого	2	1
316	в xix	1	1
317	и на	1	1
318	нечто в	1	1
319	с его	5	1
320	что предмет	1	1
321	могло быть	2	1
322	его сознания	2	1
323	ответ на	1	1
324	в общем	1	1
325	мне но	2	1
326	в наиболее	1	1
327	утверждает себя	1	1
328	отличие от	5	1
329	в настоящем	1	1
330	из таких	1	1
331	один и	1	1
332	всех ее	1	1
333	субъекта и	3	1
334	от груза	1	1
335	как нам	1	1
336	перед нами	1	1
337	они предстают	1	1
338	еще на	1	1
339	как то	1	1
340	состоит как	1	1
341	все эти	2	1
342	но без	2	1
343	в этой	4	1
344	однако как	1	1
345	само оно	1	1
346	зависимости от	1	1
347	тому же	2	1
348	как он	2	1
349	самого момента	1	1
350	при этом	19	1
351	и последовательное	1	1
352	но само	1	1
353	в понимании	1	1
354	свою собственную	1	1
355	в принципе	3	1
356	к одному	1	1
357	не к	2	1
358	не как	4	1
359	какой бы	1	1
360	и по	1	1
361	однако в	2	1
362	или иных	1	1
363	подход к	1	1
364	рождает в	1	1
365	который уже	1	1
366	может стать	1	1
367	которая как	1	1
368	к личностному	1	1
369	и внешнее	1	1
370	мне это	1	1
371	в это	1	1
372	таковы что	1	1
373	только лишь	1	1
374	религиозного сознания	1	1
375	в них	1	1
376	далеко не	3	1
377	но лишь	1	1
378	а за	1	1
379	не всегда	1	1
380	и индивидуальный	1	1
381	он и	3	1
382	потому и	1	1
383	и того	2	1
384	со всей	1	1
385	одного и	1	1
386	на первый	1	1
387	наиболее существенной	1	1
388	уме своем	4	1
389	представить себе	1	1
390	в котором	1	1
391	ту сторону	1	1
392	от слияния	1	1
393	в отличие	5	1
394	собою а	1	1
395	строго говоря	1	1
396	тем самым	5	1
397	не могли	1	1
398	как от	1	1
399	даже в	2	1
400	например и	1	1
401	уже был	1	1
402	раз и	2	1
403	чистом виде	1	1
404	иной раз	1	1
405	дело не	2	1
406	не имеет	1	1
407	к новым	1	1
408	субъект а	1	1
409	например что	1	1
410	о них	1	1
411	это еще	1	1
412	к подлинному	1	1
413	в наше	1	1
414	по своей	3	1
415	и является	2	1
416	xix веке	1	1
417	сводится к	3	1
418	в сознании	2	1
419	так называемый	2	1
420	только с	1	1
421	яркий и	1	1
422	уже и	1	1
423	в каком	1	1
424	с другом	1	1
425	личности в	1	1
426	свое собственное	3	1
427	только от	1	1
428	от жизни	1	1
429	могут быть	2	1
430	уже было	1	1
431	от реального	1	1
432	отличное от	1	1
433	отказаться от	1	1
434	ничего общего	1	1
435	существует только	1	1
436	что вы	1	1
437	более не	2	1
438	в конце	4	1
439	себе у	1	1
440	на основе	1	1
441	только при	1	1
442	их понимать	1	1
443	с каким	1	1
444	и от	1	1
445	и внутреннее	1	1
446	с самого	1	1
447	в пределах	3	1
448	не те	1	1
449	на том	2	1
450	в другом	2	1
451	на нее	1	1
452	действительности это	1	1
453	здесь как	2	1
454	оно мыслится	1	1
455	и по-своему	1	1
456	имеется в	2	1
457	я думал	1	1
458	быть может	1	1
459	он остается	1	1
460	или иной	2	1
461	но может	1	1
462	о нем	1	1
463	искусства и	5	1
464	не был	1	1
465	таково например	1	1
466	последнего времени	1	1
467	и который	1	1
468	а также	5	1
469	из ряда	1	1
470	самому себе	1	1
471	как наиболее	1	1
472	к истине	1	1
473	от них	1	1
474	и всякая	1	1
475	нуждается в	3	1
476	на одном	1	1
477	своих собственных	1	1
478	вслед за	1	1
479	резко отличается	1	1
480	это приводит	1	1
481	в сферу	2	1
482	одного из	3	1
483	в какой	1	1
484	и весьма	2	1
485	впрочем и	1	1
486	не было	3	1
487	тот или	1	1
488	с одной	2	1
489	на мой	1	1
490	с какой	1	1
491	для всех	1	1
492	это ни	1	1
493	не можем	1	1
494	и у	1	1
495	эти и	1	1
496	оно в	1	1
497	в виде	1	1
498	в начале	1	1
499	свидетельствует о	1	1
500	от других	1	1
501	сознание есть	2	1
502	нет я	2	1
503	момент своего	1	1
504	чего бы	1	1
505	очевидно что	1	1
506	этом в	3	1
507	себе в	2	1
508	всяком случае	2	1
509	слова в	1	1
510	вовсе не	1	1
511	себя от	1	1
512	не о	1	1
513	и перестает	1	1
514	у него	3	1
515	собственного я	5	1
516	и будет	1	1
517	общения и	1	1
518	бы это	1	1
519	один в	1	1
520	реальность в	1	1
521	другого и	1	1
522	до сих	1	1
523	я только	1	1
524	нельзя сказать	1	1
525	и прежде	3	1
526	было и	1	1
527	относится как	1	1
528	в некоторых	1	1
529	по тем	1	1
530	одной стороны	2	1
531	а сам	1	1
532	стремится к	1	1
533	есть лишь	1	1
534	из моментов	1	1
535	он становится	1	1
536	в бытии	1	1
537	нет ничего	2	1
538	нами как	1	1
539	а вы	2	1
540	который бы	1	1
541	есть такое	1	1
542	из которых	1	1
543	в столь	2	1
544	он говорит	1	1
545	отождествляться с	1	1
546	вокруг себя	1	1
547	по существу	1	1
548	в состоянии	1	1
549	и тому	1	1
550	в любом	2	1
551	сих пор	1	1
552	природу и	1	1
553	ничего кроме	2	1
554	но для	1	1
555	а вот	1	1
556	не является	2	1
557	или в	1	1
558	сознания и	1	1
559	об искусстве	1	1
560	тот кто	1	1
561	у них	1	1
562	в третьем	1	1
563	не будучи	1	1
564	своей индивидуальной	1	1
565	как явление	1	1
566	ведь как	1	1
567	своей внутренней	2	1
568	одной из	1	1
569	в моем	1	1
570	с ней	1	1
571	только как	1	1
572	другой стороны	1	1
573	они все	1	1
574	я это	1	1
575	из этого	1	1
576	самое и	1	1
577	в действительности	1	1
578	понимания ее	1	1
579	но эти	1	1
580	к этой	1	1
581	как таковое	1	1
582	в противоположность	1	1
583	к этому	1	1
584	можно назвать	1	1
585	они не	1	1
586	гораздо более	1	1
587	которая не	2	1
