N	2gram	Potebnia_M_3	Problemy
253	в целом	3	2
254	сказать о	1	2
255	же слово	2	2
256	бы не	4	2
257	из этих	9	2
258	отношение между	1	2
259	мы чувствуем	1	2
260	как он	1	2
261	но на	1	2
262	к миру	1	2
263	на том	1	2
264	одно и	5	2
265	но все	2	2
266	сознание и	1	2
267	конечно в	1	2
268	об этом	2	2
269	из них	6	2
270	знает что	1	2
271	входит в	2	2
272	него как	1	2
273	ни в	2	2
274	принадлежащих к	1	2
275	слова что	1	2
276	одна и	1	2
277	для чего	1	2
278	том что	18	2
279	и при	4	2
280	что такое	2	2
281	в такой	1	2
282	себе а	4	2
283	в которых	2	2
284	мысли и	2	2
285	и другого	1	2
286	но эта	1	2
287	что этот	1	2
288	и то	8	2
289	раз и	1	2
290	того как	4	2
291	на себе	1	2
292	в процессе	1	2
293	и без	7	2
294	тем не	3	2
295	и эта	1	2
296	что на	1	2
297	отличается от	1	2
298	указывает на	6	2
299	здесь мы	1	2
300	предмет в	1	2
301	для себя	3	2
302	и самое	2	2
303	без всякого	1	2
304	особенно в	1	2
305	представим себе	1	2
306	то время	4	2
307	что у	1	2
308	в образе	3	2
309	времени и	1	2
310	для этого	1	2
311	собою но	1	2
312	даже из	1	2
313	со словами	1	2
314	в глаза	1	2
315	его жизни	2	2
316	все его	1	2
317	от них	2	2
318	от одного	1	2
319	в форме	2	2
320	и следует	2	2
321	того что	18	2
322	словом и	5	2
323	в стороне	1	2
324	и мысли	1	2
325	конечно не	1	2
326	не входит	1	2
327	уже в	5	2
328	если мы	1	2
329	то и	6	2
330	в поэзии	1	2
331	а то	1	2
332	его и	1	2
333	и та	2	2
334	мы можем	3	2
335	каждый из	1	2
336	уже и	1	2
337	на меня	1	2
338	и речь	1	2
339	нельзя сказать	3	2
340	а с	2	2
341	что не	8	2
342	превращается в	1	2
343	слова слово	1	2
344	какое мы	1	2
345	так же	3	2
346	по своему	2	2
347	если оно	1	2
348	слов в	2	2
349	для понимания	4	2
350	например в	6	2
351	этого слова	11	2
352	сознании и	2	2
353	себе еще	1	2
354	мое я	1	2
355	слова но	2	2
356	человек и	1	2
357	для нас	20	2
358	ни было	1	2
359	очень хорошо	1	2
360	отношении к	2	2
361	не есть	17	2
362	с ними	1	2
363	сказать что	5	2
364	была бы	4	2
365	но этот	2	2
366	нет но	1	2
367	ее в	1	2
368	как слово	3	2
369	в таком	3	2
370	во всяком	1	2
371	первому и	1	1
372	если б	5	1
373	предполагает что	1	1
374	таком случае	2	1
375	художественного произведения	5	1
376	они еще	1	1
377	на самом	1	1
378	он может	1	1
379	это и	2	1
380	так у	2	1
381	но тем	2	1
382	и должны	1	1
383	мысли к	1	1
384	его внутреннюю	2	1
385	смотрит на	2	1
386	и есть	3	1
387	далее и	2	1
388	мысли а	4	1
389	собственном смысле	2	1
390	этого он	1	1
391	нашего по	1	1
392	уже по	1	1
393	сказать с	1	1
394	одним из	1	1
395	их и	1	1
396	сознающее и	1	1
397	что общий	1	1
398	есть не	7	1
399	и дополнения	1	1
400	бы уже	1	1
401	или наоборот	1	1
402	нуждаются в	1	1
403	из своих	1	1
404	он как	2	1
405	есть нечто	4	1
406	но она	1	1
407	принадлежит к	1	1
408	и тем	5	1
409	сложнее и	1	1
410	что говорят	1	1
411	ему в	2	1
412	в некотором	2	1
413	один пример	1	1
414	и заставляет	1	1
415	нет то	1	1
416	на них	1	1
417	это возможно	1	1
418	до и	1	1
419	бы то	1	1
420	человека или	1	1
421	одним словом	2	1
422	с одной	7	1
423	нам его	1	1
424	то он	2	1
425	но как	2	1
426	если в	1	1
427	в новом	2	1
428	ведь мы	1	1
429	нет и	1	1
430	который однако	1	1
431	заключено в	1	1
432	в собственном	2	1
433	его я	3	1
434	вследствие чего	1	1
435	или гораздо	1	1
436	что действительно	1	1
437	что как	2	1
438	внутренняя жизнь	1	1
439	не сливается	1	1
440	от нашего	4	1
441	в мысли	2	1
442	было только	1	1
443	и словом	1	1
444	себе не	4	1
445	увидим что	1	1
446	слово нельзя	1	1
447	можно в	1	1
448	к чему	1	1
449	бы с	1	1
450	другого как	1	1
451	так или	2	1
452	которые в	1	1
453	тоже не	1	1
454	в этой	2	1
455	все слова	1	1
456	словами для	2	1
457	иначе и	2	1
458	слово это	2	1
459	не могла	2	1
460	человек не	2	1
461	всеми остальными	3	1
462	слово только	1	1
463	и если	2	1
464	что она	3	1
465	в первых	1	1
466	оно было	1	1
467	явления так	1	1
468	эта последняя	2	1
469	он должен	1	1
470	не к	4	1
471	первым и	1	1
472	справедливо в	1	1
473	в корне	1	1
474	кажется нам	1	1
475	что ни	2	1
476	и по	4	1
477	будем говорить	1	1
478	может понять	1	1
479	однако в	1	1
480	от нее	2	1
481	не следует	5	1
482	этом последнем	2	1
483	слова не	2	1
484	мыслью но	1	1
485	что все	3	1
486	в мире	1	1
487	форма есть	1	1
488	об этой	1	1
489	и внутренняя	1	1
490	себя не	1	1
491	говорить не	1	1
492	своей стороны	1	1
493	в строго	1	1
494	из своего	1	1
495	кто его	1	1
496	за собою	2	1
497	с другими	5	1
498	друг другу	1	1
499	и грубый	1	1
500	понять его	1	1
501	деле в	1	1
502	и мы	2	1
503	форму и	1	1
504	самих и	1	1
505	должен был	1	1
506	приходит в	1	1
507	большим количеством	1	1
508	слово имеет	2	1
509	все равно	4	1
510	берет на	1	1
511	в ее	2	1
512	не всегда	2	1
513	несмотря на	2	1
514	нигде не	1	1
515	определенный образ	1	1
516	его слово	1	1
517	нет своего	1	1
518	такою же	1	1
519	и тогда	3	1
520	ему но	1	1
521	мы как	1	1
522	к мысли	3	1
523	мысль а	1	1
524	от своего	1	1
525	которую мы	1	1
526	или точнее	1	1
527	неразрывно связано	1	1
528	как все	1	1
529	это только	1	1
530	живет только	1	1
531	что до	1	1
532	слова при	3	1
533	от его	1	1
534	стало быть	1	1
535	е хотя	1	1
536	общий смысл	1	1
537	другом и	1	1
538	над всеми	3	1
539	ускользают от	1	1
540	по крайней	5	1
541	без всяких	1	1
542	слова к	1	1
543	с такими	1	1
544	слове на	1	1
545	человека но	1	1
546	что есть	2	1
547	того о	1	1
548	как может	1	1
549	без его	1	1
550	или что	3	1
551	в таких	1	1
552	что с	2	1
553	виду что	1	1
554	меня не	1	1
555	друг друга	3	1
556	тогда когда	9	1
557	ее с	1	1
558	для целой	1	1
559	само по	3	1
560	оттенки в	1	1
561	иметь в	2	1
562	того чтобы	3	1
563	значение этого	1	1
564	человека по	1	1
565	не могло	1	1
566	это с	1	1
567	только не	2	1
568	не имеет	6	1
569	следовательно и	1	1
570	находятся в	1	1
571	речи не	1	1
572	находиться в	1	1
573	развивается в	1	1
574	и идеал	2	1
575	и после	2	1
576	связи с	2	1
577	в сознании	15	1
578	до того	4	1
579	ему не	2	1
580	настоящего времени	1	1
581	языка в	5	1
582	все то	1	1
583	его за	1	1
584	же самое	1	1
585	мере того	3	1
586	есть или	1	1
587	другое слово	1	1
588	его с	2	1
589	для его	1	1
590	когда они	1	1
591	на это	4	1
592	где нет	1	1
593	предмет о	1	1
594	но только	2	1
595	след в	1	1
596	в душу	1	1
597	и говорит	1	1
598	лучше сказать	2	1
599	она только	1	1
600	так в	2	1
601	с первым	1	1
602	на нее	1	1
603	те же	6	1
604	не с	1	1
605	здесь как	3	1
606	мог бы	1	1
607	и каждый	1	1
608	во многом	2	1
609	произведения не	2	1
610	жизнь и	1	1
611	с очевидно	1	1
612	понятно что	1	1
613	совершенно невозможно	1	1
614	которая в	1	1
615	и вообще	3	1
616	и слияния	1	1
617	образ или	2	1
618	слово на	1	1
619	в смысле	4	1
620	имеет еще	1	1
621	с тою	1	1
622	но мы	2	1
623	мысль не	2	1
624	образа как	3	1
625	после того	1	1
626	можно сказать	3	1
627	я как	5	1
628	над всем	1	1
629	нас в	1	1
630	понимать себя	2	1
631	от него	2	1
632	такими же	1	1
633	отражением в	1	1
634	путь через	1	1
635	этих слов	2	1
636	его личности	1	1
637	частиц и	1	1
638	на одном	1	1
639	в языке	7	1
640	не найдем	1	1
641	крайней мере	5	1
642	формы его	1	1
643	о предмете	2	1
644	как объект	1	1
645	что здесь	1	1
646	на которой	3	1
647	один из	4	1
648	образов и	2	1
649	вне себя	2	1
650	мы видим	2	1
651	одной из	2	1
652	в какой	2	1
653	не видеть	2	1
654	в устах	1	1
655	то в	1	1
656	еще и	1	1
657	особенности и	1	1
658	он уже	1	1
659	сырой материал	1	1
660	тому какое	2	1
661	между этими	1	1
662	говорит только	2	1
663	душевной жизни	6	1
664	без этого	1	1
665	человека с	1	1
666	из которого	1	1
667	с нею	2	1
668	слове а	1	1
669	чем с	1	1
670	к слову	2	1
671	следует за	1	1
672	здесь же	1	1
673	рано или	1	1
674	или даже	1	1
675	за ним	3	1
676	таким-то образом	1	1
677	ни с	1	1
678	мы знаем	1	1
679	бы совершенно	1	1
680	в известной	1	1
681	наших собственных	1	1
682	иначе как	1	1
683	сами по	1	1
684	я в	1	1
685	содержания а	1	1
686	при всей	1	1
687	но что	2	1
688	она имеет	1	1
689	не говорит	1	1
690	и сама	1	1
691	почему не	2	1
692	гораздо сложнее	1	1
693	в других	2	1
694	этом рассказе	1	1
695	лишь для	1	1
696	одного только	1	1
697	не было	4	1
698	из двух	3	1
699	или поздно	1	1
700	одной стороны	3	1
701	и т.п	1	1
702	уже при	1	1
703	или иначе	1	1
704	том как	3	1
705	чем он	1	1
706	в сознание	7	1
707	только один	2	1
708	и между	4	1
709	такое же	3	1
710	это последнее	2	1
711	внешнее и	1	1
712	на которые	1	1
713	содержание его	1	1
714	один и	1	1
715	предмета но	1	1
716	голоса его	1	1
717	на ней	1	1
718	что для	4	1
719	предмет и	2	1
720	другому и	1	1
721	от этого	2	1
722	идеи в	2	1
723	и непосредственно	1	1
724	слово из	1	1
725	его как	1	1
726	своего я	1	1
727	этим что	1	1
728	его собственной	1	1
729	не то	3	1
730	но есть	1	1
731	и слово	6	1
732	лишь тогда	2	1
733	на слово	2	1
734	не видит	1	1
735	следовало бы	1	1
736	бы оно	1	1
737	входить в	1	1
738	с людьми	1	1
739	речь но	1	1
740	слова от	1	1
741	следовательно к	1	1
742	слово становится	1	1
743	или словом	1	1
744	вместе с	12	1
745	такой форме	1	1
746	и потому	4	1
747	со словом	4	1
748	к своему	2	1
749	на глаз	2	1
750	из уст	1	1
751	притом так	1	1
752	достигается в	1	1
753	имеющее свою	1	1
754	восприятия то	1	1
755	смысле этого	7	1
756	в наглядный	1	1
757	об особенностях	1	1
758	то к	3	1
759	указание на	2	1
760	форма в	4	1
761	на самое	1	1
762	про себя	1	1
763	отсюда как	1	1
764	и какое	1	1
765	в душевной	1	1
766	всей совокупности	1	1
767	в начале	3	1
768	входящее в	1	1
769	в самую	1	1
770	которой он	1	1
771	нисколько не	1	1
772	случае он	1	1
773	его собственная	1	1
774	слове и	5	1
775	этот образ	4	1
776	от человека	1	1
777	не знаем	3	1
778	и от	4	1
779	от мысли	1	1
780	тем более	4	1
781	в другой	1	1
782	о котором	1	1
783	а к	3	1
784	в двух	1	1
785	обращается к	1	1
786	души в	1	1
787	это может	1	1
788	по одной	1	1
789	в большей	2	1
790	ничего общего	2	1
791	эту последнюю	1	1
792	места в	1	1
793	же в	2	1
794	есть уже	11	1
795	входящий в	2	1
796	не я	3	1
797	я то	1	1
798	по поводу	4	1
799	от ее	1	1
800	как ряд	1	1
801	но можно	1	1
802	по одному	1	1
803	и слияние	1	1
804	но оно	6	1
805	от души	1	1
806	мысли но	1	1
807	эти слова	2	1
808	можно назвать	1	1
809	жизни и	2	1
810	а может	1	1
811	на ту	1	1
812	все что	4	1
813	переносит в	1	1
814	в данную	1	1
815	это в	2	1
816	к этому	3	1
817	как на	5	1
