N	2gram	Tiupa_Anal_2	KulturaY
163	и здесь	1	3
164	можно сказать	4	3
165	нуждается в	1	3
166	этом смысле	2	3
167	уже в	1	3
168	в одном	2	3
169	уже и	2	3
170	и даже	9	3
171	или иной	3	3
172	в свою	1	3
173	в соответствии	2	3
174	есть лишь	1	3
175	если не	1	3
176	в речи	3	3
177	как это	6	3
178	этого слова	3	3
179	слова как	1	3
180	нам не	1	3
181	в системе	1	3
182	была бы	2	3
183	или иного	3	3
184	как на	1	3
185	в таком	2	3
186	речь идет	2	2
187	также и	1	2
188	по преимуществу	4	2
189	как история	1	2
190	бы уже	1	2
191	бы и	1	2
192	я не	1	2
193	иное как	1	2
194	что его	1	2
195	иных случаях	1	2
196	не все	1	2
197	тогда как	19	2
198	себе и	1	2
199	идет о	1	2
200	так называемая	1	2
201	что касается	3	2
202	тех случаях	1	2
203	и как	1	2
204	но в	6	2
205	так или	1	2
206	еще один	1	2
207	но ведь	1	2
208	он не	2	2
209	свое время	1	2
210	так например	2	2
211	в каждом	1	2
212	в состоянии	2	2
213	лишь в	9	2
214	заключается в	1	2
215	первую очередь	1	2
216	и тем	4	2
217	ни в	1	2
218	все равно	1	2
219	как об	1	2
220	этого не	1	2
221	как и	14	2
222	иначе говоря	11	2
223	но если	1	2
224	и при	1	2
225	в своей	2	2
226	не столько	3	2
227	от себя	1	2
228	что я	1	2
229	и более	1	2
230	том же	1	2
231	по себе	2	2
232	что с	2	2
233	в то	2	2
234	как о	3	2
235	не имеет	2	2
236	ничего не	9	2
237	чтобы в	1	2
238	дело не	2	2
239	например не	1	2
240	никогда не	3	2
241	такова что	1	2
242	же время	2	2
243	все времена	1	2
244	быть в	1	2
245	же до	1	2
246	крутой поворот	1	2
247	не является	1	2
248	во все	1	2
249	что все	2	2
250	и сами	1	2
251	о власти	1	2
252	не мог	3	2
253	было в	1	2
254	одно из	2	2
255	в разных	1	2
256	о нем	1	2
257	на примере	1	2
258	никак не	2	2
259	языковых стилей	1	2
260	это было	2	2
261	каждом из	1	2
262	должны быть	1	2
263	не знаю	2	2
264	тот же	1	2
265	и конкретном	1	2
266	внутренняя форма	1	2
267	же и	1	2
268	в сторону	5	2
269	то и	1	2
270	свидетельствует о	2	2
271	а то	2	2
272	может служить	1	2
273	или иначе	1	2
274	на этот	2	2
275	даже для	1	2
276	только к	1	2
277	превращается в	2	2
278	о чем	2	2
279	к своему	2	2
280	в контексте	5	2
281	с этой	1	2
282	этом случае	4	2
283	между прочим	1	2
284	и для	2	2
285	этих случаях	2	2
286	случаях когда	1	2
287	на улице	1	2
288	или в	3	2
289	другое дело	1	2
290	для нас	1	2
291	и все	3	2
292	тем более	1	2
293	себя самого	1	2
294	понимать как	1	2
295	языка то	1	2
296	в свое	1	2
297	ее в	1	2
298	этой точки	1	2
299	после чего	1	2
300	я и	3	1
301	слова которые	1	1
302	для себя	1	1
303	тех же	1	1
304	и должны	1	1
305	отношений в	1	1
306	на этих	1	1
307	из его	2	1
308	исходит из	1	1
309	противном случае	1	1
310	ведь и	2	1
311	и больше	1	1
312	едва ли	3	1
313	действительности и	1	1
314	эти стилистически	1	1
315	его не	1	1
316	полагает что	1	1
317	есть не	1	1
318	с более	1	1
319	не приходится	1	1
320	на место	1	1
321	из своих	2	1
322	именно к	1	1
323	это всегда	1	1
324	говорить о	6	1
325	событии а	1	1
326	что иное	1	1
327	из того	1	1
328	но даже	1	1
329	черта в	1	1
330	частный случай	1	1
331	когда речь	1	1
332	в сочетании	7	1
333	не был	3	1
334	к ее	1	1
335	столь же	4	1
336	выражения в	1	1
337	тем как	1	1
338	как правило	4	1
339	как система	5	1
340	то он	1	1
341	я так	1	1
342	к ним	1	1
343	как справедливо	1	1
344	отличие от	2	1
345	не умещается	1	1
346	как говорит	2	1
347	субъекта и	1	1
348	в акте	1	1
349	на смежные	1	1
350	в противном	1	1
351	перед нами	1	1
352	в действительности	3	1
353	следующим образом	1	1
354	зрения как	1	1
355	моментов в	1	1
356	при чтении	1	1
357	со своей	1	1
358	мне не	1	1
359	в чем	1	1
360	в нашем	3	1
361	бы не	1	1
362	и действительное	1	1
363	в известном	1	1
364	однако как	2	1
365	последнего несколько	1	1
366	и те	1	1
367	как он	1	1
368	но на	1	1
369	в наших	1	1
370	полный и	1	1
371	в случае	2	1
372	по словам	1	1
373	не следует	2	1
374	всех этих	1	1
375	к одному	1	1
376	у читателя	1	1
377	вообще не	2	1
378	из антиномии	1	1
379	i в	1	1
380	так уж	1	1
381	и по	1	1
382	на этом	4	1
383	прежде чем	1	1
384	или иных	2	1
385	без исключения	1	1
386	конца и	1	1
387	о таком	1	1
388	одно и	1	1
389	я вам	1	1
390	которые к	1	1
391	же не	2	1
392	в совершенно	1	1
393	об этом	1	1
394	внутренней форме	1	1
395	а их	1	1
396	них не	2	1
397	первый и	1	1
398	во-вторых не	1	1
399	на этой	2	1
400	не выходят	1	1
401	от степени	1	1
402	на протяжении	2	1
403	том смысле	1	1
404	то все	1	1
405	лишь на	1	1
406	слова без	1	1
407	в жизни	1	1
408	совмещается с	1	1
409	силы в	1	1
410	к которым	1	1
411	далеко не	1	1
412	смысле что	1	1
413	со всей	1	1
414	раз и	1	1
415	существу всякая	1	1
416	во второй	4	1
417	в ходе	4	1
418	сочетании с	7	1
419	взгляд на	1	1
420	в следующем	1	1
421	в такой	1	1
422	в прозе	1	1
423	в отличие	2	1
424	таких случаях	1	1
425	своего рода	12	1
426	не убита	1	1
427	но это	1	1
428	кроме одной	1	1
429	однако в	1	1
430	что этот	1	1
431	в устах	2	1
432	на следующем	1	1
433	а вот	1	1
434	ничего нового	1	1
435	некоторого рода	2	1
436	в центр	1	1
437	в стилистическом	1	1
438	это еще	1	1
439	только не	4	1
440	одна из	1	1
441	его речи	1	1
442	с одним	1	1
443	именно она	1	1
444	как она	1	1
445	и вышел	1	1
446	и после	1	1
447	тех или	2	1
448	как будто	3	1
449	может и	1	1
450	что на	3	1
451	конечно и	1	1
452	может показаться	1	1
453	и далее	1	1
454	но только	1	1
455	случайно и	1	1
456	выход из	1	1
457	могут быть	10	1
458	здесь совершенно	1	1
459	наоборот в	1	1
460	этот переход	1	1
461	той или	3	1
462	указывает на	1	1
463	части романа	1	1
464	же имеет	1	1
465	и своих	1	1
466	в применении	1	1
467	о событии	1	1
468	следует отнести	1	1
469	вот и	1	1
470	как мы	3	1
471	значения и	1	1
472	речи ее	1	1
473	в ее	1	1
474	на основе	2	1
475	или еще	1	1
476	ее полные	1	1
477	только то	1	1
478	в себя	4	1
479	далее к	1	1
480	том-то и	1	1
481	речи например	1	1
482	и исторически	1	1
483	если они	1	1
484	и сам	3	1
485	в борьбе	2	1
486	она была	1	1
487	имеется в	1	1
488	в последней	1	1
489	поэтому в	1	1
490	не будучи	1	1
491	в словах	3	1
492	даже не	1	1
493	за пределами	2	1
494	одного из	3	1
495	а также	7	1
496	времени в	4	1
497	и во	2	1
498	в которую	1	1
499	всего на	1	1
500	во всех	4	1
501	в конечном	3	1
502	понимании но	1	1
503	как его	1	1
504	и синтаксис	1	1
505	это лишь	1	1
506	еще более	2	1
507	в том-то	1	1
508	в литературе	1	1
509	что здесь	1	1
510	научного мышления	1	1
511	места действия	1	1
512	сразу же	1	1
513	явления как	1	1
514	и одновременно	3	1
515	в двух	2	1
516	совсем не	1	1
517	этот вопрос	1	1
518	дело с	1	1
519	что даже	1	1
520	к их	1	1
521	все той	2	1
522	убедиться в	1	1
523	не мешает	1	1
524	с одной	5	1
525	каждый из	1	1
526	вопроса о	1	1
527	себя в	2	1
528	только на	3	1
529	борьбы с	3	1
530	себя и	1	1
531	же явления	1	1
532	по законам	1	1
533	в сознании	4	1
534	целого ряда	1	1
535	этого процесса	1	1
536	или даже	2	1
537	связывается с	2	1
538	его и	1	1
539	этот раз	1	1
540	которые в	1	1
541	не так	4	1
542	для него	4	1
543	и их	2	1
544	слова в	1	1
545	сами по	1	1
546	в конце	4	1
547	тому же	4	1
548	внимание не	1	1
549	появление в	1	1
550	всех присутствующих	1	1
551	образом не	1	1
552	другой и	1	1
553	случае с	1	1
554	стилистическом отношении	1	1
555	связан с	1	1
556	одной стороны	4	1
557	в данный	1	1
558	особое внимание	1	1
559	отличаются от	1	1
560	и тех	1	1
561	здесь в	2	1
562	автором в	1	1
563	нового времени	1	1
564	говорит о	5	1
565	а главное	1	1
566	более того	1	1
567	зависит от	1	1
568	его как	2	1
569	слов и	1	1
570	долгое время	1	1
571	отнюдь не	8	1
572	и своим	1	1
573	то она	1	1
574	в организации	3	1
575	поскольку за	1	1
576	эти слова	1	1
577	еще очевиднее	1	1
578	к его	2	1
579	и иной	2	1
580	не тот	1	1
581	данный момент	1	1
582	к ответу	1	1
583	в повествовании	2	1
584	применении к	1	1
585	в ответ	2	1
586	самого себя	1	1
587	за рамки	1	1
588	быть только	1	1
589	для человека	1	1
590	да и	1	1
591	некоторого внутреннего	1	1
592	как нельзя	1	1
593	и там	1	1
594	выходят за	2	1
595	этот не	1	1
596	еще раз	1	1
597	его в	2	1
598	в основном	1	1
599	только для	1	1
600	внимания на	1	1
601	о его	4	1
602	слов которые	1	1
603	в начале	1	1
604	естественно не	1	1
605	точно и	1	1
606	я от	1	1
607	так ли	1	1
608	к другим	1	1
609	всего лишь	8	1
610	сюжета и	3	1
611	а всего	1	1
612	объекта и	2	1
613	а все	1	1
614	в отношения	1	1
615	собственно говоря	2	1
616	бы он	1	1
617	или нет	1	1
618	ведь есть	1	1
619	будто бы	1	1
620	только что	1	1
621	я в	3	1
622	это естественно	1	1
623	отношении к	1	1
624	в стихах	1	1
625	этих замечаний	1	1
626	слово в	1	1
627	не знает	3	1
628	сказать что	2	1
629	совершенно не	1	1
630	сопоставлении с	1	1
631	есть право	1	1
632	одном лице	1	1
633	не что	1	1
634	перед нею	1	1
635	который в	1	1
636	речи как	1	1
637	об отношении	1	1
638	синтаксически и	1	1
639	в роли	2	1
640	к этому	2	1
641	значение в	1	1
642	точно так	1	1
643	все что	2	1
