N	2gram	Ircho_Kome_2	VLabPisa
266	что для	4	2
267	гете и	1	2
268	о чем	3	2
269	было в	1	2
270	из которых	3	2
271	в течение	2	2
272	войны и	3	2
273	как например	1	2
274	и некоторые	1	2
275	сих пор	2	2
276	того или	1	2
277	можно было	4	2
278	каждой из	2	2
279	многие из	3	2
280	сюжета и	1	2
281	этого рода	1	2
282	ни одного	1	2
283	огромную роль	1	2
284	то о	1	2
285	своих героев	1	2
286	будто бы	1	2
287	а в	3	2
288	в системе	1	2
289	в стихах	1	2
290	между ними	1	2
291	сообщает о	1	2
292	к его	2	2
293	частности в	2	2
294	пор не	1	1
295	речь идет	3	1
296	говоря о	1	1
297	и без	1	1
298	к традиционным	1	1
299	самом деле	1	1
300	неожиданное появление	1	1
301	все его	1	1
302	следует видеть	1	1
303	тот или	1	1
304	что эти	1	1
305	общественных отношений	1	1
306	нам приходится	1	1
307	в традиционной	2	1
308	обойтись без	1	1
309	без труда	1	1
310	в отражении	1	1
311	которых особенно	1	1
312	как мы	4	1
313	путь для	1	1
314	это что	1	1
315	обходится без	1	1
316	вопрос о	3	1
317	они могут	1	1
318	нам в	1	1
319	не слишком	1	1
320	творчества с	1	1
321	из сказанного	1	1
322	на себя	7	1
323	приходит к	1	1
324	из того	1	1
325	похожи на	3	1
326	и первой	1	1
327	о роли	1	1
328	них по	1	1
329	это время	3	1
330	свою очередь	1	1
331	чем отличается	1	1
332	собой в	1	1
333	мертвых душ	1	1
334	становится в	3	1
335	он был	2	1
336	между собой	1	1
337	не был	1	1
338	и мира	1	1
339	служит для	1	1
340	по своему	2	1
341	значение и	1	1
342	не все	1	1
343	ответ на	3	1
344	каком направлении	1	1
345	состоял в	1	1
346	в свои	1	1
347	в истории	5	1
348	опирается на	1	1
349	общего с	1	1
350	для их	2	1
351	еще больше	1	1
352	целый ряд	2	1
353	достаточно ясно	2	1
354	что по	2	1
355	того обстоятельства	1	1
356	не являются	1	1
357	в социальном	1	1
358	для пего	2	1
359	роль играет	1	1
360	привести к	1	1
361	уже в	4	1
362	есть для	2	1
363	платон в	2	1
364	только два	1	1
365	сил в	1	1
366	к достижению	1	1
367	тому же	11	1
368	и если	2	1
369	на его	1	1
370	время и	1	1
371	да и	3	1
372	и еще	2	1
373	ими в	1	1
374	чувства в	1	1
375	его от	1	1
376	на этом	2	1
377	в понятие	1	1
378	кстати сказать	1	1
379	реакции на	2	1
380	а вместе	1	1
381	для характеристики	1	1
382	связанных с	2	1
383	зрения на	1	1
384	не нашел	1	1
385	не определяющие	1	1
386	было сделано	1	1
387	входит в	1	1
388	на протяжении	10	1
389	этом смысле	2	1
390	приходит в	1	1
391	свое творческое	1	1
392	материал для	1	1
393	ни одной	1	1
394	соответствии с	1	1
395	и определяет	1	1
396	этого не	1	1
397	с этой	3	1
398	как видно	2	1
399	образы в	1	1
400	которой он	1	1
401	несмотря на	1	1
402	на этот	4	1
403	их автора	1	1
404	в этих	4	1
405	значительную роль	1	1
406	же направлении	1	1
407	это подтверждается	1	1
408	признать что	2	1
409	значение для	1	1
410	в памяти	1	1
411	образом и	1	1
412	друг другу	3	1
413	обращение к	1	1
414	творчества это	1	1
415	в устах	1	1
416	бы быть	1	1
417	освободиться от	1	1
418	евгения онегина	1	1
419	следует забывать	1	1
420	не составлял	1	1
421	эта мысль	1	1
422	как можно	1	1
423	что эта	1	1
424	с которой	1	1
425	начинает с	2	1
426	того как	3	1
427	что их	2	1
428	на себе	1	1
429	время как	2	1
430	иметь в	1	1
431	как много	1	1
432	та или	1	1
433	основное содержание	1	1
434	не имеет	3	1
435	судя по	4	1
436	не имели	1	1
437	относят к	1	1
438	к типу	1	1
439	друг друга	3	1
440	как не	2	1
441	с достаточной	2	1
442	как будто	4	1
443	в достаточно	1	1
444	в основе	1	1
445	в каком	1	1
446	больше того	4	1
447	отдельных его	1	1
448	пишет для	1	1
449	уже о	2	1
450	мало чем	1	1
451	освобождает его	1	1
452	самой общей	2	1
453	обстоятельства что	1	1
454	установить в	1	1
455	бы он	1	1
456	которые его	1	1
457	именно таким	1	1
458	и это	2	1
459	и поэтому	3	1
460	теперь на	1	1
461	в театре	2	1
462	очень точно	1	1
463	говоря уже	2	1
464	это противопоставление	1	1
465	и служит	1	1
466	же не	2	1
467	в в	4	1
468	то время	3	1
469	и сам	3	1
470	что у	4	1
471	в нескольких	1	1
472	и опирается	1	1
473	что автор	1	1
474	каждого из	1	1
475	остается только	1	1
476	по сравнению	1	1
477	но у	1	1
478	жизнь и	1	1
479	является в	1	1
480	о котором	1	1
481	с ним	1	1
482	на море	1	1
483	а по	1	1
484	автор не	1	1
485	во-вторых не	1	1
486	и детей	1	1
487	и та	1	1
488	и что	2	1
489	правило в	2	1
490	была найдена	1	1
491	первого из	1	1
492	и большого	1	1
493	после того	2	1
494	для нас	3	1
495	а также	1	1
496	с целью	1	1
497	той социальной	1	1
498	знает что	1	1
499	под именем	2	1
500	ему же	1	1
501	или иначе	3	1
502	хотя у	1	1
503	и во	2	1
504	быть даже	1	1
505	с отцовской	1	1
506	даже для	1	1
507	и тех	2	1
508	всего этого	1	1
509	даже на	2	1
510	первого акта	1	1
511	для определенного	1	1
512	если это	1	1
513	какой мере	1	1
514	в сферу	1	1
515	с отдельными	1	1
516	с творчеством	1	1
517	социальной направленности	1	1
518	обе эти	1	1
519	речи о	1	1
520	с каждым	1	1
521	в какой	2	1
522	к их	3	1
523	очень много	1	1
524	пока в	1	1
525	стороны он	1	1
526	вот этот	1	1
527	свидетельства о	1	1
528	конечно не	1	1
529	только на	1	1
530	если верить	1	1
531	существу своему	1	1
532	в начале	4	1
533	свидетельствует о	1	1
534	и явно	1	1
535	этому вопросу	1	1
536	положение как	1	1
537	системе образов	1	1
538	к каким	1	1
539	и из	1	1
540	ни в	5	1
541	в известной	1	1
542	к более	1	1
543	содержания и	1	1
544	не для	2	1
545	в состоянии	1	1
546	отношение к	2	1
547	на четыре	1	1
548	идет в	1	1
549	при отсутствии	1	1
550	из действующих	1	1
551	тем что	3	1
552	в рамки	1	1
553	дошедших до	2	1
554	в более	1	1
555	известно о	1	1
556	имели бы	1	1
557	традиционных масок	1	1
558	не обязательно	1	1
559	и создает	1	1
560	в свою	1	1
561	более осторожно	1	1
562	соответствует ли	1	1
563	в соответствии	1	1
564	у поэтов	2	1
565	в любой	1	1
566	что поэты	1	1
567	эту возможность	1	1
568	и самый	1	1
569	не означает	1	1
570	однако и	1	1
571	ходов и	2	1
572	жизнь в	1	1
573	наконец в	2	1
574	самого начала	1	1
575	на многие	1	1
576	со своими	1	1
577	что из	2	1
578	мира в	4	1
579	если не	2	1
580	нет ничего	1	1
581	так называемой	3	1
582	и особенно	3	1
583	спустя три	1	1
584	представить себе	3	1
585	в духе	2	1
586	как в	3	1
587	получить в	1	1
588	у первого	1	1
589	приводит в	1	1
590	не раскрывается	1	1
591	сравнению с	1	1
592	так или	3	1
593	в той	2	1
594	любой из	1	1
595	был прав	1	1
596	образом на	1	1
597	имеем дело	1	1
598	бы его	1	1
599	ли эта	1	1
600	исходя из	1	1
601	персонажей в	1	1
602	были у	1	1
603	еще раз	1	1
604	только для	1	1
605	стоит только	1	1
606	покончить с	1	1
607	мы видим	1	1
608	было еще	1	1
609	его творчества	1	1
610	это как	1	1
611	ее и	1	1
612	в каждой	1	1
613	внимание на	1	1
614	и все	2	1
615	той или	1	1
616	еще более	2	1
617	и ни	1	1
618	потому что	6	1
619	хотя в	1	1
620	утверждал что	1	1
621	трудно дать	1	1
622	еще в	4	1
623	а н	1	1
624	к ее	1	1
625	и традиционных	1	1
626	не говоря	2	1
627	его последователей	1	1
628	дело с	3	1
629	из тех	1	1
630	подчеркивают в	1	1
631	от всех	2	1
632	забывать что	1	1
633	в последнем	1	1
634	не один	1	1
635	или иного	1	1
636	по которой	1	1
637	это было	4	1
638	и другие	2	1
639	от которой	2	1
