N	2gram	Losev_Prob_5	slovoVRo
345	не уменьшается	1	1
346	знает что	3	1
347	те или	1	1
348	но самый	1	1
349	то все	1	1
350	должен был	1	1
351	и тем	3	1
352	здесь нет	1	1
353	мог бы	1	1
354	но уже	2	1
355	несмотря на	6	1
356	рода и	2	1
357	и свет	1	1
358	такой же	1	1
359	здесь конечно	2	1
360	на первый	1	1
361	в своей	22	1
362	при изучении	1	1
363	в такой	1	1
364	и без	2	1
365	эта тема	1	1
366	он принимает	1	1
367	себе а	2	1
368	силу и	1	1
369	тем не	5	1
370	в таких	2	1
371	и передачу	1	1
372	в двух	1	1
373	xviii века	1	1
374	человека но	2	1
375	с которой	1	1
376	самого начала	1	1
377	не о	1	1
378	и притом	5	1
379	весь этот	1	1
380	и два	1	1
381	героев и	1	1
382	и имеет	1	1
383	и автор	1	1
384	для всего	1	1
385	ничего не	2	1
386	она ни	1	1
387	римской империи	1	1
388	понимании и	1	1
389	по своей	2	1
390	лишь с	1	1
391	прежде чем	2	1
392	всей жизни	1	1
393	и по-своему	1	1
394	достаточно указать	1	1
395	что возможно	1	1
396	не столь	3	1
397	задолго до	1	1
398	или иных	2	1
399	и мудрым	1	1
400	к себе	1	1
401	в духе	3	1
402	и должно	1	1
403	и всех	1	1
404	как только	1	1
405	числе и	1	1
406	чем перейти	1	1
407	он никогда	1	1
408	этот путь	1	1
409	правда не	1	1
410	и это	1	1
411	некоторой степени	4	1
412	относящихся сюда	1	1
413	и самое	1	1
414	интересами и	1	1
415	в виду	3	1
416	людей или	2	1
417	нет никакой	3	1
418	и этим	1	1
419	с самого	1	1
420	и образа	1	1
421	и которые	2	1
422	еще в	5	1
423	свою борьбу	1	1
424	решающее значение	1	1
425	в последней	1	1
426	поэтому в	1	1
427	одно из	1	1
428	нас и	2	1
429	не на	1	1
430	никогда и	1	1
431	путь на	1	1
432	другими словами	1	1
433	обращается к	1	1
434	никак не	8	1
435	и что	6	1
436	миф в	1	1
437	среди всех	1	1
438	можно сказать	6	1
439	людей как	1	1
440	нас в	4	1
441	мы понимаем	1	1
442	науке и	1	1
443	за свое	1	1
444	должно было	1	1
445	мифологическое и	1	1
446	в драме	2	1
447	нем не	1	1
448	андре жид	1	1
449	тем как	2	1
450	стоит и	1	1
451	вообще и	2	1
452	в ту	1	1
453	и нельзя	1	1
454	и следовательно	1	1
455	человека как	1	1
456	и об	1	1
457	и она	1	1
458	не зная	1	1
459	того что	3	1
460	всякого рода	2	1
461	речи о	1	1
462	одной из	1	1
463	в какой	2	1
464	образом даже	1	1
465	до нас	7	1
466	в обществе	1	1
467	и ее	1	1
468	в качестве	4	1
469	говорить об	1	1
470	только на	1	1
471	значение и	2	1
472	него и	1	1
473	за ним	1	1
474	в конце	8	1
475	не для	1	1
476	до некоторой	4	1
477	мы можем	5	1
478	и никогда	3	1
479	как раз	5	1
480	xvii и	1	1
481	тем что	2	1
482	характерны для	1	1
483	в других	3	1
484	перейти к	3	1
485	науки в	1	1
486	которые как	1	1
487	глубине и	1	1
488	не были	1	1
489	как у	1	1
490	или иначе	1	1
491	на которые	1	1
492	самой античной	1	1
493	души и	1	1
494	подход и	1	1
495	что не	2	1
496	говорит о	7	1
497	превращается в	1	1
498	а на	1	1
499	оно существенно	1	1
500	зависит от	1	1
501	однако и	1	1
502	другой стороны	6	1
503	находит для	2	1
504	все время	3	1
505	отнюдь не	4	1
506	когда она	1	1
507	мира в	3	1
508	человек или	1	1
509	мы находим	7	1
510	в частности	4	1
511	вступает с	1	1
512	о себе	2	1
513	во-вторых и	1	1
514	в непрерывном	1	1
515	даже не	1	1
516	он говорит	2	1
517	который мы	1	1
518	этого типа	1	1
519	всех других	1	1
520	очень важно	1	1
521	в литературе	1	1
522	самодовлению но	1	1
523	что одним	1	1
524	быть только	3	1
525	да и	2	1
526	хотя он	1	1
527	только для	2	1
528	того или	1	1
529	и таким	1	1
530	ему свое	1	1
531	однако не	1	1
532	которые были	1	1
533	в наше	1	1
534	тех или	2	1
535	только одна	1	1
536	это новое	1	1
537	судьбы и	1	1
538	слова но	1	1
539	сам человек	2	1
540	но на	1	1
541	действовать не	1	1
542	не могущий	1	1
543	империи и	1	1
544	в силах	1	1
545	человека это	1	1
546	речи с	1	1
547	себя самого	2	1
548	или нет	1	1
549	но зато	1	1
550	же в	3	1
551	не носят	1	1
552	но всегда	1	1
553	который тоже	2	1
554	нисколько не	5	1
555	менее в	1	1
556	в который	1	1
557	здесь только	1	1
558	историческое значение	1	1
559	которые здесь	1	1
560	только как	1	1
561	они были	1	1
562	затем к	1	1
563	в символе	2	1
564	и xviii	1	1
565	кстати сказать	1	1
566	что такое	1	1
567	смысл с	1	1
568	в своих	1	1
569	к этому	2	1
570	том числе	2	1
571	гораздо более	4	1
572	которая не	1	1
