N	2gram	Tiupa_Lite_3	Hudozhes
367	к сожалению	1	1
368	и я	1	1
369	художника перед	1	1
370	первый взгляд	1	1
371	оказывается не	2	1
372	в акте	1	1
373	общего с	1	1
374	культурном контексте	2	1
375	из первой	1	1
376	стороны и	2	1
377	встречи с	1	1
378	она как	1	1
379	воззрений на	1	1
380	что касается	1	1
381	однако не	3	1
382	драматизм и	1	1
383	в полном	2	1
384	он себе	1	1
385	сознания в	1	1
386	художественных текстов	1	1
387	и как	3	1
388	это тоже	1	1
389	жизни нет	1	1
390	практически невозможно	1	1
391	и хотя	1	1
392	в этот	1	1
393	что произведение	1	1
394	с длинным	1	1
395	видения мира	1	1
396	жизни еще	1	1
397	нет дела	1	1
398	художественного события	2	1
399	состоит как	1	1
400	решающее значение	2	1
401	он в	2	1
402	бы не	1	1
403	вопрос что	1	1
404	ни одна	1	1
405	в плену	1	1
406	в творческих	1	1
407	внимания к	1	1
408	еще одна	1	1
409	в общении	1	1
410	вообще не	1	1
411	в определенном	1	1
412	последнее имеет	2	1
413	о которой	2	1
414	мышления или	1	1
415	не как	2	1
416	художественного высказывания	1	1
417	творческой памяти	1	1
418	в силу	1	1
419	и вот	2	1
420	с таким	1	1
421	том чтобы	2	1
422	содержит в	1	1
423	конструктивных принципов	1	1
424	чтобы в	1	1
425	к такого	1	1
426	например мы	1	1
427	жить в	1	1
428	то ни	2	1
429	и личного	1	1
430	которой уже	1	1
431	в предыдущем	1	1
432	на этой	1	1
433	или даже	1	1
434	входит в	4	1
435	что неизбежно	1	1
436	ориентировано на	2	1
437	весь мир	1	1
438	личность в	1	1
439	и тем	3	1
440	он все	2	1
441	в итоге	1	1
442	обращаются к	1	1
443	самых неблагоприятных	1	1
444	литературного произведения	1	1
445	но уже	3	1
446	но мы	1	1
447	чтобы обрести	1	1
448	своей художественной	1	1
449	к своим	2	1
450	соответствии с	5	1
451	далеко не	2	1
452	в самую	1	1
453	этого не	1	1
454	с тем	1	1
455	чего и	1	1
456	в слове	3	1
457	со своими	2	1
458	и уже	1	1
459	он и	2	1
460	здесь всего	1	1
461	в москве	1	1
462	в чистом	1	1
463	и того	1	1
464	нисколько не	1	1
465	в восприятии	1	1
466	истории русской	1	1
467	на первый	1	1
468	или менее	1	1
469	в г	3	1
470	что создает	1	1
471	она сама	1	1
472	двумя начальными	1	1
473	однако подлинная	1	1
474	на месте	1	1
475	во времена	1	1
476	установка на	2	1
477	к предмету	2	1
478	каким был	1	1
479	исчезает из	1	1
480	место в	4	1
481	к объекту	1	1
482	и никакое	1	1
483	в отличие	5	1
484	мысли и	1	1
485	по отдельности	1	1
486	и другого	2	1
487	впадая в	1	1
488	и внутренних	1	1
489	в одном	4	1
490	по характеристике	1	1
491	другом и	1	1
492	друг другу	1	1
493	сознание что	1	1
494	и более	1	1
495	не тем	1	1
496	и наоборот	2	1
497	этом не	1	1
498	бы быть	1	1
499	сам он	1	1
500	нас к	2	1
501	например и	1	1
502	вовсе не	1	1
503	в отношении	1	1
504	между людьми	2	1
505	чистом виде	1	1
506	так как	1	1
507	вплоть до	2	1
508	тем самым	7	1
509	извне и	1	1
510	как о	2	1
511	мысли в	1	1
512	и остается	1	1
513	пожалуй единственное	1	1
514	в основе	5	1
515	в самых	1	1
516	реалистическим романом	1	1
517	само слово	1	1
518	только не	1	1
519	однако если	3	1
520	жизненной позиции	1	1
521	нельзя не	1	1
522	сердце героя	1	1
523	жизни не	2	1
524	текста и	2	1
525	принято называть	1	1
526	позиции уединенного	1	1
527	отступает под	1	1
528	в ком	1	1
529	анекдотов но	1	1
530	людей не	1	1
531	с читателем	1	1
532	предстает субъектом	1	1
533	серьезность и	1	1
534	положение при	1	1
535	ведь все	1	1
536	творческом наследии	1	1
537	к той	1	1
538	xx века	1	1
539	внутреннюю свободу	1	1
540	но напротив	1	1
541	что ей	1	1
542	когда мы	1	1
543	такова что	1	1
544	же самое	2	1
545	и громко	1	1
546	для его	3	1
547	этот как	1	1
548	она же	1	1
549	и мне	1	1
550	но из	1	1
551	души все	1	1
552	ничего общего	1	1
553	на наших	1	1
554	что принято	1	1
555	приходит к	1	1
556	в виду	1	1
557	того времени	1	1
558	принадлежал к	1	1
559	свою очередь	1	1
560	и мысль	1	1
561	но при	1	1
562	данном случае	4	1
563	авторской иронии	1	1
564	по сути	1	1
565	в xix	1	1
566	и себе	1	1
567	по аналогии	2	1
568	на нее	1	1
569	уточняется в	1	1
570	соответствующую ей	1	1
571	и прочих	1	1
572	здесь нет	1	1
573	жизни о	1	1
574	жизнь и	1	1
575	он сам	1	1
576	и внешней	1	1
577	даже не	1	1
578	таинственной и	1	1
579	поведения как	1	1
580	начинается именно	1	1
581	и т.д	1	1
582	и т.п	6	1
583	говорит об	1	1
584	на страницах	2	1
585	одного из	2	1
586	для нас	1	1
587	с другой	6	1
588	не стало	1	1
589	как было	1	1
590	нас в	1	1
591	как у	4	1
592	в эстетической	2	1
593	а во	1	1
594	восходит к	1	1
595	во всех	2	1
596	не со	1	1
597	переходит в	1	1
598	творчества в	1	1
599	во втором	2	1
600	и только	2	1
601	представляется автору	1	1
602	непосредственно в	1	1
603	наконец в	3	1
604	к концу	1	1
605	и она	1	1
606	но так	1	1
607	в жизнь	4	1
608	в немалой	1	1
609	как например	2	1
610	жизни его	1	1
611	самым его	1	1
612	героини и	1	1
613	в двух	1	1
614	трудно не	1	1
615	романа и	2	1
616	среди других	1	1
617	выдержана в	1	1
618	личности с	3	1
619	мы вместе	1	1
620	жизнь их	1	1
621	субъекта в	2	1
622	в стороне	1	1
623	наиболее существенным	1	1
624	времени и	1	1
625	героя словно	1	1
626	одних и	1	1
627	и ее	2	1
628	с одной	4	1
629	именно на	1	1
630	вненаходимости по	1	1
631	человеческой личности	1	1
632	есть в	1	1
633	изнутри своего	1	1
634	из песни	1	1
635	более или	1	1
636	я в	7	1
637	и у	1	1
638	уже в	1	1
639	оно в	1	1
640	в жизни	8	1
641	не одного	1	1
642	опоры в	1	1
643	когда оно	1	1
644	но совершенно	1	1
645	он однако	1	1
646	между я	1	1
647	эти два	1	1
648	ни с	2	1
649	этом в	1	1
650	одно из	4	1
651	ориентирована не	1	1
652	в прозе	1	1
653	ее не	1	1
654	дела до	1	1
655	художника и	2	1
656	автор и	1	1
657	собственного я	2	1
658	отличие от	5	1
659	той самой	1	1
660	время говорит	1	1
661	аналогии со	1	1
662	он один	1	1
663	следует признать	2	1
664	в текстах	1	1
665	и напротив	2	1
666	что они	1	1
667	самому в	1	1
668	и побуждает	1	1
669	где в	1	1
670	никого не	1	1
671	из двух	1	1
672	внешних и	1	1
673	близости людей	1	1
674	не один	1	1
675	сюда же	1	1
676	и тех	1	1
677	по своим	1	1
678	вслед за	3	1
679	дело разумеется	2	1
680	еще и	2	1
681	всякого человека	1	1
682	писателя по	1	1
683	в романе	3	1
684	что для	1	1
685	обратиться к	1	1
686	к человеку	1	1
687	связано с	1	1
688	которой нет	1	1
689	одной стороны	4	1
690	бы послужить	1	1
691	из наиболее	1	1
692	не на	1	1
693	в руках	1	1
694	здесь очевидно	1	1
695	там где	3	1
696	в порыве	1	1
697	именно поэтому	1	1
698	русской литературы	2	1
699	как это	3	1
700	текста в	1	1
701	речь не	1	1
702	со словом	1	1
703	в природе	4	1
704	xix века	2	1
705	о чем	3	1
706	в данном	4	1
707	своей и	1	1
708	словно бы	1	1
709	и там	1	1
710	быть только	2	1
711	эстетическая доминанта	1	1
712	в ряду	1	1
713	своей эстетической	1	1
714	человек с	2	1
715	на свете	2	1
716	картин мира	1	1
717	от романтической	1	1
718	быть не	2	1
719	в начальных	1	1
720	в контексте	1	1
721	лишь то	1	1
722	на пути	1	1
723	жизни с	1	1
724	рассуждает о	1	1
725	было сказано	1	1
726	скажем в	2	1
727	но это	1	1
728	посмотрел на	1	1
729	его же	1	1
730	в личностном	1	1
731	усматривает в	3	1
732	очередь на	1	1
733	под названием	1	1
734	от друга	1	1
735	не случайным	1	1
736	личного бытия	1	1
737	себя на	1	1
738	не впадая	1	1
739	когда он	2	1
740	не будучи	1	1
741	это точка	1	1
742	всякий раз	2	1
743	в мировом	1	1
744	глазах других	1	1
745	сказал в	1	1
746	сознания так	1	1
747	не я	2	1
748	но вот	1	1
749	к ее	1	1
750	и героя	2	1
751	причастность к	2	1
752	мыслит себя	1	1
753	которая на	1	1
754	к истокам	1	1
755	на смену	3	1
756	от своего	1	1
757	сказать что	1	1
758	я к	2	1
759	в свою	2	1
760	к его	1	1
761	что художественность	1	1
762	у людей	1	1
763	в последнем	1	1
764	культуры в	1	1
765	из этого	1	1
766	для которой	1	1
767	диалог согласия	2	1
768	и состоит	1	1
769	из романа	1	1
770	актуальной для	1	1
771	к другим	1	1
772	человеку и	1	1
773	героя как	2	1
774	автора как	1	1
775	в состояние	1	1
776	который не	1	1
777	жизни оказывается	1	1
778	этой точки	1	1
779	писателей в	2	1
