N	2gram	Vygotskiy__2	Marksizm
600	психологического эксперимента	1	1
601	в самой	3	1
602	что наша	1	1
603	не знак	1	1
604	этих двух	2	1
605	или как	2	1
606	того в	1	1
607	к ней	2	1
608	по своей	6	1
609	же этот	1	1
610	потому что	7	1
611	быть понятым	1	1
612	мысль но	1	1
613	здесь же	1	1
614	биологическим и	1	1
615	же по	1	1
616	тесной связи	1	1
617	с другом	2	1
618	перед ним	1	1
619	исходить из	1	1
620	стороны и	2	1
621	является той	1	1
622	и другой	2	1
623	независимой от	1	1
624	как только	2	1
625	отличается от	1	1
626	всего в	1	1
627	эти законы	1	1
628	той или	2	1
629	к речи	2	1
630	мы могли	4	1
631	бы это	1	1
632	движение или	1	1
633	на предмет	1	1
634	в применении	2	1
635	это мышление	1	1
636	речи являются	1	1
637	речи мы	4	1
638	то она	1	1
639	от друга	2	1
640	отношения и	1	1
641	подходе к	1	1
642	последнее время	5	1
643	в особенности	1	1
644	только не	1	1
645	только то	1	1
646	действия и	3	1
647	орудий и	3	1
648	приводит к	5	1
649	с наукой	1	1
650	из двух	3	1
651	проблем и	1	1
652	особенно в	1	1
653	по природе	1	1
654	в роли	1	1
655	мы пытаемся	1	1
656	момента и	1	1
657	не опирается	1	1
658	для этого	3	1
659	по теории	1	1
660	явлений а	1	1
661	как выражение	1	1
662	в контекст	1	1
663	является по	1	1
664	и должно	1	1
665	нигде этот	2	1
666	совершенно иной	1	1
667	и что	8	1
668	проблема внутренней	1	1
669	идет о	3	1
670	направлений и	1	1
671	мысль не	1	1
672	аналогии с	1	1
673	этой формулы	1	1
674	то эта	1	1
675	и лишь	1	1
676	как нет	1	1
677	места и	1	1
678	к нему	1	1
679	всей нашей	1	1
680	факт сознания	1	1
681	ибо и	1	1
682	во всей	5	1
683	логические и	1	1
684	действительно в	1	1
685	философских построений	1	1
686	на развитие	1	1
687	также в	1	1
688	формы речевого	1	1
689	для самого	1	1
690	и мир	1	1
691	образом как	2	1
692	философии и	3	1
693	мы видим	4	1
694	и желания	1	1
695	мы увидим	2	1
696	но ни	1	1
697	т.д но	1	1
698	во времени	1	1
699	бы ни	2	1
700	дано на	1	1
701	такого предположения	1	1
702	языка у	2	1
703	сознания в	1	1
704	тот или	1	1
705	с одной	7	1
706	так что	1	1
707	не соответствует	1	1
708	первостепенное значение	1	1
709	опыта к	1	1
710	уже в	5	1
711	первое и	1	1
712	время является	1	1
713	рано или	1	1
714	каким образом	2	1
715	от социальной	4	1
716	или даже	1	1
717	при помощи	4	1
718	лишь постольку	1	1
719	нет места	1	1
720	речи может	1	1
721	а потому	1	1
722	тогда он	1	1
723	слова в	1	1
724	содержания и	1	1
725	в одном	2	1
726	сами по	1	1
727	теории познания	5	1
728	социологической точки	1	1
729	от сознания	1	1
730	у этих	1	1
731	ту сторону	2	1
732	но что	2	1
733	само по	2	1
734	нее не	1	1
735	характерны для	1	1
736	друг от	2	1
737	общение в	1	1
738	были бы	2	1
739	или поздно	1	1
740	являются с	1	1
741	одной стороны	7	1
742	со стороны	3	1
743	между которыми	2	1
744	себе лишено	1	1
745	и принципиальных	1	1
746	в соответствующих	1	1
747	тем мы	1	1
748	все равно	2	1
749	среде в	1	1
750	еще и	1	1
751	тому как	2	1
752	на которые	1	1
753	в природе	1	1
754	вещь и	1	1
755	что для	3	1
756	ситуации т.е	1	1
757	и самый	2	1
758	полагаем что	1	1
759	как часть	1	1
760	идеи в	1	1
761	бы ее	1	1
762	что мы	9	1
763	под влиянием	1	1
764	неизвестно как	1	1
765	к социальному	1	1
766	ни одному	1	1
767	материал и	1	1
768	необходимы для	1	1
769	все основные	1	1
770	ответить на	1	1
771	ко всем	1	1
772	как это	6	1
773	чрезвычайно важно	1	1
774	как процесс	2	1
775	но не	3	1
776	речь не	2	1
777	этого момента	1	1
778	и проблема	1	1
779	если оно	1	1
780	могут считаться	1	1
781	в той	1	1
782	перехода от	1	1
783	применении к	1	1
784	и там	1	1
785	по существу	5	1
786	друг с	2	1
787	многих других	1	1
788	естественнонаучного мышления	1	1
789	объективная действительность	1	1
790	лежит в	3	1
791	основная идея	1	1
792	эти два	1	1
793	психологии как	1	1
794	является для	4	1
795	реакций в	1	1
796	необходимым условием	2	1
797	и каждая	1	1
798	с элементами	1	1
799	при разрешении	1	1
800	остается в	2	1
801	к другим	1	1
802	социальной среды	5	1
803	в более	2	1
804	вопрос в	1	1
805	условий в	2	1
806	отвечает на	1	1
807	и дают	1	1
808	мышления в	9	1
809	истина есть	1	1
810	тех областях	1	1
811	и может	1	1
812	и научная	1	1
813	а все	1	1
814	от философии	1	1
815	пониманием и	2	1
816	у них	2	1
817	с языком	1	1
818	и языком	2	1
819	основное направление	1	1
820	только с	1	1
821	здесь на	1	1
822	зрения в	1	1
823	мысль в	1	1
824	в системе	1	1
825	всех тех	1	1
826	процессе своего	1	1
827	с ней	2	1
828	звуковой комплекс	1	1
829	не понимают	2	1
830	от индивидуального	1	1
831	их с	1	1
832	и так	1	1
833	но этот	1	1
834	же мы	1	1
835	она по	1	1
836	разрыв между	1	1
837	не способны	1	1
838	проблема является	1	1
839	допустить что	1	1
840	прямо к	1	1
841	ее в	2	1
842	весь процесс	1	1
843	к частному	1	1
844	нас не	1	1
845	и особенно	3	1
846	этой точки	1	1
847	гораздо более	1	1
