N	2gram	Propp_Morf_1	KulturaY
401	в каждом	1	1
402	больше всего	1	1
403	то ни	3	1
404	не будет	1	1
405	укладываются в	1	1
406	типы и	1	1
407	в совершенно	1	1
408	в ход	1	1
409	к другу	2	1
410	а по	3	1
411	за другой	1	1
412	постановка вопроса	1	1
413	здесь нет	1	1
414	кажется что	1	1
415	нет в	1	1
416	очень большую	1	1
417	одному из	3	1
418	далеко не	5	1
419	и вне	3	1
420	здесь можно	3	1
421	оно имеет	1	1
422	бы считать	2	1
423	и некоторые	1	1
424	такой же	1	1
425	стороны ее	2	1
426	и становится	1	1
427	таковая не	1	1
428	и при	1	1
429	на грамматику	1	1
430	мы приходим	2	1
431	лежат в	1	1
432	не вносят	1	1
433	что о	1	1
434	и попутно	1	1
435	на ряду	1	1
436	этому же	1	1
437	ли этот	2	1
438	значение для	1	1
439	и уж	1	1
440	в одном	1	1
441	бежать за	1	1
442	точку зрения	1	1
443	которые в	1	1
444	имеем здесь	1	1
445	их в	1	1
446	однако в	2	1
447	что этот	1	1
448	таких случаев	2	1
449	бы быть	1	1
450	для нее	1	1
451	даже в	1	1
452	тому что	4	1
453	у вас	1	1
454	же представляет	1	1
455	ему хочется	1	1
456	а а	2	1
457	самого начала	1	1
458	на котором	3	1
459	дело в	1	1
460	одна из	4	1
461	знать что	2	1
462	быть поставлен	1	1
463	и когда	1	1
464	до сих	1	1
465	практически это	1	1
466	значение этого	1	1
467	а сама	1	1
468	приходим к	2	1
469	приведены в	1	1
470	оно есть	1	1
471	б в	2	1
472	действительно в	1	1
473	во всем	1	1
474	говорить лишь	1	1
475	ли в	1	1
476	ее можно	1	1
477	так то	1	1
478	такие же	1	1
479	но там	1	1
480	когда мы	1	1
481	в наши	1	1
482	области изучения	1	1
483	не есть	1	1
484	все еще	3	1
485	пор как	1	1
486	если же	5	1
487	ничего общего	1	1
488	наши дни	1	1
489	обычно в	1	1
490	приходит к	1	1
491	в деревне	1	1
492	это время	1	1
493	первом месте	1	1
494	то она	1	1
495	с ее	1	1
496	всего этого	1	1
497	без всякого	2	1
498	некоторые другие	1	1
499	и пользуется	2	1
500	они ни	1	1
501	теперь может	1	1
502	какое же	1	1
503	что подобные	1	1
504	пр таким	1	1
505	с самого	1	1
506	то время	3	1
507	понятия и	1	1
508	ряду с	1	1
509	предположение если	1	1
510	слова а	1	1
511	речи т	1	1
512	то как	2	1
513	не с	2	1
514	здесь как	1	1
515	не дают	1	1
516	это мы	1	1
517	изложения которая	1	1
518	что от	1	1
519	составные части	7	1
520	собой и	1	1
521	не отвечает	1	1
522	находится в	1	1
523	во избежание	1	1
524	не ходить	1	1
525	то они	2	1
526	о том	2	1
527	на вопрос	2	1
528	настоящее время	3	1
529	и просто	1	1
530	с того	3	1
531	в чем	1	1
532	типична для	2	1
533	два типа	1	1
534	а потому	1	1
535	лишь к	1	1
536	словами не	1	1
537	вслед за	5	1
538	язык есть	1	1
539	борьба в	1	1
540	в него	1	1
541	мы уже	1	1
542	каковы будут	1	1
543	значит что	3	1
544	что здесь	1	1
545	как например	2	1
546	вещи которые	1	1
547	но с	1	1
548	д и	1	1
549	что очень	1	1
550	идет по	2	1
551	одной из	1	1
552	дело с	1	1
553	что даже	1	1
554	в какой	3	1
555	том или	1	1
556	реагирует на	3	1
557	очень много	1	1
558	например с	2	1
559	то во	1	1
560	это ограничение	1	1
561	по земле	1	1
562	средства и	1	1
563	нет не	1	1
564	чаще всего	7	1
565	с какой	1	1
566	указать на	1	1
567	рассматриваться как	2	1
568	в большинстве	3	1
569	ни было	2	1
570	в виде	2	1
571	должны привести	1	1
572	я разумею	2	1
573	подобные же	1	1
574	каким образом	1	1
575	е не	1	1
576	его и	2	1
577	превращаются в	1	1
578	их как	2	1
579	одно из	1	1
580	в особую	1	1
581	не так	1	1
582	для него	1	1
583	быть заменена	1	1
584	и их	2	1
585	могло бы	1	1
586	мы находим	1	1
587	наука о	2	1
588	у нее	1	1
589	эти могут	1	1
590	отношение к	1	1
591	для меня	1	1
592	ее не	1	1
593	и никогда	1	1
594	заметить что	8	1
595	и разве	1	1
596	в руки	3	1
597	в других	3	1
598	уже совершенно	1	1
599	которые можно	1	1
600	я был	1	1
601	не потому	1	1
602	в предисловии	1	1
603	вплотную к	1	1
604	представляет собою	6	1
605	самыми разнообразными	1	1
606	и др	10	1
607	от другого	2	1
608	сущности к	1	1
609	здесь действительно	1	1
610	одной стороны	1	1
611	их следует	1	1
612	оно также	1	1
613	непосредственно к	1	1
614	легко и	1	1
615	функций которые	1	1
616	во внимание	1	1
617	нужно иметь	1	1
618	пр и	2	1
619	если не	1	1
620	между собою	2	1
621	более чем	1	1
622	все более	1	1
623	такими словами	1	1
624	можно утверждать	1	1
625	в некое	1	1
626	смысл который	1	1
627	по своему	2	1
628	иначе но	1	1
629	наряду с	5	1
630	последнем случае	2	1
631	ведет к	1	1
632	все таки	1	1
633	и там	1	1
634	с тех	1	1
635	вне этой	1	1
636	так скоро	1	1
637	два раза	2	1
638	в очень	1	1
639	к чему	3	1
640	она есть	1	1
641	в это	1	1
642	нам еще	2	1
643	еще раз	1	1
644	более и	1	1
645	быть и	2	1
646	заметок о	1	1
647	сих пор	1	1
648	к двум	1	1
649	из ряда	3	1
650	не носит	1	1
651	с большой	1	1
652	случае он	2	1
653	тех или	1	1
654	предпосылки что	1	1
655	отвечает на	1	1
656	совершается в	2	1
657	тем и	2	1
658	что там	2	1
659	она может	1	1
660	которые хотя	1	1
661	на новый	1	1
662	явление это	2	1
663	в настоящее	3	1
664	в голову	1	1
665	обращается к	1	1
666	в ряду	1	1
667	как эта	1	1
668	лишь как	1	1
669	случаях перед	1	1
670	только что	2	1
671	в этих	13	1
672	или не	3	1
673	всей совокупности	1	1
674	вопрос как	2	1
675	может и	1	1
676	между ними	1	1
677	для каждой	2	1
678	же относится	1	1
679	в точности	3	1
680	или что-либо	1	1
681	даже просто	1	1
682	можно наблюдать	3	1
683	бьют по	1	1
684	д в	2	1
685	им можно	1	1
686	но эти	1	1
687	и другие	6	1
688	предполагает уже	1	1
689	на приветствие	1	1
690	как на	1	1
691	они не	1	1
692	которая не	1	1
