N	2gram	Vygotskiy__2	Otkroven
327	не так	2	1
328	в пустыне	1	1
329	вообще вся	1	1
330	и тут	1	1
331	и без	2	1
332	как это	4	1
333	в котором	1	1
334	и почему	1	1
335	он понимал	1	1
336	человеком и	3	1
337	с каким-то	2	1
338	слишком много	2	1
339	он говорит	5	1
340	как глубоко	1	1
341	мир и	1	1
342	в поэме	1	1
343	это есть	1	1
344	все чувства	1	1
345	говорит с	1	1
346	что было	1	1
347	всяком случае	2	1
348	и более	4	1
349	в конце	3	1
350	друг с	1	1
351	ней не	2	1
352	которым он	1	1
353	человеческой психики	1	1
354	а потому	2	1
355	быть не	1	1
356	не любит	2	1
357	поэма о	1	1
358	его творчество	1	1
359	и формы	1	1
360	нет никакого	1	1
361	в отношении	3	1
362	людей а	1	1
363	и здесь	2	1
364	но это	2	1
365	отличается от	2	1
366	она не	2	1
367	сердца людей	1	1
368	начинает с	2	1
369	дело в	1	1
370	того как	4	1
371	одна из	1	1
372	в процессе	2	1
373	не по	1	1
374	было у	1	1
375	указать на	1	1
376	в уме	2	1
377	в нас	3	1
378	не существует	2	1
379	действующие лица	1	1
380	его творчества	1	1
381	не подходит	1	1
382	человека от	1	1
383	которого они	1	1
384	может служить	3	1
385	в разных	1	1
386	жизни не	1	1
387	сострадания к	1	1
388	что их	1	1
389	но еще	1	1
390	бы в	1	1
391	еще более	3	1
392	в русском	2	1
393	его судьбу	1	1
394	ни к	1	1
395	во всем	3	1
396	в сознании	4	1
397	заключает в	2	1
398	отношении к	3	1
399	как будто	7	1
400	а те	1	1
401	не потому	2	1
402	с другом	1	1
403	и эта	1	1
404	мучительны они	1	1
405	состоит из	2	1
406	была бы	2	1
407	свое собственное	3	1
408	совершенно не	4	1
409	и заключается	3	1
410	чтобы сделать	1	1
411	это конечно	1	1
412	та же	3	1
413	в свое	2	1
414	его с	2	1
415	жизни и	4	1
416	будто бы	1	1
417	в достоевском	1	1
418	всего что	1	1
419	во всяком	2	1
420	указывает на	3	1
421	случае если	4	1
422	они и	1	1
423	что бог	1	1
424	он никогда	1	1
425	даже когда	1	1
