N	2gram	Berdyaev_V_1	FransuaR
136	в следующих	1	2
137	на тебя	2	2
138	в форме	2	2
139	не были	1	2
140	не дали	1	2
141	еще и	1	2
142	нового времени	1	2
143	о чем	1	2
144	к жизни	1	2
145	сравнению с	1	2
146	образ и	1	2
147	в состоянии	1	2
148	мировой истории	1	2
149	есть и	1	2
150	этого слова	1	2
151	о мире	1	2
152	потому что	4	2
153	в последнем	2	2
154	мы увидим	1	2
155	и другие	1	2
156	это в	1	2
157	у самого	1	2
158	все что	4	2
159	и своих	1	1
160	к людям	6	1
161	и т	2	1
162	этого мира	3	1
163	от своей	2	1
164	в нашу	1	1
165	есть не	1	1
166	и свободы	2	1
167	до времени	1	1
168	человеческой природы	1	1
169	и тут	1	1
170	что уже	1	1
171	и новые	2	1
172	не была	1	1
173	который был	1	1
174	вместо того	2	1
175	на которых	1	1
176	во мне	4	1
177	бы то	1	1
178	это имеет	1	1
179	важный для	1	1
180	менее всего	1	1
181	абсолютное значение	1	1
182	с истиной	1	1
183	нет и	2	1
184	что они	7	1
185	во что	1	1
186	и я	4	1
187	что во	3	1
188	говорит что	1	1
189	от этого	3	1
190	со своей	1	1
191	бы и	3	1
192	что это	1	1
193	сущности и	1	1
194	одном образе	1	1
195	в известном	1	1
196	это тот	1	1
197	им в	1	1
198	он делает	1	1
199	свободы но	1	1
200	и вечной	3	1
201	был устроен	1	1
202	зла в	1	1
203	по словам	1	1
204	к миру	1	1
205	но прежде	1	1
206	в трех	1	1
207	так часто	1	1
208	всякое отрицание	1	1
209	наконец от	1	1
210	и по	1	1
211	в образе	4	1
212	то ни	1	1
213	в платоновском	1	1
214	это одна	1	1
215	весь мир	1	1
216	и тем	1	1
217	истории и	2	1
218	для них	2	1
219	быть на	1	1
220	превращаются в	2	1
221	все равно	2	1
222	с тем	2	1
223	и уже	1	1
224	с такой	1	1
225	имеет никакой	1	1
226	должно быть	3	1
227	таким же	1	1
228	отдать за	1	1
229	мир и	2	1
230	не в	3	1
231	в прошлом	2	1
232	не могли	2	1
233	тому что	3	1
234	раз и	1	1
235	ничего не	1	1
236	было не	1	1
237	мы все	1	1
238	никогда не	3	1
239	самой жизни	1	1
240	под этим	2	1
241	что их	2	1
242	как она	1	1
243	мире и	1	1
244	тому кто	1	1
245	уже и	1	1
246	что на	1	1
247	в старой	2	1
248	всего в	2	1
249	что оно	1	1
250	отказаться от	1	1
251	всегда в	1	1
252	глубокие и	1	1
253	людей в	3	1
254	в книгах	2	1
255	в себя	2	1
256	на том	2	1
257	он так	1	1
258	нельзя не	1	1
259	на нее	1	1
260	за то	3	1
261	не с	2	1
262	нам уже	1	1
263	мы в	1	1
264	остается не	1	1
265	свободной и	2	1
266	и вообще	1	1
267	с ним	2	1
268	и что	3	1
269	человечества в	2	1
270	от них	1	1
271	не надо	1	1
272	это лишь	1	1
273	если за	1	1
274	что бы	1	1
275	сложное и	1	1
276	вообще в	1	1
277	видим что	1	1
278	того что	5	1
279	и создал	1	1
280	не имеет	3	1
281	в вопросе	3	1
282	те которые	2	1
283	это очень	1	1
284	ее от	1	1
285	в виде	1	1
286	для людей	2	1
287	слова не	1	1
288	же они	1	1
289	смысл жизни	2	1
290	не для	1	1
291	но что	1	1
292	бы все	1	1
293	и вместе	1	1
294	ее на	1	1
295	нас как	1	1
296	что тот	1	1
297	от этих	2	1
298	близок к	1	1
299	что не	4	1
300	говорит о	1	1
301	и права	1	1
302	ничем не	1	1
303	превращается в	3	1
304	них и	1	1
305	вопросе о	2	1
306	не всегда	1	1
307	одинаково не	1	1
308	мира в	2	1
309	свое особое	1	1
310	так же	1	1
311	как это	1	1
312	его на	1	1
313	в человеке	1	1
314	не могут	2	1
315	чудеса и	2	1
316	времени с	1	1
317	да и	2	1
318	их было	1	1
319	вот что	1	1
320	так ли	1	1
321	здесь есть	1	1
322	свою роль	1	1
323	в результате	1	1
324	мира и	1	1
325	которого они	1	1
326	это как	1	1
327	ее и	2	1
328	будто бы	1	1
329	места в	1	1
330	на части	1	1
331	себе и	1	1
332	с ними	1	1
333	другой стороны	1	1
334	теперь в	1	1
335	свое и	1	1
336	религии и	1	1
337	ее в	2	1
338	во всяком	2	1
