N	2gram	Tiupa_Teor_1	Myshleni
627	к понятию	1	1
628	свою культурную	1	1
629	и от	1	1
630	от окружающих	1	1
631	человеческого поведения	1	1
632	личность как	1	1
633	от всего	1	1
634	более того	1	1
635	к пониманию	1	1
636	в данный	2	1
637	ты здесь	1	1
638	в третьем	1	1
639	бы в	1	1
640	зрения в	1	1
641	действительной жизни	1	1
642	я внутри	1	1
643	ту форму	1	1
644	в системе	1	1
645	личность и	1	1
646	жизни в	2	1
647	между ними	4	1
648	не знает	3	1
649	и каждая	1	1
650	другой стороны	5	1
651	отдельные слова	1	1
652	жизни а	1	1
653	из этого	1	1
654	к числу	1	1
655	и б	1	1
656	это было	2	1
657	в своих	1	1
658	точно так	1	1
659	в роли	3	1
