N	2gram	Propp_Isto_6	DiskursI
321	от его	1	1
322	должны были	2	1
323	которые в	2	1
324	его к	1	1
325	тем не	1	1
326	и эти	5	1
327	и более	1	1
328	мыслится в	1	1
329	между двумя	1	1
330	другим на	1	1
331	и вся	1	1
332	характер в	1	1
333	если и	1	1
334	потустороннем мире	1	1
335	чистом виде	1	1
336	сказки с	1	1
337	тем самым	2	1
338	а иногда	1	1
339	даже не	1	1
340	она сводится	1	1
341	передний план	1	1
342	не имеет	2	1
343	в русской	6	1
344	можно указать	2	1
345	часто еще	1	1
346	достигает своего	1	1
347	образом в	1	1
348	не вполне	2	1
349	этих двух	1	1
350	не все	1	1
351	к концу	3	1
352	на него	2	1
353	здесь же	4	1
354	как будто	3	1
355	героя а	1	1
356	что на	1	1
357	перед ним	1	1
358	и оно	1	1
359	не могут	1	1
360	выход из	1	1
361	когда мы	2	1
362	здесь совершенно	2	1
363	и вполне	1	1
364	интересной и	1	1
365	приобщения к	1	1
366	об одном	2	1
367	этой книги	1	1
368	его с	3	1
369	не встречается	1	1
370	все еще	1	1
371	состоят в	1	1
372	и это	8	1
373	подошел к	1	1
374	на нем	1	1
375	и сами	1	1
376	здесь не	2	1
377	и от	3	1
378	vi века	1	1
379	чтобы быть	1	1
380	так на	2	1
381	только то	2	1
382	и сам	2	1
383	только через	3	1
384	по аналогии	1	1
385	начиная от	2	1
386	те же	1	1
387	он говорит	1	1
388	здесь как	1	1
389	живет в	2	1
390	особый интерес	1	1
391	том как	3	1
392	если бы	3	1
393	но здесь	4	1
394	мн др	1	1
395	о ней	1	1
396	и мн	1	1
397	настолько что	1	1
398	к одной	1	1
399	что его	1	1
400	теперь и	1	1
401	а сказка	1	1
402	с соответствующими	2	1
403	должно было	1	1
404	к нему	1	1
405	теперь уже	1	1
406	этот список	1	1
407	нет у	1	1
408	отметить что	2	1
409	в саду	1	1
410	наконец в	1	1
411	в середине	1	1
412	это приводит	1	1
413	по содержанию	1	1
414	что здесь	3	1
415	тот свет	2	1
416	с ними	2	1
417	пришел к	1	1
418	в народе	2	1
419	отделено от	1	1
420	и действительно	3	1
421	они по	1	1
422	которое мы	1	1
423	всех его	2	1
424	или же	2	1
425	сказки в	1	1
426	к мифу	1	1
427	стороны он	3	1
428	только при	1	1
429	чаще всего	5	1
430	с двумя	1	1
431	что сказка	3	1
432	не имеют	1	1
433	и сказкой	1	1
434	то и	2	1
435	в виде	6	1
436	сравнительно поздно	2	1
437	его и	1	1
438	но для	2	1
439	он имеет	4	1
440	иногда не	1	1
441	к чему-то	1	1
442	всяком случае	2	1
443	он весь	1	1
444	представлений о	7	1
445	и один	1	1
446	может служить	1	1
447	друг друга	1	1
448	мы можем	7	1
449	не случайно	1	1
450	одежду и	1	1
451	принадлежность к	1	1
452	представление о	9	1
453	но эти	2	1
454	между которыми	1	1
455	в области	1	1
456	на примере	1	1
457	до сих	4	1
458	связаны с	5	1
459	а именно	9	1
460	и создает	1	1
461	с той	1	1
462	было бы	2	1
463	текст в	1	1
464	еще и	1	1
465	сказке но	1	1
466	на которых	1	1
467	на русском	1	1
468	связано с	4	1
469	от этого	3	1
470	сказка не	2	1
471	этом случае	6	1
472	в одно	2	1
473	несмотря на	1	1
474	в связи	1	1
475	на передний	1	1
476	к лицу	1	1
477	вместе с	8	1
478	как это	5	1
479	всем что	1	1
480	не удается	1	1
481	восходит к	1	1
482	приводит в	1	1
483	их к	1	1
484	если оно	1	1
485	лицом к	1	1
486	наряду с	3	1
487	когда она	1	1
488	в современной	1	1
489	не создает	1	1
490	этого слова	1	1
491	обычно оно	1	1
492	в чистом	1	1
493	на языке	1	1
494	быть и	1	1
495	аналогии с	1	1
496	сих пор	4	1
497	о его	1	1
498	природу и	1	1
499	это явление	2	1
500	общие черты	2	1
501	под названием	2	1
502	в книге	4	1
503	и часто	1	1
504	случаях когда	3	1
505	указать на	1	1
506	в глубокую	1	1
507	не существует	1	1
508	более ранних	6	1
509	вопрос о	3	1
510	у них	4	1
511	здесь по	1	1
512	от того	3	1
513	тем более	1	1
514	мы должны	2	1
515	но это	4	1
516	превратился в	3	1
517	в мифе	4	1
518	все того	1	1
519	могли быть	2	1
520	здесь только	1	1
521	не знает	1	1
522	как нечто	1	1
523	на более	3	1
524	и также	1	1
525	в отдельности	1	1
526	в свое	2	1
527	на своем	4	1
528	также не	2	1
529	и другие	3	1
530	случае если	1	1
531	именно здесь	1	1
532	в таком	1	1
533	другое в	1	1
