N	2gram	Bakhtin_fo_1	Mirosoze
217	в каком	2	2
218	когда мы	1	2
219	есть только	2	2
220	могут быть	5	2
221	отличается от	1	2
222	всего в	1	2
223	его с	1	2
224	они неизбежно	1	2
225	него как	1	2
226	должен быть	1	2
227	и от	1	2
228	необходимости и	1	2
229	центре его	2	2
230	то время	4	2
231	темы о	1	2
232	живет в	1	2
233	по сравнению	2	2
234	разного рода	2	2
235	с ним	2	2
236	и историческое	1	2
237	о своей	2	2
238	о том	1	2
239	и во	7	2
240	и те	3	2
241	у всех	1	2
242	человека как	1	2
243	о своих	1	2
244	и мир	1	2
245	мы видим	3	2
246	нем не	3	2
247	жизни и	8	2
248	человека с	1	2
249	так называемый	2	2
250	никто не	2	2
251	ведь это	1	2
252	привела к	1	2
253	отношению к	5	2
254	для того	5	2
255	момент в	2	2
256	в высшей	1	2
257	до сих	3	2
258	в пути	1	2
259	мы еще	3	2
260	и самый	1	2
261	человеческой жизни	6	2
262	о чем	1	2
263	от мира	1	2
264	есть одно	1	2
265	порядку и	1	2
266	с началом	1	2
267	по своему	1	2
268	в той	4	2
269	человека то	1	2
270	как бы	2	2
271	образ и	1	2
272	и нет	2	2
273	в начале	3	2
274	его образ	1	2
275	в более	2	2
276	и для	4	2
277	не существует	1	2
278	и человек	1	2
279	она может	1	2
280	бы в	1	2
281	жизни в	8	2
282	в свою	2	2
283	сказать что	3	2
284	к этой	1	2
285	он лишь	1	2
286	к этому	3	2
287	всем и	1	1
288	я и	1	1
289	ту же	2	1
290	нем нет	2	1
291	и т	8	1
292	человеческий мир	1	1
293	сплошь и	2	1
294	и то	4	1
295	жизни поэтому	3	1
296	между двумя	6	1
297	к другому	2	1
298	и до	5	1
299	жизни ее	1	1
300	в зависимости	1	1
301	из всех	1	1
302	всей ее	1	1
303	мы имеем	1	1
304	мы не	3	1
305	и ничего	1	1
306	быта у	1	1
307	европейского человека	1	1
308	начинается с	1	1
309	и через	1	1
310	но она	2	1
311	принадлежит к	2	1
312	не вполне	1	1
313	я не	1	1
314	жизни как	1	1
315	зависимости от	1	1
316	о судьбе	1	1
317	и был	1	1
318	учение об	1	1
319	собой в	1	1
320	еще не	5	1
321	философии не	1	1
322	себя а	1	1
323	что люди	1	1
324	во всех	6	1
325	не без	2	1
326	природы и	2	1
327	трагедию не	1	1
328	не знала	1	1
329	самом деле	1	1
330	друг к	2	1
331	быта он	2	1
332	энергии и	1	1
333	тех же	2	1
334	для других	4	1
335	его во	1	1
336	отличие от	2	1
337	человек человек	2	1
338	в свои	1	1
339	и речи	5	1
340	государство не	1	1
341	же мало	1	1
342	мира в	3	1
343	что во	1	1
344	его на	2	1
345	это был	1	1
346	его к	1	1
347	искусство и	1	1
348	жизни к	1	1
349	со своей	3	1
350	духовное и	1	1
351	есть для	1	1
352	и принять	1	1
353	четвертое измерение	1	1
354	в рабство	1	1
355	движение и	1	1
356	роль в	9	1
357	имеем в	1	1
358	а вовсе	1	1
359	как совершенно	1	1
360	с чем	1	1
361	не завершается	1	1
362	сомнений и	1	1
363	и трагедии	1	1
364	в первых	1	1
365	очищение и	2	1
366	человек всегда	1	1
367	всех этих	5	1
368	смертной казни	1	1
369	нее и	1	1
370	ним не	1	1
371	братья карамазовы	1	1
372	в плане	1	1
373	бл августина	1	1
374	мира может	1	1
375	его от	2	1
376	лишь с	1	1
377	ее жизни	1	1
378	ни был	1	1
379	значительной степени	1	1
380	в каждом	1	1
381	это начало	1	1
382	для грека	2	1
383	как они	1	1
384	человек а	1	1
385	указывали на	1	1
386	от греческого	2	1
387	и характер	2	1
388	значение в	5	1
389	к другу	2	1
390	них не	1	1
391	в понимании	1	1
392	это было	1	1
393	всего того	3	1
394	всю его	1	1
395	как встреча	2	1
396	жизни то	2	1
397	неизбежно приходят	1	1
398	которой он	1	1
399	когда я	1	1
400	своей личности	1	1
401	очень важное	1	1
402	не больше	1	1
403	лучше всего	1	1
404	сказать в	1	1
405	во время	1	1
406	почти нет	1	1
407	по внешности	1	1
408	в преисподнюю	1	1
409	эта жизнь	1	1
410	и действует	1	1
411	он дает	1	1
412	в отличие	2	1
413	и ту	1	1
414	не путем	1	1
415	должны были	1	1
416	мыслитель и	1	1
417	мир и	2	1
418	с человека	1	1
419	точку зрения	2	1
420	в философии	1	1
421	и более	1	1
422	не должно	1	1
423	вовсе не	13	1
424	сложный и	1	1
425	и испытания	1	1
426	лишь ценой	1	1
427	почти все	1	1
428	в отношении	3	1
429	вплоть до	1	1
430	еще тесно	1	1
431	вторгается в	1	1
432	что их	1	1
433	этими двумя	3	1
434	когда они	1	1
435	чем не	3	1
436	не могло	5	1
437	самой жизни	1	1
438	пути человека	1	1
439	находятся в	1	1
440	не раскрылись	1	1
441	во всем	2	1
442	и после	1	1
443	мире и	2	1
444	с природным	1	1
445	не нужен	1	1
446	человека так	2	1
447	не внешняя	1	1
448	идей все	1	1
449	и исторического	2	1
450	исторического процесса	2	1
451	и оно	1	1
452	xx века	1	1
453	все то	2	1
454	событие в	1	1
455	к себе	4	1
456	он лишен	1	1
457	одну и	1	1
458	родство с	1	1
459	протяжении всего	1	1
460	лишь один	2	1
461	перерождения и	2	1
462	как человек	4	1
463	оно не	2	1
464	в самые	1	1
465	и самое	1	1
466	приходит к	1	1
467	из всего	1	1
468	уже с	1	1
469	и этим	1	1
470	в пределах	5	1
471	так в	1	1
472	не столько	1	1
473	бытия как	1	1
474	природе своей	2	1
475	и сам	1	1
476	в образе	5	1
477	так и	12	1
478	судьбу человека	1	1
479	было в	1	1
480	него всегда	1	1
481	по природе	2	1
482	и каждый	1	1
483	в социальном	1	1
484	людей они	1	1
485	жизнь и	4	1
486	его судьбы	1	1
487	в эпоху	1	1
488	элемент в	1	1
489	и даже	2	1
490	своего образа	1	1
491	об этом	2	1
492	с человеком	1	1
493	в разных	5	1
494	находится в	1	1
495	и раскрывает	2	1
496	жизни не	3	1
497	но к	1	1
498	и поэтому	1	1
499	в глаза	2	1
500	в значительной	2	1
501	начале xx	1	1
502	нас в	3	1
503	и своей	1	1
504	путь к	1	1
505	от них	1	1
506	этот момент	1	1
507	борьбе с	2	1
508	во власть	1	1
509	во всей	3	1
510	и только	1	1
511	в бытовой	1	1
512	также в	1	1
513	в описании	1	1
514	и наконец	1	1
515	мы уже	11	1
516	стихии в	1	1
517	быть и	2	1
518	моменты в	1	1
519	с бытом	1	1
520	речи о	1	1
521	одной из	3	1
522	этот вопрос	1	1
523	характерно для	1	1
524	раскрытия этой	1	1
525	проникнуть в	1	1
526	не изменило	1	1
527	не имеющих	1	1
528	то он	1	1
529	их жизни	1	1
530	образа в	1	1
531	между этими	4	1
532	и ее	3	1
533	в эти	1	1
534	так что	1	1
535	же и	2	1
536	с нею	1	1
537	литературы в	1	1
538	и исторических	1	1
539	то и	1	1
540	человека когда	1	1
541	его и	2	1
542	него нет	1	1
543	но нет	1	1
544	всяком случае	1	1
545	цели и	1	1
546	на одном	1	1
547	в первый	1	1
548	в одном	3	1
549	т п	8	1
550	произведения и	1	1
551	к ним	2	1
552	как его	1	1
553	него это	1	1
554	явлений в	1	1
555	мир на	1	1
556	уже совершенно	1	1
557	и всему	1	1
558	рядом с	2	1
559	этого пути	1	1
560	связан с	1	1
561	не были	2	1
562	раскрывается не	2	1
563	влияние на	4	1
564	ее вполне	1	1
565	действующих лиц	1	1
566	и целостный	2	1
567	были в	2	1
568	и др	9	1
569	что не	3	1
570	с большей	2	1
571	говорит о	1	1
572	притом не	1	1
573	так глубоко	1	1
574	которой нет	1	1
575	сообщения и	1	1
576	а на	1	1
577	свой путь	1	1
578	не на	1	1
579	жизнь в	2	1
580	как ни	1	1
581	в ряду	1	1
582	разных местах	1	1
583	ближе к	1	1
584	если не	1	1
585	себя на	1	1
586	все более	1	1
587	вступает в	2	1
588	но оно	2	1
589	в частности	6	1
590	все основные	1	1
591	мы говорим	1	1
592	подхода к	3	1
593	влияния на	2	1
594	к жизни	2	1
595	сравнению с	2	1
596	она есть	1	1
597	в романах	2	1
598	в течение	2	1
599	наряду с	5	1
600	встреч и	1	1
601	слова он	1	1
602	связаны с	3	1
603	к образу	1	1
604	да и	3	1
605	человек с	1	1
606	который он	1	1
607	бросается в	1	1
608	в это	2	1
609	о жизни	1	1
610	про себя	1	1
611	более и	1	1
612	что мы	2	1
613	своей жизни	4	1
614	имел в	1	1
615	отличный от	1	1
616	на одной	1	1
617	он призван	1	1
618	уже на	2	1
619	человека для	1	1
620	это он	1	1
621	поэтому для	1	1
622	отличает его	1	1
623	но когда	1	1
624	из себя	1	1
625	бы он	1	1
626	еще более	3	1
627	тем более	1	1
628	ни к	3	1
629	личности и	2	1
630	но всегда	1	1
631	своего народа	1	1
632	процессы в	1	1
633	возможно лишь	1	1
634	не быть	1	1
635	от всех	1	1
636	и случайных	1	1
637	как люди	1	1
638	самом человеке	3	1
639	культуры в	1	1
640	та же	1	1
641	время он	1	1
642	можно назвать	2	1
643	судьбы в	1	1
644	в искусстве	1	1
645	в своих	1	1
646	и эта	2	1
647	и свою	1	1
648	природу человека	1	1
649	так же	6	1
650	во всяком	3	1
651	они не	3	1
