N	2gram	Nazirov_Tv_2	Formalny
342	с их	1	1
343	романа но	1	1
344	нами в	1	1
345	особое место	2	1
346	на то	1	1
347	и возможностей	1	1
348	теории и	1	1
349	идей и	2	1
350	в статье	2	1
351	сказать в	1	1
352	о принципиальной	1	1
353	в первой	2	1
354	не значит	1	1
355	к одному	1	1
356	что нужно	1	1
357	сюжет как	1	1
358	на наш	2	1
359	и по	2	1
360	не замечаем	1	1
361	от социальной	1	1
362	заключается в	1	1
363	является общим	1	1
364	должен был	1	1
365	и эстетика	2	1
366	ведь в	1	1
367	из хаоса	1	1
368	для них	1	1
369	но уже	3	1
370	нет в	1	1
371	это положение	1	1
372	бытие и	1	1
373	в высшей	1	1
374	но лишь	1	1
375	его перед	1	1
376	и художественные	1	1
377	это совершенно	1	1
378	с социологической	1	1
379	такой же	2	1
380	и тогда	2	1
381	не мог	1	1
382	в этих	1	1
383	и другие	1	1
384	что если	1	1
385	жизнь для	1	1
386	еще менее	1	1
387	в такой	2	1
388	в котором	3	1
389	не столько	2	1
390	в первый	1	1
391	в отличие	2	1
392	знаем что	1	1
393	направлен на	1	1
394	своего рода	3	1
395	в силу	1	1
396	такую же	1	1
397	но он	1	1
398	и эти	1	1
399	неопределенно и	1	1
400	важно лишь	1	1
401	не знает	1	1
402	тому что	1	1
403	этом не	1	1
404	др однако	1	1
405	в обоих	1	1
406	самого начала	1	1
407	в русской	2	1
408	мышления и	1	1
409	не имеет	1	1
410	текста и	1	1
411	если в	1	1
412	в центр	1	1
413	говорить о	2	1
414	но только	1	1
415	в структуре	1	1
416	самой жизни	1	1
417	и без	2	1
418	переживания в	1	1
419	он пытается	1	1
420	на себя	1	1
421	в русском	1	1
422	жизни как	1	1
423	мире и	1	1
424	потому что	7	1
425	же он	1	1
426	в сознании	1	1
427	в роман	2	1
428	что впрочем	1	1
429	только с	2	1
430	мы и	1	1
431	что на	2	1
432	однако это	2	1
433	свое собственное	1	1
434	и стиль	1	1
435	в духе	4	1
436	не могут	1	1
437	встречается в	1	1
438	могут быть	2	1
439	лежит в	1	1
440	же что	1	1
441	числе и	1	1
442	содержанием и	1	1
443	ничего общего	1	1
444	и всяческих	1	1
445	она дана	1	1
446	опираясь на	2	1
447	именно эту	1	1
448	и о	1	1
449	более не	2	1
450	время эта	1	1
451	характер и	1	1
452	извне а	1	1
453	то чтобы	1	1
454	с самого	1	1
455	роль в	2	1
456	мы наблюдаем	1	1
457	что у	4	1
458	в образе	3	1
459	только через	2	1
460	резко отличает	1	1
461	здесь он	1	1
462	что также	1	1
463	мог бы	1	1
464	во многом	2	1
465	не должны	2	1
466	что от	1	1
467	и делают	1	1
468	в другом	1	1
469	чем их	2	1
470	одного из	1	1
471	русской критики	1	1
472	может не	1	1
473	происходит не	1	1
474	как наиболее	1	1
475	внутренний мир	1	1
476	и хорошо	1	1
477	и любой	1	1
478	и ни	1	1
479	в художественной	1	1
480	в свете	3	1
481	с а	1	1
482	всегда является	1	1
483	в современной	1	1
484	к решению	1	1
485	от этой	2	1
486	романа и	3	1
487	мы видим	4	1
488	в стороне	2	1
489	который в	1	1
490	по мнению	3	1
491	и требует	1	1
492	философии но	2	1
493	не мешает	2	1
494	времени как	1	1
495	в предисловии	1	1
496	так что	2	1
497	и событий	1	1
498	и исследования	1	1
499	себя в	2	1
500	в виде	2	1
501	или даже	2	1
502	обратное воздействие	1	1
503	не стал	1	1
504	наконец очень	1	1
505	из них	2	1
506	участие в	1	1
507	мы знаем	1	1
508	мир в	1	1
509	был бы	1	1
510	отличен от	1	1
511	у нее	3	1
512	так как	3	1
513	как его	1	1
514	у него	6	1
515	отличие от	2	1
516	к философской	2	1
517	в руки	2	1
518	явно не	1	1
519	связан с	1	1
520	или иной	1	1
521	даже не	1	1
522	же выразится	1	1
523	и сознание	1	1
524	образом чтобы	1	1
525	как у	3	1
526	определенный художественный	1	1
527	но ни	1	1
528	что они	4	1
529	к роману	3	1
530	во второй	1	1
531	а с	3	1
532	подобные определения	1	1
533	что не	3	1
534	что для	1	1
535	его из	1	1
536	связано с	1	1
537	нужно сказать	1	1
538	а сам	1	1
539	зависит от	2	1
540	же реакция	1	1
541	идет уже	1	1
542	скорее должны	1	1
543	одну из	1	1
544	то по	1	1
545	и исторической	1	1
546	оснований для	1	1
547	несмотря на	1	1
548	некоторое влияние	1	1
549	нее как	1	1
550	русской литературы	1	1
551	если взять	1	1
552	требует от	1	1
553	для искусства	1	1
554	по поводу	1	1
555	не дают	1	1
556	с такой	1	1
557	наряду с	7	1
558	его участие	1	1
559	однако эти	2	1
560	во все	1	1
561	что же	1	1
562	образ и	2	1
563	значит что	1	1
564	критики и	2	1
565	романа его	1	1
566	его именно	1	1
567	оценки и	1	1
568	такова же	1	1
569	эти его	1	1
570	между собой	1	1
571	литературе в	1	1
572	при всем	1	1
573	произведений и	1	1
574	не является	3	1
575	и для	1	1
576	анализа и	1	1
577	что оно	1	1
578	том что	4	1
579	но отнюдь	1	1
580	это уже	2	1
581	ее и	1	1
582	для нас	1	1
583	романа в	1	1
584	художественного изображения	1	1
585	в литературной	2	1
586	еще более	1	1
587	не должен	1	1
588	ни к	2	1
589	в г	1	1
590	и психологии	1	1
591	от ее	2	1
592	а о	1	1
593	лишь что	1	1
594	с ней	1	1
595	руки и	1	1
596	с необходимостью	1	1
597	сказать что	1	1
598	другой стороны	2	1
599	далее он	1	1
600	совершенно не	1	1
601	авантюрного романа	1	1
602	не принимают	1	1
603	мире идеологических	1	1
604	автора в	1	1
605	в последнем	1	1
606	упрекали в	1	1
607	из этого	2	1
608	себе не	1	1
609	для настоящего	1	1
610	него за	1	1
611	это понятие	1	1
612	к этому	3	1
613	том числе	1	1
614	событий в	1	1
