N	2gram	Voloshinov_1	Vladivir
675	но эта	1	1
676	на другой	1	1
677	и уже	1	1
678	что бы	1	1
679	одного из	1	1
680	он объясняет	1	1
681	есть только	1	1
682	а во	1	1
683	не приходилось	1	1
684	заключается в	1	1
685	в г	3	1
686	вместо этого	1	1
687	и ярко	1	1
688	это уже	1	1
689	значение эти	1	1
690	на страницах	1	1
691	родство с	1	1
692	этой же	1	1
693	без влияния	1	1
694	но во	1	1
695	у животных	1	1
696	этой борьбе	2	1
697	на которой	1	1
698	человека в	3	1
699	если бы	3	1
700	еще с	1	1
701	в переводе	1	1
702	и эта	1	1
703	все в	1	1
704	мысль о	1	1
705	жизнь по	1	1
706	и тогда	1	1
707	пути в	1	1
708	с самого	7	1
709	чувства а	1	1
710	жизни но	2	1
711	в данном	3	1
712	бы то	1	1
713	в свою	2	1
