N	2gram	Berdyaev_N_1	Hudozhes
330	одной стороны	2	1
331	имеют никакого	1	1
332	не на	1	1
333	философской мысли	1	1
334	что мы	1	1
335	жизнь в	1	1
336	вступает в	1	1
337	как это	2	1
338	но все	1	1
339	в природе	2	1
340	xix века	5	1
341	жизни которые	3	1
342	быть только	1	1
343	века и	2	1
344	культуре и	1	1
345	том смысле	1	1
346	быть не	1	1
347	жизни с	1	1
348	но это	6	1
349	глубины и	2	1
350	в смысле	2	1
351	он видел	1	1
352	формы и	2	1
353	и скоро	1	1
354	себя на	1	1
355	мы должны	1	1
356	с ужасом	1	1
357	давно уже	1	1
358	к ее	3	1
359	и героя	1	1
360	нельзя уже	2	1
361	на смену	1	1
362	сказать что	3	1
363	в свою	1	1
364	культуры в	5	1
365	мышления не	1	1
366	случае если	1	1
367	единственной нашей	1	1
368	я могу	1	1
369	который не	1	1
370	во всяком	1	1
371	и личности	1	1
372	все что	1	1
