N	2gram	Vygotskiy__6	PoTuStor
190	но отнюдь	1	2
191	из тех	1	2
192	это делает	1	2
193	не знает	3	2
194	всех других	1	2
195	есть и	1	2
196	ее в	2	2
197	к этому	1	2
198	они не	4	2
199	отношении и	1	1
200	довести их	1	1
201	и то	4	1
202	он может	2	1
203	словами и	1	1
204	значением для	1	1
205	это и	3	1
206	другому человеку	1	1
207	свое отношение	1	1
208	самый предмет	1	1
209	далее и	1	1
210	старой психологии	1	1
211	что эти	1	1
212	каком отношении	1	1
213	и могут	1	1
214	мы имеем	4	1
215	и входит	1	1
216	что если	2	1
217	вопрос о	5	1
218	одних и	1	1
219	совершенно так	1	1
220	нам в	1	1
221	и новых	1	1
222	а для	1	1
223	всего сказанного	2	1
224	я не	4	1
225	из того	5	1
226	но даже	1	1
227	зависимости от	5	1
228	первого и	1	1
229	первый план	1	1
230	иное как	1	1
231	его отношение	3	1
232	что его	1	1
233	но не	10	1
234	ребенка можно	1	1
235	старая психология	1	1
236	что они	2	1
237	только путем	1	1
238	к сожалению	1	1
239	для объяснения	2	1
240	мы снова	2	1
241	в море	1	1
242	словами на	1	1
243	в центре	1	1
244	общего с	1	1
245	пути в	1	1
246	определения этих	1	1
247	все же	2	1
248	однако не	1	1
249	находящиеся в	1	1
250	в полном	1	1
251	хотя и	3	1
252	когда он	2	1
253	не являются	2	1
254	его к	1	1
255	от этого	3	1
256	психологии и	1	1
257	уже не	1	1
258	точку зрения	2	1
259	ступени развития	6	1
260	привести к	1	1
261	предметов и	1	1
262	в нашем	4	1
263	не оставляет	1	1
264	не сделал	1	1
265	как он	1	1
266	на его	3	1
267	теории и	1	1
268	что она	1	1
269	главным образом	1	1
270	по самому	2	1
271	освобождение от	2	1
272	но именно	1	1
273	а просто	1	1
274	известных пределах	1	1
275	единство в	1	1
276	именно то	1	1
277	отношений между	10	1
278	только те	3	1
279	наших глазах	1	1
280	но вместе	1	1
281	в классе	1	1
282	и единство	1	1
283	ребенок может	3	1
284	подобно тому	1	1
285	эта аналогия	1	1
286	мы говорили	1	1
287	последнее слово	1	1
288	у ребенка	13	1
289	человека в	1	1
290	для всей	3	1
291	как они	2	1
292	различие между	2	1
293	той же	4	1
294	то нам	1	1
295	на все	1	1
296	всех областях	1	1
297	в единую	1	1
298	входит в	1	1
299	это было	1	1
300	отношения которые	1	1
301	т.е если	1	1
302	может стать	1	1
303	мы сказали	1	1
304	неизбежно должен	1	1
305	не ясно	1	1
306	он действительно	1	1
307	с тем	5	1
308	этим и	1	1
309	несмотря на	2	1
310	пока конечно	1	1
311	похоже на	1	1
312	и того	4	1
313	одного и	4	1
314	и еще	1	1
315	но если	4	1
316	и другом	1	1
317	что есть	1	1
318	и мышления	1	1
319	моментах в	1	1
320	господствует в	1	1
321	к предмету	6	1
322	зрения обоих	1	1
323	следующих ступенях	1	1
324	приводится в	1	1
325	на первых	4	1
326	что я	2	1
327	значение для	3	1
328	на первой	1	1
329	которые в	4	1
330	который всегда	1	1
331	друг другу	2	1
332	так называемое	1	1
333	оно само	1	1
334	на всю	1	1
335	т.е на	1	1
336	на один	1	1
337	существует для	1	1
338	с теми	1	1
339	что представляет	1	1
340	тогда когда	6	1
341	дело в	1	1
342	одна из	1	1
343	в сущности	7	1
344	к новым	1	1
345	каждый день	1	1
346	к изучению	1	1
347	в самых	1	1
348	что иное	1	1
349	в стадии	1	1
350	того чтобы	10	1
351	для всего	1	1
352	только не	3	1
353	не имеет	6	1
354	это мы	3	1
355	этих двух	1	1
356	всего на	1	1
357	эквивалентов в	1	1
358	исследования мы	2	1
359	во всем	1	1
360	к этим	1	1
361	связи с	3	1
362	в сознании	4	1
363	ребенка не	4	1
364	более свободна	1	1
365	мы и	4	1
366	один шаг	1	1
367	с другом	5	1
368	от того	10	1
369	деятельности и	1	1
370	что мог	1	1
371	ребенка к	1	1
372	его за	1	1
373	отличается от	3	1
374	же самое	6	1
375	должны быть	1	1
376	к тому	10	1
377	бы он	1	1
378	той или	1	1
379	для его	1	1
380	что при	4	1
381	на это	1	1
382	она не	2	1
383	как известно	7	1
384	ничего общего	1	1
385	опираясь на	1	1
386	и стали	1	1
387	как таковым	1	1
388	своего развития	4	1
389	всем этим	2	1
390	без всякого	1	1
391	на другой	1	1
392	данном случае	1	1
393	даже самое	1	1
394	в себя	3	1
395	говорили что	1	1
396	так было	1	1
397	приводит к	6	1
398	и что	6	1
399	в другом	2	1
400	и ту	1	1
401	можно было	7	1
402	мог бы	3	1
403	еще в	2	1
404	его мысли	3	1
405	если бы	7	1
406	новых и	2	1
407	мы вправе	1	1
408	в разных	5	1
409	в известных	1	1
410	развития в	6	1
411	и здесь	3	1
412	два момента	1	1
413	и т.д	3	1
414	в детском	1	1
415	на вопрос	2	1
416	имеем дело	2	1
417	внимание на	2	1
418	нас в	2	1
419	работе мы	1	1
420	скрывается в	1	1
421	этот момент	1	1
422	эти два	1	1
423	на одном	2	1
424	определяющим моментом	1	1
425	в другой	3	1
426	нельзя сказать	1	1
427	и можно	1	1
428	наконец в	1	1
429	в свете	5	1
430	все время	3	1
431	имеет места	1	1
432	центральный пункт	3	1
433	это приводит	1	1
434	можно построить	1	1
435	хорошо известны	1	1
436	для ребенка	6	1
437	к нему	1	1
438	что здесь	1	1
439	но так	1	1
440	о двух	1	1
441	тот же	1	1
442	дело с	2	1
443	мы увидим	1	1
444	человека все	1	1
445	жизнь с	1	1
446	близкое к	1	1
447	может оказаться	1	1
448	первой стадии	1	1
449	об их	1	1
450	с одной	1	1
451	в качестве	4	1
452	оказывается в	1	1
453	то и	1	1
454	в нашей	3	1
455	оно в	1	1
456	а это	3	1
457	его и	1	1
458	в известной	1	1
459	в конце	2	1
460	вовсе не	1	1
461	с этими	1	1
462	привела к	1	1
463	ее не	1	1
464	развития ребенок	1	1
465	не говорит	1	1
466	как раз	6	1
467	этом отношении	3	1
468	быть совершенно	1	1
469	перейти к	2	1
470	для того	8	1
471	объяснению с	1	1
472	без всякой	1	1
473	или иной	1	1
474	в высшей	2	1
475	имеет и	1	1
476	с другой	2	1
477	эта работа	1	1
478	здесь в	1	1
479	в свою	1	1
480	а с	1	1
481	думается нам	1	1
482	говорит о	1	1
483	связано с	3	1
484	у нас	2	1
485	одной стороны	1	1
486	материал в	1	1
487	на этот	4	1
488	зависит от	3	1
489	а не	3	1
490	он даже	1	1
491	в руках	1	1
492	план выдвигается	1	1
493	для человека	1	1
494	становится ясным	1	1
495	в связи	2	1
496	в момент	1	1
497	бы оно	2	1
498	всех трех	1	1
499	вопрос можно	1	1
500	влияния на	1	1
501	в данном	2	1
502	и ведет	2	1
503	тому как	1	1
504	что же	1	1
505	друг с	5	1
506	в состоянии	4	1
507	том смысле	2	1
508	он сумеет	1	1
509	сейчас же	1	1
510	определить их	1	1
511	есть то	1	1
512	этом и	1	1
513	развития именно	1	1
514	которые были	1	1
515	работу в	1	1
516	в более	1	1
517	известной степени	2	1
518	мышления в	5	1
519	в самые	1	1
520	при таком	1	1
521	мы только	1	1
522	по принципу	3	1
523	особого рода	1	1
524	это часто	1	1
525	интерес к	2	1
526	мы должны	3	1
527	на языке	1	1
528	позволяет нам	1	1
529	только что	2	1
530	хотя в	2	1
531	но всегда	1	1
532	является его	1	1
533	и начинается	1	1
534	в психологии	3	1
535	с ней	3	1
536	но этим	1	1
537	не что	1	1
538	и жизнь	1	1
539	самое важное	1	1
540	мышления не	3	1
541	т.е как	1	1
542	в своих	3	1
543	этой точки	1	1
544	это в	2	1
545	ведь когда	1	1
546	как на	3	1
