N	2gram	Tiupa_Anal_2	Sovremen
192	к нему	1	1
193	известном смысле	1	1
194	один из	2	1
195	одной из	3	1
196	ли он	1	1
197	в действительности	3	1
198	только в	4	1
199	целого и	2	1
200	то он	1	1
201	не приходится	1	1
202	к другому	1	1
203	одни и	1	1
204	с ю	1	1
205	но ведь	1	1
206	в известном	1	1
207	и тот	1	1
208	этот вопрос	1	1
209	и те	1	1
210	только на	3	1
211	в следующих	1	1
212	вследствие этого	2	1
213	в начале	1	1
214	и если	3	1
215	не принимает	1	1
216	именно та	1	1
217	он не	2	1
218	его и	1	1
219	этот раз	1	1
220	и их	2	1
221	пока не	1	1
222	к одному	1	1
223	по существу	2	1
224	сами по	1	1
225	у читателя	1	1
226	вовсе не	2	1
227	как его	1	1
228	не случайно	8	1
229	появление в	1	1
230	по его	1	1
231	чем при	1	1
232	а затем	2	1
233	в совершенно	1	1
234	в другом	1	1
235	одной стороны	4	1
236	и речи	1	1
237	мы это	1	1
238	и т.п	8	1
239	с другой	6	1
240	как у	1	1
241	может ли	2	1
242	обоих случаях	2	1
243	на ее	1	1
244	нельзя сказать	1	1
245	именно в	3	1
246	здесь в	2	1
247	этом смысле	2	1
248	что один	1	1
249	в ином	1	1
250	только к	1	1
251	только одно	1	1
252	ни в	1	1
253	все равно	1	1
254	этого не	1	1
255	и вся	1	1
256	меньше и	1	1
257	всегда и	1	1
258	несмотря на	3	1
259	жизни но	2	1
260	не погиб	1	1
261	не допускает	1	1
262	обратимся к	1	1
263	в связи	1	1
264	том что	12	1
265	в эту	3	1
266	этом случае	4	1
267	но если	1	1
268	и при	1	1
269	таким же	1	1
270	так же	2	1
271	и особенно	4	1
272	в такой	1	1
273	означало бы	1	1
274	то его	1	1
275	в данном	8	1
276	но эта	2	1
277	которые в	1	1
278	быть только	1	1
279	по крайней	3	1
280	именно к	1	1
281	и более	1	1
282	мере в	1	1
283	зрения и	1	1
284	по себе	2	1
285	в своем	4	1
286	еще раз	1	1
287	в любом	1	1
288	играть в	1	1
289	при условии	1	1
290	с ним	2	1
291	они относятся	1	1
292	все три	1	1
293	она не	2	1
294	что с	2	1
295	и тогда	1	1
296	в обоих	2	1
297	свое время	1	1
298	которых он	1	1
299	не имеет	2	1
300	случае он	1	1
301	не является	1	1
302	но только	1	1
303	такой фактор	1	1
304	он с	1	1
305	только не	4	1
306	никогда не	3	1
307	или в	3	1
308	другое дело	1	1
309	человек и	1	1
310	но отнюдь	1	1
311	хотя и	4	1
312	только и	1	1
313	жизни не	1	1
314	себя самого	1	1
315	или нет	1	1
316	и ответственности	2	1
317	силы в	1	1
318	все они	1	1
319	и его	4	1
320	связи с	1	1
321	же в	1	1
322	но это	1	1
323	могли быть	1	1
324	на которой	1	1
325	и из	1	1
326	чем объясняется	1	1
327	а о	1	1
328	и несколько	1	1
329	это делает	1	1
330	не знает	3	1
331	сказать что	2	1
332	ни о	3	1
333	и для	2	1
334	не что	1	1
335	человека в	1	1
336	в то	2	1
337	в свое	1	1
338	есть то	1	1
339	самое что	1	1
340	в какой	1	1
341	просто не	1	1
342	той или	3	1
343	внешнего слоя	2	1
344	зрения может	1	1
345	на это	1	1
346	все что	2	1
347	из многих	1	1
