N	2gram	Vinokur_St_1	Narrotol
383	слова в	1	1
384	для изучения	4	1
385	но он	2	1
386	в россии	4	1
387	что было	1	1
388	по крайней	2	1
389	разные формы	1	1
390	и более	2	1
391	их в	2	1
392	в конце	3	1
393	произведения в	2	1
394	том же	1	1
395	что этот	2	1
396	и то	5	1
397	так называемого	1	1
398	отметить что	2	1
399	но еще	1	1
400	дело не	4	1
401	дело в	6	1
402	в процессе	1	1
403	к изучению	1	1
404	в русской	1	1
405	что ей	1	1
406	он еще	1	1
407	без посредства	1	1
408	вытекает из	2	1
409	бы между	1	1
410	это то	1	1
411	этих двух	3	1
412	факты в	1	1
413	является событием	1	1
414	к концу	2	1
415	более что	2	1
416	лишь в	3	1
417	и является	1	1
418	потому что	6	1
419	к этим	1	1
420	не по	3	1
421	на некоторые	1	1
422	было не	2	1
423	и делает	1	1
424	в области	14	1
425	ему не	1	1
426	а как	2	1
427	от того	1	1
428	всех прочих	1	1
429	у нас	11	1
430	действительно является	1	1
431	очень часто	3	1
432	начиная с	2	1
433	данного произведения	1	1
434	ни был	1	1
435	не могут	1	1
436	что оно	3	1
437	но также	9	1
438	для кого	1	1
439	для себя	3	1
440	могло оказаться	1	1
441	от друга	1	1
442	что все	2	1
443	в виду	1	1
444	однако ни	2	1
445	последовательности и	2	1
446	после него	1	1
447	и от	1	1
448	мысль о	1	1
449	только то	1	1
450	хотя не	1	1
451	и сам	2	1
452	на путь	1	1
453	прошлом но	1	1
454	к его	1	1
455	произведения не	1	1
456	когда в	1	1
457	тот же	1	1
458	является в	1	1
459	на них	1	1
460	если бы	9	1
461	и вообще	3	1
462	никогда и	1	1
463	настаивать на	1	1
464	и точному	1	1
465	внимание на	3	1
466	там же	1	1
467	и во	2	1
468	и всю	1	1
469	чувства юмора	1	1
470	которых в	3	1
471	данного текста	1	1
472	что и	6	1
473	в глазах	1	1
474	крайней мере	2	1
475	них в	1	1
476	еще только	1	1
477	не знаю	2	1
478	если это	3	1
479	которой в	1	1
480	с которыми	2	1
481	того что	9	1
482	зрения как	1	1
483	в современной	1	1
484	ни стилистических	1	1
485	тезис в	1	1
486	кроме самого	1	1
487	всю свою	1	1
488	деле не	1	1
489	или же	2	1
490	в уста	3	1
491	место из	1	1
492	со всеми	2	1
493	однако с	1	1
494	этой системе	1	1
495	мира это	1	1
496	и у	2	1
497	в значении	1	1
498	истории как	1	1
499	в начале	3	1
500	свидетельствует о	2	1
501	слова не	1	1
502	а то	2	1
503	его текст	1	1
504	ответ на	3	1
505	то у	1	1
506	его и	1	1
507	ни с	3	1
508	не так	1	1
509	в новом	4	1
510	никто не	4	1
511	под сомнение	1	1
512	согласно которой	1	1
513	вовсе не	19	1
514	при отсутствии	1	1
515	бы все	3	1
516	что могло	1	1
517	оснований видеть	1	1
518	до сих	7	1
519	на ее	1	1
520	и тех	1	1
521	здесь в	1	1
522	чем он	1	1
523	в соответствии	1	1
524	а на	3	1
525	текста это	1	1
526	более того	1	1
527	однако и	2	1
528	не подлежит	1	1
529	формах но	1	1
530	как о	2	1
531	и уже	2	1
532	оснований для	1	1
533	дела и	2	1
534	и ему	1	1
535	текста если	1	1
536	ни на	2	1
537	некоторые из	1	1
538	в меру	1	1
539	очевидно что	1	1
540	оно существует	1	1
541	это за	1	1
542	в тех	3	1
543	и там	1	1
544	и было	1	1
545	быть не	1	1
546	в это	1	1
547	и следствий	1	1
548	с этой	3	1
549	лет назад	2	1
550	быть и	2	1
551	является для	1	1
552	с историей	2	1
553	той мере	1	1
554	сих пор	7	1
555	этом и	1	1
556	истории но	1	1
557	и позволяет	1	1
558	которых он	1	1
559	случаях когда	1	1
560	указать на	1	1
561	ничего а	1	1
562	о котором	2	1
563	нас нет	7	1
564	и перед	2	1
565	обращается к	1	1
566	ни одного	2	1
567	для нас	7	1
568	это может	1	1
569	а может	1	1
570	в литературной	1	1
571	не должен	1	1
572	но зато	1	1
573	с формой	1	1
574	но это	6	1
575	в равной	2	1
576	обратиться к	1	1
577	две стороны	1	1
578	не знает	2	1
579	не быть	1	1
580	в капитанской	1	1
581	и при	1	1
582	культуры в	3	1
583	для большинства	1	1
584	не могла	2	1
585	в свое	2	1
586	не у	2	1
587	который не	2	1
588	быть признана	1	1
589	это было	1	1
590	по поводу	7	1
591	где эта	1	1
592	можно назвать	2	1
593	и кажется	1	1
