N	2gram	Bakhtin_Fr_3	EvropaiE
455	и следовательно	3	1
456	следует прежде	1	1
457	большей или	3	1
458	быть и	1	1
459	но так	1	1
460	один из	4	1
461	связь и	2	1
462	с ними	1	1
463	дело с	1	1
464	всех этих	3	1
465	мы увидим	2	1
466	известных условиях	1	1
467	как нечто	2	1
468	которое мы	1	1
469	и внутри	1	1
470	который в	2	1
471	иной степени	1	1
472	или же	2	1
473	и ее	2	1
474	xix и	1	1
475	больше чем	2	1
476	к какому	1	1
477	конечно не	2	1
478	уже в	2	1
479	на такой	2	1
480	в начале	3	1
481	что не	1	1
482	в точном	1	1
483	одно из	3	1
484	для него	5	1
485	и их	1	1
486	мы находим	3	1
487	в последних	2	1
488	на историческую	1	1
489	как его	2	1
490	в более	3	1
491	в границах	1	1
492	которые как	1	1
493	значение имеет	1	1
494	культуры между	1	1
495	что тот	1	1
496	с той	1	1
497	или меньшей	3	1
498	пребывает в	1	1
499	необходимо понять	1	1
500	в англии	1	1
501	что для	2	1
502	те кто	1	1
503	положений и	1	1
504	не было	5	1
505	их можно	1	1
506	европы но	1	1
507	в любой	1	1
508	на которых	1	1
509	с большей	1	1
510	и далее	2	1
511	ставить и	1	1
512	которые по	1	1
513	мы знаем	2	1
514	в связи	5	1
515	эту эпоху	1	1
516	xx века	5	1
517	в xviii	3	1
518	связь с	6	1
519	в старом	1	1
520	что во	1	1
521	неправильно думать	1	1
522	имеются в	1	1
523	к жизни	2	1
524	для всех	1	1
525	религии и	1	1
526	выход в	1	1
527	даже с	1	1
528	культуре и	1	1
529	в состоянии	2	1
530	мыслится как	1	1
531	должно быть	1	1
532	этого слова	2	1
533	с некоторым	1	1
534	слова и	2	1
535	в формах	1	1
536	к двум	1	1
537	и где	1	1
538	тех или	1	1
539	более того	1	1
540	с полной	1	1
541	в мировой	4	1
542	что оно	1	1
543	о котором	1	1
544	этой эпохи	2	1
545	ее и	1	1
546	но когда	1	1
547	своих произведений	1	1
548	климата и	1	1
549	в большей	2	1
550	пришлось бы	1	1
551	но это	3	1
552	истины за	1	1
553	и другие	2	1
554	поскольку это	1	1
555	но этот	1	1
556	в последнем	2	1
557	с такой	1	1
558	что даже	1	1
559	не способны	1	1
560	в свое	1	1
561	имеют дело	1	1
562	время не	1	1
563	целей и	1	1
564	включает в	2	1
565	к этой	3	1
566	вполне понятно	1	1
567	это в	2	1
568	который не	1	1
569	все что	2	1
570	том числе	3	1
571	гораздо более	1	1
