N	2gram	Bakhtin_fo_1	Marksizm
343	и xviii	1	2
344	жизни и	8	2
345	что в	5	2
346	все основные	1	2
347	и эта	2	2
348	к нормальной	1	1
349	также и	2	1
350	например в	6	1
351	xvii века	2	1
352	человека и	11	1
353	чтобы вернуться	1	1
354	слова эта	1	1
355	не меняется	3	1
356	между двумя	6	1
357	и принципиально	2	1
358	наиболее отчетливое	1	1
359	уже указывали	4	1
360	иметь место	1	1
361	и за	1	1
362	форм лежит	1	1
363	не приходится	1	1
364	не делает	1	1
365	сами же	2	1
366	дан в	2	1
367	иногда прямо	1	1
368	именно к	1	1
369	и случайной	2	1
370	ни единого	1	1
371	почти все	1	1
372	конца xviii	1	1
373	творческие и	1	1
374	из сказанного	1	1
375	этого целого	2	1
376	как во	1	1
377	из того	1	1
378	мы и	4	1
379	для нашей	1	1
380	и со	1	1
381	и определяется	2	1
382	между собой	4	1
383	время в	6	1
384	жизни данного	1	1
385	всего этого	2	1
386	и человеческой	1	1
387	а следовательно	1	1
388	и существенного	1	1
389	из этих	1	1
390	совсем не	2	1
391	очень важным	1	1
392	то он	1	1
393	а только	2	1
394	точка зрения	1	1
395	формы художественного	1	1
396	вступают в	1	1
397	на миру	2	1
398	не связанный	1	1
399	можно прямо	2	1
400	и единства	1	1
401	форме и	1	1
402	и я	1	1
403	в центре	2	1
404	его на	2	1
405	как в	6	1
406	данный момент	1	1
407	увидим далее	1	1
408	этим мы	2	1
409	и нет	2	1
410	и различные	1	1
411	кроме того	4	1
412	в единый	1	1
413	а чисто	1	1
414	и абстрактный	1	1
415	могли бы	1	1
416	характер носит	1	1
417	и наконец	1	1
418	не являются	2	1
419	определенным идеологическим	1	1
420	в реальный	1	1
421	мир и	2	1
422	себе не	1	1
423	увидим что	1	1
424	нет никакой	1	1
425	искусство и	1	1
426	в этот	2	1
427	где все	1	1
428	сливается с	1	1
429	в которой	2	1
430	время это	1	1
431	но без	1	1
432	отчасти и	1	1
433	прямой и	1	1
434	с их	2	1
435	удельный вес	2	1
436	как он	2	1
437	не могла	1	1
438	его но	3	1
439	а вовсе	1	1
440	этот процесс	5	1
441	вообще не	3	1
442	к выводу	1	1
443	как оно	2	1
444	главным образом	1	1
445	сами эти	1	1
446	о которой	1	1
447	и самый	1	1
448	всех этих	5	1
449	нее и	1	1
450	оно должно	1	1
451	и вот	1	1
452	можно назвать	2	1
453	по всем	2	1
454	широком смысле	2	1
455	конечно от	1	1
456	в основу	3	1
457	но все	5	1
458	человека в	17	1
459	в каждом	1	1
460	касается до	1	1
461	как они	1	1
462	связанные с	1	1
463	в совершенно	1	1
464	со всеми	3	1
465	ясно что	2	1
466	входит в	3	1
467	ко второму	1	1
468	моменты в	1	1
469	и соответствующие	1	1
470	всего того	3	1
471	к определенным	1	1
472	сегодняшнего дня	1	1
473	подходы и	1	1
474	целостности и	1	1
475	здесь это	3	1
476	и риторические	1	1
477	из нее	2	1
478	но уже	1	1
479	в них	4	1
480	нет в	2	1
481	о которых	1	1
482	и совершается	1	1
483	особенно на	1	1
484	с тем	3	1
485	место и	3	1
486	все творческие	1	1
487	которой он	1	1
488	и вне	3	1
489	же материала	1	1
490	все это	4	1
491	места в	2	1
492	эта черта	3	1
493	его герои	1	1
494	лежат в	2	1
495	его будут	1	1
496	уже к	1	1
497	с идеей	1	1
498	самый момент	1	1
499	не столько	1	1
500	нельзя и	1	1
501	значение для	1	1
502	что имеет	2	1
503	для изучения	1	1
504	и последнее	2	1
505	его целом	2	1
506	но он	2	1
507	с такою	1	1
508	друг другу	2	1
509	что было	3	1
510	уже сказали	2	1
511	времени а	1	1
512	и единого	1	1
513	указывали что	1	1
514	данного лица	1	1
515	же мы	1	1
516	вернемся к	1	1
517	нет никакого	1	1
518	на один	2	1
519	быть лишь	1	1
520	важная проблема	1	1
521	тесную связь	1	1
522	цели и	1	1
523	человека есть	1	1
524	выходят из	1	1
525	до известной	1	1
526	иной раз	1	1
527	и проч	4	1
528	здесь лишь	1	1
529	тогда когда	2	1
530	смыслом и	1	1
531	во время	1	1
532	и сама	1	1
533	но она	2	1
534	особый характер	1	1
535	принадлежит к	2	1
536	не могло	5	1
537	совершенно неосуществима	1	1
538	находится в	1	1
539	самой жизни	1	1
540	в разных	5	1
541	в самой	2	1
542	на себя	2	1
543	всего на	1	1
544	ровно ничего	1	1
545	уже говорили	3	1
546	это слово	1	1
547	по-новому в	1	1
548	мало как	1	1
549	так называемый	2	1
550	исходный пункт	1	1
551	не столь	2	1
552	от конкретных	1	1
553	этом отношении	3	1
554	тесно связана	1	1
555	с другом	1	1
556	не совсем	1	1
557	что можно	1	1
558	места для	1	1
559	и определений	1	1
560	поэтому не	1	1
561	вне их	1	1
562	не могут	3	1
563	когда мы	1	1
564	есть только	2	1
565	нашу точку	1	1
566	что все	2	1
567	и такие	1	1
568	числе и	2	1
569	более существенной	1	1
570	другом месте	1	1
571	его с	1	1
572	они и	1	1
573	оно не	2	1
574	этого второго	1	1
575	особый тип	1	1
576	него как	1	1
577	где этот	1	1
578	разных контекстах	1	1
579	в некоторых	2	1
580	здесь не	4	1
581	как самого	1	1
582	не стремимся	1	1
583	в буквальном	2	1
584	чтобы быть	1	1
585	уже с	1	1
586	от отношения	1	1
587	в себя	1	1
588	так в	1	1
589	роль в	9	1
590	на том	1	1
591	и сам	1	1
592	было в	1	1
593	отсюда и	2	1
594	здесь нет	3	1
595	нет места	1	1
596	следовательно по	1	1
597	внешнего выражения	1	1
598	мы пользуясь	1	1
599	можно только	2	1
600	по сравнению	2	1
601	понятно что	4	1
602	специфические особенности	1	1
603	и вообще	2	1
604	с ним	2	1
605	до нас	5	1
606	образом в	1	1
607	лишь то	1	1
608	только и	5	1
609	этих элементов	1	1
610	повторяем в	2	1
611	этих условиях	1	1
612	и поэтому	1	1
613	внимание на	1	1
614	и внутреннее	3	1
615	его жизни	8	1
616	притом в	1	1
617	или на	1	1
618	и действенность	1	1
619	и косвенной	1	1
620	является здесь	1	1
621	мы понимаем	1	1
622	в родном	1	1
623	лишь путем	1	1
624	переходит в	1	1
625	не чувствует	1	1
626	какие мы	1	1
627	когда оно	1	1
628	полноту и	2	1
629	во всей	3	1
630	существенную роль	2	1
631	и степень	1	1
632	и только	1	1
633	из разновидностей	1	1
634	быть ничего	1	1
635	на развитие	2	1
636	единого и	1	1
637	в него	1	1
638	в другую	2	1
639	и мир	1	1
640	ни к	3	1
641	эта проблема	1	1
642	конечно сомнению	1	1
643	отчетливое и	1	1
644	этом моменте	1	1
645	всякого рода	2	1
646	мы видим	3	1
647	тот же	1	1
648	целого и	1	1
649	же оно	1	1
650	в литературу	1	1
651	особенности его	1	1
652	для нее	1	1
653	их не	1	1
654	до сегодняшнего	1	1
655	в окружающем	1	1
656	так что	1	1
657	было так	1	1
658	же и	2	1
659	есть в	2	1
660	и др	9	1
661	и композиционные	1	1
662	уже не	2	1
663	ни одного	1	1
664	или не	2	1
665	чем они	1	1
666	же в	3	1
667	ним не	1	1
668	здесь же	1	1
669	или даже	1	1
670	и других	3	1
671	из них	1	1
672	уже показали	1	1
673	и понимание	1	1
674	не связанных	1	1
675	о причинах	1	1
676	был бы	3	1
677	этими формами	1	1
678	одно из	3	1
679	характер но	2	1
680	эти три	1	1
681	могло бы	1	1
682	в одном	3	1
683	сами по	1	1
684	литературу в	1	1
685	к ним	2	1
686	не о	2	1
687	к чужой	1	1
688	xvii и	1	1
689	в широком	2	1
690	и оценки	1	1
691	в других	9	1
692	претендуем на	1	1
693	были бы	1	1
694	чувствует себя	2	1
695	значение имеет	1	1
696	в данный	1	1
697	или чисто	1	1
698	связаны с	3	1
699	эта работа	1	1
700	пролегает по	1	1
701	стороны он	1	1
702	и нельзя	1	1
703	в каких	1	1
704	соответствии с	2	1
705	я был	2	1
706	характерно для	1	1
707	еще и	2	1
708	на которые	1	1
709	себя и	3	1
710	говорит о	1	1
711	к более	1	1
712	в соответствии	2	1
713	что им	1	1
714	не претендуем	1	1
715	ничего что	1	1
716	а на	1	1
717	которых мы	1	1
718	а наоборот	1	1
719	здесь эта	1	1
720	самое слово	1	1
721	как ни	1	1
722	дело в	2	1
723	прочной и	1	1
724	могло существовать	1	1
725	эта особенность	1	1
726	если не	1	1
727	себя на	1	1
728	господствует чисто	1	1
729	на фоне	3	1
730	но оно	2	1
731	нет ничего	4	1
732	подлежит конечно	1	1
733	мы говорим	1	1
734	к себе	4	1
735	этот смысл	1	1
736	неотделимо от	2	1
737	роли которую	1	1
738	к жизни	2	1
739	сравнению с	2	1
740	в течение	2	1
741	слова он	1	1
742	быть как	1	1
743	и всей	2	1
744	конечно эти	1	1
745	вариации этих	1	1
746	из этой	1	1
747	и слушающего	1	1
748	друг с	1	1
749	строится как	1	1
750	в это	2	1
751	входит как	1	1
752	и носит	2	1
753	сказать не	1	1
754	этом случае	1	1
755	в условиях	7	1
756	жизни или	2	1
757	в целом	2	1
758	то перед	1	1
759	здесь конечно	2	1
760	общественной жизни	1	1
761	его же	1	1
762	этом и	1	1
763	времени к	1	1
764	силу и	1	1
765	однако не	1	1
766	вне его	2	1
767	содержанием и	1	1
768	известной степени	1	1
769	не оставляют	1	1
770	слова но	1	1
771	его переживания	1	1
772	живет и	1	1
773	где и	2	1
774	не подлежит	1	1
775	которого они	1	1
776	не касаемся	1	1
777	но отнюдь	1	1
778	хотя и	3	1
779	но когда	1	1
780	эти проблемы	1	1
781	у них	2	1
782	и ни	1	1
783	мы должны	2	1
784	потому что	4	1
785	все они	1	1
786	определенного положения	1	1
787	их жизни	1	1
788	жизни в	8	1
789	сказали принадлежит	1	1
790	дороги в	1	1
791	героя и	7	1
792	этой проблемы	2	1
793	него нет	1	1
794	является и	1	1
795	забывать что	1	1
796	в последнем	1	1
797	романе то	1	1
798	к моменту	1	1
799	проникнуть в	1	1
800	начала не	1	1
801	ее в	2	1
802	и другие	5	1
803	оно прежде	1	1
804	том числе	4	1
805	гораздо более	1	1
