N	2gram	Tiupa_Hudo_1	EvropaiE
284	достаточно чтобы	1	1
285	с но	1	1
286	эгоцентризма со	1	1
287	не сразу	1	1
288	когда мы	1	1
289	в каждой	1	1
290	и быта	1	1
291	нам представляется	1	1
292	которых может	2	1
293	что его	1	1
294	с его	5	1
295	своем прошлом	1	1
296	как путь	1	1
297	чем это	1	1
298	обстояло дело	1	1
299	это вопрос	1	1
300	его построения	1	1
301	по отношению	8	1
302	с совершенно	1	1
303	тогда как	7	1
304	отличие от	1	1
305	от основного	1	1
306	к сожалению	1	1
307	относится к	1	1
308	как по	2	1
309	в центре	4	1
310	в одной	2	1
311	в рамках	2	1
312	среди которой	1	1
313	дает нам	1	1
314	человеческого бытия	3	1
315	все же	3	1
316	однако не	1	1
317	в полном	1	1
318	не являются	1	1
319	говорит об	1	1
320	более или	1	1
321	в этот	1	1
322	за свои	1	1
323	та же	4	1
324	все так	1	1
325	он в	1	1
326	железных дорог	1	1
327	еще далеко	1	1
328	поскольку в	1	1
329	один и	1	1
330	имеет для	1	1
331	и тот	1	1
332	в общий	1	1
333	претендовать на	1	1
334	жизнью и	2	1
335	на его	2	1
336	при этом	12	1
337	т д	3	1
338	своем духовном	1	1
339	имело бы	1	1
340	и когда	3	1
341	состоит в	2	1
342	не как	1	1
343	бытия это	1	1
344	на земле	1	1
345	на этом	3	1
346	в характере	1	1
347	и наоборот	1	1
348	но все	1	1
349	значительной степени	2	1
350	от нее	1	1
351	бы дать	1	1
352	в нем	3	1
353	оно всегда	1	1
354	различие между	1	1
355	же касается	2	1
356	том случае	1	1
357	еще большей	1	1
358	лишь в	3	1
359	входит в	1	1
360	истории и	1	1
361	весь мир	1	1
362	стало возможным	1	1
363	в жизни	1	1
364	к области	1	1
365	рядом с	1	1
366	соответствии с	1	1
367	как таковой	1	1
368	и всей	1	1
369	перед собой	2	1
370	стороне от	1	1
371	или менее	1	1
372	в такой	2	1
373	если можно	2	1
374	большей степени	1	1
375	в отличие	1	1
376	что при	3	1
377	не представляется	2	1
378	от себя	2	1
379	признать что	1	1
380	степи и	2	1
381	среды и	1	1
382	друг другу	1	1
383	возникающих в	1	1
384	с такими	2	1
385	для нее	2	1
386	на окружающую	1	1
387	возвращается к	3	1
388	тому что	4	1
389	все эти	3	1
390	не менее	5	1
391	на рубеже	1	1
392	вплоть до	1	1
393	но они	1	1
394	что эта	1	1
395	и другое	2	1
396	в определении	1	1
397	сгущается в	1	1
398	одна из	2	1
399	чтобы в	1	1
400	где в	1	1
401	из их	1	1
402	та или	3	1
403	для всего	2	1
404	казалось бы	7	1
405	в самой	1	1
406	именно с	1	1
407	благодаря своей	1	1
408	или иная	3	1
409	к концу	1	1
410	такая же	1	1
411	на себе	2	1
412	вместо того	2	1
413	и его	5	1
414	связи с	4	1
415	от конкретных	1	1
416	в основе	1	1
417	к сфере	1	1
418	относиться к	1	1
419	приобщения к	1	1
420	оказались бы	1	1
421	все еще	2	1
422	но из	1	1
423	для себя	3	1
424	что современная	1	1
425	приходит к	1	1
426	и о	4	1
427	эти не	1	1
428	обращенный к	1	1
429	то чтобы	2	1
430	на свой	1	1
431	в рамки	1	1
432	а другие	1	1
433	литературы и	1	1
434	одного из	1	1
435	каждого из	2	1
436	когда его	1	1
437	об этом	5	1
438	еще в	3	1
439	когда в	1	1
440	по ее	1	1
441	быть может	7	1
442	с ним	4	1
443	не случайна	1	1
444	означает что	1	1
445	в положении	1	1
446	сводится к	1	1
447	только бы	1	1
448	тех кто	2	1
449	на вопрос	2	1
450	внимание на	2	1
451	не перед	1	1
452	его жизни	2	1
453	много ли	1	1
454	может не	1	1
455	нас в	1	1
456	в которую	1	1
457	а через	1	1
458	эти два	1	1
459	ли найдется	1	1
460	нем и	1	1
461	в лучшем	1	1
462	различия между	1	1
463	но так	1	1
464	один из	4	1
465	в двух	1	1
466	тот же	1	1
467	с ними	2	1
468	всех этих	1	1
469	и человечества	1	1
470	нужно и	1	1
471	мыслей о	2	1
472	и ее	1	1
473	играет роль	1	1
474	со своим	2	1
475	переходит в	1	1
476	уже не	7	1
477	уже в	1	1
478	то и	3	1
479	в начале	2	1
480	что не	2	1
481	как кажется	2	1
482	но совершенно	1	1
483	связывается с	1	1
484	интересующего нас	1	1
485	одно из	1	1
486	не будут	1	1
487	для него	10	1
488	представить себе	1	1
489	зрения развития	1	1
490	то следует	1	1
491	гораздо большей	1	1
492	не о	2	1
493	как его	3	1
494	бытия и	4	1
495	обращены к	1	1
496	интересующей нас	1	1
497	эти наблюдения	1	1
498	его ни	1	1
499	даже не	1	1
500	на примере	1	1
501	или иначе	2	1
502	личности именно	1	1
503	эти две	1	1
504	не сводится	1	1
505	с той	2	1
506	общение с	1	1
507	одних и	1	1
508	что для	1	1
509	обратиться к	1	1
510	выступает в	1	1
511	не было	4	1
512	не одной	1	1
513	так обстояло	1	1
514	человеческой жизни	4	1
515	пока что	1	1
516	культурную традицию	1	1
517	что мы	1	1
518	мы знаем	2	1
519	в связи	3	1
520	xx века	1	1
521	так называемых	1	1
522	именно поэтому	1	1
523	нет ничего	2	1
524	несомненным что	1	1
525	то можно	1	1
526	двух противоположных	1	1
527	в столь	1	1
528	к жизни	5	1
529	это были	1	1
530	она есть	1	1
531	в среде	1	1
532	культуре и	1	1
533	том смысле	1	1
534	действительности как	1	1
535	должно быть	2	1
536	с ее	2	1
537	на пути	1	1
538	в аспекте	5	1
539	к двум	1	1
540	в формировании	1	1
541	ближе к	2	1
542	себя с	1	1
543	при таком	1	1
544	лицо и	1	1
545	что оно	1	1
546	о котором	2	1
547	в отдельных	1	1
548	ее и	1	1
549	но когда	1	1
550	преимуществу и	1	1
551	сознания что	1	1
552	степени чем	1	1
553	как сказал	1	1
554	но это	1	1
555	в мировом	1	1
556	бы на	2	1
557	и другие	1	1
558	всего мира	2	1
559	этих отношений	1	1
560	в последнем	1	1
561	с такой	1	1
562	в свое	1	1
563	время не	1	1
564	к числу	1	1
565	к этой	3	1
566	случае если	1	1
567	это в	3	1
568	который не	1	1
569	можно назвать	1	1
570	все что	1	1
