N	2gram	Kanaev_Sov_1	Hudozhes
258	когда мы	3	1
259	могут быть	2	1
260	единства в	1	1
261	же самое	2	1
262	для его	2	1
263	на это	1	1
264	если же	2	1
265	ничего общего	1	1
266	свою очередь	2	1
267	данном случае	1	1
268	с самого	3	1
269	в дальнейшем	4	1
270	по аналогии	1	1
271	наблюдения и	2	1
272	раз он	1	1
273	в споре	1	1
274	его принципиальная	1	1
275	здесь нет	1	1
276	во многом	1	1
277	он сам	1	1
278	и т.д	3	1
279	может не	3	1
280	и т.п	1	1
281	одного из	1	1
282	все его	1	1
283	для нас	3	1
284	с другой	1	1
285	как у	1	1
286	в которую	2	1
287	во всех	1	1
288	во втором	1	1
289	и только	1	1
290	от обстоятельств	2	1
291	к концу	1	1
292	как например	1	1
293	тот же	2	1
294	в какой	1	1
295	о другом	1	1
296	времени и	2	1
297	всяком случае	2	1
298	в общий	1	1
299	с одной	2	1
300	и у	1	1
301	уже в	3	1
302	и они	2	1
303	не принимает	1	1
304	не из	1	1
305	не дает	2	1
306	его и	1	1
307	но для	1	1
308	и та	1	1
309	как основное	1	1
310	сами по	1	1
311	отличие от	2	1
312	заключенную в	1	1
313	ее на	2	1
314	рядом с	1	1
315	из двух	3	1
316	и из	1	1
317	по своим	1	1
318	элементов и	1	1
319	можно назвать	2	1
320	одной стороны	1	1
321	вторая половина	2	1
322	там где	1	1
323	одна и	1	1
324	читателя что	1	1
325	они все	1	1
326	так называемых	3	1
327	другого для	1	1
328	к вечеру	1	1
329	но все	2	1
330	из которых	2	1
331	в природе	1	1
332	xix века	1	1
333	в данном	1	1
334	ни то	1	1
335	быть только	1	1
336	друг с	2	1
337	человек с	1	1
338	только о	1	1
339	в любом	1	1
340	скажем в	2	1
341	но это	1	1
342	очередь на	1	1
343	жизни вот	1	1
344	уже на	1	1
345	при таком	3	1
346	собственно и	1	1
347	в отдельных	1	1
348	не более	1	1
349	мы должны	4	1
350	вполне достаточно	1	1
351	теперь же	2	1
352	ни другое	1	1
353	сказать что	1	1
354	но часто	1	1
355	в свою	2	1
356	в свое	1	1
357	и эта	1	1
358	во всяком	2	1
359	все что	1	1
